2021
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisbr.def
Congenital Syphilis
"Município de residência";"Casos confirmados"
"110002 ARIQUEMES";11
"110004 CACOAL";3
"110008 COSTA MARQUES";2
"110009 ESPIGAO D'OESTE";4
"110010 GUAJARA-MIRIM";2
"110011 JARU";2
"110012 JI-PARANA";4
"110013 MACHADINHO D'OESTE";3
"110015 OURO PRETO DO OESTE";2
"110018 PIMENTA BUENO";1
"110020 PORTO VELHO";77
"110025 PRESIDENTE MEDICI";3
"110030 VILHENA";2
"110032 SAO MIGUEL DO GUAPORE";3
"110033 NOVA MAMORE";4
"110080 CANDEIAS DO JAMARI";4
"110094 CUJUBIM";1
"110110 ITAPUA DO OESTE";2
"110150 SERINGUEIRAS";3
"110160 THEOBROMA";1
"110175 VALE DO ANARI";1
"110180 VALE DO PARAISO";1
"120001 ACRELANDIA";3
"120005 ASSIS BRASIL";3
"120010 BRASILEIA";13
"120013 BUJARI";10
"120017 CAPIXABA";10
"120020 CRUZEIRO DO SUL";21
"120025 EPITACIOLANDIA";11
"120030 FEIJO";6
"120033 MANCIO LIMA";2
"120034 MANOEL URBANO";3
"120035 MARECHAL THAUMATURGO";2
"120038 PLACIDO DE CASTRO";9
"120040 RIO BRANCO";127
"120042 RODRIGUES ALVES";1
"120043 SANTA ROSA DO PURUS";4
"120045 SENADOR GUIOMARD";13
"120050 SENA MADUREIRA";11
"120060 TARAUACA";8
"120070 XAPURI";3
"120080 PORTO ACRE";16
"130002 ALVARAES";3
"130006 AMATURA";1
"130014 APUI";1
"130030 AUTAZES";11
"130040 BARCELOS";1
"130050 BARREIRINHA";3
"130060 BENJAMIN CONSTANT";4
"130063 BERURI";1
"130070 BOCA DO ACRE";11
"130080 BORBA";6
"130083 CAAPIRANGA";2
"130100 CARAUARI";5
"130110 CAREIRO";3
"130115 CAREIRO DA VARZEA";5
"130130 CODAJAS";2
"130140 EIRUNEPE";5
"130150 ENVIRA";7
"130160 FONTE BOA";3
"130165 GUAJARA";6
"130170 HUMAITA";4
"130185 IRANDUBA";15
"130190 ITACOATIARA";8
"130195 ITAMARATI";1
"130200 ITAPIRANGA";3
"130210 JAPURA";1
"130220 JURUA";1
"130230 JUTAI";3
"130240 LABREA";7
"130250 MANACAPURU";28
"130255 MANAQUIRI";1
"130260 MANAUS";739
"130270 MANICORE";14
"130290 MAUES";2
"130300 NHAMUNDA";1
"130310 NOVA OLINDA DO NORTE";14
"130320 NOVO AIRAO";1
"130340 PARINTINS";28
"130350 PAUINI";1
"130353 PRESIDENTE FIGUEIREDO";3
"130356 RIO PRETO DA EVA";3
"130360 SANTA ISABEL DO RIO NEGRO";3
"130390 SAO PAULO DE OLIVENCA";1
"130395 SAO SEBASTIAO DO UATUMA";1
"130400 SILVES";1
"130406 TABATINGA";5
"130420 TEFE";9
"130426 UARINI";1
"130430 URUCARA";4
"130440 URUCURITUBA";1
"140002 AMAJARI";3
"140005 ALTO ALEGRE";2
"140010 BOA VISTA";292
"140015 BONFIM";3
"140017 CANTA";11
"140020 CARACARAI";13
"140023 CAROEBE";3
"140028 IRACEMA";1
"140030 MUCAJAI";13
"140040 NORMANDIA";2
"140045 PACARAIMA";29
"140047 RORAINOPOLIS";23
"140050 SAO JOAO DA BALIZA";3
"140060 SAO LUIZ";3
"140070 UIRAMUTA";2
"150010 ABAETETUBA";23
"150013 ABEL FIGUEIREDO";1
"150020 ACARA";13
"150030 AFUA";13
"150034 AGUA AZUL DO NORTE";1
"150040 ALENQUER";16
"150050 ALMEIRIM";2
"150060 ALTAMIRA";34
"150070 ANAJAS";6
"150080 ANANINDEUA";240
"150085 ANAPU";23
"150090 AUGUSTO CORREA";14
"150095 AURORA DO PARA";2
"150100 AVEIRO";1
"150110 BAGRE";10
"150120 BAIAO";4
"150130 BARCARENA";61
"150140 BELEM";729
"150145 BELTERRA";4
"150150 BENEVIDES";44
"150157 BOM JESUS DO TOCANTINS";4
"150160 BONITO";1
"150170 BRAGANCA";66
"150172 BRASIL NOVO";3
"150178 BREU BRANCO";3
"150180 BREVES";67
"150190 BUJARU";12
"150195 CACHOEIRA DO PIRIA";1
"150200 CACHOEIRA DO ARARI";2
"150210 CAMETA";35
"150215 CANAA DOS CARAJAS";18
"150220 CAPANEMA";11
"150230 CAPITAO POCO";7
"150240 CASTANHAL";35
"150250 CHAVES";2
"150260 COLARES";2
"150270 CONCEICAO DO ARAGUAIA";7
"150275 CONCORDIA DO PARA";6
"150276 CUMARU DO NORTE";4
"150277 CURIONOPOLIS";3
"150280 CURRALINHO";4
"150285 CURUA";3
"150290 CURUCA";14
"150293 DOM ELISEU";3
"150295 ELDORADO DOS CARAJAS";8
"150304 FLORESTA DO ARAGUAIA";4
"150307 GARRAFAO DO NORTE";2
"150309 GOIANESIA DO PARA";9
"150310 GURUPA";11
"150320 IGARAPE-ACU";7
"150330 IGARAPE-MIRI";2
"150340 INHANGAPI";3
"150345 IPIXUNA DO PARA";12
"150350 IRITUIA";5
"150360 ITAITUBA";54
"150370 ITUPIRANGA";9
"150375 JACAREACANGA";5
"150380 JACUNDA";10
"150390 JURUTI";7
"150400 LIMOEIRO DO AJURU";9
"150410 MAGALHAES BARATA";3
"150420 MARABA";141
"150430 MARACANA";1
"150440 MARAPANIM";5
"150442 MARITUBA";84
"150445 MEDICILANDIA";8
"150450 MELGACO";8
"150460 MOCAJUBA";7
"150470 MOJU";41
"150475 MOJUI DOS CAMPOS";6
"150480 MONTE ALEGRE";6
"150490 MUANA";31
"150497 NOVA IPIXUNA";1
"150500 NOVA TIMBOTEUA";2
"150503 NOVO PROGRESSO";12
"150506 NOVO REPARTIMENTO";15
"150510 OBIDOS";4
"150520 OEIRAS DO PARA";10
"150530 ORIXIMINA";18
"150540 OUREM";6
"150543 OURILANDIA DO NORTE";6
"150548 PACAJA";5
"150549 PALESTINA DO PARA";1
"150550 PARAGOMINAS";22
"150553 PARAUAPEBAS";136
"150560 PEIXE-BOI";1
"150563 PICARRA";1
"150570 PONTA DE PEDRAS";4
"150580 PORTEL";5
"150590 PORTO DE MOZ";1
"150600 PRAINHA";4
"150611 QUATIPURU";3
"150613 REDENCAO";37
"150616 RIO MARIA";3
"150618 RONDON DO PARA";3
"150619 RUROPOLIS";8
"150620 SALINOPOLIS";13
"150630 SALVATERRA";2
"150635 SANTA BARBARA DO PARA";14
"150650 SANTA IZABEL DO PARA";36
"150655 SANTA LUZIA DO PARA";3
"150658 SANTA MARIA DAS BARREIRAS";2
"150660 SANTA MARIA DO PARA";5
"150670 SANTANA DO ARAGUAIA";21
"150680 SANTAREM";128
"150690 SANTAREM NOVO";1
"150700 SANTO ANTONIO DO TAUA";6
"150710 SAO CAETANO DE ODIVELAS";7
"150715 SAO DOMINGOS DO ARAGUAIA";11
"150720 SAO DOMINGOS DO CAPIM";7
"150730 SAO FELIX DO XINGU";28
"150740 SAO FRANCISCO DO PARA";1
"150745 SAO GERALDO DO ARAGUAIA";7
"150746 SAO JOAO DA PONTA";3
"150747 SAO JOAO DE PIRABAS";8
"150750 SAO JOAO DO ARAGUAIA";6
"150760 SAO MIGUEL DO GUAMA";15
"150770 SAO SEBASTIAO DA BOA VISTA";6
"150775 SAPUCAIA";5
"150780 SENADOR JOSE PORFIRIO";6
"150790 SOURE";3
"150795 TAILANDIA";26
"150796 TERRA ALTA";2
"150797 TERRA SANTA";6
"150800 TOME-ACU";10
"150803 TRACUATEUA";10
"150805 TRAIRAO";4
"150808 TUCUMA";4
"150810 TUCURUI";15
"150812 ULIANOPOLIS";6
"150815 URUARA";4
"150820 VIGIA";19
"150830 VISEU";14
"150835 VITORIA DO XINGU";5
"150840 XINGUARA";7
"160005 SERRA DO NAVIO";1
"160010 AMAPA";2
"160015 PEDRA BRANCA DO AMAPARI";2
"160020 CALCOENE";4
"160023 FERREIRA GOMES";5
"160025 ITAUBAL";5
"160027 LARANJAL DO JARI";8
"160030 MACAPA";397
"160040 MAZAGAO";9
"160050 OIAPOQUE";7
"160053 PORTO GRANDE";13
"160060 SANTANA";50
"160070 TARTARUGALZINHO";4
"170030 AGUIARNOPOLIS";1
"170070 ALVORADA";2
"170100 ANANAS";7
"170105 ANGICO";3
"170130 ARAGOMINAS";1
"170190 ARAGUACEMA";1
"170200 ARAGUACU";4
"170210 ARAGUAINA";89
"170215 ARAGUANA";1
"170220 ARAGUATINS";17
"170230 ARAPOEMA";3
"170240 ARRAIAS";1
"170255 AUGUSTINOPOLIS";9
"170270 AURORA DO TOCANTINS";1
"170290 AXIXA DO TOCANTINS";10
"170300 BABACULANDIA";3
"170305 BANDEIRANTES DO TOCANTINS";1
"170307 BARRA DO OURO";7
"170320 BERNARDO SAYAO";2
"170330 BOM JESUS DO TOCANTINS";7
"170360 BRASILANDIA DO TOCANTINS";1
"170370 BREJINHO DE NAZARE";3
"170380 BURITI DO TOCANTINS";4
"170382 CACHOEIRINHA";1
"170384 CAMPOS LINDOS";5
"170386 CARIRI DO TOCANTINS";1
"170388 CARMOLANDIA";1
"170389 CARRASCO BONITO";3
"170390 CASEARA";4
"170410 CENTENARIO";1
"170510 CHAPADA DA NATIVIDADE";1
"170550 COLINAS DO TOCANTINS";7
"170560 CONCEICAO DO TOCANTINS";1
"170600 COUTO MAGALHAES";5
"170610 CRISTALANDIA";2
"170625 CRIXAS DO TOCANTINS";1
"170650 DARCINOPOLIS";7
"170700 DIANOPOLIS";1
"170710 DIVINOPOLIS DO TOCANTINS";1
"170730 DUERE";6
"170740 ESPERANTINA";11
"170755 FATIMA";1
"170765 FIGUEIROPOLIS";2
"170820 FORMOSO DO ARAGUAIA";13
"170825 FORTALEZA DO TABOCAO";1
"170830 GOIANORTE";2
"170900 GOIATINS";9
"170930 GUARAI";24
"170950 GURUPI";48
"171050 ITACAJA";5
"171070 ITAGUATINS";6
"171090 ITAPIRATINS";4
"171110 ITAPORA DO TOCANTINS";1
"171150 JAU DO TOCANTINS";1
"171180 JUARINA";2
"171190 LAGOA DA CONFUSAO";6
"171195 LAGOA DO TOCANTINS";5
"171200 LAJEADO";4
"171250 MARIANOPOLIS DO TOCANTINS";2
"171280 MAURILANDIA DO TOCANTINS";1
"171320 MIRACEMA DO TOCANTINS";9
"171330 MIRANORTE";9
"171380 PALMEIRAS DO TOCANTINS";2
"171395 MURICILANDIA";2
"171420 NATIVIDADE";2
"171430 NAZARE";1
"171488 NOVA OLINDA";6
"171500 NOVA ROSALANDIA";4
"171510 NOVO ACORDO";1
"171570 PALMEIRANTE";4
"171575 PALMEIROPOLIS";1
"171610 PARAISO DO TOCANTINS";17
"171620 PARANA";1
"171630 PAU D'ARCO";2
"171650 PEDRO AFONSO";8
"171660 PEIXE";1
"171665 PEQUIZEIRO";1
"171670 COLMEIA";2
"171700 PINDORAMA DO TOCANTINS";1
"171720 PIRAQUE";1
"171750 PIUM";3
"171790 PONTE ALTA DO TOCANTINS";2
"171820 PORTO NACIONAL";31
"171830 PRAIA NORTE";5
"171845 PUGMIL";1
"171850 RECURSOLANDIA";1
"171855 RIACHINHO";3
"171870 RIO DOS BOIS";2
"171875 RIO SONO";4
"171880 SAMPAIO";7
"171886 SANTA FE DO ARAGUAIA";10
"171889 SANTA RITA DO TOCANTINS";1
"171890 SANTA ROSA DO TOCANTINS";3
"171900 SANTA TEREZA DO TOCANTINS";1
"172010 SAO BENTO DO TOCANTINS";3
"172020 SAO MIGUEL DO TOCANTINS";7
"172030 SAO SEBASTIAO DO TOCANTINS";2
"172065 SILVANOPOLIS";3
"172080 SITIO NOVO DO TOCANTINS";3
"172100 PALMAS";178
"172110 TOCANTINIA";3
"172120 TOCANTINOPOLIS";4
"172125 TUPIRAMA";3
"172130 TUPIRATINS";1
"172208 WANDERLANDIA";5
"172210 XAMBIOA";8
"210005 ACAILANDIA";16
"210010 AFONSO CUNHA";1
"210015 AGUA DOCE DO MARANHAO";3
"210020 ALCANTARA";5
"210030 ALDEIAS ALTAS";4
"210043 ALTO ALEGRE DO MARANHAO";4
"210047 ALTO ALEGRE DO PINDARE";1
"210050 ALTO PARNAIBA";1
"210060 AMARANTE DO MARANHAO";2
"210070 ANAJATUBA";2
"210080 ANAPURUS";2
"210083 APICUM-ACU";3
"210090 ARAIOSES";14
"210095 ARAME";3
"210100 ARARI";2
"210110 AXIXA";1
"210120 BACABAL";20
"210125 BACABEIRA";2
"210140 BALSAS";30
"210150 BARAO DE GRAJAU";4
"210160 BARRA DO CORDA";10
"210170 BARREIRINHAS";22
"210177 BELA VISTA DO MARANHAO";1
"210190 BEQUIMAO";2
"210200 BOM JARDIM";7
"210203 BOM JESUS DAS SELVAS";15
"210210 BREJO";2
"210220 BURITI";4
"210232 BURITICUPU";21
"210235 BURITIRANA";5
"210237 CACHOEIRA GRANDE";3
"210250 CAJARI";2
"210255 CAMPESTRE DO MARANHAO";2
"210280 CAROLINA";5
"210300 CAXIAS";47
"210315 CENTRO DO GUILHERME";2
"210317 CENTRO NOVO DO MARANHAO";4
"210320 CHAPADINHA";36
"210325 CIDELANDIA";2
