2022
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/ltabr.def
American Tegumentary Leishmaniasis
"Município de residência";"Casos confirmados"
"110001 Alta Floresta D'Oeste";12
"110037 Alto Alegre dos Parecis";4
"110040 Alto Paraíso";14
"110034 Alvorada D'Oeste";1
"110002 Ariquemes";18
"110045 Buritis";14
"110003 Cabixi";6
"110060 Cacaulândia";8
"110004 Cacoal";42
"110070 Campo Novo de Rondônia";7
"110080 Candeias do Jamari";7
"110090 Castanheiras";2
"110005 Cerejeiras";3
"110092 Chupinguaia";18
"110006 Colorado do Oeste";10
"110007 Corumbiara";1
"110008 Costa Marques";8
"110094 Cujubim";15
"110009 Espigão D'Oeste";47
"110100 Governador Jorge Teixeira";4
"110010 Guajará-Mirim";16
"110011 Jaru";12
"110012 Ji-Paraná";36
"110013 Machadinho D'Oeste";65
"110120 Ministro Andreazza";5
"110130 Mirante da Serra";3
"110140 Monte Negro";3
"110014 Nova Brasilândia D'Oeste";15
"110033 Nova Mamoré";20
"110143 Nova União";2
"110050 Novo Horizonte do Oeste";3
"110015 Ouro Preto do Oeste";10
"110145 Parecis";15
"110018 Pimenta Bueno";2
"110146 Pimenteiras do Oeste";1
"110020 Porto Velho";98
"110025 Presidente Médici";3
"110147 Primavera de Rondônia";2
"110026 Rio Crespo";4
"110028 Rolim de Moura";13
"110029 Santa Luzia D'Oeste";1
"110148 São Felipe D'Oeste";3
"110149 São Francisco do Guaporé";28
"110032 São Miguel do Guaporé";8
"110150 Seringueiras";9
"110155 Teixeirópolis";1
"110160 Theobroma";4
"110170 Urupá";3
"110175 Vale do Anari";11
"110180 Vale do Paraíso";3
"110030 Vilhena";121
"120001 Acrelândia";7
"120005 Assis Brasil";24
"120010 Brasiléia";59
"120013 Bujari";24
"120017 Capixaba";24
"120020 Cruzeiro do Sul";45
"120025 Epitaciolândia";38
"120030 Feijó";46
"120032 Jordão";10
"120033 Mâncio Lima";43
"120034 Manoel Urbano";23
"120035 Marechal Thaumaturgo";56
"120038 Plácido de Castro";25
"120080 Porto Acre";17
"120039 Porto Walter";13
"120040 Rio Branco";138
"120042 Rodrigues Alves";10
"120043 Santa Rosa do Purus";22
"120050 Sena Madureira";67
"120045 Senador Guiomard";7
"120060 Tarauacá";17
