2013
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/meninbr.def
Meningitis
"Município de residência";"Casos confirmados"
"110001 ALTA FLORESTA D'OESTE";11
"110002 ARIQUEMES";22
"110003 CABIXI";2
"110004 CACOAL";62
"110005 CEREJEIRAS";6
"110006 COLORADO DO OESTE";2
"110007 CORUMBIARA";1
"110008 COSTA MARQUES";3
"110009 ESPIGAO D'OESTE";19
"110010 GUAJARA-MIRIM";14
"110011 JARU";12
"110012 JI-PARANA";34
"110013 MACHADINHO D'OESTE";9
"110014 NOVA BRASILANDIA D'OESTE";6
"110015 OURO PRETO DO OESTE";16
"110018 PIMENTA BUENO";17
"110020 PORTO VELHO";212
"110025 PRESIDENTE MEDICI";4
"110026 RIO CRESPO";2
"110028 ROLIM DE MOURA";25
"110029 SANTA LUZIA D'OESTE";6
"110030 VILHENA";23
"110032 SAO MIGUEL DO GUAPORE";3
"110033 NOVA MAMORE";13
"110034 ALVORADA D'OESTE";2
"110037 ALTO ALEGRE DOS PARECIS";2
"110040 ALTO PARAISO";3
"110045 BURITIS";7
"110050 NOVO HORIZONTE DO OESTE";5
"110060 CACAULANDIA";1
"110080 CANDEIAS DO JAMARI";10
"110092 CHUPINGUAIA";2
"110094 CUJUBIM";7
"110100 GOVERNADOR JORGE TEIXEIRA";5
"110110 ITAPUA DO OESTE";3
"110120 MINISTRO ANDREAZZA";4
"110130 MIRANTE DA SERRA";5
"110140 MONTE NEGRO";2
"110143 NOVA UNIAO";2
"110145 PARECIS";3
"110147 PRIMAVERA DE RONDONIA";2
"110148 SAO FELIPE D'OESTE";3
"110149 SAO FRANCISCO DO GUAPORE";2
"110150 SERINGUEIRAS";4
"110155 TEIXEIROPOLIS";2
"110160 THEOBROMA";1
"110170 URUPA";3
"110180 VALE DO PARAISO";4
"120001 ACRELANDIA";2
"120005 ASSIS BRASIL";1
"120010 BRASILEIA";4
"120013 BUJARI";3
"120017 CAPIXABA";2
"120020 CRUZEIRO DO SUL";18
"120025 EPITACIOLANDIA";4
"120030 FEIJO";13
"120032 JORDAO";1
"120033 MANCIO LIMA";3
"120034 MANOEL URBANO";1
"120035 MARECHAL THAUMATURGO";2
"120038 PLACIDO DE CASTRO";1
"120039 PORTO WALTER";3
"120040 RIO BRANCO";93
"120042 RODRIGUES ALVES";4
"120043 SANTA ROSA DO PURUS";3
"120045 SENADOR GUIOMARD";11
"120050 SENA MADUREIRA";6
"120060 TARAUACA";11
"120070 XAPURI";1
"120080 PORTO ACRE";4
"130002 ALVARAES";5
"130006 AMATURA";1
"130008 ANAMA";2
"130010 ANORI";3
"130014 APUI";2
"130030 AUTAZES";11
"130040 BARCELOS";4
"130050 BARREIRINHA";8
"130060 BENJAMIN CONSTANT";5
"130063 BERURI";1
"130068 BOA VISTA DO RAMOS";5
"130070 BOCA DO ACRE";8
"130080 BORBA";9
"130083 CAAPIRANGA";1
"130100 CARAUARI";2
"130110 CAREIRO";13
"130115 CAREIRO DA VARZEA";10
"130120 COARI";9
"130130 CODAJAS";4
"130140 EIRUNEPE";2
"130150 ENVIRA";2
"130160 FONTE BOA";2
"130165 GUAJARA";8
"130170 HUMAITA";18
"130180 IPIXUNA";4
"130185 IRANDUBA";24
"130190 ITACOATIARA";23
"130230 JUTAI";2
"130240 LABREA";12
"130250 MANACAPURU";28
"130255 MANAQUIRI";1
"130260 MANAUS";1300
"130270 MANICORE";5
"130280 MARAA";2
"130290 MAUES";16
"130300 NHAMUNDA";2
"130310 NOVA OLINDA DO NORTE";2
"130320 NOVO AIRAO";6
"130330 NOVO ARIPUANA";2
"130340 PARINTINS";19
"130350 PAUINI";5
"130353 PRESIDENTE FIGUEIREDO";6
"130356 RIO PRETO DA EVA";10
"130360 SANTA ISABEL DO RIO NEGRO";3
"130370 SANTO ANTONIO DO ICA";3
"130380 SAO GABRIEL DA CACHOEIRA";21
"130390 SAO PAULO DE OLIVENCA";1
"130406 TABATINGA";16
"130410 TAPAUA";4
"130420 TEFE";5
"130423 TONANTINS";2
"130426 UARINI";2
"130430 URUCARA";1
"130440 URUCURITUBA";3
"140002 AMAJARI";3
"140005 ALTO ALEGRE";5
"140010 BOA VISTA";158
"140015 BONFIM";5
"140017 CANTA";3
"140020 CARACARAI";3
"140023 CAROEBE";2
"140028 IRACEMA";1
"140030 MUCAJAI";8
"140040 NORMANDIA";6
"140045 PACARAIMA";5
"140047 RORAINOPOLIS";8
"140050 SAO JOAO DA BALIZA";1
"140060 SAO LUIZ";1
"140070 UIRAMUTA";9
"150010 ABAETETUBA";81
"150013 ABEL FIGUEIREDO";1
"150020 ACARA";58
"150030 AFUA";7
"150034 AGUA AZUL DO NORTE";1
"150040 ALENQUER";4
"150050 ALMEIRIM";3
"150060 ALTAMIRA";62
"150070 ANAJAS";8
"150080 ANANINDEUA";349
"150085 ANAPU";11
"150090 AUGUSTO CORREA";17
"150095 AURORA DO PARA";20
"150100 AVEIRO";2
"150110 BAGRE";8
"150120 BAIAO";10
"150130 BARCARENA";76
"150140 BELEM";1449
"150150 BENEVIDES";65
"150157 BOM JESUS DO TOCANTINS";3
"150160 BONITO";5
"150170 BRAGANCA";46
"150172 BRASIL NOVO";6
"150178 BREU BRANCO";5
"150180 BREVES";24
"150190 BUJARU";7
"150195 CACHOEIRA DO PIRIA";12
"150200 CACHOEIRA DO ARARI";4
"150210 CAMETA";29
"150215 CANAA DOS CARAJAS";6
"150220 CAPANEMA";53
"150230 CAPITAO POCO";16
"150240 CASTANHAL";184
"150260 COLARES";10
"150270 CONCEICAO DO ARAGUAIA";11
"150275 CONCORDIA DO PARA";14
"150276 CUMARU DO NORTE";5
"150280 CURRALINHO";10
"150285 CURUA";2
"150290 CURUCA";33
