2011
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/coquebr.def
Whooping Cough
"Município de residência";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"130356 RIO PRETO DA EVA";-;-;1;1;1;-;-;-;-;-;1;-;2;6
"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"130380 SAO GABRIEL DA CACHOEIRA";-;3;-;1;-;1;-;-;4;-;1;-;-;10
"130390 SAO PAULO DE OLIVENCA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"130406 TABATINGA";-;-;-;1;-;-;-;1;1;2;2;-;-;7
"130420 TEFE";-;-;-;-;-;-;-;-;-;-;3;1;-;4
"140002 AMAJARI";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"140005 ALTO ALEGRE";-;20;-;1;-;1;-;-;-;-;-;-;-;22
"140010 BOA VISTA";-;8;4;8;3;1;3;3;3;2;6;4;4;49
"140015 BONFIM";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"140017 CANTA";-;-;-;-;1;1;1;-;-;1;-;-;-;4
"140028 IRACEMA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"140030 MUCAJAI";-;-;-;-;-;-;1;-;-;-;1;-;-;2
"140040 NORMANDIA";-;-;1;-;-;-;-;1;-;1;-;1;-;4
"140045 PACARAIMA";-;1;-;1;1;1;1;-;1;-;-;-;-;6
"140047 RORAINOPOLIS";-;-;1;1;-;-;1;-;-;-;-;-;-;3
"140070 UIRAMUTA";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"150010 ABAETETUBA";-;-;-;-;1;1;-;-;-;-;-;-;1;3
"150020 ACARA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"150030 AFUA";-;1;-;-;-;1;1;-;-;1;2;1;1;8
"150040 ALENQUER";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"150060 ALTAMIRA";-;1;1;1;1;-;-;-;-;1;-;1;1;7
"150080 ANANINDEUA";-;2;-;-;4;1;-;-;-;-;-;2;2;11
"150090 AUGUSTO CORREA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"150095 AURORA DO PARA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"150120 BAIAO";-;1;1;-;-;-;-;-;-;-;-;-;-;2
"150130 BARCARENA";-;-;-;1;-;-;-;-;2;-;-;-;-;3
"150140 BELEM";-;4;4;1;-;-;1;3;-;4;2;2;1;22
"150145 BELTERRA";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"150170 BRAGANCA";-;-;-;-;-;-;-;-;-;-;1;1;1;3
"150180 BREVES";-;17;6;5;3;7;8;4;-;1;2;7;10;70
"150200 CACHOEIRA DO ARARI";-;-;-;-;-;-;-;-;1;4;1;-;-;6
"150215 CANAA DOS CARAJAS";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"150220 CAPANEMA";-;1;2;-;-;-;-;-;-;-;-;-;-;3
"150240 CASTANHAL";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"150270 CONCEICAO DO ARAGUAIA";-;-;1;1;-;1;-;1;1;1;-;-;-;6
"150275 CONCORDIA DO PARA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"150276 CUMARU DO NORTE";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"150280 CURRALINHO";-;-;-;-;-;-;1;-;-;-;-;-;1;2
"150304 FLORESTA DO ARAGUAIA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"150310 GURUPA";-;3;-;-;-;-;-;-;-;-;1;-;-;4
"150330 IGARAPE-MIRI";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"150350 IRITUIA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"150360 ITAITUBA";-;-;-;-;1;-;-;-;-;-;1;-;1;3
"150370 ITUPIRANGA";-;-;-;1;-;-;-;-;-;1;-;-;-;2
"150390 JURUTI";-;-;1;1;-;-;-;-;-;-;-;1;-;3
"150405 MAE DO RIO";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"150442 MARITUBA";-;1;2;-;-;-;1;-;-;-;-;-;-;4
"150450 MELGACO";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"150460 MOCAJUBA";-;-;-;-;-;-;1;-;-;-;1;-;-;2
"150475 MOJUI DOS CAMPOS";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"150490 MUANA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"150497 NOVA IPIXUNA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"150503 NOVO PROGRESSO";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"150506 NOVO REPARTIMENTO";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"150510 OBIDOS";-;1;-;-;-;-;-;-;1;-;3;-;-;5
"150520 OEIRAS DO PARA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"150530 ORIXIMINA";-;25;15;5;2;-;1;-;-;-;9;5;18;80
"150543 OURILANDIA DO NORTE";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"150550 PARAGOMINAS";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"150553 PARAUAPEBAS";-;1;1;3;2;2;1;-;-;-;-;1;-;11
"150563 PICARRA";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"150580 PORTEL";-;-;-;-;-;1;1;1;-;-;-;1;-;4
"150600 PRAINHA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"150613 REDENCAO";-;-;-;1;-;2;2;-;2;2;1;1;-;11
"150616 RIO MARIA";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"150620 SALINOPOLIS";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"150660 SANTA MARIA DO PARA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"150670 SANTANA DO ARAGUAIA";-;1;-;-;-;-;-;1;-;-;-;-;-;2
"150680 SANTAREM";-;4;5;-;-;-;-;2;3;2;-;3;10;29
"150720 SAO DOMINGOS DO CAPIM";-;-;-;1;-;-;-;1;-;-;-;2;-;4
"150730 SAO FELIX DO XINGU";-;-;1;-;1;1;-;-;-;1;-;-;1;5
"150740 SAO FRANCISCO DO PARA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"150747 SAO JOAO DE PIRABAS";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"150797 TERRA SANTA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"150808 TUCUMA";-;2;2;-;-;1;-;1;-;-;-;-;-;6
"150810 TUCURUI";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"150815 URUARA";-;-;1;-;-;-;-;-;-;-;1;-;-;2
"150820 VIGIA";-;-;-;-;-;-;-;-;-;-;-;1;1;2
"150830 VISEU";-;-;-;-;1;-;-;4;-;-;-;-;-;5
"150840 XINGUARA";-;1;1;-;-;-;-;-;-;1;2;-;-;5
"160015 PEDRA BRANCA DO AMAPARI";-;1;-;1;-;-;-;-;1;-;-;-;1;4
"160021 CUTIAS";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"160023 FERREIRA GOMES";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"160025 ITAUBAL";-;-;-;-;1;-;-;-;1;-;-;-;-;2
"160027 LARANJAL DO JARI";-;1;-;1;-;1;-;-;-;-;1;-;-;4
"160030 MACAPA";-;11;11;9;7;9;3;5;5;5;12;8;12;97
"160040 MAZAGAO";-;-;-;-;-;-;-;-;-;-;-;-;2;2
"160050 OIAPOQUE";-;-;-;-;-;-;-;1;1;1;-;-;-;3
"160055 PRACUUBA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"160060 SANTANA";-;3;-;-;1;-;-;1;-;1;1;-;4;11
"160070 TARTARUGALZINHO";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"170100 ANANAS";-;1;1;-;-;1;-;-;-;-;-;-;-;3
"170110 APARECIDA DO RIO NEGRO";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"170210 ARAGUAINA";-;3;4;3;1;3;4;1;2;-;-;-;1;22
"170215 ARAGUANA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"170220 ARAGUATINS";-;1;-;-;-;2;-;-;-;-;-;-;-;3
"170230 ARAPOEMA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"170240 ARRAIAS";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"170255 AUGUSTINOPOLIS";-;3;-;2;-;-;-;-;-;-;-;-;1;6
"170290 AXIXA DO TOCANTINS";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"170330 BOM JESUS DO TOCANTINS";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"170384 CAMPOS LINDOS";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"170386 CARIRI DO TOCANTINS";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"170388 CARMOLANDIA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"170390 CASEARA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"170410 CENTENARIO";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"170550 COLINAS DO TOCANTINS";-;-;-;1;-;-;1;1;1;-;-;-;-;4
"170610 CRISTALANDIA";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"170710 DIVINOPOLIS DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"170730 DUERE";-;1;-;-;-;-;1;-;1;-;-;-;-;3
"170820 FORMOSO DO ARAGUAIA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"170825 FORTALEZA DO TABOCAO";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"170830 GOIANORTE";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"170930 GUARAI";-;2;1;1;4;-;1;-;-;2;1;2;-;14
"170950 GURUPI";-;3;1;1;-;-;2;1;-;-;-;-;-;8
"171050 ITACAJA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"171110 ITAPORA DO TOCANTINS";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"171195 LAGOA DO TOCANTINS";-;1;-;-;-;1;-;-;-;-;-;1;-;3
"171200 LAJEADO";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"171240 LIZARDA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"171320 MIRACEMA DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"171395 MURICILANDIA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"171488 NOVA OLINDA";-;-;1;-;-;1;-;1;-;-;-;1;-;4
"171510 NOVO ACORDO";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"171515 NOVO ALEGRE";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"171525 NOVO JARDIM";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"171550 OLIVEIRA DE FATIMA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"171575 PALMEIROPOLIS";-;1;1;-;-;-;-;-;-;-;-;1;-;3
"171610 PARAISO DO TOCANTINS";-;1;-;-;-;-;-;-;-;1;1;1;1;5
"171620 PARANA";-;2;1;-;-;-;-;-;-;-;-;-;-;3
"171650 PEDRO AFONSO";-;1;-;1;-;-;-;-;-;-;1;-;-;3
"171660 PEIXE";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"171665 PEQUIZEIRO";-;1;-;-;-;-;-;-;-;-;-;1;-;2
"171670 COLMEIA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"171700 PINDORAMA DO TOCANTINS";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"171820 PORTO NACIONAL";-;-;4;1;-;-;1;2;-;1;2;-;1;12
"171840 PRESIDENTE KENNEDY";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"171845 PUGMIL";-;2;-;-;-;-;-;-;-;-;-;-;1;3
"171880 SAMPAIO";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"171886 SANTA FE DO ARAGUAIA";-;-;-;-;-;-;-;-;-;-;-;1;1;2
"171890 SANTA ROSA DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;1;1;-;2
"171900 SANTA TEREZA DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"172015 SAO FELIX DO TOCANTINS";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"172049 SAO VALERIO";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"172065 SILVANOPOLIS";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"172080 SITIO NOVO DO TOCANTINS";-;-;1;-;-;1;-;-;-;-;-;1;-;3
"172090 TAGUATINGA";-;-;1;-;-;-;-;-;-;-;-;1;1;3
"172100 PALMAS";-;13;5;7;10;12;2;1;2;3;3;6;12;76
"172110 TOCANTINIA";-;-;-;1;-;1;-;-;-;-;-;1;-;3
"172120 TOCANTINOPOLIS";-;-;-;-;-;-;-;1;-;-;-;1;-;2
"172130 TUPIRATINS";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"172210 XAMBIOA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"210005 ACAILANDIA";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"210020 ALCANTARA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210030 ALDEIAS ALTAS";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"210050 ALTO PARNAIBA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"210060 AMARANTE DO MARANHAO";-;3;-;1;-;-;3;-;-;-;-;1;-;8
"210070 ANAJATUBA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210080 ANAPURUS";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"210083 APICUM-ACU";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"210110 AXIXA";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"210120 BACABAL";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"210125 BACABEIRA";-;-;-;2;-;-;-;-;-;-;-;-;1;3
"210130 BACURI";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"210140 BALSAS";-;1;-;-;-;-;-;-;1;-;-;-;1;3
"210150 BARAO DE GRAJAU";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"210160 BARRA DO CORDA";-;-;1;1;-;1;2;-;-;1;2;2;3;13
"210170 BARREIRINHAS";-;-;-;2;-;-;-;-;-;1;1;1;-;5
"210173 BELAGUA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210190 BEQUIMAO";-;-;-;-;1;-;-;-;-;-;1;-;-;2
"210200 BOM JARDIM";-;-;-;1;-;-;1;-;-;-;-;-;-;2
"210220 BURITI";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"210232 BURITICUPU";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"210255 CAMPESTRE DO MARANHAO";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"210270 CANTANHEDE";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"210280 CAROLINA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"210290 CARUTAPERA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210300 CAXIAS";-;1;2;-;1;1;3;5;2;2;2;-;-;19
"210320 CHAPADINHA";-;1;2;-;-;-;-;-;-;-;1;1;2;7
"210325 CIDELANDIA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210340 COELHO NETO";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"210350 COLINAS";-;1;-;-;-;-;-;-;-;-;-;-;1;2
"210355 CONCEICAO DO LAGO-ACU";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210360 COROATA";-;1;-;-;-;-;-;-;-;-;-;-;1;2
"210370 CURURUPU";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"210375 DAVINOPOLIS";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"210405 ESTREITO";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"210408 FERNANDO FALCAO";-;-;-;-;-;-;-;-;-;-;-;1;1;2
"210455 GOVERNADOR EDISON LOBAO";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"210467 GOVERNADOR NUNES FREIRE";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"210470 GRACA ARANHA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210480 GRAJAU";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"210510 ICATU";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"210515 IGARAPE DO MEIO";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"210520 IGARAPE GRANDE";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"210530 IMPERATRIZ";-;6;1;1;4;1;3;-;1;2;-;2;6;27
"210540 ITAPECURU MIRIM";-;1;-;-;-;-;-;-;-;-;-;1;1;3
"210547 JENIPAPO DOS VIEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"210550 JOAO LISBOA";-;-;1;1;-;-;-;-;-;-;-;1;-;3
"210560 JOSELANDIA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"210570 LAGO DA PEDRA";-;2;-;1;-;-;1;-;-;-;-;-;-;4
"210590 LAGO VERDE";-;-;1;-;-;-;-;-;-;-;-;1;-;2
"210592 LAGOA DO MATO";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"210594 LAGO DOS RODRIGUES";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"210630 MAGALHAES DE ALMEIDA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"210667 MILAGRES DO MARANHAO";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"210700 MONTES ALTOS";-;1;-;-;-;1;-;-;-;-;-;-;-;2
"210720 NINA RODRIGUES";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"210730 NOVA IORQUE";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"210745 OLINDA NOVA DO MARANHAO";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"210750 PACO DO LUMIAR";-;1;2;-;-;2;-;-;1;1;4;1;3;15
"210770 PARAIBANO";-;-;-;-;-;1;1;1;-;-;-;-;-;3
"210780 PARNARAMA";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"210790 PASSAGEM FRANCA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"210800 PASTOS BONS";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"210805 PAULINO NEVES";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"210820 PEDREIRAS";-;3;-;-;-;-;-;-;1;-;-;-;-;4
"210825 PEDRO DO ROSARIO";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"210830 PENALVA";-;-;1;-;-;-;-;1;-;-;-;-;-;2
"210845 PERITORO";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"210850 PINDARE-MIRIM";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"210860 PINHEIRO";-;-;1;-;-;-;-;-;-;-;-;-;1;2
"210880 PIRAPEMAS";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"210900 PORTO FRANCO";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"210910 PRESIDENTE DUTRA";-;-;-;1;-;-;1;-;-;-;-;-;-;2
"210927 PRESIDENTE SARNEY";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"210945 RAPOSA";-;-;-;-;-;-;-;-;-;-;-;1;1;2
"210960 ROSARIO";-;-;1;-;-;-;1;-;-;-;-;-;-;2
"210975 SANTA FILOMENA DO MARANHAO";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210990 SANTA INES";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"211000 SANTA LUZIA";-;-;1;-;1;-;-;-;-;1;-;1;-;4
"211010 SANTA QUITERIA DO MARANHAO";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"211020 SANTA RITA";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"211040 SAO BENEDITO DO RIO PRETO";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"211060 SAO BERNARDO";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"211100 SAO JOAO BATISTA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"211110 SAO JOAO DOS PATOS";-;-;-;-;-;-;-;-;2;-;-;-;-;2
"211120 SAO JOSE DE RIBAMAR";-;3;-;3;1;1;1;-;1;1;3;1;4;19
"211130 SAO LUIS";-;16;13;15;8;9;9;9;7;8;10;12;13;129
"211150 SAO MATEUS DO MARANHAO";-;-;-;-;-;2;3;-;1;-;-;-;1;7
"211170 SAO VICENTE FERRER";-;-;-;-;1;-;-;-;-;-;-;1;-;2
"211176 SENADOR LA ROCQUE";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"211178 SERRANO DO MARANHAO";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"211180 SITIO NOVO";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"211195 SUCUPIRA DO RIACHAO";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"211220 TIMON";-;2;1;1;4;2;2;3;2;1;3;3;-;24
"211223 TRIZIDELA DO VALE";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"211230 TUNTUM";-;1;-;-;1;1;-;-;-;-;-;2;-;5
"211250 TUTOIA";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"211270 VARGEM GRANDE";-;2;-;-;-;-;-;1;-;-;-;1;1;5
