2015
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/meninbr.def
Meningitis
"Município de residência";"Casos confirmados"
"110001 ALTA FLORESTA D'OESTE";8
"110002 ARIQUEMES";18
"110003 CABIXI";1
"110004 CACOAL";47
"110005 CEREJEIRAS";6
"110006 COLORADO DO OESTE";1
"110007 CORUMBIARA";1
"110008 COSTA MARQUES";2
"110009 ESPIGAO D'OESTE";14
"110010 GUAJARA-MIRIM";13
"110011 JARU";6
"110012 JI-PARANA";25
"110013 MACHADINHO D'OESTE";7
"110014 NOVA BRASILANDIA D'OESTE";5
"110015 OURO PRETO DO OESTE";10
"110018 PIMENTA BUENO";9
"110020 PORTO VELHO";163
"110025 PRESIDENTE MEDICI";4
"110026 RIO CRESPO";2
"110028 ROLIM DE MOURA";20
"110029 SANTA LUZIA D'OESTE";2
"110030 VILHENA";18
"110032 SAO MIGUEL DO GUAPORE";3
"110033 NOVA MAMORE";12
"110034 ALVORADA D'OESTE";2
"110037 ALTO ALEGRE DOS PARECIS";1
"110040 ALTO PARAISO";3
"110045 BURITIS";2
"110050 NOVO HORIZONTE DO OESTE";5
"110080 CANDEIAS DO JAMARI";8
"110092 CHUPINGUAIA";1
"110094 CUJUBIM";3
"110100 GOVERNADOR JORGE TEIXEIRA";2
"110110 ITAPUA DO OESTE";3
"110120 MINISTRO ANDREAZZA";1
"110130 MIRANTE DA SERRA";5
"110140 MONTE NEGRO";1
"110143 NOVA UNIAO";2
"110145 PARECIS";3
"110147 PRIMAVERA DE RONDONIA";2
"110148 SAO FELIPE D'OESTE";2
"110149 SAO FRANCISCO DO GUAPORE";2
"110150 SERINGUEIRAS";4
"110155 TEIXEIROPOLIS";1
"110160 THEOBROMA";1
"110170 URUPA";2
"110180 VALE DO PARAISO";3
"120001 ACRELANDIA";2
"120005 ASSIS BRASIL";1
"120010 BRASILEIA";3
"120013 BUJARI";3
"120017 CAPIXABA";2
"120020 CRUZEIRO DO SUL";15
"120025 EPITACIOLANDIA";3
"120030 FEIJO";12
"120032 JORDAO";1
"120033 MANCIO LIMA";3
"120034 MANOEL URBANO";1
"120035 MARECHAL THAUMATURGO";2
"120038 PLACIDO DE CASTRO";1
"120039 PORTO WALTER";2
"120040 RIO BRANCO";77
"120042 RODRIGUES ALVES";4
"120043 SANTA ROSA DO PURUS";3
