2010
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/meninbr.def
Meningitis
"Município de residência";"Casos confirmados"
"110001 ALTA FLORESTA D'OESTE";19
"110002 ARIQUEMES";33
"110003 CABIXI";2
"110004 CACOAL";94
"110005 CEREJEIRAS";6
"110006 COLORADO DO OESTE";2
"110007 CORUMBIARA";1
"110008 COSTA MARQUES";3
"110009 ESPIGAO D'OESTE";38
"110010 GUAJARA-MIRIM";14
"110011 JARU";14
"110012 JI-PARANA";41
"110013 MACHADINHO D'OESTE";11
"110014 NOVA BRASILANDIA D'OESTE";8
"110015 OURO PRETO DO OESTE";26
"110018 PIMENTA BUENO";23
"110020 PORTO VELHO";285
"110025 PRESIDENTE MEDICI";5
"110026 RIO CRESPO";2
"110028 ROLIM DE MOURA";33
"110029 SANTA LUZIA D'OESTE";8
"110030 VILHENA";26
"110032 SAO MIGUEL DO GUAPORE";8
"110033 NOVA MAMORE";14
"110034 ALVORADA D'OESTE";4
"110037 ALTO ALEGRE DOS PARECIS";2
"110040 ALTO PARAISO";4
"110045 BURITIS";9
"110050 NOVO HORIZONTE DO OESTE";6
"110060 CACAULANDIA";1
"110070 CAMPO NOVO DE RONDONIA";1
"110080 CANDEIAS DO JAMARI";13
"110090 CASTANHEIRAS";1
"110092 CHUPINGUAIA";6
"110094 CUJUBIM";9
"110100 GOVERNADOR JORGE TEIXEIRA";5
"110110 ITAPUA DO OESTE";3
"110120 MINISTRO ANDREAZZA";6
"110130 MIRANTE DA SERRA";5
"110140 MONTE NEGRO";3
"110143 NOVA UNIAO";2
"110145 PARECIS";4
"110147 PRIMAVERA DE RONDONIA";2
"110148 SAO FELIPE D'OESTE";3
"110149 SAO FRANCISCO DO GUAPORE";4
"110150 SERINGUEIRAS";4
"110155 TEIXEIROPOLIS";2
"110160 THEOBROMA";3
"110170 URUPA";4
"110180 VALE DO PARAISO";4
"120001 ACRELANDIA";3
"120005 ASSIS BRASIL";1
"120010 BRASILEIA";4
"120013 BUJARI";5
"120017 CAPIXABA";2
"120020 CRUZEIRO DO SUL";26
"120025 EPITACIOLANDIA";7
"120030 FEIJO";18
"120032 JORDAO";1
"120033 MANCIO LIMA";5
"120034 MANOEL URBANO";1
"120035 MARECHAL THAUMATURGO";2
"120038 PLACIDO DE CASTRO";3
"120039 PORTO WALTER";4
"120040 RIO BRANCO";123
"120042 RODRIGUES ALVES";6
"120043 SANTA ROSA DO PURUS";3
"120045 SENADOR GUIOMARD";13
"120050 SENA MADUREIRA";6
"120060 TARAUACA";15
"120070 XAPURI";1
"120080 PORTO ACRE";4
"130002 ALVARAES";5
"130006 AMATURA";1
"130008 ANAMA";2
"130010 ANORI";5
"130014 APUI";2
"130030 AUTAZES";12
"130040 BARCELOS";7
"130050 BARREIRINHA";9
"130060 BENJAMIN CONSTANT";11
"130063 BERURI";2
"130068 BOA VISTA DO RAMOS";6
"130070 BOCA DO ACRE";11
"130080 BORBA";13
"130083 CAAPIRANGA";1
"130090 CANUTAMA";3
"130100 CARAUARI";2
"130110 CAREIRO";14
"130115 CAREIRO DA VARZEA";10
"130120 COARI";12
"130130 CODAJAS";8
"130140 EIRUNEPE";3
"130150 ENVIRA";2
"130160 FONTE BOA";3
