2014
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/leptobr.def
Leptospirosis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 Alta Floresta D'Oeste";1;-;2;3;1;-;-;1;-;-;-;-;8
"110037 Alto Alegre dos Parecis";-;1;-;-;1;-;-;-;-;-;-;-;2
"110040 Alto Paraíso";-;-;-;-;-;-;-;-;-;-;-;1;1
"110034 Alvorada D'Oeste";-;-;1;1;-;-;-;-;-;-;-;-;2
"110002 Ariquemes";2;3;4;2;3;1;-;-;-;1;1;1;18
"110045 Buritis";-;-;1;-;-;-;-;-;-;1;-;-;2
"110004 Cacoal";3;1;5;13;-;-;-;1;-;-;-;-;23
"110070 Campo Novo de Rondônia";-;-;-;1;1;-;-;-;2;1;-;-;5
"110080 Candeias do Jamari";-;-;2;3;2;3;-;1;-;1;2;-;14
"110090 Castanheiras";-;1;1;-;-;-;-;-;-;-;-;-;2
"110005 Cerejeiras";1;1;-;-;-;-;-;-;-;-;-;-;2
"110092 Chupinguaia";1;-;-;-;-;-;-;-;-;-;-;-;1
"110006 Colorado do Oeste";-;2;-;-;-;-;-;-;-;-;-;1;3
"110008 Costa Marques";-;1;-;-;-;-;-;-;-;-;-;-;1
"110094 Cujubim";1;-;1;-;-;-;-;-;-;-;-;-;2
"110009 Espigão D'Oeste";-;1;2;1;1;-;1;1;-;-;-;-;7
"110100 Governador Jorge Teixeira";-;-;-;-;-;-;-;-;-;1;1;-;2
"110010 Guajará-Mirim";-;-;-;1;1;-;-;-;-;-;-;-;2
"110110 Itapuã do Oeste";-;-;-;-;2;-;-;-;-;-;-;-;2
"110011 Jaru";-;2;2;2;1;2;1;-;-;-;-;-;10
"110012 Ji-Paraná";1;1;2;3;-;1;1;1;2;1;-;-;13
"110013 Machadinho D'Oeste";6;9;6;7;6;1;4;3;4;5;-;1;52
"110130 Mirante da Serra";-;1;-;-;-;-;-;-;-;-;-;-;1
"110140 Monte Negro";-;1;-;2;3;-;-;-;1;1;-;-;8
"110014 Nova Brasilândia D'Oeste";-;-;1;-;-;-;-;-;-;1;-;-;2
"110143 Nova União";-;-;1;-;-;-;-;-;-;-;-;-;1
"110050 Novo Horizonte do Oeste";-;-;-;1;-;-;-;-;-;-;-;-;1
"110015 Ouro Preto do Oeste";5;9;10;12;14;14;6;7;5;6;4;3;95
"110018 Pimenta Bueno";1;-;-;-;-;-;1;-;1;-;-;-;3
"110020 Porto Velho";11;11;21;16;19;6;4;3;4;8;6;5;114
"110025 Presidente Médici";-;-;-;1;1;-;-;-;-;-;1;-;3
"110147 Primavera de Rondônia";-;-;-;-;1;-;-;-;-;-;-;-;1
"110028 Rolim de Moura";-;2;5;-;1;-;-;-;-;-;-;1;9
"110032 São Miguel do Guaporé";-;-;-;1;-;-;-;-;-;-;-;-;1
"110155 Teixeirópolis";-;-;1;-;-;-;1;-;-;-;1;-;3
"110160 Theobroma";-;-;-;-;1;-;-;-;-;-;-;-;1
"110170 Urupá";1;-;-;1;-;1;-;1;-;1;-;-;5
"110175 Vale do Anari";1;-;1;-;-;-;-;-;-;-;-;-;2
"110180 Vale do Paraíso";-;-;2;1;-;1;-;-;1;-;-;-;5
"110030 Vilhena";-;-;-;-;1;-;-;-;1;1;-;-;3
"120001 Acrelândia";2;4;2;-;2;4;1;-;2;-;1;2;20
"120005 Assis Brasil";-;-;2;3;1;1;-;1;-;-;-;-;8
"120010 Brasiléia";1;1;2;-;4;3;1;3;-;1;2;1;19
"120013 Bujari";2;2;12;3;9;5;1;3;1;1;-;2;41
"120017 Capixaba";4;4;5;2;2;2;-;1;-;-;-;3;23
"120020 Cruzeiro do Sul";77;105;49;49;60;50;81;39;20;32;43;36;641
"120025 Epitaciolândia";-;-;2;3;-;-;-;-;-;-;-;-;5
"120030 Feijó";4;8;8;4;4;3;7;3;3;1;3;3;51
"120032 Jordão";-;-;-;-;1;-;1;-;2;-;-;-;4
"120033 Mâncio Lima";2;3;3;1;3;9;2;2;2;-;3;4;34
"120034 Manoel Urbano";-;-;1;1;-;1;-;-;-;1;-;-;4
"120035 Marechal Thaumaturgo";-;1;2;1;3;2;2;-;2;-;2;1;16
"120038 Plácido de Castro";3;6;3;2;3;2;4;-;1;2;-;1;27
"120080 Porto Acre";12;9;19;18;15;14;8;8;1;3;2;4;113
"120039 Porto Walter";3;2;1;2;2;1;1;-;-;1;1;-;14
"120040 Rio Branco";162;190;706;277;202;114;112;79;59;74;68;77;2120
"120042 Rodrigues Alves";1;-;2;-;4;2;4;2;1;2;1;-;19
"120043 Santa Rosa do Purus";-;-;-;-;1;-;1;1;-;-;-;-;3
"120050 Sena Madureira";3;5;12;3;1;4;1;1;2;-;2;1;35
"120045 Senador Guiomard";1;4;7;3;9;1;2;-;4;-;2;2;35
"120060 Tarauacá";5;3;10;3;4;2;7;3;-;3;2;-;42
"120070 Xapuri";4;2;13;2;3;-;2;-;3;-;4;-;33
"130002 Alvarães";-;-;1;-;-;-;-;1;-;1;-;-;3
"130010 Anori";-;-;-;-;-;3;-;-;-;-;-;-;3
"130030 Autazes";-;1;-;-;-;1;-;1;-;-;-;-;3
"130050 Barreirinha";-;-;-;-;-;1;-;-;-;-;-;-;1
"130060 Benjamin Constant";-;1;-;-;-;-;-;-;-;-;-;-;1
"130063 Beruri";1;-;-;-;-;-;-;-;-;-;-;-;1
"130070 Boca do Acre";5;5;8;2;3;3;1;1;1;2;1;-;32
"130080 Borba";-;-;-;-;-;-;-;1;-;-;-;-;1
"130090 Canutama";-;-;1;-;-;-;-;-;-;-;-;-;1
"130120 Coari";-;-;-;-;1;2;2;-;-;-;-;1;6
"130130 Codajás";2;1;1;-;1;-;-;-;-;-;-;-;5
"130160 Fonte Boa";1;-;-;1;-;-;-;-;-;1;-;-;3
"130165 Guajará";5;1;-;1;1;1;-;1;-;-;1;3;14
"130170 Humaitá";-;1;7;1;1;-;1;3;-;-;-;-;14
"130180 Ipixuna";-;1;1;-;-;-;-;-;-;-;-;-;2
"130185 Iranduba";2;1;2;-;1;-;-;-;-;-;2;-;8
"130190 Itacoatiara";-;-;-;1;1;2;2;2;1;-;1;-;10
"130240 Lábrea";-;1;1;-;-;-;-;-;1;-;-;-;3
