2016
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisbr.def
Congenital Syphilis
"Município de residência";"Casos confirmados"
" MUNICIPIO IGNORADO - RO";1
"110001 ALTA FLORESTA D'OESTE";2
"110002 ARIQUEMES";20
"110004 CACOAL";6
"110006 COLORADO DO OESTE";2
"110007 CORUMBIARA";1
"110008 COSTA MARQUES";3
"110009 ESPIGAO D'OESTE";7
"110010 GUAJARA-MIRIM";7
"110011 JARU";7
"110012 JI-PARANA";15
"110013 MACHADINHO D'OESTE";7
"110014 NOVA BRASILANDIA D'OESTE";1
"110015 OURO PRETO DO OESTE";7
"110018 PIMENTA BUENO";12
"110020 PORTO VELHO";383
"110025 PRESIDENTE MEDICI";7
"110028 ROLIM DE MOURA";6
"110030 VILHENA";9
"110032 SAO MIGUEL DO GUAPORE";4
"110033 NOVA MAMORE";5
"110034 ALVORADA D'OESTE";1
"110037 ALTO ALEGRE DOS PARECIS";1
"110040 ALTO PARAISO";1
"110045 BURITIS";6
"110060 CACAULANDIA";1
"110080 CANDEIAS DO JAMARI";23
"110092 CHUPINGUAIA";2
"110094 CUJUBIM";3
"110110 ITAPUA DO OESTE";4
"110140 MONTE NEGRO";1
"110148 SAO FELIPE D'OESTE";1
"110149 SAO FRANCISCO DO GUAPORE";3
"110150 SERINGUEIRAS";4
"110160 THEOBROMA";1
"110170 URUPA";1
"110175 VALE DO ANARI";1
"110180 VALE DO PARAISO";2
"120001 ACRELANDIA";10
"120005 ASSIS BRASIL";9
"120010 BRASILEIA";26
"120013 BUJARI";19
"120017 CAPIXABA";27
"120020 CRUZEIRO DO SUL";60
"120025 EPITACIOLANDIA";18
"120030 FEIJO";9
"120032 JORDAO";4
"120033 MANCIO LIMA";13
"120034 MANOEL URBANO";6
"120035 MARECHAL THAUMATURGO";4
"120038 PLACIDO DE CASTRO";18
"120039 PORTO WALTER";4
"120040 RIO BRANCO";256
"120042 RODRIGUES ALVES";4
"120043 SANTA ROSA DO PURUS";6
"120045 SENADOR GUIOMARD";36
"120050 SENA MADUREIRA";31
"120060 TARAUACA";67
"120070 XAPURI";15
"120080 PORTO ACRE";38
"130002 ALVARAES";6
"130006 AMATURA";1
"130008 ANAMA";7
"130010 ANORI";14
"130014 APUI";1
"130020 ATALAIA DO NORTE";5
"130030 AUTAZES";18
"130040 BARCELOS";3
"130050 BARREIRINHA";15
"130060 BENJAMIN CONSTANT";9
"130063 BERURI";2
"130068 BOA VISTA DO RAMOS";4
"130070 BOCA DO ACRE";17
"130080 BORBA";14
"130083 CAAPIRANGA";3
"130090 CANUTAMA";3
"130100 CARAUARI";14
"130110 CAREIRO";25
"130115 CAREIRO DA VARZEA";10
"130120 COARI";7
"130130 CODAJAS";3
"130140 EIRUNEPE";24
"130150 ENVIRA";10
"130160 FONTE BOA";3
"130165 GUAJARA";16
"130170 HUMAITA";21
"130185 IRANDUBA";60
"130190 ITACOATIARA";21
"130195 ITAMARATI";1
"130200 ITAPIRANGA";3
"130210 JAPURA";5
"130220 JURUA";1
"130230 JUTAI";5
"130240 LABREA";17
"130250 MANACAPURU";64
"130255 MANAQUIRI";6
"130260 MANAUS";3521
"130270 MANICORE";17
"130280 MARAA";2
"130290 MAUES";17
"130300 NHAMUNDA";3
"130310 NOVA OLINDA DO NORTE";33
"130320 NOVO AIRAO";15
"130330 NOVO ARIPUANA";3
"130340 PARINTINS";65
"130350 PAUINI";3
"130353 PRESIDENTE FIGUEIREDO";12
"130356 RIO PRETO DA EVA";10
"130360 SANTA ISABEL DO RIO NEGRO";8
"130380 SAO GABRIEL DA CACHOEIRA";10
"130390 SAO PAULO DE OLIVENCA";3
"130395 SAO SEBASTIAO DO UATUMA";2
"130400 SILVES";1
"130406 TABATINGA";18
"130410 TAPAUA";2
"130420 TEFE";20
"130423 TONANTINS";1
"130426 UARINI";1
"130430 URUCARA";6
"130440 URUCURITUBA";4
"140002 AMAJARI";5
"140005 ALTO ALEGRE";7
"140010 BOA VISTA";429
"140015 BONFIM";6
"140017 CANTA";20
"140020 CARACARAI";35
"140023 CAROEBE";8
"140028 IRACEMA";1
"140030 MUCAJAI";25
"140040 NORMANDIA";5
"140045 PACARAIMA";37
"140047 RORAINOPOLIS";40
"140050 SAO JOAO DA BALIZA";5
"140060 SAO LUIZ";5
"140070 UIRAMUTA";6
"150010 ABAETETUBA";45
"150013 ABEL FIGUEIREDO";4
"150020 ACARA";26
"150030 AFUA";41
"150034 AGUA AZUL DO NORTE";1
"150040 ALENQUER";27
"150050 ALMEIRIM";6
"150060 ALTAMIRA";124
"150070 ANAJAS";9
"150080 ANANINDEUA";569
"150085 ANAPU";31
"150090 AUGUSTO CORREA";50
"150095 AURORA DO PARA";13
"150100 AVEIRO";6
"150110 BAGRE";15
"150120 BAIAO";17
"150125 BANNACH";1
"150130 BARCARENA";132
"150140 BELEM";1283
"150145 BELTERRA";6
"150150 BENEVIDES";85
"150157 BOM JESUS DO TOCANTINS";11
"150160 BONITO";1
"150170 BRAGANCA";176
"150172 BRASIL NOVO";8
"150175 BREJO GRANDE DO ARAGUAIA";6
"150178 BREU BRANCO";16
"150180 BREVES";194
"150190 BUJARU";18
"150195 CACHOEIRA DO PIRIA";4
"150200 CACHOEIRA DO ARARI";5
"150210 CAMETA";81
"150215 CANAA DOS CARAJAS";29
"150220 CAPANEMA";28
"150230 CAPITAO POCO";10
"150240 CASTANHAL";108
"150250 CHAVES";8
"150260 COLARES";10
"150270 CONCEICAO DO ARAGUAIA";22
"150275 CONCORDIA DO PARA";19
"150276 CUMARU DO NORTE";7
"150277 CURIONOPOLIS";25
"150280 CURRALINHO";12
"150285 CURUA";8
"150290 CURUCA";34
"150293 DOM ELISEU";11
"150295 ELDORADO DOS CARAJAS";30
"150304 FLORESTA DO ARAGUAIA";7
"150307 GARRAFAO DO NORTE";5
"150309 GOIANESIA DO PARA";17
"150310 GURUPA";14
"150320 IGARAPE-ACU";16
"150330 IGARAPE-MIRI";20
"150340 INHANGAPI";7
"150345 IPIXUNA DO PARA";26
"150350 IRITUIA";20
"150360 ITAITUBA";145
"150370 ITUPIRANGA";31
"150375 JACAREACANGA";7
"150380 JACUNDA";26
"150390 JURUTI";24
"150400 LIMOEIRO DO AJURU";16
"150405 MAE DO RIO";5
"150410 MAGALHAES BARATA";7
"150420 MARABA";718
"150430 MARACANA";6
"150440 MARAPANIM";17
"150442 MARITUBA";219
"150445 MEDICILANDIA";12
"150450 MELGACO";14
"150460 MOCAJUBA";14
"150470 MOJU";96
"150475 MOJUI DOS CAMPOS";9
"150480 MONTE ALEGRE";16
"150490 MUANA";43
"150495 NOVA ESPERANCA DO PIRIA";2
"150497 NOVA IPIXUNA";14
"150500 NOVA TIMBOTEUA";4
"150503 NOVO PROGRESSO";19
"150506 NOVO REPARTIMENTO";42
"150510 OBIDOS";51
"150520 OEIRAS DO PARA";39
"150530 ORIXIMINA";56
"150540 OUREM";11
"150543 OURILANDIA DO NORTE";10
"150548 PACAJA";6
"150549 PALESTINA DO PARA";7
"150550 PARAGOMINAS";71
"150553 PARAUAPEBAS";360
"150555 PAU D'ARCO";3
"150560 PEIXE-BOI";1
"150563 PICARRA";11
"150565 PLACAS";1
"150570 PONTA DE PEDRAS";9
"150580 PORTEL";10
"150590 PORTO DE MOZ";1
"150600 PRAINHA";10
"150610 PRIMAVERA";2
"150611 QUATIPURU";8
"150613 REDENCAO";90
"150616 RIO MARIA";8
"150618 RONDON DO PARA";6
"150619 RUROPOLIS";14
"150620 SALINOPOLIS";23
"150630 SALVATERRA";2
"150635 SANTA BARBARA DO PARA";28
"150640 SANTA CRUZ DO ARARI";1
"150650 SANTA IZABEL DO PARA";79
"150655 SANTA LUZIA DO PARA";7
"150658 SANTA MARIA DAS BARREIRAS";3
"150660 SANTA MARIA DO PARA";10
"150670 SANTANA DO ARAGUAIA";39
"150680 SANTAREM";369
"150690 SANTAREM NOVO";3
"150700 SANTO ANTONIO DO TAUA";22
"150710 SAO CAETANO DE ODIVELAS";17
"150715 SAO DOMINGOS DO ARAGUAIA";32
"150720 SAO DOMINGOS DO CAPIM";15
"150730 SAO FELIX DO XINGU";37
"150740 SAO FRANCISCO DO PARA";2
