2020
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisgestantebr.def
Syphilis In Pregnant Women
"Município de residência";"Casos confirmados"
" MUNICIPIO IGNORADO - RO";3
"110001 ALTA FLORESTA D'OESTE";18
"110002 ARIQUEMES";203
"110003 CABIXI";1
"110004 CACOAL";123
"110005 CEREJEIRAS";17
"110006 COLORADO DO OESTE";15
"110007 CORUMBIARA";5
"110008 COSTA MARQUES";24
"110009 ESPIGAO D'OESTE";38
"110010 GUAJARA-MIRIM";73
"110011 JARU";60
"110012 JI-PARANA";172
"110013 MACHADINHO D'OESTE";58
"110014 NOVA BRASILANDIA D'OESTE";13
"110015 OURO PRETO DO OESTE";38
"110018 PIMENTA BUENO";18
"110020 PORTO VELHO";736
"110025 PRESIDENTE MEDICI";17
"110026 RIO CRESPO";4
"110028 ROLIM DE MOURA";91
"110030 VILHENA";211
"110032 SAO MIGUEL DO GUAPORE";22
"110033 NOVA MAMORE";43
"110034 ALVORADA D'OESTE";3
"110037 ALTO ALEGRE DOS PARECIS";2
"110040 ALTO PARAISO";8
"110045 BURITIS";50
"110060 CACAULANDIA";4
"110070 CAMPO NOVO DE RONDONIA";6
"110080 CANDEIAS DO JAMARI";42
"110090 CASTANHEIRAS";2
"110092 CHUPINGUAIA";25
"110094 CUJUBIM";27
"110100 GOVERNADOR JORGE TEIXEIRA";4
"110110 ITAPUA DO OESTE";5
"110120 MINISTRO ANDREAZZA";2
"110130 MIRANTE DA SERRA";5
"110140 MONTE NEGRO";14
"110145 PARECIS";1
"110146 PIMENTEIRAS DO OESTE";2
"110147 PRIMAVERA DE RONDONIA";1
"110149 SAO FRANCISCO DO GUAPORE";33
"110150 SERINGUEIRAS";17
"110155 TEIXEIROPOLIS";1
"110160 THEOBROMA";6
"110170 URUPA";6
"110175 VALE DO ANARI";8
"110180 VALE DO PARAISO";3
"120001 ACRELANDIA";24
"120005 ASSIS BRASIL";26
"120010 BRASILEIA";88
"120013 BUJARI";40
"120017 CAPIXABA";31
"120020 CRUZEIRO DO SUL";172
"120025 EPITACIOLANDIA";29
"120030 FEIJO";91
"120032 JORDAO";8
"120033 MANCIO LIMA";15
"120034 MANOEL URBANO";17
"120035 MARECHAL THAUMATURGO";8
"120038 PLACIDO DE CASTRO";31
"120039 PORTO WALTER";15
"120040 RIO BRANCO";1051
"120042 RODRIGUES ALVES";12
"120043 SANTA ROSA DO PURUS";30
