2010
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/malabr.def
Malaria
"Município de residência";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150805 TRAIRAO";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"150810 TUCURUI";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"150815 URUARA";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"150840 XINGUARA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"160005 SERRA DO NAVIO";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"160010 AMAPA";-;1;-;-;-;-;-;1;-;-;-;-;-;2
"160015 PEDRA BRANCA DO AMAPARI";-;-;-;-;-;-;-;-;-;-;-;-;3;3
"160020 CALCOENE";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"160030 MACAPA";-;1;-;1;1;-;2;1;1;2;1;7;7;24
"160040 MAZAGAO";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"160050 OIAPOQUE";-;1;-;2;-;-;-;-;-;-;-;-;-;3
"160053 PORTO GRANDE";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"160060 SANTANA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"170200 ARAGUACU";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"170210 ARAGUAINA";-;-;-;-;-;-;-;-;-;-;-;-;2;2
"170820 FORMOSO DO ARAGUAIA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"171280 MAURILANDIA DO TOCANTINS";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"171820 PORTO NACIONAL";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"172097 TALISMA";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"172100 PALMAS";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"172210 XAMBIOA";-;-;-;-;-;-;-;-;-;1;-;-;-;1
" MUNICIPIO IGNORADO - MA";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"210005 ACAILANDIA";-;-;1;-;-;-;-;-;-;-;-;-;1;2
"210043 ALTO ALEGRE DO MARANHAO";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"210095 ARAME";-;-;1;-;-;-;-;1;-;-;-;-;1;3
"210120 BACABAL";-;-;-;1;-;-;-;-;-;-;-;1;-;2
"210140 BALSAS";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"210150 BARAO DE GRAJAU";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"210160 BARRA DO CORDA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"210180 BENEDITO LEITE";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"210210 BREJO";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"210220 BURITI";-;-;-;-;-;-;-;-;1;-;1;-;-;2
"210300 CAXIAS";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210312 CENTRAL DO MARANHAO";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"210330 CODO";-;-;-;2;-;-;-;-;-;1;-;1;-;4
"210360 COROATA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"210390 DUQUE BACELAR";-;1;-;-;-;-;-;-;-;-;1;-;-;2
"210405 ESTREITO";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"210420 FORTUNA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"210465 GOVERNADOR NEWTON BELLO";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"210530 IMPERATRIZ";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"210535 ITAIPAVA DO GRAJAU";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210560 JOSELANDIA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"210570 LAGO DA PEDRA";-;4;3;2;1;1;1;-;-;1;1;-;1;15
"210596 LAGOA GRANDE DO MARANHAO";-;-;-;1;-;-;-;1;-;-;-;-;-;2
"210600 LIMA CAMPOS";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"210632 MARACACUME";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"210660 MATOES";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"210780 PARNARAMA";-;1;-;-;-;1;1;-;1;1;1;-;-;6
"210810 PAULO RAMOS";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"210820 PEDREIRAS";-;1;-;1;-;1;-;-;-;-;-;-;1;4
"210845 PERITORO";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"210890 POCAO DE PEDRAS";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"210900 PORTO FRANCO";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"210910 PRESIDENTE DUTRA";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"210990 SANTA INES";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"211000 SANTA LUZIA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"211070 SAO DOMINGOS DO MARANHAO";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"211110 SAO JOAO DOS PATOS";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"211125 SAO JOSE DOS BASILIOS";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"211130 SAO LUIS";-;-;-;-;-;-;-;-;1;1;-;-;-;2
"211150 SAO MATEUS DO MARANHAO";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"211160 SAO RAIMUNDO DAS MANGABEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"211220 TIMON";-;-;1;-;-;1;3;-;1;1;-;1;-;8
"211223 TRIZIDELA DO VALE";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"211230 TUNTUM";-;-;-;-;-;1;-;-;1;1;-;-;-;3
"211250 TUTOIA";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"211300 VITORINO FREIRE";-;-;-;-;-;1;-;-;-;-;-;-;1;2
"211400 ZE DOCA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"220005 ACAUA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"220020 AGUA BRANCA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"220025 ALAGOINHA DO PIAUI";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"220040 ALTOS";-;2;-;-;-;2;-;-;-;-;-;-;-;4
"220050 AMARANTE";-;2;-;-;1;-;-;1;1;-;-;-;-;5
"220120 BARRAS";1;1;5;3;1;3;3;-;1;1;1;2;2;24
"220130 BARREIRAS DO PIAUI";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"220140 BARRO DURO";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"220150 BATALHA";-;-;1;-;-;-;-;-;-;-;-;-;2;3
"220194 BOQUEIRAO DO PIAUI";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"220196 BRASILEIRA";-;1;1;-;-;-;-;-;-;1;-;-;-;3
"220200 BURITI DOS LOPES";-;1;-;-;1;-;6;13;-;-;-;-;-;21
"220205 CABECEIRAS DO PIAUI";-;-;-;-;-;-;2;-;-;-;-;-;1;3
"220213 CAMPO GRANDE DO PIAUI";-;-;-;-;-;-;-;2;-;-;-;1;-;3
"220217 CAMPO LARGO DO PIAUI";-;1;-;-;2;11;2;-;2;2;1;1;-;22
"220220 CAMPO MAIOR";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"220230 CANTO DO BURITI";-;1;-;-;-;-;-;-;-;-;-;-;1;2
"220240 CAPITAO DE CAMPOS";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"220275 COLONIA DO GURGUEIA";-;-;-;-;-;-;-;-;-;2;-;-;-;2
"220330 DEMERVAL LOBAO";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"220370 ESPERANTINA";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"220390 FLORIANO";-;-;-;-;1;-;-;-;-;-;-;1;-;2
"220420 FRANCISCO SANTOS";-;-;-;-;1;-;-;-;-;-;-;1;-;2
"220430 FRONTEIRAS";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"220435 GEMINIANO";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"220450 GUADALUPE";-;1;-;-;-;-;-;-;-;-;-;1;-;2
"220500 ITAINOPOLIS";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"220520 JAICOS";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"220530 JERUMENHA";-;1;1;-;-;-;-;-;-;-;-;1;-;3
"220540 JOAQUIM PIRES";-;-;-;1;-;-;-;1;-;1;2;-;-;5
"220545 JOCA MARQUES";-;1;-;2;3;1;-;3;-;-;1;-;-;11
"220550 JOSE DE FREITAS";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"220558 LAGOA DO PIAUI";-;-;-;-;-;-;1;-;1;-;-;1;-;3
"220580 LUZILANDIA";1;8;2;8;5;10;7;9;7;7;5;6;11;86
"220585 MADEIRO";-;-;1;-;1;-;-;-;-;-;-;-;1;3
"220610 MATIAS OLIMPIO";-;4;4;4;2;2;2;5;4;2;5;2;4;40
"220620 MIGUEL ALVES";-;1;-;-;-;1;5;7;-;2;1;-;1;18
"220640 MONSENHOR GIL";-;1;1;-;1;-;-;-;-;1;-;-;-;4
"220650 MONSENHOR HIPOLITO";-;-;-;-;-;-;-;-;-;1;-;3;1;5
"220672 NAZARIA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"220750 PALMEIRAIS";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"220770 PARNAIBA";-;1;-;-;-;-;4;-;-;-;-;-;-;5
"220790 PEDRO II";-;-;1;-;-;-;1;-;-;-;-;-;-;2
"220800 PICOS";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"220810 PIMENTEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"220840 PIRIPIRI";-;1;-;2;3;-;-;3;2;2;1;4;4;22
"220850 PORTO";-;-;-;-;1;-;3;-;-;1;-;1;2;8
"220880 REGENERACAO";-;1;1;2;1;-;-;2;-;-;-;-;-;7
"220915 SANTA CRUZ DOS MILAGRES";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"220920 SANTA FILOMENA";-;-;-;-;-;-;-;-;1;-;-;1;-;2
"220930 SANTA LUZ";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"220980 SAO GONCALO DO PIAUI";-;-;-;-;1;-;1;1;1;2;-;1;3;10
"220997 SAO JOAO DO ARRAIAL";-;1;-;1;-;-;-;-;-;-;-;-;1;3
"221005 SAO JOSE DO DIVINO";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"221040 SAO MIGUEL DO TAPUIO";-;-;1;-;-;-;-;-;-;-;-;-;1;2
"221050 SAO PEDRO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"221090 SOCORRO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"221100 TERESINA";1;11;5;14;8;12;3;7;12;10;8;6;15;112
"221110 UNIAO";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"221120 URUCUI";-;1;-;-;1;1;5;10;-;-;-;-;-;18
"221130 VALENCA DO PIAUI";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"221140 VARZEA GRANDE";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"221150 VERA MENDES";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"221160 VILA NOVA DO PIAUI";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"230075 AMONTADA";-;-;-;1;1;-;-;-;-;-;-;-;2;4
"230080 ANTONINA DO NORTE";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"230100 AQUIRAZ";-;-;1;-;-;1;-;-;-;2;-;-;1;5
"230110 ARACATI";-;-;-;1;-;-;-;-;1;-;-;-;-;2
"230240 BOA VIAGEM";-;1;1;-;2;-;-;-;-;-;-;-;1;5
"230260 CAMOCIM";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"230280 CANINDE";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"230350 CASCAVEL";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"230370 CAUCAIA";-;-;-;-;-;3;1;3;-;-;2;4;-;13
"230380 CEDRO";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"230400 COREAU";-;-;-;-;-;-;3;-;-;1;-;-;-;4
"230410 CRATEUS";-;1;1;-;-;1;-;1;-;-;1;-;-;5
"230425 CRUZ";-;1;-;-;-;-;-;1;-;-;-;-;-;2
"230428 EUSEBIO";-;-;1;-;-;-;-;1;-;-;-;-;-;2
"230440 FORTALEZA";-;12;10;7;6;10;8;12;7;5;7;7;8;99
"230450 FRECHEIRINHA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"230523 HORIZONTE";-;-;1;-;-;-;-;-;-;-;-;-;1;2
"230550 IGUATU";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"230560 INDEPENDENCIA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"230565 IPAPORANGA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"230610 IRAUCUBA";-;-;-;-;-;4;-;-;1;-;-;-;-;5
"230620 ITAICABA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"230625 ITAITINGA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"230630 ITAPAGE";-;-;-;-;-;-;-;-;-;1;-;1;-;2
"230640 ITAPIPOCA";-;-;-;1;-;-;-;-;-;-;1;-;-;2
"230690 JAGUARIBE";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"230730 JUAZEIRO DO NORTE";-;2;-;-;-;-;1;-;1;3;-;1;2;10
"230760 LIMOEIRO DO NORTE";-;-;-;-;-;-;-;-;-;1;-;1;-;2
"230765 MARACANAU";-;-;-;-;1;1;4;-;-;-;-;-;-;6
"230800 MASSAPE";-;-;-;1;-;-;-;-;-;-;-;-;1;2
"230870 MORADA NOVA";-;1;-;-;-;-;-;-;-;1;-;-;1;3
"230940 NOVO ORIENTE";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"230945 OCARA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"230960 PACAJUS";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"231020 PARACURU";-;-;-;-;-;1;-;-;-;1;-;1;1;4
"231030 PARAMBU";-;1;-;-;1;1;-;-;-;-;-;-;-;3
"231070 PENTECOSTE";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"231126 QUITERIANOPOLIS";-;-;-;-;-;-;-;-;-;-;-;2;-;2
"231130 QUIXADA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"231140 QUIXERAMOBIM";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"231160 REDENCAO";-;1;-;-;1;1;-;-;-;-;-;-;-;3
"231180 RUSSAS";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"231240 SAO GONCALO DO AMARANTE";-;-;-;-;-;1;-;-;-;2;-;2;-;5
"231280 SENADOR SA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"231300 SOLONOPOLE";-;-;1;-;-;-;-;-;-;-;1;1;-;3
"231310 TABULEIRO DO NORTE";-;-;2;1;-;-;-;1;1;2;2;-;2;11
"231330 TAUA";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"231340 TIANGUA";-;-;2;1;-;-;-;-;-;-;-;-;-;3
"231350 TRAIRI";-;-;1;-;-;-;1;3;-;2;-;-;-;7
"231390 URUOCA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"231410 VICOSA DO CEARA";-;-;-;2;-;-;-;-;-;-;1;1;1;5
" MUNICIPIO IGNORADO - RN";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"240010 ACARI";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"240020 ACU";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"240080 ANGICOS";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"240100 APODI";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"240110 AREIA BRANCA";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"240145 BARAUNA";-;-;-;-;-;-;-;-;-;2;-;-;-;2
"240190 CAICARA DO RIO DO VENTO";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"240200 CAICO";-;1;1;-;-;-;1;-;1;-;-;-;-;4
"240260 CEARA-MIRIM";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"240310 CURRAIS NOVOS";-;-;-;-;-;1;3;-;-;-;1;-;-;5
"240325 PARNAMIRIM";-;1;1;-;2;-;1;-;1;1;1;1;1;10
"240560 JARDIM DE PIRANHAS";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"240650 LAGOA NOVA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"240670 LAJES";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"240710 MACAIBA";-;1;1;-;1;-;1;-;1;1;-;1;1;8
"240800 MOSSORO";-;2;-;-;-;-;-;1;1;-;-;-;-;4
"240810 NATAL";-;7;5;4;3;1;2;2;1;3;4;4;6;42
"240820 NISIA FLORESTA";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"240850 OURO BRANCO";-;-;1;1;1;-;-;-;1;-;-;-;-;4
"241120 SANTA CRUZ";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"241200 SAO GONCALO DO AMARANTE";-;3;1;2;4;-;-;1;-;-;1;1;-;13
"241240 SAO JOSE DO SERIDO";-;-;-;-;-;-;-;-;1;-;-;1;-;2
"241300 SAO VICENTE";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"241310 SENADOR ELOI DE SOUZA";-;-;-;-;-;-;-;-;-;-;-;2;-;2
"241340 SERRA NEGRA DO NORTE";-;-;-;-;-;-;-;-;2;1;-;-;-;3
"241400 TANGARA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"241450 UMARIZAL";-;1;-;-;-;-;-;-;-;1;-;-;-;2
"241480 VERA CRUZ";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"250010 AGUA BRANCA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"250180 BAYEUX";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"250250 BOQUEIRAO";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"250370 CAJAZEIRAS";-;-;-;3;-;1;-;-;-;-;-;-;-;4
"250375 CAJAZEIRINHAS";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"250400 CAMPINA GRANDE";-;1;-;-;1;-;-;-;-;1;1;3;-;7
"250430 CATOLE DO ROCHA";-;2;-;1;-;1;-;-;-;2;-;-;-;6
"250460 CONDE";-;-;1;2;3;6;2;2;6;-;1;-;-;23
"250690 ITABAIANA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"250750 JOAO PESSOA";-;-;5;3;2;3;2;-;4;1;1;2;1;24
"250905 MARCACAO";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"250970 MONTEIRO";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"251010 NOVA FLORESTA";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"251080 PATOS";-;-;2;1;1;-;1;1;2;1;2;-;-;11
"251120 PEDRAS DE FOGO";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"251230 PRINCESA ISABEL";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"251370 SANTA RITA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"251390 SAO BENTO";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"251450 SAO JOSE DE PIRANHAS";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"251540 SAO VICENTE DO SERIDO";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"251610 SOLEDADE";-;-;-;-;-;-;-;-;-;-;-;-;2;2
"251650 TAPEROA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"260005 ABREU E LIMA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"260010 AFOGADOS DA INGAZEIRA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260030 AGRESTINA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"260110 ARARIPINA";-;-;-;-;1;-;-;-;1;-;-;-;-;2
"260120 ARCOVERDE";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"260200 BODOCO";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"260290 CABO DE SANTO AGOSTINHO";-;-;-;1;1;-;-;-;4;-;-;-;-;6
"260300 CABROBO";-;-;-;-;-;-;-;-;-;-;-;1;1;2
"260340 CALUMBI";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260345 CAMARAGIBE";-;-;-;-;1;-;-;-;-;-;-;-;1;2
"260410 CARUARU";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"260415 CASINHAS";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"260430 CEDRO";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"260600 GARANHUNS";-;1;-;-;-;-;-;-;-;-;-;-;1;2
"260720 IPOJUCA";-;-;1;-;-;-;-;-;-;-;-;2;-;3
"260790 JABOATAO DOS GUARARAPES";-;4;-;-;1;2;2;2;2;-;-;1;1;15
"260840 JUREMA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"260850 LAGOA DE ITAENGA";-;-;-;-;-;-;-;-;-;-;-;-;2;2
"260875 LAGOA GRANDE";-;-;-;-;-;-;1;-;-;-;-;-;-;1
