2016
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/leishvbr.def
Visceral Leishmaniasis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110011 JARU";-;-;-;-;-;-;1;-;-;-;-;-;1
"110160 THEOBROMA";-;-;-;-;1;-;-;-;-;-;-;-;1
"130020 ATALAIA DO NORTE";-;-;-;-;-;-;-;1;-;-;-;-;1
"130185 IRANDUBA";-;1;-;-;-;-;-;-;-;-;-;-;1
"130260 MANAUS";-;-;-;-;-;-;1;1;-;-;-;1;3
"130310 NOVA OLINDA DO NORTE";-;-;-;-;-;1;-;-;-;-;-;-;1
"140002 AMAJARI";-;-;-;-;-;3;1;-;2;1;-;-;7
"140005 ALTO ALEGRE";-;-;-;-;-;-;-;1;-;-;1;-;2
"140010 BOA VISTA";2;2;2;3;1;1;-;-;1;2;-;1;15
"140015 BONFIM";-;1;-;1;-;-;-;1;2;-;-;-;5
"140017 CANTA";1;-;-;-;-;1;-;-;-;-;-;-;2
"140020 CARACARAI";-;-;-;-;-;-;-;1;-;-;-;-;1
"140028 IRACEMA";1;1;-;-;-;-;-;-;-;-;-;-;2
"140030 MUCAJAI";-;-;-;-;-;-;-;1;-;-;-;-;1
"140040 NORMANDIA";1;2;1;-;1;3;2;1;2;2;1;3;19
"140045 PACARAIMA";2;1;-;4;-;1;2;4;5;3;4;2;28
"140047 RORAINOPOLIS";-;-;-;-;-;-;-;-;-;1;-;-;1
"140070 UIRAMUTA";5;5;7;4;5;8;4;7;12;7;7;7;78
"150010 ABAETETUBA";2;2;-;4;3;5;5;1;4;4;6;8;44
"150013 ABEL FIGUEIREDO";-;1;-;-;-;-;-;-;-;1;-;-;2
"150020 ACARA";7;4;2;4;4;4;8;3;5;5;3;3;52
"150034 AGUA AZUL DO NORTE";1;-;-;-;1;-;-;-;-;1;-;-;3
"150040 ALENQUER";-;-;-;-;-;1;2;1;-;1;-;-;5
"150060 ALTAMIRA";-;-;1;-;-;-;-;-;-;-;-;-;1
"150080 ANANINDEUA";1;2;2;-;-;1;-;-;-;1;1;-;8
"150085 ANAPU";-;1;1;-;-;1;-;-;-;-;-;-;3
"150090 AUGUSTO CORREA";-;-;-;1;-;-;-;-;-;-;-;-;1
"150095 AURORA DO PARA";-;-;1;3;1;-;-;1;-;-;-;1;7
"150110 BAGRE";-;-;-;-;-;-;-;-;1;-;-;1;2
"150120 BAIAO";2;2;2;2;2;-;3;3;-;1;3;1;21
"150125 BANNACH";-;-;-;-;-;-;-;1;1;-;-;-;2
"150130 BARCARENA";2;3;-;2;1;3;1;2;1;1;2;3;21
"150140 BELEM";1;2;2;-;6;3;5;-;3;-;3;1;26
"150145 BELTERRA";-;1;1;2;-;2;2;-;-;-;-;-;8
"150150 BENEVIDES";-;-;-;-;1;-;-;-;-;-;-;-;1
"150157 BOM JESUS DO TOCANTINS";-;-;2;1;-;2;-;-;1;2;-;3;11
"150170 BRAGANCA";1;-;-;-;-;-;-;-;-;-;1;-;2
"150175 BREJO GRANDE DO ARAGUAIA";-;-;1;-;1;-;-;-;1;-;-;1;4
"150178 BREU BRANCO";-;1;3;-;1;-;1;2;2;-;-;-;10
"150180 BREVES";-;-;1;1;-;-;-;-;-;-;-;-;2
"150190 BUJARU";3;1;1;3;1;-;5;-;5;3;3;-;25
"150200 CACHOEIRA DO ARARI";-;-;-;-;-;-;1;-;-;1;-;-;2
"150210 CAMETA";3;9;9;6;8;5;14;8;8;3;6;6;85
"150215 CANAA DOS CARAJAS";8;8;6;15;17;11;15;9;6;4;9;10;118
"150240 CASTANHAL";1;-;1;-;-;-;-;-;2;-;-;-;4
"150270 CONCEICAO DO ARAGUAIA";9;5;5;6;7;8;4;10;6;12;9;8;89
"150275 CONCORDIA DO PARA";3;3;1;2;1;3;1;-;-;1;-;1;16
"150276 CUMARU DO NORTE";1;3;-;1;1;-;1;1;-;-;-;-;8
"150277 CURIONOPOLIS";4;6;7;9;5;3;3;2;2;1;1;-;43
"150290 CURUCA";-;-;-;-;-;1;-;-;-;-;-;-;1
"150293 DOM ELISEU";1;2;2;3;2;2;3;4;-;-;4;1;24
"150295 ELDORADO DOS CARAJAS";10;11;16;21;25;19;14;12;12;6;7;3;156
"150304 FLORESTA DO ARAGUAIA";2;1;4;4;4;4;2;2;2;-;-;-;25
"150307 GARRAFAO DO NORTE";1;1;-;3;1;-;-;2;3;-;-;-;11
"150309 GOIANESIA DO PARA";1;-;-;1;1;-;-;1;-;1;-;1;6
"150320 IGARAPE-ACU";1;-;-;-;-;-;1;-;-;-;-;-;2
"150330 IGARAPE-MIRI";6;1;4;3;1;6;4;2;1;4;3;2;37
"150340 INHANGAPI";-;-;-;1;-;-;-;-;-;-;-;1;2
"150345 IPIXUNA DO PARA";-;-;1;1;-;1;2;1;-;-;-;-;6
"150350 IRITUIA";-;-;-;-;-;-;-;-;-;1;1;-;2
"150360 ITAITUBA";-;-;-;-;-;-;1;-;-;-;-;-;1
"150370 ITUPIRANGA";2;1;2;2;1;1;2;1;1;3;-;1;17
"150380 JACUNDA";-;-;2;1;-;-;-;4;3;-;-;1;11
"150390 JURUTI";-;-;1;1;-;-;2;2;-;-;-;-;6
"150400 LIMOEIRO DO AJURU";-;2;-;1;-;-;1;1;1;-;-;1;7
"150405 MAE DO RIO";-;-;-;-;3;1;1;-;-;1;1;-;7
"150410 MAGALHAES BARATA";-;-;1;-;-;-;-;-;-;-;-;-;1
"150420 MARABA";27;37;25;18;34;39;33;30;22;15;10;17;307
"150442 MARITUBA";1;-;-;-;-;-;-;-;2;-;-;-;3
"150460 MOCAJUBA";1;-;2;1;1;5;2;1;-;-;1;1;15
