2014
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/ltabr.def
American Tegumentary Leishmaniasis
"Município de residência";"Casos confirmados"
"110001 Alta Floresta D'Oeste";196
"110037 Alto Alegre dos Parecis";171
"110040 Alto Paraíso";83
"110034 Alvorada D'Oeste";57
"110002 Ariquemes";345
"110045 Buritis";160
"110003 Cabixi";48
"110060 Cacaulândia";52
"110004 Cacoal";385
"110070 Campo Novo de Rondônia";131
"110080 Candeias do Jamari";88
"110090 Castanheiras";48
"110005 Cerejeiras";82
"110092 Chupinguaia";214
"110006 Colorado do Oeste";94
"110007 Corumbiara";93
"110008 Costa Marques";176
"110094 Cujubim";244
"110009 Espigão D'Oeste";468
"110100 Governador Jorge Teixeira";83
"110010 Guajará-Mirim";171
"110110 Itapuã do Oeste";20
"110011 Jaru";152
"110012 Ji-Paraná";355
"110013 Machadinho D'Oeste";362
"110120 Ministro Andreazza";42
"110130 Mirante da Serra";60
"110140 Monte Negro";87
"110014 Nova Brasilândia D'Oeste";97
"110033 Nova Mamoré";244
"110143 Nova União";18
"110050 Novo Horizonte do Oeste";53
"110015 Ouro Preto do Oeste";70
"110145 Parecis";124
"110018 Pimenta Bueno";370
"110146 Pimenteiras do Oeste";9
"110020 Porto Velho";1133
"110025 Presidente Médici";58
"110147 Primavera de Rondônia";30
"110026 Rio Crespo";33
"110028 Rolim de Moura";350
"110029 Santa Luzia D'Oeste";60
"110148 São Felipe D'Oeste";38
"110149 São Francisco do Guaporé";252
"110032 São Miguel do Guaporé";166
"110150 Seringueiras";67
"110155 Teixeirópolis";9
"110160 Theobroma";49
"110170 Urupá";25
"110175 Vale do Anari";55
"110180 Vale do Paraíso";44
"110030 Vilhena";870
"110000 Município ignorado - RO";1
"120001 Acrelândia";141
"120005 Assis Brasil";636
"120010 Brasiléia";675
"120013 Bujari";202
"120017 Capixaba";358
"120020 Cruzeiro do Sul";432
"120025 Epitaciolândia";464
"120030 Feijó";505
"120032 Jordão";120
"120033 Mâncio Lima";317
"120034 Manoel Urbano";238
"120035 Marechal Thaumaturgo";403
"120038 Plácido de Castro";303
"120080 Porto Acre";152
"120039 Porto Walter";138
"120040 Rio Branco";1771
"120042 Rodrigues Alves";86
"120043 Santa Rosa do Purus";197
"120050 Sena Madureira";967
"120045 Senador Guiomard";122
"120060 Tarauacá";191
"120070 Xapuri";891
"120000 Município ignorado - AC";1
"130002 Alvarães";9
"130006 Amaturá";9
"130008 Anamã";13
"130010 Anori";8
"130014 Apuí";188
"130020 Atalaia do Norte";115
"130030 Autazes";107
"130040 Barcelos";166
"130050 Barreirinha";114
"130060 Benjamin Constant";33
"130063 Beruri";5
"130068 Boa Vista do Ramos";27
"130070 Boca do Acre";537
"130080 Borba";104
"130083 Caapiranga";46
"130090 Canutama";65
"130100 Carauari";72
"130110 Careiro";34
"130115 Careiro da Várzea";8
"130120 Coari";70
"130130 Codajás";9
"130140 Eirunepé";247
"130150 Envira";287
"130160 Fonte Boa";18
"130165 Guajará";87
"130170 Humaitá";417
"130180 Ipixuna";119
"130185 Iranduba";40
"130190 Itacoatiara";773
"130195 Itamarati";28
"130200 Itapiranga";56
"130210 Japurá";41
"130220 Juruá";9
"130230 Jutaí";6
"130240 Lábrea";345
"130250 Manacapuru";177
"130255 Manaquiri";5
"130260 Manaus";3885
"130270 Manicoré";257
"130280 Maraã";11
"130290 Maués";241
"130300 Nhamundá";135
"130310 Nova Olinda do Norte";71
"130320 Novo Airão";114
"130330 Novo Aripuanã";171
"130340 Parintins";104
"130350 Pauini";214
"130353 Presidente Figueiredo";1590
"130356 Rio Preto da Eva";1532
"130360 Santa Isabel do Rio Negro";101
"130370 Santo Antônio do Içá";14
"130380 São Gabriel da Cachoeira";219
"130390 São Paulo de Olivença";22
"130395 São Sebastião do Uatumã";28
"130400 Silves";105
"130406 Tabatinga";38
"130410 Tapauá";95
"130420 Tefé";54
"130423 Tonantins";28
"130426 Uarini";28
"130430 Urucará";26
"130440 Urucurituba";8
"140005 Alto Alegre";182
"140002 Amajari";119
"140010 Boa Vista";1065
"140015 Bonfim";20
"140017 Cantá";89
"140020 Caracaraí";120
"140023 Caroebe";435
"140028 Iracema";62
"140030 Mucajaí";90
"140040 Normandia";4
"140045 Pacaraima";260
"140047 Rorainópolis";346
"140050 São João da Baliza";139
"140060 São Luiz";72
"140070 Uiramutã";108
"140000 Município ignorado - RR";3
"150010 Abaetetuba";36
"150013 Abel Figueiredo";108
"150020 Acará";77
"150030 Afuá";44
"150034 Água Azul do Norte";76
"150040 Alenquer";511
"150050 Almeirim";544
"150060 Altamira";863
"150070 Anajás";21
"150080 Ananindeua";33
"150085 Anapu";547
"150090 Augusto Corrêa";71
"150095 Aurora do Pará";48
"150100 Aveiro";101
"150110 Bagre";235
"150120 Baião";162
"150125 Bannach";40
"150130 Barcarena";25
"150140 Belém";80
"150145 Belterra";193
"150150 Benevides";17
"150157 Bom Jesus do Tocantins";67
"150160 Bonito";27
"150170 Bragança";173
"150172 Brasil Novo";460
"150175 Brejo Grande do Araguaia";20
"150178 Breu Branco";266
"150180 Breves";40
"150190 Bujaru";14
"150200 Cachoeira do Arari";7
"150195 Cachoeira do Piriá";265
"150210 Cametá";55
"150215 Canaã dos Carajás";119
"150220 Capanema";29
"150230 Capitão Poço";70
"150240 Castanhal";83
"150250 Chaves";4
"150260 Colares";21
"150270 Conceição do Araguaia";68
"150275 Concórdia do Pará";35
"150276 Cumaru do Norte";108
"150277 Curionópolis";154
"150280 Curralinho";62
"150285 Curuá";48
"150290 Curuçá";14
"150293 Dom Eliseu";281
"150295 Eldorado do Carajás";111
"150300 Faro";37
"150304 Floresta do Araguaia";35
"150307 Garrafão do Norte";122
"150309 Goianésia do Pará";605
"150310 Gurupá";37
"150320 Igarapé-Açu";31
"150330 Igarapé-Miri";196
"150340 Inhangapi";22
"150345 Ipixuna do Pará";259
"150350 Irituia";83
"150360 Itaituba";990
"150370 Itupiranga";249
"150375 Jacareacanga";176
"150380 Jacundá";239
"150390 Juruti";307
"150400 Limoeiro do Ajuru";16
"150405 Mãe do Rio";62
"150410 Magalhães Barata";6
"150420 Marabá";684
"150430 Maracanã";6
"150440 Marapanim";7
"150442 Marituba";19
"150445 Medicilândia";1140
"150450 Melgaço";14
"150460 Mocajuba";47
"150470 Moju";269
"150475 Mojuí dos Campos";364
"150480 Monte Alegre";1032
"150490 Muaná";15
"150495 Nova Esperança do Piriá";249
"150497 Nova Ipixuna";37
"150500 Nova Timboteua";21
"150503 Novo Progresso";423
"150506 Novo Repartimento";674
"150510 Óbidos";423
"150520 Oeiras do Pará";268
"150530 Oriximiná";583
"150540 Ourém";16
"150543 Ourilândia do Norte";278
"150548 Pacajá";476
"150549 Palestina do Pará";18
"150550 Paragominas";689
"150553 Parauapebas";871
"150555 Pau D'Arco";27
"150560 Peixe-Boi";3
"150563 Piçarra";27
"150565 Placas";325
"150580 Portel";1071
"150590 Porto de Moz";148
"150600 Prainha";489
"150610 Primavera";21
"150611 Quatipuru";2
"150613 Redenção";208
"150616 Rio Maria";92
"150618 Rondon do Pará";377
"150619 Rurópolis";417
"150620 Salinópolis";24
"150630 Salvaterra";11
"150635 Santa Bárbara do Pará";1
"150650 Santa Izabel do Pará";18
"150655 Santa Luzia do Pará";54
"150658 Santa Maria das Barreiras";41
"150660 Santa Maria do Pará";37
"150670 Santana do Araguaia";79
"150680 Santarém";1015
"150690 Santarém Novo";4
"150700 Santo Antônio do Tauá";10
"150710 São Caetano de Odivelas";11
"150715 São Domingos do Araguaia";138
"150720 São Domingos do Capim";33
"150730 São Félix do Xingu";530
"150740 São Francisco do Pará";27
"150745 São Geraldo do Araguaia";140
"150746 São João da Ponta";5
"150747 São João de Pirabas";13
"150750 São João do Araguaia";104
"150760 São Miguel do Guamá";23
"150770 São Sebastião da Boa Vista";20
"150775 Sapucaia";10
"150780 Senador José Porfírio";307
"150790 Soure";4
"150795 Tailândia";715
"150796 Terra Alta";19
"150797 Terra Santa";73
"150800 Tomé-Açu";620
"150803 Tracuateua";52
"150805 Trairão";243
"150808 Tucumã";306
"150810 Tucuruí";323
"150812 Ulianópolis";462
"150815 Uruará";1124
"150820 Vigia";16
"150830 Viseu";227
"150835 Vitória do Xingu";213
"150840 Xinguara";96
"160010 Amapá";56
"160020 Calçoene";683
"160021 Cutias";9
"160023 Ferreira Gomes";45
"160025 Itaubal";4
"160027 Laranjal do Jari";1105
"160030 Macapá";437
"160040 Mazagão";298
"160050 Oiapoque";1030
"160015 Pedra Branca do Amapari";645
"160053 Porto Grande";667
"160055 Pracuúba";26
"160060 Santana";195
"160005 Serra do Navio";452
"160070 Tartarugalzinho";267
"160080 Vitória do Jari";136
"170025 Abreulândia";26
"170030 Aguiarnópolis";8
"170035 Aliança do Tocantins";4
"170040 Almas";27
"170070 Alvorada";8
"170100 Ananás";69
"170105 Angico";12
"170110 Aparecida do Rio Negro";38
"170130 Aragominas";7
"170190 Araguacema";61
"170200 Araguaçu";29
"170210 Araguaína";177
"170215 Araguanã";16
"170220 Araguatins";49
"170230 Arapoema";12
"170240 Arraias";10
"170255 Augustinópolis";17
"170270 Aurora do Tocantins";45
"170290 Axixá do Tocantins";22
"170300 Babaçulândia";10
"170305 Bandeirantes do Tocantins";4
"170307 Barra do Ouro";6
"170310 Barrolândia";11
"170320 Bernardo Sayão";9
"170330 Bom Jesus do Tocantins";19
"170360 Brasilândia do Tocantins";10
"170370 Brejinho de Nazaré";42
"170380 Buriti do Tocantins";11
"170382 Cachoeirinha";16
"170384 Campos Lindos";4
"170386 Cariri do Tocantins";1
"170388 Carmolândia";5
"170389 Carrasco Bonito";7
"170390 Caseara";20
"170410 Centenário";21
"170510 Chapada da Natividade";6
"170460 Chapada de Areia";6
"170550 Colinas do Tocantins";53
"171670 Colméia";24
"170555 Combinado";24
"170560 Conceição do Tocantins";1
"170600 Couto Magalhães";37
"170610 Cristalândia";38
"170625 Crixás do Tocantins";4
"170650 Darcinópolis";8
"170700 Dianópolis";85
"170710 Divinópolis do Tocantins";35
"170720 Dois Irmãos do Tocantins";50
"170730 Dueré";10
"170740 Esperantina";30
"170755 Fátima";14
"170765 Figueirópolis";7
"170770 Filadélfia";13
"170820 Formoso do Araguaia";20
"170825 Fortaleza do Tabocão";14
"170830 Goianorte";28
"170900 Goiatins";42
"170930 Guaraí";70
"170950 Gurupi";44
"170980 Ipueiras";8
"171050 Itacajá";38
"171070 Itaguatins";3
"171090 Itapiratins";13
"171110 Itaporã do Tocantins";17
"171150 Jaú do Tocantins";13
"171180 Juarina";4
"171190 Lagoa da Confusão";12
"171195 Lagoa do Tocantins";4
"171200 Lajeado";29
"171215 Lavandeira";21
"171240 Lizarda";5
"171245 Luzinópolis";20
"171250 Marianópolis do Tocantins";44
"171270 Mateiros";10
"171280 Maurilândia do Tocantins";13
"171320 Miracema do Tocantins";47
"171330 Miranorte";35
"171360 Monte do Carmo";103
"171370 Monte Santo do Tocantins";20
"171395 Muricilândia";6
"171420 Natividade";11
"171430 Nazaré";6
"171488 Nova Olinda";21
"171500 Nova Rosalândia";8
"171510 Novo Acordo";10
"171515 Novo Alegre";13
"171525 Novo Jardim";19
"171550 Oliveira de Fátima";8
"172100 Palmas";385
"171570 Palmeirante";5
"171380 Palmeiras do Tocantins";11
"171575 Palmeirópolis";29
"171610 Paraíso do Tocantins";79
"171620 Paranã";5
"171630 Pau D'Arco";12
"171650 Pedro Afonso";36
"171660 Peixe";9
"171665 Pequizeiro";6
"171700 Pindorama do Tocantins";27
"171720 Piraquê";15
"171750 Pium";56
"171780 Ponte Alta do Bom Jesus";10
"171790 Ponte Alta do Tocantins";126
"171800 Porto Alegre do Tocantins";7
"171820 Porto Nacional";158
"171830 Praia Norte";5
"171840 Presidente Kennedy";13
"171845 Pugmil";3
"171850 Recursolândia";47
"171855 Riachinho";29
"171865 Rio da Conceição";16
"171870 Rio dos Bois";13
"171875 Rio Sono";20
"171880 Sampaio";1
"171884 Sandolândia";38
"171886 Santa Fé do Araguaia";19
"171888 Santa Maria do Tocantins";17
"171889 Santa Rita do Tocantins";10
"171890 Santa Rosa do Tocantins";14
"171900 Santa Tereza do Tocantins";24
"172000 Santa Terezinha do Tocantins";9
"172010 São Bento do Tocantins";49
"172015 São Félix do Tocantins";1
"172020 São Miguel do Tocantins";19
"172025 São Salvador do Tocantins";6
"172030 São Sebastião do Tocantins";5
"172049 São Valério";4
"172065 Silvanópolis";28
"172080 Sítio Novo do Tocantins";23
"172085 Sucupira";2
"172090 Taguatinga";57
"172093 Taipas do Tocantins";4
"172110 Tocantínia";169
"172120 Tocantinópolis";61
"172125 Tupirama";3
"172130 Tupiratins";7
"172208 Wanderlândia";26
"172210 Xambioá";84
"210005 Açailândia";491
"210010 Afonso Cunha";2
"210015 Água Doce do Maranhão";2
"210020 Alcântara";218
"210030 Aldeias Altas";78
"210040 Altamira do Maranhão";22
"210043 Alto Alegre do Maranhão";9
"210047 Alto Alegre do Pindaré";247
"210050 Alto Parnaíba";3
"210055 Amapá do Maranhão";51
"210060 Amarante do Maranhão";215
"210070 Anajatuba";15
"210080 Anapurus";63
"210083 Apicum-Açu";7
"210087 Araguanã";84
"210090 Araioses";2
"210095 Arame";170
"210100 Arari";4
"210110 Axixá";172
"210120 Bacabal";26
"210125 Bacabeira";11
"210130 Bacuri";7
"210140 Balsas";41
"210150 Barão de Grajaú";2
"210160 Barra do Corda";133
"210170 Barreirinhas";513
"210177 Bela Vista do Maranhão";15
"210173 Belágua";71
"210190 Bequimão";14
"210193 Bernardo do Mearim";2
"210197 Boa Vista do Gurupi";29
"210200 Bom Jardim";176
"210203 Bom Jesus das Selvas";112
"210207 Bom Lugar";8
"210210 Brejo";81
"210215 Brejo de Areia";144
"210220 Buriti";68
"210230 Buriti Bravo";35
"210232 Buriticupu";367
"210235 Buritirana";26
"210237 Cachoeira Grande";31
