2020
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/tetacidbr.def
Tetnis Accidental
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110004 CACOAL";-;-;-;-;1;-;-;-;-;-;-;-;1
"110008 COSTA MARQUES";-;-;-;-;-;-;-;1;-;-;-;-;1
"110011 JARU";-;-;1;-;-;-;-;-;-;-;-;-;1
"110012 JI-PARANA";-;-;-;-;-;-;1;-;-;-;-;-;1
"110020 PORTO VELHO";-;-;-;-;-;-;-;-;1;-;-;-;1
"110045 BURITIS";-;1;-;-;-;-;-;-;-;-;-;-;1
"110080 CANDEIAS DO JAMARI";-;-;-;-;-;-;-;-;-;1;-;-;1
"110094 CUJUBIM";-;-;-;-;-;-;-;1;-;-;-;-;1
"120001 ACRELANDIA";-;-;-;-;-;-;-;-;-;-;1;-;1
"120030 FEIJO";-;-;-;-;-;-;-;-;-;-;-;1;1
"120040 RIO BRANCO";2;1;-;-;-;-;-;-;-;-;-;-;3
"120060 TARAUACA";-;-;-;-;-;-;-;-;-;-;-;2;2
"130014 APUI";-;-;1;-;-;-;-;-;-;-;-;-;1
"130050 BARREIRINHA";-;-;-;-;-;-;-;1;-;-;-;-;1
"130090 CANUTAMA";-;-;-;-;-;-;1;-;-;-;-;-;1
"130120 COARI";-;-;-;-;-;-;-;2;-;-;-;-;2
"130180 IPIXUNA";-;-;-;-;-;-;-;-;-;-;-;1;1
"130250 MANACAPURU";1;-;-;-;-;-;-;-;-;-;-;-;1
"130260 MANAUS";1;1;-;1;1;1;1;1;1;-;-;-;8
"130290 MAUES";-;-;-;-;-;-;-;-;2;-;-;-;2
"130410 TAPAUA";-;-;-;-;1;-;-;-;-;-;-;-;1
"130420 TEFE";-;-;-;-;-;-;1;-;-;-;-;-;1
"150080 ANANINDEUA";-;-;-;-;-;1;-;-;1;-;-;-;2
"150090 AUGUSTO CORREA";-;-;-;-;-;-;-;-;-;-;-;1;1
"150100 AVEIRO";-;-;-;-;-;-;-;1;-;-;-;-;1
"150110 BAGRE";-;-;-;-;-;-;1;-;-;-;-;-;1
"150140 BELEM";-;-;-;-;1;-;-;2;-;-;1;-;4
"150178 BREU BRANCO";-;-;-;-;-;-;-;-;-;1;-;-;1
"150220 CAPANEMA";1;-;-;-;-;-;-;-;-;-;-;-;1
"150250 CHAVES";-;-;1;-;-;-;-;-;-;-;-;-;1
"150293 DOM ELISEU";-;-;-;-;1;-;-;-;-;-;-;-;1
"150495 NOVA ESPERANCA DO PIRIA";-;-;-;-;-;-;-;1;-;-;-;-;1
"150497 NOVA IPIXUNA";-;-;1;-;-;-;-;-;-;-;-;-;1
"150510 OBIDOS";1;-;-;-;-;-;-;-;-;-;-;-;1
"150580 PORTEL";-;-;-;-;-;-;1;-;-;-;-;-;1
"150613 REDENCAO";-;-;-;-;1;-;-;-;-;-;-;-;1
"150680 SANTAREM";-;1;-;-;-;1;-;-;1;-;-;-;3
"150730 SAO FELIX DO XINGU";1;-;-;-;-;-;-;-;-;-;-;-;1
"150770 SAO SEBASTIAO DA BOA VISTA";-;-;-;-;-;-;3;-;-;-;-;-;3
