2022
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/toxocongenitabr.def
Congenital Toxoplasmosis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 ALTA FLORESTA D'OESTE";-;-;-;1;-;1;-;-;-;-;-;-;2
"110002 ARIQUEMES";-;-;-;1;-;-;-;-;-;1;-;-;2
"110004 CACOAL";-;-;-;-;1;-;-;-;-;-;-;-;1
"110011 JARU";-;-;-;-;1;-;1;-;1;-;-;-;3
"110012 JI-PARANA";1;2;1;-;-;2;1;-;-;-;-;-;7
"110013 MACHADINHO D'OESTE";-;1;-;-;-;-;-;2;-;-;-;-;3
"110014 NOVA BRASILANDIA D'OESTE";-;-;-;-;-;-;1;-;-;-;-;-;1
"110015 OURO PRETO DO OESTE";-;-;-;-;-;1;-;-;-;-;-;-;1
"110018 PIMENTA BUENO";-;-;1;-;1;-;-;-;-;-;-;-;2
"110020 PORTO VELHO";1;1;3;1;2;1;1;1;1;-;1;-;13
"110025 PRESIDENTE MEDICI";-;-;2;-;-;-;-;-;-;-;-;-;2
"110026 RIO CRESPO";-;-;1;-;-;-;-;-;1;-;-;-;2
"110028 ROLIM DE MOURA";-;-;-;-;1;1;-;-;-;-;-;-;2
"110032 SAO MIGUEL DO GUAPORE";-;1;-;-;-;-;-;-;-;-;-;-;1
"110040 ALTO PARAISO";-;-;-;1;-;-;-;-;-;-;-;-;1
"110045 BURITIS";-;-;-;1;-;1;-;-;-;-;-;-;2
"110070 CAMPO NOVO DE RONDONIA";-;-;-;-;-;1;-;-;-;-;-;-;1
"110080 CANDEIAS DO JAMARI";-;-;1;1;1;-;2;-;-;-;-;-;5
"110094 CUJUBIM";-;1;-;-;-;-;-;-;-;-;-;-;1
"110110 ITAPUA DO OESTE";-;-;-;-;1;-;-;-;-;-;-;-;1
"110170 URUPA";-;-;1;-;-;-;-;-;-;-;-;-;1
"120001 ACRELANDIA";1;-;-;-;-;-;-;1;-;1;1;-;4
"120005 ASSIS BRASIL";-;-;-;1;-;-;1;-;-;-;-;-;2
"120010 BRASILEIA";3;-;-;-;-;-;-;-;-;-;2;-;5
"120013 BUJARI";2;-;-;-;-;1;1;1;-;-;1;-;6
"120017 CAPIXABA";1;-;1;-;-;1;-;-;1;-;-;-;4
"120020 CRUZEIRO DO SUL";2;1;1;4;1;-;-;2;-;1;1;-;13
"120025 EPITACIOLANDIA";-;-;-;-;-;-;1;-;-;-;-;-;1
"120030 FEIJO";-;-;1;-;-;1;2;-;-;-;-;-;4
"120032 JORDAO";-;-;-;-;-;-;1;-;2;-;-;-;3
