2021
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/toxogestacionalbr.def
Gestational Toxoplasmosis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 ALTA FLORESTA D'OESTE";2;2;3;-;1;1;-;1;2;-;1;-;13
"110002 ARIQUEMES";4;6;1;2;4;-;1;2;3;2;2;5;32
"110003 CABIXI";-;-;-;1;-;-;-;-;-;-;-;-;1
"110004 CACOAL";3;7;7;4;1;1;1;1;3;5;1;-;34
"110005 CEREJEIRAS";-;-;1;-;1;2;-;-;1;1;-;1;7
"110006 COLORADO DO OESTE";-;-;1;1;-;-;-;2;1;-;-;-;5
"110007 CORUMBIARA";1;-;-;-;-;-;-;-;1;-;-;-;2
"110008 COSTA MARQUES";-;-;-;-;-;-;-;-;1;-;-;-;1
"110009 ESPIGAO D'OESTE";3;1;2;-;3;-;-;-;1;-;-;1;11
"110010 GUAJARA-MIRIM";1;2;1;1;3;6;3;3;2;1;1;1;25
"110011 JARU";2;1;2;7;1;3;2;3;2;-;3;1;27
"110012 JI-PARANA";5;4;3;5;7;12;8;3;-;3;6;7;63
"110013 MACHADINHO D'OESTE";3;-;1;2;1;2;1;-;1;-;-;2;13
"110014 NOVA BRASILANDIA D'OESTE";2;-;-;-;-;-;-;2;2;-;1;-;7
"110015 OURO PRETO DO OESTE";1;1;2;4;1;-;2;2;2;1;-;-;16
"110018 PIMENTA BUENO";-;1;-;-;-;-;-;-;1;-;-;-;2
"110020 PORTO VELHO";12;1;8;18;14;9;10;4;5;8;3;6;98
"110025 PRESIDENTE MEDICI";-;-;-;-;-;-;-;1;1;-;-;1;3
"110026 RIO CRESPO";-;-;-;-;1;-;1;-;-;-;-;-;2
"110028 ROLIM DE MOURA";2;2;-;5;1;1;1;-;1;2;1;-;16
"110029 SANTA LUZIA D'OESTE";-;1;-;-;-;-;-;-;-;-;-;-;1
"110030 VILHENA";1;2;6;7;6;4;2;3;-;2;2;7;42
"110032 SAO MIGUEL DO GUAPORE";-;-;1;-;1;1;-;1;1;1;2;2;10
"110033 NOVA MAMORE";-;-;-;1;3;1;1;1;1;-;1;-;9
"110034 ALVORADA D'OESTE";1;-;-;-;2;2;-;1;1;2;1;-;10
"110037 ALTO ALEGRE DOS PARECIS";-;-;-;1;-;-;-;1;1;-;-;-;3
"110040 ALTO PARAISO";1;-;1;1;-;1;2;1;-;-;1;1;9
"110045 BURITIS";5;3;4;6;4;8;2;4;2;2;2;-;42
"110050 NOVO HORIZONTE DO OESTE";-;-;-;-;-;-;-;-;-;1;-;-;1
"110060 CACAULANDIA";-;-;1;-;-;-;-;-;-;-;-;-;1
"110070 CAMPO NOVO DE RONDONIA";-;-;-;-;-;3;-;2;-;-;-;1;6
"110080 CANDEIAS DO JAMARI";-;1;1;4;1;1;-;1;-;-;2;-;11
"110092 CHUPINGUAIA";-;-;-;1;-;1;-;1;-;-;-;-;3
"110094 CUJUBIM";1;2;1;-;2;1;1;-;2;4;1;-;15
"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;1;-;-;-;-;-;-;-;1;2
"110110 ITAPUA DO OESTE";-;-;1;1;-;-;-;-;1;-;-;-;3
"110120 MINISTRO ANDREAZZA";-;-;-;-;-;-;-;1;-;1;-;-;2
"110130 MIRANTE DA SERRA";-;-;-;1;-;-;2;1;-;-;2;-;6
"110140 MONTE NEGRO";1;1;2;1;2;1;-;2;1;-;-;-;11
"110143 NOVA UNIAO";-;-;-;1;-;1;1;-;-;-;-;-;3
"110145 PARECIS";-;1;-;-;-;-;-;-;-;-;-;-;1
"110147 PRIMAVERA DE RONDONIA";-;-;1;-;-;-;-;-;-;-;1;-;2
