2017
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/ltabr.def
American Tegumentary Leishmaniasis
"Município de residência";"Casos confirmados"
"110001 Alta Floresta D'Oeste";113
"110037 Alto Alegre dos Parecis";73
"110040 Alto Paraíso";53
"110034 Alvorada D'Oeste";26
"110002 Ariquemes";206
"110045 Buritis";93
"110003 Cabixi";35
"110060 Cacaulândia";35
"110004 Cacoal";245
"110070 Campo Novo de Rondônia";70
"110080 Candeias do Jamari";48
"110090 Castanheiras";27
"110005 Cerejeiras";46
"110092 Chupinguaia";152
"110006 Colorado do Oeste";56
"110007 Corumbiara";47
"110008 Costa Marques";102
"110094 Cujubim";145
"110009 Espigão D'Oeste";311
"110100 Governador Jorge Teixeira";37
"110010 Guajará-Mirim";82
"110110 Itapuã do Oeste";12
"110011 Jaru";102
"110012 Ji-Paraná";265
"110013 Machadinho D'Oeste";243
"110120 Ministro Andreazza";23
"110130 Mirante da Serra";42
"110140 Monte Negro";48
"110014 Nova Brasilândia D'Oeste";67
"110033 Nova Mamoré";153
"110143 Nova União";11
"110050 Novo Horizonte do Oeste";27
"110015 Ouro Preto do Oeste";47
"110145 Parecis";76
"110018 Pimenta Bueno";181
"110146 Pimenteiras do Oeste";7
"110020 Porto Velho";724
"110025 Presidente Médici";35
"110147 Primavera de Rondônia";18
"110026 Rio Crespo";24
"110028 Rolim de Moura";148
"110029 Santa Luzia D'Oeste";36
"110148 São Felipe D'Oeste";21
"110149 São Francisco do Guaporé";197
"110032 São Miguel do Guaporé";99
"110150 Seringueiras";48
"110155 Teixeirópolis";6
"110160 Theobroma";42
"110170 Urupá";18
"110175 Vale do Anari";53
"110180 Vale do Paraíso";25
"110030 Vilhena";596
"120001 Acrelândia";78
"120005 Assis Brasil";394
"120010 Brasiléia";458
"120013 Bujari";131
"120017 Capixaba";222
"120020 Cruzeiro do Sul";229
"120025 Epitaciolândia";333
"120030 Feijó";353
"120032 Jordão";73
"120033 Mâncio Lima";215
"120034 Manoel Urbano";160
"120035 Marechal Thaumaturgo";315
"120038 Plácido de Castro";177
"120080 Porto Acre";111
"120039 Porto Walter";98
