2019
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/toxogestacionalbr.def
Gestational Toxoplasmosis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 ALTA FLORESTA D'OESTE";3;4;4;-;5;2;-;1;4;1;2;-;26
"110002 ARIQUEMES";7;11;5;5;7;-;4;11;10;4;4;6;74
"110003 CABIXI";-;-;-;1;-;1;1;1;-;-;-;-;4
"110004 CACOAL";7;8;7;9;4;3;2;6;4;5;2;2;59
"110005 CEREJEIRAS";-;1;1;-;1;2;1;1;2;1;-;1;11
"110006 COLORADO DO OESTE";-;-;3;2;1;-;-;3;2;-;2;-;13
"110007 CORUMBIARA";1;-;-;-;-;-;-;-;1;-;-;-;2
"110008 COSTA MARQUES";1;-;1;2;-;1;1;-;2;-;-;-;8
"110009 ESPIGAO D'OESTE";4;2;2;-;3;2;2;5;2;1;1;2;26
"110010 GUAJARA-MIRIM";4;5;5;5;8;11;5;4;7;3;4;6;67
"110011 JARU";2;2;6;9;2;5;2;5;7;5;4;2;51
"110012 JI-PARANA";8;7;4;8;7;14;9;7;1;4;8;10;87
"110013 MACHADINHO D'OESTE";4;-;2;4;2;5;2;1;1;3;1;3;28
"110014 NOVA BRASILANDIA D'OESTE";2;-;1;1;-;1;3;2;2;1;2;1;16
"110015 OURO PRETO DO OESTE";2;3;3;5;2;1;4;4;3;4;2;1;34
"110018 PIMENTA BUENO";2;2;1;4;1;1;1;2;3;1;-;-;18
"110020 PORTO VELHO";19;11;22;22;23;16;23;11;10;19;10;9;195
"110025 PRESIDENTE MEDICI";1;-;-;-;-;-;1;3;1;1;1;1;9
"110026 RIO CRESPO";-;-;-;-;1;-;1;-;-;-;-;-;2
"110028 ROLIM DE MOURA";6;3;2;8;2;5;6;6;5;4;3;2;52
"110029 SANTA LUZIA D'OESTE";-;1;-;1;-;-;-;-;-;-;-;-;2
"110030 VILHENA";3;7;7;11;11;10;4;8;3;8;6;11;89
"110032 SAO MIGUEL DO GUAPORE";2;1;2;-;1;1;-;2;2;2;2;2;17
"110033 NOVA MAMORE";1;-;2;1;4;2;3;1;2;1;2;3;22
"110034 ALVORADA D'OESTE";2;1;1;1;3;3;2;2;1;3;1;1;21
"110037 ALTO ALEGRE DOS PARECIS";-;2;-;4;-;1;-;3;1;1;1;-;13
"110040 ALTO PARAISO";1;1;2;2;2;3;2;2;1;3;3;2;24
"110045 BURITIS";6;5;8;11;8;10;4;6;3;5;6;-;72
"110050 NOVO HORIZONTE DO OESTE";-;3;-;-;-;-;2;1;1;1;-;-;8
"110060 CACAULANDIA";-;-;1;-;-;-;-;-;1;-;-;-;2
"110070 CAMPO NOVO DE RONDONIA";3;-;-;1;1;3;-;2;1;-;-;1;12
"110080 CANDEIAS DO JAMARI";2;3;4;6;2;1;-;4;1;4;2;-;29
"110090 CASTANHEIRAS";-;-;-;2;-;-;-;-;-;2;-;-;4
"110092 CHUPINGUAIA";-;-;1;1;-;2;-;2;1;1;-;1;9
"110094 CUJUBIM";3;5;4;-;2;3;3;2;4;5;5;1;37
"110100 GOVERNADOR JORGE TEIXEIRA";-;2;-;2;-;-;-;1;-;1;1;1;8
"110110 ITAPUA DO OESTE";-;-;3;1;-;1;-;-;1;-;-;-;6
"110120 MINISTRO ANDREAZZA";2;-;-;-;-;1;1;1;-;2;-;-;7
"110130 MIRANTE DA SERRA";1;1;1;1;-;-;2;1;1;1;2;-;11
"110140 MONTE NEGRO";1;2;2;4;6;2;-;4;2;-;1;-;24
"110143 NOVA UNIAO";-;-;-;1;-;1;2;-;-;-;-;-;4
"110145 PARECIS";-;1;-;-;1;-;-;-;-;-;-;-;2
"110147 PRIMAVERA DE RONDONIA";-;1;1;-;-;-;-;-;-;-;1;-;3
"110148 SAO FELIPE D'OESTE";-;-;3;2;1;1;-;2;-;-;-;-;9
"110149 SAO FRANCISCO DO GUAPORE";-;3;3;1;2;1;2;4;3;4;1;-;24
"110150 SERINGUEIRAS";1;-;1;1;-;-;2;-;-;-;-;-;5
"110155 TEIXEIROPOLIS";-;-;1;1;-;-;-;-;-;-;-;-;2
"110170 URUPA";-;2;1;-;2;3;3;2;2;2;-;-;17
"110175 VALE DO ANARI";-;-;1;1;1;-;-;3;-;-;1;-;7
"110180 VALE DO PARAISO";-;-;1;-;-;-;-;3;1;1;1;2;9
"120001 ACRELANDIA";2;1;1;4;2;-;1;-;2;-;1;1;15
"120005 ASSIS BRASIL";-;-;1;2;-;-;-;1;1;2;1;-;8
"120010 BRASILEIA";1;1;2;-;4;-;3;-;1;-;1;-;13
"120013 BUJARI";-;1;1;4;2;2;1;-;-;-;2;-;13
"120017 CAPIXABA";2;-;-;1;1;-;2;-;-;-;-;-;6
"120020 CRUZEIRO DO SUL";6;11;10;6;14;11;24;19;8;10;8;8;135
"120025 EPITACIOLANDIA";-;1;-;3;2;1;1;-;1;1;1;3;14
"120030 FEIJO";2;3;3;3;4;5;3;1;1;4;3;-;32
"120032 JORDAO";-;-;-;-;-;-;-;1;2;-;-;-;3
