2012
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/meninbr.def
Meningitis
"Município de residência";"Casos confirmados"
"110001 ALTA FLORESTA D'OESTE";13
"110002 ARIQUEMES";23
"110003 CABIXI";2
"110004 CACOAL";80
"110005 CEREJEIRAS";6
"110006 COLORADO DO OESTE";2
"110007 CORUMBIARA";1
"110008 COSTA MARQUES";3
"110009 ESPIGAO D'OESTE";34
"110010 GUAJARA-MIRIM";14
"110011 JARU";12
"110012 JI-PARANA";36
"110013 MACHADINHO D'OESTE";10
"110014 NOVA BRASILANDIA D'OESTE";7
"110015 OURO PRETO DO OESTE";17
"110018 PIMENTA BUENO";18
"110020 PORTO VELHO";238
"110025 PRESIDENTE MEDICI";4
"110026 RIO CRESPO";2
"110028 ROLIM DE MOURA";30
"110029 SANTA LUZIA D'OESTE";6
"110030 VILHENA";23
"110032 SAO MIGUEL DO GUAPORE";7
"110033 NOVA MAMORE";13
"110034 ALVORADA D'OESTE";2
"110037 ALTO ALEGRE DOS PARECIS";2
"110040 ALTO PARAISO";3
"110045 BURITIS";8
"110050 NOVO HORIZONTE DO OESTE";6
"110060 CACAULANDIA";1
"110070 CAMPO NOVO DE RONDONIA";1
"110080 CANDEIAS DO JAMARI";10
"110090 CASTANHEIRAS";1
"110092 CHUPINGUAIA";2
"110094 CUJUBIM";7
"110100 GOVERNADOR JORGE TEIXEIRA";5
"110110 ITAPUA DO OESTE";3
"110120 MINISTRO ANDREAZZA";6
"110130 MIRANTE DA SERRA";5
"110140 MONTE NEGRO";2
"110143 NOVA UNIAO";2
"110145 PARECIS";4
"110147 PRIMAVERA DE RONDONIA";2
"110148 SAO FELIPE D'OESTE";3
"110149 SAO FRANCISCO DO GUAPORE";3
"110150 SERINGUEIRAS";4
"110155 TEIXEIROPOLIS";2
"110160 THEOBROMA";1
"110170 URUPA";3
"110180 VALE DO PARAISO";4
"120001 ACRELANDIA";2
"120005 ASSIS BRASIL";1
"120010 BRASILEIA";4
"120013 BUJARI";4
"120017 CAPIXABA";2
"120020 CRUZEIRO DO SUL";20
"120025 EPITACIOLANDIA";4
"120030 FEIJO";14
"120032 JORDAO";1
"120033 MANCIO LIMA";4
"120034 MANOEL URBANO";1
"120035 MARECHAL THAUMATURGO";2
"120038 PLACIDO DE CASTRO";2
"120039 PORTO WALTER";3
"120040 RIO BRANCO";100
