2013
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/ltabr.def
American Tegumentary Leishmaniasis
"Município de residência";"Casos confirmados"
"110001 Alta Floresta D'Oeste";222
"110037 Alto Alegre dos Parecis";197
"110040 Alto Paraíso";94
"110034 Alvorada D'Oeste";74
"110002 Ariquemes";401
"110045 Buritis";201
"110003 Cabixi";51
"110060 Cacaulândia";58
"110004 Cacoal";449
"110070 Campo Novo de Rondônia";157
"110080 Candeias do Jamari";99
"110090 Castanheiras";58
"110005 Cerejeiras";89
"110092 Chupinguaia";236
"110006 Colorado do Oeste";107
"110007 Corumbiara";104
"110008 Costa Marques";202
"110094 Cujubim";293
"110009 Espigão D'Oeste";533
"110100 Governador Jorge Teixeira";100
"110010 Guajará-Mirim";200
"110110 Itapuã do Oeste";25
"110011 Jaru";175
"110012 Ji-Paraná";398
"110013 Machadinho D'Oeste";402
"110120 Ministro Andreazza";52
"110130 Mirante da Serra";66
"110140 Monte Negro";105
"110014 Nova Brasilândia D'Oeste";110
"110033 Nova Mamoré";292
"110143 Nova União";18
"110050 Novo Horizonte do Oeste";64
"110015 Ouro Preto do Oeste";74
"110145 Parecis";147
"110018 Pimenta Bueno";424
"110146 Pimenteiras do Oeste";11
"110020 Porto Velho";1264
"110025 Presidente Médici";62
"110147 Primavera de Rondônia";34
"110026 Rio Crespo";39
"110028 Rolim de Moura";400
"110029 Santa Luzia D'Oeste";62
"110148 São Felipe D'Oeste";45
"110149 São Francisco do Guaporé";286
"110032 São Miguel do Guaporé";187
"110150 Seringueiras";69
"110155 Teixeirópolis";10
"110160 Theobroma";55
"110170 Urupá";30
"110175 Vale do Anari";63
"110180 Vale do Paraíso";50
"110030 Vilhena";1015
"110000 Município ignorado - RO";3
"120001 Acrelândia";163
"120005 Assis Brasil";679
"120010 Brasiléia";749
"120013 Bujari";215
"120017 Capixaba";376
"120020 Cruzeiro do Sul";481
"120025 Epitaciolândia";520
"120030 Feijó";533
"120032 Jordão";131
"120033 Mâncio Lima";368
"120034 Manoel Urbano";257
"120035 Marechal Thaumaturgo";431
"120038 Plácido de Castro";332
"120080 Porto Acre";164
"120039 Porto Walter";141
"120040 Rio Branco";1988
"120042 Rodrigues Alves";101
"120043 Santa Rosa do Purus";208
"120050 Sena Madureira";1122
"120045 Senador Guiomard";137
"120060 Tarauacá";209
"120070 Xapuri";1013
"120000 Município ignorado - AC";1
"130002 Alvarães";11
"130006 Amaturá";9
"130008 Anamã";14
"130010 Anori";8
"130014 Apuí";197
"130020 Atalaia do Norte";118
"130030 Autazes";112
"130040 Barcelos";182
"130050 Barreirinha";122
"130060 Benjamin Constant";39
"130063 Beruri";5
"130068 Boa Vista do Ramos";29
"130070 Boca do Acre";604
"130080 Borba";106
"130083 Caapiranga";52
"130090 Canutama";69
"130100 Carauari";81
"130110 Careiro";37
"130115 Careiro da Várzea";9
"130120 Coari";90
"130130 Codajás";11
"130140 Eirunepé";271
"130150 Envira";300
"130160 Fonte Boa";19
"130165 Guajará";94
"130170 Humaitá";485
"130180 Ipixuna";130
"130185 Iranduba";46
"130190 Itacoatiara";838
"130195 Itamarati";31
"130200 Itapiranga";61
"130210 Japurá";45
"130220 Juruá";9
"130230 Jutaí";6
"130240 Lábrea";397
"130250 Manacapuru";204
"130255 Manaquiri";5
"130260 Manaus";4468
"130270 Manicoré";270
"130280 Maraã";11
"130290 Maués";288
"130300 Nhamundá";144
"130310 Nova Olinda do Norte";77
"130320 Novo Airão";129
"130330 Novo Aripuanã";217
"130340 Parintins";115
"130350 Pauini";225
"130353 Presidente Figueiredo";1727
"130356 Rio Preto da Eva";1686
"130360 Santa Isabel do Rio Negro";107
"130370 Santo Antônio do Içá";19
"130380 São Gabriel da Cachoeira";230
"130390 São Paulo de Olivença";23
"130395 São Sebastião do Uatumã";31
"130400 Silves";105
"130406 Tabatinga";54
"130410 Tapauá";97
"130420 Tefé";61
"130423 Tonantins";28
"130426 Uarini";28
"130430 Urucará";26
"130440 Urucurituba";8
"140005 Alto Alegre";196
"140002 Amajari";121
"140010 Boa Vista";1142
"140015 Bonfim";30
"140017 Cantá";116
"140020 Caracaraí";146
"140023 Caroebe";523
"140028 Iracema";76
"140030 Mucajaí";114
"140040 Normandia";4
"140045 Pacaraima";284
"140047 Rorainópolis";514
"140050 São João da Baliza";168
"140060 São Luiz";99
"140070 Uiramutã";130
"140000 Município ignorado - RR";4
"150010 Abaetetuba";39
"150013 Abel Figueiredo";127
"150020 Acará";83
"150030 Afuá";49
"150034 Água Azul do Norte";90
"150040 Alenquer";568
"150050 Almeirim";597
"150060 Altamira";962
"150070 Anajás";25
"150080 Ananindeua";42
"150085 Anapu";574
"150090 Augusto Corrêa";85
"150095 Aurora do Pará";53
"150100 Aveiro";108
"150110 Bagre";244
"150120 Baião";174
"150125 Bannach";44
"150130 Barcarena";31
"150140 Belém";95
"150145 Belterra";208
"150150 Benevides";18
"150157 Bom Jesus do Tocantins";73
"150160 Bonito";30
"150170 Bragança";237
"150172 Brasil Novo";488
"150175 Brejo Grande do Araguaia";27
"150178 Breu Branco";326
"150180 Breves";45
"150190 Bujaru";14
"150200 Cachoeira do Arari";12
"150195 Cachoeira do Piriá";324
"150210 Cametá";63
"150215 Canaã dos Carajás";128
"150220 Capanema";36
"150230 Capitão Poço";78
"150240 Castanhal";89
"150250 Chaves";5
"150260 Colares";26
"150270 Conceição do Araguaia";82
