2022
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisbr.def
Congenital Syphilis
"Município de residência";"Casos confirmados"
"110002 ARIQUEMES";9
"110004 CACOAL";1
"110008 COSTA MARQUES";1
"110009 ESPIGAO D'OESTE";3
"110010 GUAJARA-MIRIM";2
"110011 JARU";2
"110012 JI-PARANA";1
"110013 MACHADINHO D'OESTE";3
"110015 OURO PRETO DO OESTE";1
"110018 PIMENTA BUENO";1
"110020 PORTO VELHO";62
"110025 PRESIDENTE MEDICI";1
"110030 VILHENA";2
"110032 SAO MIGUEL DO GUAPORE";3
"110033 NOVA MAMORE";2
"110080 CANDEIAS DO JAMARI";1
"110110 ITAPUA DO OESTE";2
"110150 SERINGUEIRAS";2
"110160 THEOBROMA";1
"110175 VALE DO ANARI";1
"110180 VALE DO PARAISO";1
"120001 ACRELANDIA";2
"120005 ASSIS BRASIL";2
"120010 BRASILEIA";7
"120013 BUJARI";4
"120017 CAPIXABA";3
"120020 CRUZEIRO DO SUL";10
"120025 EPITACIOLANDIA";7
"120030 FEIJO";3
"120033 MANCIO LIMA";1
"120034 MANOEL URBANO";2
"120038 PLACIDO DE CASTRO";6
"120040 RIO BRANCO";57
"120042 RODRIGUES ALVES";1
"120043 SANTA ROSA DO PURUS";2
"120045 SENADOR GUIOMARD";6
"120050 SENA MADUREIRA";5
"120060 TARAUACA";4
"120080 PORTO ACRE";9
"130002 ALVARAES";1
"130014 APUI";1
"130030 AUTAZES";10
"130040 BARCELOS";1
"130050 BARREIRINHA";2
"130060 BENJAMIN CONSTANT";1
"130063 BERURI";1
"130070 BOCA DO ACRE";4
"130080 BORBA";1
"130083 CAAPIRANGA";1
"130100 CARAUARI";5
"130110 CAREIRO";2
"130115 CAREIRO DA VARZEA";3
"130130 CODAJAS";2
"130140 EIRUNEPE";3
"130150 ENVIRA";4
"130160 FONTE BOA";3
"130165 GUAJARA";4
"130170 HUMAITA";2
"130185 IRANDUBA";10
"130190 ITACOATIARA";3
"130195 ITAMARATI";1
"130200 ITAPIRANGA";2
"130230 JUTAI";1
"130240 LABREA";5
"130250 MANACAPURU";19
"130255 MANAQUIRI";1
"130260 MANAUS";449
"130270 MANICORE";12
"130290 MAUES";1
"130300 NHAMUNDA";1
"130310 NOVA OLINDA DO NORTE";10
"130340 PARINTINS";11
"130353 PRESIDENTE FIGUEIREDO";1
"130356 RIO PRETO DA EVA";2
"130360 SANTA ISABEL DO RIO NEGRO";3
"130390 SAO PAULO DE OLIVENCA";1
"130395 SAO SEBASTIAO DO UATUMA";1
"130406 TABATINGA";1
"130420 TEFE";7
"130426 UARINI";1
"130430 URUCARA";2
"140002 AMAJARI";2
"140010 BOA VISTA";186
"140015 BONFIM";3
"140017 CANTA";7
"140020 CARACARAI";10
"140023 CAROEBE";1
"140028 IRACEMA";1
"140030 MUCAJAI";11
"140045 PACARAIMA";24
"140047 RORAINOPOLIS";16
