2022
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/meninbr.def
Meningitis
"Município de residência";"Casos confirmados"
"110001 ALTA FLORESTA D'OESTE";2
"110002 ARIQUEMES";2
"110004 CACOAL";5
"110005 CEREJEIRAS";2
"110008 COSTA MARQUES";1
"110009 ESPIGAO D'OESTE";1
"110010 GUAJARA-MIRIM";2
"110011 JARU";1
"110012 JI-PARANA";4
"110015 OURO PRETO DO OESTE";3
"110018 PIMENTA BUENO";1
"110020 PORTO VELHO";24
"110025 PRESIDENTE MEDICI";1
"110026 RIO CRESPO";1
"110028 ROLIM DE MOURA";6
"110030 VILHENA";6
"110033 NOVA MAMORE";1
"110037 ALTO ALEGRE DOS PARECIS";1
"110045 BURITIS";1
"110080 CANDEIAS DO JAMARI";1
"110094 CUJUBIM";1
"110130 MIRANTE DA SERRA";1
"110180 VALE DO PARAISO";1
"120005 ASSIS BRASIL";1
"120013 BUJARI";1
"120020 CRUZEIRO DO SUL";2
"120025 EPITACIOLANDIA";1
"120030 FEIJO";2
"120034 MANOEL URBANO";1
"120035 MARECHAL THAUMATURGO";1
"120039 PORTO WALTER";1
"120040 RIO BRANCO";14
"120045 SENADOR GUIOMARD";1
"120060 TARAUACA";1
"130002 ALVARAES";2
"130030 AUTAZES";1
"130040 BARCELOS";1
"130070 BOCA DO ACRE";1
"130080 BORBA";2
"130110 CAREIRO";1
"130115 CAREIRO DA VARZEA";1
"130150 ENVIRA";2
"130170 HUMAITA";2
"130185 IRANDUBA";3
"130190 ITACOATIARA";1
"130240 LABREA";1
"130250 MANACAPURU";2
"130260 MANAUS";128
"130280 MARAA";1
"130290 MAUES";1
"130300 NHAMUNDA";1
"130330 NOVO ARIPUANA";1
"130340 PARINTINS";5
"130350 PAUINI";1
"130353 PRESIDENTE FIGUEIREDO";1
"130356 RIO PRETO DA EVA";2
"130360 SANTA ISABEL DO RIO NEGRO";1
"130380 SAO GABRIEL DA CACHOEIRA";1
"130426 UARINI";1
"140005 ALTO ALEGRE";1
"140010 BOA VISTA";31
"140015 BONFIM";1
"140017 CANTA";2
"140023 CAROEBE";1
"140040 NORMANDIA";2
"140045 PACARAIMA";3
"140047 RORAINOPOLIS";3
"140070 UIRAMUTA";2
"150010 ABAETETUBA";12
"150020 ACARA";9
"150030 AFUA";1
"150040 ALENQUER";2
"150060 ALTAMIRA";3
"150080 ANANINDEUA";26
"150085 ANAPU";1
"150090 AUGUSTO CORREA";2
"150095 AURORA DO PARA";4
"150120 BAIAO";2
"150130 BARCARENA";10
"150140 BELEM";168
"150150 BENEVIDES";7
"150160 BONITO";1
"150170 BRAGANCA";11
"150178 BREU BRANCO";1
"150200 CACHOEIRA DO ARARI";1
"150220 CAPANEMA";4
"150230 CAPITAO POCO";2
"150240 CASTANHAL";16
"150260 COLARES";2
"150276 CUMARU DO NORTE";1
"150290 CURUCA";4
"150293 DOM ELISEU";1
"150307 GARRAFAO DO NORTE";1
"150309 GOIANESIA DO PARA";1
"150310 GURUPA";1
"150320 IGARAPE-ACU";1
"150330 IGARAPE-MIRI";2
"150340 INHANGAPI";2
"150345 IPIXUNA DO PARA";1
"150350 IRITUIA";2
"150360 ITAITUBA";2
"150370 ITUPIRANGA";3
"150380 JACUNDA";1
"150405 MAE DO RIO";3
"150410 MAGALHAES BARATA";2
