2015
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisbr.def
Congenital Syphilis
"Município de residência";"Casos confirmados"
" MUNICIPIO IGNORADO - RO";1
"110001 ALTA FLORESTA D'OESTE";2
"110002 ARIQUEMES";20
"110004 CACOAL";8
"110006 COLORADO DO OESTE";2
"110007 CORUMBIARA";1
"110008 COSTA MARQUES";3
"110009 ESPIGAO D'OESTE";7
"110010 GUAJARA-MIRIM";8
"110011 JARU";8
"110012 JI-PARANA";17
"110013 MACHADINHO D'OESTE";7
"110014 NOVA BRASILANDIA D'OESTE";1
"110015 OURO PRETO DO OESTE";8
"110018 PIMENTA BUENO";14
"110020 PORTO VELHO";455
"110025 PRESIDENTE MEDICI";7
"110028 ROLIM DE MOURA";8
"110029 SANTA LUZIA D'OESTE";1
"110030 VILHENA";12
"110032 SAO MIGUEL DO GUAPORE";4
"110033 NOVA MAMORE";6
"110034 ALVORADA D'OESTE";1
"110037 ALTO ALEGRE DOS PARECIS";1
"110040 ALTO PARAISO";2
"110045 BURITIS";7
"110060 CACAULANDIA";1
"110080 CANDEIAS DO JAMARI";27
"110092 CHUPINGUAIA";2
"110094 CUJUBIM";5
"110110 ITAPUA DO OESTE";5
"110140 MONTE NEGRO";1
"110147 PRIMAVERA DE RONDONIA";1
"110148 SAO FELIPE D'OESTE";1
"110149 SAO FRANCISCO DO GUAPORE";3
"110150 SERINGUEIRAS";4
"110160 THEOBROMA";1
"110170 URUPA";2
"110175 VALE DO ANARI";1
"110180 VALE DO PARAISO";2
"120001 ACRELANDIA";11
"120005 ASSIS BRASIL";9
"120010 BRASILEIA";26
"120013 BUJARI";19
"120017 CAPIXABA";28
"120020 CRUZEIRO DO SUL";68
"120025 EPITACIOLANDIA";18
"120030 FEIJO";9
"120032 JORDAO";4
"120033 MANCIO LIMA";13
"120034 MANOEL URBANO";6
"120035 MARECHAL THAUMATURGO";6
"120038 PLACIDO DE CASTRO";21
"120039 PORTO WALTER";4
"120040 RIO BRANCO";298
"120042 RODRIGUES ALVES";6
"120043 SANTA ROSA DO PURUS";6
"120045 SENADOR GUIOMARD";36
"120050 SENA MADUREIRA";31
"120060 TARAUACA";76
"120070 XAPURI";15
"120080 PORTO ACRE";38
"130002 ALVARAES";6
"130006 AMATURA";3
"130008 ANAMA";7
"130010 ANORI";14
"130014 APUI";2
"130020 ATALAIA DO NORTE";5
"130030 AUTAZES";18
"130040 BARCELOS";3
"130050 BARREIRINHA";16
"130060 BENJAMIN CONSTANT";10
"130063 BERURI";2
"130068 BOA VISTA DO RAMOS";5
"130070 BOCA DO ACRE";17
"130080 BORBA";16
"130083 CAAPIRANGA";4
"130090 CANUTAMA";3
"130100 CARAUARI";14
"130110 CAREIRO";28
"130115 CAREIRO DA VARZEA";11
"130120 COARI";7
"130130 CODAJAS";3
"130140 EIRUNEPE";24
"130150 ENVIRA";10
"130160 FONTE BOA";3
"130165 GUAJARA";17
"130170 HUMAITA";21
"130185 IRANDUBA";65
"130190 ITACOATIARA";22
"130195 ITAMARATI";1
"130200 ITAPIRANGA";3
"130210 JAPURA";5
"130220 JURUA";1
"130230 JUTAI";5
"130240 LABREA";17
"130250 MANACAPURU";66
"130255 MANAQUIRI";7
"130260 MANAUS";3789
"130270 MANICORE";18
"130280 MARAA";2
"130290 MAUES";22
"130300 NHAMUNDA";3
"130310 NOVA OLINDA DO NORTE";33
"130320 NOVO AIRAO";16
"130330 NOVO ARIPUANA";3
"130340 PARINTINS";66
"130350 PAUINI";3
"130353 PRESIDENTE FIGUEIREDO";13
"130356 RIO PRETO DA EVA";11
"130360 SANTA ISABEL DO RIO NEGRO";8
"130380 SAO GABRIEL DA CACHOEIRA";12
"130390 SAO PAULO DE OLIVENCA";3
"130395 SAO SEBASTIAO DO UATUMA";2
"130400 SILVES";1
"130406 TABATINGA";21
"130410 TAPAUA";2
"130420 TEFE";25
"130423 TONANTINS";1
"130426 UARINI";1
"130430 URUCARA";6
"130440 URUCURITUBA";4
"140002 AMAJARI";5
"140005 ALTO ALEGRE";7
"140010 BOA VISTA";436
"140015 BONFIM";6
"140017 CANTA";21
"140020 CARACARAI";37
"140023 CAROEBE";9
"140028 IRACEMA";1
"140030 MUCAJAI";26
"140040 NORMANDIA";6
"140045 PACARAIMA";37
"140047 RORAINOPOLIS";40
"140050 SAO JOAO DA BALIZA";5
"140060 SAO LUIZ";5
"140070 UIRAMUTA";6
"150010 ABAETETUBA";49
"150013 ABEL FIGUEIREDO";4
"150020 ACARA";28
"150030 AFUA";41
"150034 AGUA AZUL DO NORTE";1
"150040 ALENQUER";27
"150050 ALMEIRIM";6
"150060 ALTAMIRA";142
"150070 ANAJAS";9
"150080 ANANINDEUA";604
"150085 ANAPU";31
"150090 AUGUSTO CORREA";55
"150095 AURORA DO PARA";14
"150100 AVEIRO";7
"150110 BAGRE";16
"150120 BAIAO";21
"150125 BANNACH";1
"150130 BARCARENA";154
"150140 BELEM";1431
"150145 BELTERRA";8
"150150 BENEVIDES";94
"150157 BOM JESUS DO TOCANTINS";11
"150160 BONITO";2
"150170 BRAGANCA";196
"150172 BRASIL NOVO";8
"150175 BREJO GRANDE DO ARAGUAIA";6
"150178 BREU BRANCO";16
"150180 BREVES";207
"150190 BUJARU";19
"150195 CACHOEIRA DO PIRIA";5
"150200 CACHOEIRA DO ARARI";7
"150210 CAMETA";81
"150215 CANAA DOS CARAJAS";37
"150220 CAPANEMA";35
"150230 CAPITAO POCO";12
"150240 CASTANHAL";121
"150250 CHAVES";9
"150260 COLARES";15
"150270 CONCEICAO DO ARAGUAIA";25
"150275 CONCORDIA DO PARA";19
"150276 CUMARU DO NORTE";7
"150277 CURIONOPOLIS";26
"150280 CURRALINHO";13
"150285 CURUA";8
"150290 CURUCA";39
"150293 DOM ELISEU";12
"150295 ELDORADO DOS CARAJAS";32
"150304 FLORESTA DO ARAGUAIA";7
"150307 GARRAFAO DO NORTE";5
"150309 GOIANESIA DO PARA";17
"150310 GURUPA";15
"150320 IGARAPE-ACU";23
"150330 IGARAPE-MIRI";22
"150340 INHANGAPI";7
"150345 IPIXUNA DO PARA";27
"150350 IRITUIA";21
"150360 ITAITUBA";159
"150370 ITUPIRANGA";36
"150375 JACAREACANGA";7
"150380 JACUNDA";27
"150390 JURUTI";25
"150400 LIMOEIRO DO AJURU";17
"150405 MAE DO RIO";6
"150410 MAGALHAES BARATA";7
"150420 MARABA";776
"150430 MARACANA";7
"150440 MARAPANIM";20
"150442 MARITUBA";247
"150445 MEDICILANDIA";13
"150450 MELGACO";15
"150460 MOCAJUBA";14
"150470 MOJU";112
"150475 MOJUI DOS CAMPOS";9
"150480 MONTE ALEGRE";18
"150490 MUANA";44
"150495 NOVA ESPERANCA DO PIRIA";3
"150497 NOVA IPIXUNA";15
"150500 NOVA TIMBOTEUA";5
"150503 NOVO PROGRESSO";20
"150506 NOVO REPARTIMENTO";44
"150510 OBIDOS";51
"150520 OEIRAS DO PARA";40
"150530 ORIXIMINA";65
"150540 OUREM";11
"150543 OURILANDIA DO NORTE";10
"150548 PACAJA";7
"150549 PALESTINA DO PARA";7
"150550 PARAGOMINAS";75
"150553 PARAUAPEBAS";420
"150555 PAU D'ARCO";3
"150560 PEIXE-BOI";1
"150563 PICARRA";12
"150565 PLACAS";1
"150570 PONTA DE PEDRAS";11
"150580 PORTEL";11
"150590 PORTO DE MOZ";1
"150600 PRAINHA";10
"150610 PRIMAVERA";2
"150611 QUATIPURU";8
"150613 REDENCAO";93
"150616 RIO MARIA";9
"150618 RONDON DO PARA";6
"150619 RUROPOLIS";15
"150620 SALINOPOLIS";24
"150630 SALVATERRA";2
"150635 SANTA BARBARA DO PARA";31
"150640 SANTA CRUZ DO ARARI";3
"150650 SANTA IZABEL DO PARA";80
"150655 SANTA LUZIA DO PARA";7
"150658 SANTA MARIA DAS BARREIRAS";3
"150660 SANTA MARIA DO PARA";11
"150670 SANTANA DO ARAGUAIA";42
"150680 SANTAREM";394
"150690 SANTAREM NOVO";3
"150700 SANTO ANTONIO DO TAUA";25
"150710 SAO CAETANO DE ODIVELAS";19
"150715 SAO DOMINGOS DO ARAGUAIA";33
"150720 SAO DOMINGOS DO CAPIM";20
