2018
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/meninbr.def
Meningitis
"Município de residência";"Casos confirmados"
"110001 ALTA FLORESTA D'OESTE";5
"110002 ARIQUEMES";8
"110004 CACOAL";24
"110005 CEREJEIRAS";4
"110006 COLORADO DO OESTE";1
"110007 CORUMBIARA";1
"110008 COSTA MARQUES";2
"110009 ESPIGAO D'OESTE";6
"110010 GUAJARA-MIRIM";8
"110011 JARU";4
"110012 JI-PARANA";9
"110013 MACHADINHO D'OESTE";6
"110014 NOVA BRASILANDIA D'OESTE";2
"110015 OURO PRETO DO OESTE";5
"110018 PIMENTA BUENO";4
"110020 PORTO VELHO";83
"110025 PRESIDENTE MEDICI";2
"110026 RIO CRESPO";2
"110028 ROLIM DE MOURA";15
"110029 SANTA LUZIA D'OESTE";1
"110030 VILHENA";16
"110032 SAO MIGUEL DO GUAPORE";1
"110033 NOVA MAMORE";4
"110034 ALVORADA D'OESTE";2
"110037 ALTO ALEGRE DOS PARECIS";1
"110045 BURITIS";1
"110080 CANDEIAS DO JAMARI";2
"110092 CHUPINGUAIA";1
"110094 CUJUBIM";2
"110100 GOVERNADOR JORGE TEIXEIRA";1
"110110 ITAPUA DO OESTE";2
"110120 MINISTRO ANDREAZZA";1
"110130 MIRANTE DA SERRA";4
"110143 NOVA UNIAO";1
"110145 PARECIS";1
"110147 PRIMAVERA DE RONDONIA";2
"110148 SAO FELIPE D'OESTE";1
"110149 SAO FRANCISCO DO GUAPORE";1
"110150 SERINGUEIRAS";1
"110160 THEOBROMA";1
"110170 URUPA";1
"110180 VALE DO PARAISO";3
"120001 ACRELANDIA";2
"120005 ASSIS BRASIL";1
"120013 BUJARI";2
"120017 CAPIXABA";1
"120020 CRUZEIRO DO SUL";8
"120025 EPITACIOLANDIA";3
"120030 FEIJO";10
"120032 JORDAO";1
"120033 MANCIO LIMA";2
"120034 MANOEL URBANO";1
"120035 MARECHAL THAUMATURGO";1
"120038 PLACIDO DE CASTRO";1
"120039 PORTO WALTER";2
"120040 RIO BRANCO";53
"120043 SANTA ROSA DO PURUS";1
"120045 SENADOR GUIOMARD";7
"120050 SENA MADUREIRA";2
"120060 TARAUACA";8
"120070 XAPURI";1
"120080 PORTO ACRE";1
"130002 ALVARAES";2
"130010 ANORI";3
"130030 AUTAZES";4
"130040 BARCELOS";2
"130050 BARREIRINHA";3
"130060 BENJAMIN CONSTANT";2
"130063 BERURI";1
"130068 BOA VISTA DO RAMOS";1
"130070 BOCA DO ACRE";3
"130080 BORBA";6
"130110 CAREIRO";6
"130115 CAREIRO DA VARZEA";5
"130120 COARI";3
"130130 CODAJAS";4
"130140 EIRUNEPE";2
"130150 ENVIRA";2
"130165 GUAJARA";5
"130170 HUMAITA";9
"130180 IPIXUNA";2
"130185 IRANDUBA";6
"130190 ITACOATIARA";9
"130240 LABREA";6
"130250 MANACAPURU";10
