2019
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/ltabr.def
American Tegumentary Leishmaniasis
"Município de residência";"Casos confirmados"
"110001 Alta Floresta D'Oeste";73
"110037 Alto Alegre dos Parecis";29
"110040 Alto Paraíso";33
"110034 Alvorada D'Oeste";13
"110002 Ariquemes";102
"110045 Buritis";58
"110003 Cabixi";24
"110060 Cacaulândia";24
"110004 Cacoal";157
"110070 Campo Novo de Rondônia";43
"110080 Candeias do Jamari";23
"110090 Castanheiras";11
"110005 Cerejeiras";29
"110092 Chupinguaia";108
"110006 Colorado do Oeste";40
"110007 Corumbiara";27
"110008 Costa Marques";44
"110094 Cujubim";80
"110009 Espigão D'Oeste";198
"110100 Governador Jorge Teixeira";32
"110010 Guajará-Mirim";50
"110110 Itapuã do Oeste";5
"110011 Jaru";58
"110012 Ji-Paraná";160
"110013 Machadinho D'Oeste";151
"110120 Ministro Andreazza";13
"110130 Mirante da Serra";25
"110140 Monte Negro";27
"110014 Nova Brasilândia D'Oeste";44
"110033 Nova Mamoré";92
"110143 Nova União";5
"110050 Novo Horizonte do Oeste";15
"110015 Ouro Preto do Oeste";26
"110145 Parecis";47
"110018 Pimenta Bueno";89
"110146 Pimenteiras do Oeste";4
"110020 Porto Velho";418
"110025 Presidente Médici";15
"110147 Primavera de Rondônia";14
"110026 Rio Crespo";17
"110028 Rolim de Moura";64
"110029 Santa Luzia D'Oeste";21
"110148 São Felipe D'Oeste";16
"110149 São Francisco do Guaporé";126
"110032 São Miguel do Guaporé";53
"110150 Seringueiras";30
"110155 Teixeirópolis";3
"110160 Theobroma";31
"110170 Urupá";14
"110175 Vale do Anari";39
"110180 Vale do Paraíso";11
"110030 Vilhena";395
"120001 Acrelândia";57
"120005 Assis Brasil";256
"120010 Brasiléia";296
"120013 Bujari";82
"120017 Capixaba";141
"120020 Cruzeiro do Sul";126
"120025 Epitaciolândia";236
"120030 Feijó";230
"120032 Jordão";42
"120033 Mâncio Lima";147
"120034 Manoel Urbano";100
"120035 Marechal Thaumaturgo";243
"120038 Plácido de Castro";103
"120080 Porto Acre";78
"120039 Porto Walter";73
"120040 Rio Branco";711
"120042 Rodrigues Alves";33
"120043 Santa Rosa do Purus";104
"120050 Sena Madureira";407
"120045 Senador Guiomard";50
"120060 Tarauacá";78
"120070 Xapuri";433
"130002 Alvarães";3
"130006 Amaturá";4
"130008 Anamã";9
"130010 Anori";1
"130014 Apuí";98
"130020 Atalaia do Norte";43
"130030 Autazes";27
"130040 Barcelos";66
"130050 Barreirinha";64
"130060 Benjamin Constant";15
"130063 Beruri";1
"130068 Boa Vista do Ramos";13
"130070 Boca do Acre";267
"130080 Borba";51
"130083 Caapiranga";15
"130090 Canutama";34
"130100 Carauari";18
"130110 Careiro";9
"130115 Careiro da Várzea";4
"130120 Coari";8
"130130 Codajás";4
"130140 Eirunepé";123
"130150 Envira";132
"130160 Fonte Boa";11
"130165 Guajará";31
"130170 Humaitá";211
"130180 Ipixuna";59
"130185 Iranduba";8
"130190 Itacoatiara";352
"130195 Itamarati";23
"130200 Itapiranga";33
"130210 Japurá";29
"130220 Juruá";4
"130240 Lábrea";118
"130250 Manacapuru";66
"130255 Manaquiri";3
"130260 Manaus";1329
"130270 Manicoré";86
"130280 Maraã";2
"130290 Maués";82
"130300 Nhamundá";58
"130310 Nova Olinda do Norte";26
"130320 Novo Airão";45
"130330 Novo Aripuanã";68
"130340 Parintins";47
"130350 Pauini";91
"130353 Presidente Figueiredo";522
"130356 Rio Preto da Eva";506
"130360 Santa Isabel do Rio Negro";36
"130370 Santo Antônio do Içá";2
"130380 São Gabriel da Cachoeira";116
"130390 São Paulo de Olivença";7
"130395 São Sebastião do Uatumã";13
"130400 Silves";55
"130406 Tabatinga";15
"130410 Tapauá";45
"130420 Tefé";13
"130423 Tonantins";9
"130426 Uarini";15
"130430 Urucará";5
"130440 Urucurituba";3
"140005 Alto Alegre";83
"140002 Amajari";53
"140010 Boa Vista";637
"140015 Bonfim";5
"140017 Cantá";39
"140020 Caracaraí";59
"140023 Caroebe";137
"140028 Iracema";23
"140030 Mucajaí";56
"140040 Normandia";4
"140045 Pacaraima";128
"140047 Rorainópolis";113
"140050 São João da Baliza";37
"140060 São Luiz";16
"140070 Uiramutã";26
"140000 Município ignorado - RR";1
"150010 Abaetetuba";12
"150013 Abel Figueiredo";38
"150020 Acará";29
"150030 Afuá";11
"150034 Água Azul do Norte";45
"150040 Alenquer";231
"150050 Almeirim";296
"150060 Altamira";389
"150070 Anajás";10
"150080 Ananindeua";8
"150085 Anapu";255
"150090 Augusto Corrêa";17
"150095 Aurora do Pará";15
"150100 Aveiro";50
"150110 Bagre";123
"150120 Baião";81
"150125 Bannach";27
"150130 Barcarena";8
"150140 Belém";27
"150145 Belterra";87
"150150 Benevides";7
"150157 Bom Jesus do Tocantins";36
"150160 Bonito";9
"150170 Bragança";24
"150172 Brasil Novo";187
"150175 Brejo Grande do Araguaia";5
"150178 Breu Branco";110
"150180 Breves";15
"150190 Bujaru";6
"150200 Cachoeira do Arari";1
"150195 Cachoeira do Piriá";58
"150210 Cametá";16
"150215 Canaã dos Carajás";65
"150220 Capanema";9
"150230 Capitão Poço";19
"150240 Castanhal";34
"150250 Chaves";2
"150260 Colares";3
"150270 Conceição do Araguaia";36
"150275 Concórdia do Pará";19
"150276 Cumaru do Norte";75
"150277 Curionópolis";52
"150280 Curralinho";18
"150285 Curuá";24
"150290 Curuçá";6
"150293 Dom Eliseu";92
"150295 Eldorado do Carajás";48
"150300 Faro";24
"150304 Floresta do Araguaia";26
"150307 Garrafão do Norte";53
"150309 Goianésia do Pará";241
"150310 Gurupá";17
"150320 Igarapé-Açu";11
"150330 Igarapé-Miri";63
"150340 Inhangapi";9
