2012
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisbr.def
Congenital Syphilis
"Município de residência";"Casos confirmados"
" MUNICIPIO IGNORADO - RO";1
"110001 ALTA FLORESTA D'OESTE";2
"110002 ARIQUEMES";28
"110004 CACOAL";13
"110006 COLORADO DO OESTE";2
"110007 CORUMBIARA";2
"110008 COSTA MARQUES";3
"110009 ESPIGAO D'OESTE";8
"110010 GUAJARA-MIRIM";9
"110011 JARU";9
"110012 JI-PARANA";21
"110013 MACHADINHO D'OESTE";9
"110014 NOVA BRASILANDIA D'OESTE";1
"110015 OURO PRETO DO OESTE";8
"110018 PIMENTA BUENO";18
"110020 PORTO VELHO";576
"110025 PRESIDENTE MEDICI";7
"110028 ROLIM DE MOURA";8
"110029 SANTA LUZIA D'OESTE";2
"110030 VILHENA";15
"110032 SAO MIGUEL DO GUAPORE";4
"110033 NOVA MAMORE";6
"110034 ALVORADA D'OESTE";2
"110037 ALTO ALEGRE DOS PARECIS";1
"110040 ALTO PARAISO";3
"110045 BURITIS";7
"110060 CACAULANDIA";1
"110080 CANDEIAS DO JAMARI";36
"110092 CHUPINGUAIA";3
"110094 CUJUBIM";5
"110110 ITAPUA DO OESTE";7
"110120 MINISTRO ANDREAZZA";1
"110140 MONTE NEGRO";2
"110147 PRIMAVERA DE RONDONIA";2
"110148 SAO FELIPE D'OESTE";1
"110149 SAO FRANCISCO DO GUAPORE";3
"110150 SERINGUEIRAS";4
"110160 THEOBROMA";1
"110170 URUPA";2
"110175 VALE DO ANARI";1
"110180 VALE DO PARAISO";2
"120001 ACRELANDIA";14
"120005 ASSIS BRASIL";10
"120010 BRASILEIA";26
"120013 BUJARI";20
"120017 CAPIXABA";30
"120020 CRUZEIRO DO SUL";96
"120025 EPITACIOLANDIA";21
"120030 FEIJO";12
"120032 JORDAO";4
"120033 MANCIO LIMA";18
"120034 MANOEL URBANO";10
"120035 MARECHAL THAUMATURGO";9
"120038 PLACIDO DE CASTRO";25
"120039 PORTO WALTER";7
"120040 RIO BRANCO";411
"120042 RODRIGUES ALVES";12
"120043 SANTA ROSA DO PURUS";7
"120045 SENADOR GUIOMARD";39
"120050 SENA MADUREIRA";37
"120060 TARAUACA";78
"120070 XAPURI";16
"120080 PORTO ACRE";43
"130002 ALVARAES";6
"130006 AMATURA";3
"130008 ANAMA";7
"130010 ANORI";14
"130014 APUI";2
"130020 ATALAIA DO NORTE";5
"130030 AUTAZES";19
"130040 BARCELOS";11
"130050 BARREIRINHA";18
"130060 BENJAMIN CONSTANT";11
"130063 BERURI";3
"130068 BOA VISTA DO RAMOS";6
"130070 BOCA DO ACRE";23
"130080 BORBA";17
"130083 CAAPIRANGA";5
"130090 CANUTAMA";4
"130100 CARAUARI";15
"130110 CAREIRO";29
"130115 CAREIRO DA VARZEA";11
"130120 COARI";10
"130130 CODAJAS";3
"130140 EIRUNEPE";24
"130150 ENVIRA";10
"130160 FONTE BOA";3
"130165 GUAJARA";20
"130170 HUMAITA";21
"130185 IRANDUBA";68
"130190 ITACOATIARA";33
"130195 ITAMARATI";1
"130200 ITAPIRANGA";5
"130210 JAPURA";5
"130220 JURUA";1
"130230 JUTAI";6
"130240 LABREA";18
"130250 MANACAPURU";70
"130255 MANAQUIRI";8
"130260 MANAUS";4199
"130270 MANICORE";18
"130280 MARAA";5
"130290 MAUES";28
"130300 NHAMUNDA";3
"130310 NOVA OLINDA DO NORTE";33
"130320 NOVO AIRAO";16
"130330 NOVO ARIPUANA";3
"130340 PARINTINS";74
"130350 PAUINI";3
"130353 PRESIDENTE FIGUEIREDO";14
"130356 RIO PRETO DA EVA";13
"130360 SANTA ISABEL DO RIO NEGRO";8
"130380 SAO GABRIEL DA CACHOEIRA";16
"130390 SAO PAULO DE OLIVENCA";4
"130395 SAO SEBASTIAO DO UATUMA";2
"130400 SILVES";1
"130406 TABATINGA";25
"130410 TAPAUA";2
"130420 TEFE";26
"130423 TONANTINS";1
"130426 UARINI";1
"130430 URUCARA";8
"130440 URUCURITUBA";4
"140002 AMAJARI";8
"140005 ALTO ALEGRE";9
"140010 BOA VISTA";513
"140015 BONFIM";9
"140017 CANTA";21
"140020 CARACARAI";42
"140023 CAROEBE";9
"140028 IRACEMA";4
"140030 MUCAJAI";30
"140040 NORMANDIA";6
"140045 PACARAIMA";38
"140047 RORAINOPOLIS";42
"140050 SAO JOAO DA BALIZA";6
"140060 SAO LUIZ";5
"140070 UIRAMUTA";7
"150010 ABAETETUBA";63
"150013 ABEL FIGUEIREDO";4
"150020 ACARA";30
"150030 AFUA";46
"150034 AGUA AZUL DO NORTE";2
"150040 ALENQUER";37
"150050 ALMEIRIM";6
"150060 ALTAMIRA";186
"150070 ANAJAS";10
"150080 ANANINDEUA";684
"150085 ANAPU";31
"150090 AUGUSTO CORREA";76
"150095 AURORA DO PARA";14
"150100 AVEIRO";8
"150110 BAGRE";16
"150120 BAIAO";35
"150125 BANNACH";1
"150130 BARCARENA";188
"150140 BELEM";1562
"150145 BELTERRA";9
"150150 BENEVIDES";117
"150157 BOM JESUS DO TOCANTINS";14
"150160 BONITO";2
"150170 BRAGANCA";291
"150172 BRASIL NOVO";10
"150175 BREJO GRANDE DO ARAGUAIA";7
"150178 BREU BRANCO";21
"150180 BREVES";240
"150190 BUJARU";24
"150195 CACHOEIRA DO PIRIA";5
"150200 CACHOEIRA DO ARARI";7
"150210 CAMETA";87
"150215 CANAA DOS CARAJAS";52
"150220 CAPANEMA";36
"150230 CAPITAO POCO";14
"150240 CASTANHAL";136
"150250 CHAVES";11
"150260 COLARES";18
"150270 CONCEICAO DO ARAGUAIA";27
"150275 CONCORDIA DO PARA";22
"150276 CUMARU DO NORTE";7
"150277 CURIONOPOLIS";26
"150280 CURRALINHO";15
"150285 CURUA";8
"150290 CURUCA";46
"150293 DOM ELISEU";16
"150295 ELDORADO DOS CARAJAS";42
"150304 FLORESTA DO ARAGUAIA";8
"150307 GARRAFAO DO NORTE";6
"150309 GOIANESIA DO PARA";19
"150310 GURUPA";16
"150320 IGARAPE-ACU";30
"150330 IGARAPE-MIRI";22
"150340 INHANGAPI";7
"150345 IPIXUNA DO PARA";27
"150350 IRITUIA";24
"150360 ITAITUBA";203
"150370 ITUPIRANGA";78
"150375 JACAREACANGA";14
"150380 JACUNDA";29
"150390 JURUTI";33
"150400 LIMOEIRO DO AJURU";18
"150405 MAE DO RIO";7
"150410 MAGALHAES BARATA";9
"150420 MARABA";1041
"150430 MARACANA";9
"150440 MARAPANIM";32
"150442 MARITUBA";314
"150445 MEDICILANDIA";15
"150450 MELGACO";16
"150460 MOCAJUBA";15
"150470 MOJU";148
"150475 MOJUI DOS CAMPOS";9
"150480 MONTE ALEGRE";19
"150490 MUANA";47
"150495 NOVA ESPERANCA DO PIRIA";4
"150497 NOVA IPIXUNA";21
"150500 NOVA TIMBOTEUA";5
"150503 NOVO PROGRESSO";26
"150506 NOVO REPARTIMENTO";47
"150510 OBIDOS";57
"150520 OEIRAS DO PARA";40
"150530 ORIXIMINA";105
"150540 OUREM";11
"150543 OURILANDIA DO NORTE";11
"150548 PACAJA";10
"150549 PALESTINA DO PARA";7
"150550 PARAGOMINAS";98
"150553 PARAUAPEBAS";564
"150555 PAU D'ARCO";3
"150560 PEIXE-BOI";1
"150563 PICARRA";17
"150565 PLACAS";4
"150570 PONTA DE PEDRAS";14
"150580 PORTEL";14
"150590 PORTO DE MOZ";2
"150600 PRAINHA";12
"150610 PRIMAVERA";2
"150611 QUATIPURU";8
"150613 REDENCAO";97
"150616 RIO MARIA";9
"150618 RONDON DO PARA";7
"150619 RUROPOLIS";25
"150620 SALINOPOLIS";28
"150630 SALVATERRA";3
"150635 SANTA BARBARA DO PARA";42
"150640 SANTA CRUZ DO ARARI";4
"150650 SANTA IZABEL DO PARA";86
"150655 SANTA LUZIA DO PARA";7
"150658 SANTA MARIA DAS BARREIRAS";4
"150660 SANTA MARIA DO PARA";13
"150670 SANTANA DO ARAGUAIA";46
"150680 SANTAREM";453
"150690 SANTAREM NOVO";3
"150700 SANTO ANTONIO DO TAUA";28
"150710 SAO CAETANO DE ODIVELAS";23
"150715 SAO DOMINGOS DO ARAGUAIA";37
