2021
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/varicelabr.def
Chickenpox
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 ALTA FLORESTA D'OESTE";-;-;-;-;-;1;1;-;1;-;-;-;3
"110002 ARIQUEMES";-;-;-;-;1;-;-;2;-;-;1;-;4
"110004 CACOAL";-;1;-;-;-;1;-;-;-;-;-;-;2
"110008 COSTA MARQUES";-;-;-;-;1;-;-;-;-;-;-;-;1
"110011 JARU";-;-;-;-;-;-;-;-;1;-;-;-;1
"110012 JI-PARANA";-;-;-;-;-;-;-;-;2;1;1;1;5
"110014 NOVA BRASILANDIA D'OESTE";-;-;1;-;-;-;-;-;-;-;-;-;1
"110015 OURO PRETO DO OESTE";-;-;-;-;-;-;-;-;-;-;1;-;1
"110028 ROLIM DE MOURA";-;-;-;-;-;-;1;1;-;1;1;-;4
"110029 SANTA LUZIA D'OESTE";-;-;-;-;-;2;-;-;-;-;-;-;2
"110030 VILHENA";-;-;-;-;-;1;-;-;-;-;-;1;2
"110130 MIRANTE DA SERRA";-;1;-;-;-;-;-;-;-;-;-;-;1
"110143 NOVA UNIAO";-;-;-;-;-;-;-;1;-;-;-;-;1
"120001 ACRELANDIA";-;-;-;-;1;-;-;-;-;1;-;-;2
"120005 ASSIS BRASIL";-;-;-;-;1;-;-;-;-;-;-;-;1
"120010 BRASILEIA";-;-;-;-;-;1;-;-;-;-;-;-;1
"120020 CRUZEIRO DO SUL";-;-;-;-;-;-;2;-;-;-;-;-;2
"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;1;-;1
"120032 JORDAO";-;-;-;-;-;1;-;-;-;-;-;-;1
"120033 MANCIO LIMA";1;-;-;-;-;-;-;-;-;1;-;-;2
"120034 MANOEL URBANO";-;-;-;-;-;-;-;2;-;-;1;-;3
"120038 PLACIDO DE CASTRO";-;-;3;-;-;-;-;-;-;-;2;-;5
"120040 RIO BRANCO";3;2;1;1;2;4;1;2;-;-;-;-;16
"120042 RODRIGUES ALVES";-;-;-;-;-;-;-;-;-;1;3;-;4
"120060 TARAUACA";2;1;-;1;1;1;1;2;-;3;6;-;18
"120070 XAPURI";3;-;-;-;-;1;-;-;-;-;1;2;7
"120080 PORTO ACRE";1;-;-;1;-;1;-;-;-;-;-;-;3
"130010 ANORI";-;1;-;-;-;-;-;-;-;-;-;-;1
"130020 ATALAIA DO NORTE";1;-;2;1;9;2;3;1;-;-;-;-;19
"130040 BARCELOS";-;-;-;-;1;-;1;-;-;-;-;-;2
"130050 BARREIRINHA";1;-;-;-;3;1;1;2;-;-;-;-;8
"130060 BENJAMIN CONSTANT";-;-;-;1;3;1;-;-;-;-;1;1;7
"130068 BOA VISTA DO RAMOS";-;-;-;-;-;-;3;10;4;-;-;-;17
"130115 CAREIRO DA VARZEA";-;-;-;-;3;-;-;-;-;-;-;-;3
"130140 EIRUNEPE";-;-;-;-;-;-;-;4;1;1;-;-;6
"130170 HUMAITA";-;-;-;-;-;1;-;-;-;-;-;1;2
"130185 IRANDUBA";-;-;-;-;-;-;2;1;-;-;-;-;3
"130190 ITACOATIARA";-;-;-;-;-;-;1;-;-;-;-;1;2
"130230 JUTAI";1;-;-;-;-;-;-;-;-;-;-;-;1
"130250 MANACAPURU";-;-;-;1;1;1;1;1;-;-;-;-;5
"130260 MANAUS";7;12;23;21;45;32;32;5;12;19;15;11;234
"130290 MAUES";-;-;-;1;-;-;-;-;1;1;1;-;4
"130300 NHAMUNDA";-;-;1;-;-;-;-;-;-;-;-;-;1
"130310 NOVA OLINDA DO NORTE";-;-;1;-;2;-;1;1;6;16;-;-;27
"130330 NOVO ARIPUANA";-;-;-;-;-;-;-;-;-;-;1;1;2
"130340 PARINTINS";1;1;1;-;7;12;13;19;8;1;-;-;63
"130356 RIO PRETO DA EVA";2;-;-;-;1;-;1;-;-;1;5;-;10
