2012
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/dermbr.def
Occupational Dermatoses
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110004 CACOAL";-;-;1;-;3;-;-;-;-;2;1;-;7
"110007 CORUMBIARA";-;-;-;-;1;-;-;-;-;-;-;-;1
"110011 JARU";-;-;-;-;-;-;-;-;-;1;-;-;1
"110012 JI-PARANA";-;-;-;-;-;-;-;1;1;-;-;-;2
"110018 PIMENTA BUENO";-;-;-;2;-;-;-;-;-;-;-;-;2
"110020 PORTO VELHO";1;-;-;-;4;1;1;-;1;-;-;-;8
"110030 VILHENA";-;-;-;-;1;-;-;-;-;-;-;-;1
"110037 ALTO ALEGRE DOS PARECIS";-;-;-;-;-;1;-;-;-;-;-;-;1
"110080 CANDEIAS DO JAMARI";-;-;-;-;-;-;-;-;1;-;-;-;1
"110092 CHUPINGUAIA";-;-;1;-;1;-;-;-;-;-;-;-;2
"110094 CUJUBIM";-;-;1;2;3;2;-;-;-;-;-;-;8
"110140 MONTE NEGRO";-;1;1;-;1;-;-;-;1;-;-;-;4
"110147 PRIMAVERA DE RONDONIA";-;-;-;1;1;-;1;-;1;-;-;-;4
"110148 SAO FELIPE D'OESTE";-;-;-;1;-;-;-;-;-;1;-;-;2
"120025 EPITACIOLANDIA";-;-;-;-;-;1;-;-;-;-;-;-;1
"120033 MANCIO LIMA";-;-;-;-;-;-;1;2;-;-;-;-;3
"120040 RIO BRANCO";-;2;-;-;1;2;-;-;-;-;-;2;7
"130014 APUI";-;-;-;-;-;1;-;-;-;-;-;-;1
"130040 BARCELOS";-;-;1;-;-;-;-;-;-;-;-;-;1
"130060 BENJAMIN CONSTANT";-;-;-;1;-;-;-;-;-;-;-;-;1
"130110 CAREIRO";-;-;-;-;-;-;-;-;1;1;-;-;2
"130185 IRANDUBA";2;2;1;-;2;2;-;2;1;-;3;-;15
"130190 ITACOATIARA";-;-;1;-;-;-;-;-;-;-;-;-;1
"130200 ITAPIRANGA";-;-;-;-;-;-;-;1;-;-;-;-;1
"130260 MANAUS";-;2;1;-;1;-;-;1;1;1;2;-;9
"130280 MARAA";-;-;-;-;-;-;-;-;-;-;1;-;1
"130310 NOVA OLINDA DO NORTE";1;-;-;-;-;-;-;-;-;-;-;-;1
"130420 TEFE";-;1;-;2;1;-;3;2;1;-;1;-;11
"130430 URUCARA";1;-;-;-;-;-;-;-;-;-;-;-;1
"140002 AMAJARI";-;-;-;-;-;-;-;-;1;-;-;-;1
