2010
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/ltabr.def
American Tegumentary Leishmaniasis
"Município de residência";"Casos confirmados"
"110001 Alta Floresta D'Oeste";286
"110037 Alto Alegre dos Parecis";246
"110040 Alto Paraíso";111
"110034 Alvorada D'Oeste";88
"110002 Ariquemes";527
"110045 Buritis";296
"110003 Cabixi";69
"110060 Cacaulândia";74
"110004 Cacoal";559
"110070 Campo Novo de Rondônia";209
"110080 Candeias do Jamari";122
"110090 Castanheiras";72
"110005 Cerejeiras";101
"110092 Chupinguaia";302
"110006 Colorado do Oeste";147
"110007 Corumbiara";137
"110008 Costa Marques";314
"110094 Cujubim";430
"110009 Espigão D'Oeste";673
"110100 Governador Jorge Teixeira";127
"110010 Guajará-Mirim";257
"110110 Itapuã do Oeste";33
"110011 Jaru";220
"110012 Ji-Paraná";505
"110013 Machadinho D'Oeste";521
"110120 Ministro Andreazza";65
"110130 Mirante da Serra";98
"110140 Monte Negro";152
"110014 Nova Brasilândia D'Oeste";158
"110033 Nova Mamoré";374
"110143 Nova União";25
"110050 Novo Horizonte do Oeste";94
"110015 Ouro Preto do Oeste";91
"110145 Parecis";176
"110018 Pimenta Bueno";532
"110146 Pimenteiras do Oeste";18
"110020 Porto Velho";1581
"110025 Presidente Médici";92
"110147 Primavera de Rondônia";42
"110026 Rio Crespo";54
"110028 Rolim de Moura";477
"110029 Santa Luzia D'Oeste";80
"110148 São Felipe D'Oeste";58
"110149 São Francisco do Guaporé";337
"110032 São Miguel do Guaporé";223
"110150 Seringueiras";90
"110155 Teixeirópolis";10
"110160 Theobroma";75
"110170 Urupá";45
"110175 Vale do Anari";94
"110180 Vale do Paraíso";61
"110030 Vilhena";1349
"110000 Município ignorado - RO";4
"120001 Acrelândia";227
"120005 Assis Brasil";850
"120010 Brasiléia";966
"120013 Bujari";295
"120017 Capixaba";450
"120020 Cruzeiro do Sul";634
"120025 Epitaciolândia";651
"120030 Feijó";704
"120032 Jordão";168
"120033 Mâncio Lima";451
"120034 Manoel Urbano";348
"120035 Marechal Thaumaturgo";528
"120038 Plácido de Castro";435
"120080 Porto Acre";221
"120039 Porto Walter";152
"120040 Rio Branco";2717
"120042 Rodrigues Alves";132
"120043 Santa Rosa do Purus";227
"120050 Sena Madureira";1550
"120045 Senador Guiomard";174
"120060 Tarauacá";337
"120070 Xapuri";1432
"120000 Município ignorado - AC";1
"130002 Alvarães";37
"130006 Amaturá";16
"130008 Anamã";18
"130010 Anori";16
"130014 Apuí";261
"130020 Atalaia do Norte";149
"130030 Autazes";162
"130040 Barcelos";261
"130050 Barreirinha";140
"130060 Benjamin Constant";46
"130063 Beruri";8
"130068 Boa Vista do Ramos";33
"130070 Boca do Acre";771
"130080 Borba";143
"130083 Caapiranga";59
"130090 Canutama";90
"130100 Carauari";188
"130110 Careiro";53
"130115 Careiro da Várzea";12
"130120 Coari";336
"130130 Codajás";19
"130140 Eirunepé";345
"130150 Envira";359
"130160 Fonte Boa";26
"130165 Guajará";123
"130170 Humaitá";684
"130180 Ipixuna";176
"130185 Iranduba";63
"130190 Itacoatiara";1084
"130195 Itamarati";40
"130200 Itapiranga";73
"130210 Japurá";56
"130220 Juruá";16
"130230 Jutaí";7
"130240 Lábrea";548
"130250 Manacapuru";282
"130255 Manaquiri";8
"130260 Manaus";6282
"130270 Manicoré";361
"130280 Maraã";27
"130290 Maués";398
"130300 Nhamundá";183
"130310 Nova Olinda do Norte";112
"130320 Novo Airão";166
"130330 Novo Aripuanã";286
"130340 Parintins";134
"130350 Pauini";260
"130353 Presidente Figueiredo";2360
"130356 Rio Preto da Eva";2378
"130360 Santa Isabel do Rio Negro";166
"130370 Santo Antônio do Içá";21
"130380 São Gabriel da Cachoeira";285
"130390 São Paulo de Olivença";25
"130395 São Sebastião do Uatumã";45
"130400 Silves";130
"130406 Tabatinga";62
"130410 Tapauá";126
"130420 Tefé";372
"130423 Tonantins";31
"130426 Uarini";47
"130430 Urucará";42
"130440 Urucurituba";9
"130000 Município ignorado - AM";6
"140005 Alto Alegre";238
"140002 Amajari";137
"140010 Boa Vista";1421
"140015 Bonfim";45
"140017 Cantá";196
"140020 Caracaraí";234
"140023 Caroebe";674
"140028 Iracema";106
"140030 Mucajaí";177
"140040 Normandia";5
"140045 Pacaraima";369
"140047 Rorainópolis";864
"140050 São João da Baliza";227
"140060 São Luiz";147
"140070 Uiramutã";185
"140000 Município ignorado - RR";5
"150010 Abaetetuba";50
"150013 Abel Figueiredo";158
"150020 Acará";118
"150030 Afuá";56
"150034 Água Azul do Norte";121
"150040 Alenquer";726
"150050 Almeirim";880
"150060 Altamira";1238
"150070 Anajás";37
"150080 Ananindeua";46
"150085 Anapu";730
"150090 Augusto Corrêa";98
"150095 Aurora do Pará";87
"150100 Aveiro";124
"150110 Bagre";298
"150120 Baião";217
"150125 Bannach";46
"150130 Barcarena";41
"150140 Belém";104
"150145 Belterra";284
"150150 Benevides";25
"150157 Bom Jesus do Tocantins";103
"150160 Bonito";33
"150170 Bragança";319
"150172 Brasil Novo";597
"150175 Brejo Grande do Araguaia";41
"150178 Breu Branco";472
"150180 Breves";72
"150190 Bujaru";15
"150200 Cachoeira do Arari";16
"150195 Cachoeira do Piriá";416
"150210 Cametá";77
"150215 Canaã dos Carajás";148
"150220 Capanema";50
"150230 Capitão Poço";112
"150240 Castanhal";145
"150250 Chaves";6
"150260 Colares";37
"150270 Conceição do Araguaia";128
"150275 Concórdia do Pará";37
"150276 Cumaru do Norte";151
"150277 Curionópolis";221
"150280 Curralinho";93
"150285 Curuá";56
"150290 Curuçá";20
"150293 Dom Eliseu";564
"150295 Eldorado do Carajás";160
"150300 Faro";46
