2020
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/meninbr.def
Meningitis
"Município de residência";"Casos confirmados"
"110001 ALTA FLORESTA D'OESTE";4
"110002 ARIQUEMES";5
"110004 CACOAL";12
"110005 CEREJEIRAS";2
"110007 CORUMBIARA";1
"110008 COSTA MARQUES";1
"110009 ESPIGAO D'OESTE";2
"110010 GUAJARA-MIRIM";3
"110011 JARU";2
"110012 JI-PARANA";7
"110013 MACHADINHO D'OESTE";4
"110014 NOVA BRASILANDIA D'OESTE";1
"110015 OURO PRETO DO OESTE";3
"110018 PIMENTA BUENO";2
"110020 PORTO VELHO";49
"110025 PRESIDENTE MEDICI";1
"110026 RIO CRESPO";2
"110028 ROLIM DE MOURA";10
"110030 VILHENA";10
"110032 SAO MIGUEL DO GUAPORE";1
"110033 NOVA MAMORE";1
"110034 ALVORADA D'OESTE";1
"110037 ALTO ALEGRE DOS PARECIS";1
"110045 BURITIS";1
"110080 CANDEIAS DO JAMARI";2
"110092 CHUPINGUAIA";1
"110094 CUJUBIM";1
"110110 ITAPUA DO OESTE";1
"110130 MIRANTE DA SERRA";2
"110143 NOVA UNIAO";1
"110145 PARECIS";1
"110150 SERINGUEIRAS";1
"110160 THEOBROMA";1
"110180 VALE DO PARAISO";2
"120005 ASSIS BRASIL";1
"120013 BUJARI";1
"120017 CAPIXABA";1
"120020 CRUZEIRO DO SUL";5
"120025 EPITACIOLANDIA";1
"120030 FEIJO";3
"120033 MANCIO LIMA";1
"120034 MANOEL URBANO";1
"120035 MARECHAL THAUMATURGO";1
"120038 PLACIDO DE CASTRO";1
"120039 PORTO WALTER";1
"120040 RIO BRANCO";27
"120045 SENADOR GUIOMARD";2
"120050 SENA MADUREIRA";2
"120060 TARAUACA";3
"120080 PORTO ACRE";1
"130002 ALVARAES";2
"130010 ANORI";2
"130030 AUTAZES";1
"130040 BARCELOS";2
"130050 BARREIRINHA";2
"130060 BENJAMIN CONSTANT";1
"130068 BOA VISTA DO RAMOS";1
"130070 BOCA DO ACRE";2
