2009
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/influbr.def
Influenza
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 ALTA FLORESTA D'OESTE";-;-;-;-;-;-;-;1;-;-;-;1;2
"110002 ARIQUEMES";-;-;-;2;1;-;-;1;-;-;-;-;4
"110004 CACOAL";-;-;1;-;-;-;-;2;-;-;-;-;3
"110006 COLORADO DO OESTE";-;-;-;-;1;-;-;-;-;-;-;-;1
"110010 GUAJARA-MIRIM";1;-;30;31;-;1;-;2;4;-;-;-;69
"110012 JI-PARANA";-;-;1;-;-;-;2;-;-;-;-;-;3
"110013 MACHADINHO D'OESTE";-;-;-;-;-;-;-;-;-;1;-;-;1
"110015 OURO PRETO DO OESTE";-;-;-;-;-;-;-;-;-;1;-;-;1
"110020 PORTO VELHO";1;-;5;15;4;1;4;28;18;3;2;1;82
"110026 RIO CRESPO";-;-;1;-;-;-;-;-;-;-;-;-;1
"110028 ROLIM DE MOURA";-;-;-;-;-;-;-;1;-;-;-;-;1
"110030 VILHENA";-;-;-;1;-;-;1;-;-;-;-;-;2
"110034 ALVORADA D'OESTE";-;-;-;-;-;-;1;-;-;-;-;-;1
"110037 ALTO ALEGRE DOS PARECIS";-;-;-;-;-;-;-;1;-;-;-;-;1
"110040 ALTO PARAISO";-;-;-;2;-;-;-;-;-;-;-;-;2
"110070 CAMPO NOVO DE RONDONIA";-;-;-;-;-;-;-;1;-;-;-;-;1
"110080 CANDEIAS DO JAMARI";-;1;-;-;-;-;-;-;-;-;-;-;1
"110120 MINISTRO ANDREAZZA";-;-;-;-;1;-;-;-;-;-;-;-;1
"110148 SAO FELIPE D'OESTE";-;-;-;-;-;-;-;1;-;-;-;-;1
"120001 ACRELANDIA";-;-;1;-;-;-;-;1;-;1;-;1;4
"120010 BRASILEIA";-;-;-;-;-;-;-;2;-;-;-;-;2
"120017 CAPIXABA";-;-;-;-;-;-;-;-;1;-;-;-;1
"120020 CRUZEIRO DO SUL";-;-;-;1;-;2;1;3;1;-;-;-;8
"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;1;1;2;-;-;4
"120035 MARECHAL THAUMATURGO";-;-;-;-;1;-;-;-;-;-;-;-;1
"120038 PLACIDO DE CASTRO";-;-;-;-;2;-;-;-;1;1;-;-;4
"120040 RIO BRANCO";4;7;11;5;1;7;15;35;85;52;20;6;248
"120043 SANTA ROSA DO PURUS";-;-;1;-;-;-;-;-;-;-;-;-;1
"120045 SENADOR GUIOMARD";-;-;1;-;-;-;-;1;1;-;-;1;4
"120050 SENA MADUREIRA";-;-;1;-;-;-;-;1;-;-;-;-;2
"120060 TARAUACA";-;-;-;-;-;-;-;-;-;-;1;-;1
"120070 XAPURI";-;-;-;-;-;-;1;1;-;-;-;-;2
"120080 PORTO ACRE";-;-;-;-;-;1;-;-;1;-;-;1;3
"130010 ANORI";-;-;-;-;-;-;-;-;-;-;1;-;1
"130030 AUTAZES";-;-;1;-;-;-;-;-;-;-;-;-;1
"130050 BARREIRINHA";-;1;-;-;-;-;-;-;-;-;-;-;1
"130070 BOCA DO ACRE";-;1;-;-;-;-;-;-;-;-;-;-;1
"130083 CAAPIRANGA";-;-;-;1;-;-;-;-;-;-;-;-;1
"130100 CARAUARI";-;-;-;-;-;-;-;-;-;-;1;-;1
"130110 CAREIRO";-;-;1;-;-;-;-;-;1;-;-;-;2
"130115 CAREIRO DA VARZEA";-;1;-;-;-;-;-;-;-;-;-;-;1
"130130 CODAJAS";-;-;-;-;-;-;-;-;-;-;5;-;5
"130170 HUMAITA";-;-;-;-;-;-;-;-;-;-;1;-;1
"130185 IRANDUBA";-;-;1;-;-;-;-;-;1;-;-;-;2
"130250 MANACAPURU";-;2;-;-;-;-;-;1;2;6;5;-;16
"130260 MANAUS";9;12;27;15;6;4;15;93;60;34;63;17;355
"130270 MANICORE";-;-;-;-;-;-;-;-;-;-;-;1;1
"130350 PAUINI";-;-;-;1;-;-;-;-;-;-;-;-;1
"130353 PRESIDENTE FIGUEIREDO";-;1;-;-;-;-;-;-;1;1;-;-;3
"130406 TABATINGA";-;-;-;-;-;-;-;1;-;1;4;-;6
"130410 TAPAUA";-;-;-;-;-;-;-;-;-;-;-;1;1
"130420 TEFE";-;-;-;-;-;-;-;-;-;-;2;-;2
" MUNICIPIO IGNORADO - RR";-;-;-;-;1;-;-;-;-;-;-;-;1
"140002 AMAJARI";-;-;-;-;-;-;-;1;-;-;-;-;1
"140005 ALTO ALEGRE";-;-;-;-;-;-;-;2;1;-;-;-;3
"140010 BOA VISTA";-;-;-;-;1;3;14;34;6;-;1;1;60
