2015
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/ltabr.def
American Tegumentary Leishmaniasis
"Município de residência";"Casos confirmados"
"110001 Alta Floresta D'Oeste";159
"110037 Alto Alegre dos Parecis";137
"110040 Alto Paraíso";78
"110034 Alvorada D'Oeste";47
"110002 Ariquemes";306
"110045 Buritis";132
"110003 Cabixi";43
"110060 Cacaulândia";44
"110004 Cacoal";329
"110070 Campo Novo de Rondônia";107
"110080 Candeias do Jamari";83
"110090 Castanheiras";41
"110005 Cerejeiras";68
"110092 Chupinguaia";187
"110006 Colorado do Oeste";82
"110007 Corumbiara";74
"110008 Costa Marques";152
"110094 Cujubim";190
"110009 Espigão D'Oeste";398
"110100 Governador Jorge Teixeira";70
"110010 Guajará-Mirim";130
"110110 Itapuã do Oeste";16
"110011 Jaru";136
"110012 Ji-Paraná";318
"110013 Machadinho D'Oeste";330
"110120 Ministro Andreazza";35
"110130 Mirante da Serra";51
"110140 Monte Negro";74
"110014 Nova Brasilândia D'Oeste";82
"110033 Nova Mamoré";195
"110143 Nova União";17
"110050 Novo Horizonte do Oeste";44
"110015 Ouro Preto do Oeste";62
"110145 Parecis";101
"110018 Pimenta Bueno";301
"110146 Pimenteiras do Oeste";9
"110020 Porto Velho";1023
"110025 Presidente Médici";51
"110147 Primavera de Rondônia";22
"110026 Rio Crespo";30
"110028 Rolim de Moura";294
"110029 Santa Luzia D'Oeste";55
"110148 São Felipe D'Oeste";29
"110149 São Francisco do Guaporé";233
"110032 São Miguel do Guaporé";138
"110150 Seringueiras";58
"110155 Teixeirópolis";7
"110160 Theobroma";45
"110170 Urupá";22
"110175 Vale do Anari";54
"110180 Vale do Paraíso";37
"110030 Vilhena";752
"110000 Município ignorado - RO";1
"120001 Acrelândia";114
"120005 Assis Brasil";577
"120010 Brasiléia";593
"120013 Bujari";168
"120017 Capixaba";319
"120020 Cruzeiro do Sul";366
"120025 Epitaciolândia";414
"120030 Feijó";446
"120032 Jordão";100
"120033 Mâncio Lima";289
"120034 Manoel Urbano";214
"120035 Marechal Thaumaturgo";375
"120038 Plácido de Castro";277
"120080 Porto Acre";138
"120039 Porto Walter";121
"120040 Rio Branco";1543
"120042 Rodrigues Alves";77
"120043 Santa Rosa do Purus";170
"120050 Sena Madureira";808
"120045 Senador Guiomard";104
"120060 Tarauacá";153
"120070 Xapuri";810
"120000 Município ignorado - AC";1
"130002 Alvarães";7
"130006 Amaturá";9
"130008 Anamã";13
"130010 Anori";7
"130014 Apuí";170
"130020 Atalaia do Norte";110
"130030 Autazes";99
"130040 Barcelos";136
"130050 Barreirinha";108
"130060 Benjamin Constant";29
"130063 Beruri";4
"130068 Boa Vista do Ramos";23
"130070 Boca do Acre";478
"130080 Borba";91
"130083 Caapiranga";36
"130090 Canutama";60
"130100 Carauari";65
"130110 Careiro";29
"130115 Careiro da Várzea";8
"130120 Coari";35
"130130 Codajás";7
"130140 Eirunepé";227
"130150 Envira";261
"130160 Fonte Boa";16
"130165 Guajará";76
"130170 Humaitá";351
"130180 Ipixuna";105
"130185 Iranduba";32
"130190 Itacoatiara";685
"130195 Itamarati";26
"130200 Itapiranga";49
"130210 Japurá";38
"130220 Juruá";8
"130230 Jutaí";5
"130240 Lábrea";286
"130250 Manacapuru";153
"130255 Manaquiri";4
"130260 Manaus";3219
"130270 Manicoré";217
"130280 Maraã";8
"130290 Maués";188
"130300 Nhamundá";124
"130310 Nova Olinda do Norte";62
"130320 Novo Airão";94
"130330 Novo Aripuanã";140
"130340 Parintins";97
"130350 Pauini";184
"130353 Presidente Figueiredo";1342
"130356 Rio Preto da Eva";1354
"130360 Santa Isabel do Rio Negro";82
"130370 Santo Antônio do Içá";10
"130380 São Gabriel da Cachoeira";215
"130390 São Paulo de Olivença";19
"130395 São Sebastião do Uatumã";24
"130400 Silves";98
"130406 Tabatinga";34
"130410 Tapauá";76
"130420 Tefé";35
"130423 Tonantins";26
"130426 Uarini";25
"130430 Urucará";22
"130440 Urucurituba";8
"140005 Alto Alegre";169
"140002 Amajari";113
"140010 Boa Vista";971
"140015 Bonfim";16
"140017 Cantá";76
"140020 Caracaraí";92
"140023 Caroebe";329
"140028 Iracema";56
"140030 Mucajaí";75
"140040 Normandia";4
"140045 Pacaraima";241
"140047 Rorainópolis";234
"140050 São João da Baliza";106
"140060 São Luiz";43
"140070 Uiramutã";94
"140000 Município ignorado - RR";1
"150010 Abaetetuba";28
"150013 Abel Figueiredo";78
"150020 Acará";54
"150030 Afuá";38
"150034 Água Azul do Norte";73
"150040 Alenquer";440
"150050 Almeirim";431
"150060 Altamira";759
"150070 Anajás";18
"150080 Ananindeua";21
"150085 Anapu";509
"150090 Augusto Corrêa";50
"150095 Aurora do Pará";34
"150100 Aveiro";86
"150110 Bagre";207
"150120 Baião";142
"150125 Bannach";40
"150130 Barcarena";24
"150140 Belém";56
"150145 Belterra";165
"150150 Benevides";13
"150157 Bom Jesus do Tocantins";61
"150160 Bonito";27
"150170 Bragança";142
"150172 Brasil Novo";413
"150175 Brejo Grande do Araguaia";18
"150178 Breu Branco";228
"150180 Breves";33
"150190 Bujaru";9
"150200 Cachoeira do Arari";5
"150195 Cachoeira do Piriá";215
"150210 Cametá";43
"150215 Canaã dos Carajás";114
"150220 Capanema";25
"150230 Capitão Poço";47
"150240 Castanhal";70
"150250 Chaves";4
"150260 Colares";10
"150270 Conceição do Araguaia";59
"150275 Concórdia do Pará";32
"150276 Cumaru do Norte";104
"150277 Curionópolis";108
"150280 Curralinho";55
"150285 Curuá";40
"150290 Curuçá";11
"150293 Dom Eliseu";182
"150295 Eldorado do Carajás";85
"150300 Faro";31
"150304 Floresta do Araguaia";33
"150307 Garrafão do Norte";107
"150309 Goianésia do Pará";460
"150310 Gurupá";31
"150320 Igarapé-Açu";28
"150330 Igarapé-Miri";142
"150340 Inhangapi";20
"150345 Ipixuna do Pará";191
"150350 Irituia";72
"150360 Itaituba";890
"150370 Itupiranga";209
"150375 Jacareacanga";156
"150380 Jacundá";188
"150390 Juruti";284
"150400 Limoeiro do Ajuru";12
"150405 Mãe do Rio";57
"150410 Magalhães Barata";5
"150420 Marabá";567
"150430 Maracanã";5
"150440 Marapanim";2
"150442 Marituba";17
"150445 Medicilândia";1010
"150450 Melgaço";13
"150460 Mocajuba";42
"150470 Moju";180
"150475 Mojuí dos Campos";335
"150480 Monte Alegre";865
"150490 Muaná";11
"150495 Nova Esperança do Piriá";237
"150497 Nova Ipixuna";32
"150500 Nova Timboteua";17
"150503 Novo Progresso";363
"150506 Novo Repartimento";572
"150510 Óbidos";344
"150520 Oeiras do Pará";228
"150530 Oriximiná";440
"150540 Ourém";14
"150543 Ourilândia do Norte";242
"150548 Pacajá";396
"150549 Palestina do Pará";8
"150550 Paragominas";566
"150553 Parauapebas";734
"150555 Pau D'Arco";27
"150560 Peixe-Boi";3
"150563 Piçarra";23
"150565 Placas";267
"150580 Portel";991
"150590 Porto de Moz";135
"150600 Prainha";444
"150610 Primavera";13
"150611 Quatipuru";2
"150613 Redenção";199
"150616 Rio Maria";85
"150618 Rondon do Pará";299
"150619 Rurópolis";373
"150620 Salinópolis";18
"150630 Salvaterra";8
"150635 Santa Bárbara do Pará";1
"150650 Santa Izabel do Pará";16
"150655 Santa Luzia do Pará";49
"150658 Santa Maria das Barreiras";35
"150660 Santa Maria do Pará";25
"150670 Santana do Araguaia";64
"150680 Santarém";847
"150690 Santarém Novo";4
"150700 Santo Antônio do Tauá";5
"150710 São Caetano de Odivelas";11
"150715 São Domingos do Araguaia";114
"150720 São Domingos do Capim";27
"150730 São Félix do Xingu";466
"150740 São Francisco do Pará";27
"150745 São Geraldo do Araguaia";116
"150746 São João da Ponta";4
"150747 São João de Pirabas";10
"150750 São João do Araguaia";86
