2017
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/zikabr.def
Zika Virus
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 ALTA FLORESTA D'OESTE";6;6;-;-;2;1;1;-;1;2;2;-;21
"110002 ARIQUEMES";100;26;47;39;48;30;13;15;6;5;23;25;377
"110003 CABIXI";1;-;-;3;-;-;-;1;1;-;7;4;17
"110004 CACOAL";31;91;48;62;28;12;16;4;4;7;7;8;318
"110005 CEREJEIRAS";3;27;38;5;14;2;1;-;1;1;2;1;95
"110006 COLORADO DO OESTE";1;1;2;1;4;1;1;-;-;1;-;2;14
"110007 CORUMBIARA";-;1;1;-;-;-;-;-;-;-;-;-;2
"110009 ESPIGAO D'OESTE";4;-;9;5;1;1;-;3;-;-;1;3;27
"110010 GUAJARA-MIRIM";2;-;2;2;2;-;3;-;1;-;-;-;12
"110011 JARU";3;4;7;1;1;-;-;-;-;-;-;3;19
"110012 JI-PARANA";29;32;26;58;80;15;14;34;21;18;14;11;352
"110013 MACHADINHO D'OESTE";2;3;-;-;-;2;-;1;1;1;-;2;12
"110014 NOVA BRASILANDIA D'OESTE";4;3;4;1;2;1;-;1;-;1;1;2;20
"110015 OURO PRETO DO OESTE";4;5;11;4;14;5;3;2;2;3;3;1;57
"110018 PIMENTA BUENO";1;-;2;3;2;5;-;1;1;-;2;1;18
"110020 PORTO VELHO";137;164;75;98;77;79;62;61;46;43;47;75;964
"110025 PRESIDENTE MEDICI";28;21;79;67;22;21;11;10;7;11;25;20;322
"110026 RIO CRESPO";1;1;-;1;1;-;-;-;-;-;-;-;4
"110028 ROLIM DE MOURA";1;3;9;4;1;2;1;-;3;1;2;1;28
"110029 SANTA LUZIA D'OESTE";-;-;6;2;-;1;-;-;-;-;-;-;9
"110030 VILHENA";31;46;60;75;31;26;16;18;8;13;22;11;357
"110032 SAO MIGUEL DO GUAPORE";1;2;-;-;2;3;-;-;-;-;-;-;8
"110033 NOVA MAMORE";-;-;-;1;-;2;-;1;-;1;-;-;5
"110034 ALVORADA D'OESTE";-;2;2;2;-;-;-;-;2;-;1;1;10
"110037 ALTO ALEGRE DOS PARECIS";3;1;1;1;-;-;-;-;-;-;2;2;10
"110040 ALTO PARAISO";1;2;13;-;-;-;-;-;1;-;-;-;17
"110045 BURITIS";-;1;3;-;1;3;1;-;1;-;-;-;10
"110050 NOVO HORIZONTE DO OESTE";-;-;-;-;1;-;4;-;-;-;-;-;5
"110060 CACAULANDIA";1;-;-;-;-;2;1;-;-;-;1;2;7
"110070 CAMPO NOVO DE RONDONIA";-;-;1;-;2;-;-;-;-;-;-;-;3
"110080 CANDEIAS DO JAMARI";5;2;-;3;4;2;3;2;1;-;2;-;24
"110092 CHUPINGUAIA";-;1;-;1;1;-;-;3;-;-;1;-;7
"110094 CUJUBIM";-;1;3;-;2;-;-;-;-;-;-;-;6
"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;2;-;-;-;-;-;-;-;-;2
"110120 MINISTRO ANDREAZZA";-;-;2;1;-;-;-;-;-;-;-;-;3
"110130 MIRANTE DA SERRA";-;-;-;1;1;-;-;-;-;-;-;1;3
"110140 MONTE NEGRO";-;-;-;4;-;-;-;-;1;2;-;-;7
"110143 NOVA UNIAO";-;2;-;1;-;-;-;-;-;-;-;-;3
"110145 PARECIS";6;51;49;31;3;-;-;1;-;3;-;-;144
"110146 PIMENTEIRAS DO OESTE";5;5;5;16;-;-;-;1;-;4;5;-;41
"110147 PRIMAVERA DE RONDONIA";-;2;2;2;-;-;-;-;-;-;1;-;7
"110148 SAO FELIPE D'OESTE";2;-;-;-;-;1;-;-;-;-;-;-;3
"110149 SAO FRANCISCO DO GUAPORE";2;-;3;1;-;-;-;-;-;-;-;-;6
"110150 SERINGUEIRAS";-;1;-;2;9;17;14;4;2;1;-;-;50
"110155 TEIXEIROPOLIS";-;-;-;2;-;-;-;-;-;-;-;-;2
"110160 THEOBROMA";1;1;-;2;-;-;-;-;-;-;-;-;4
"110170 URUPA";-;-;2;3;-;1;-;-;-;-;-;2;8
"110175 VALE DO ANARI";-;-;1;1;-;-;-;-;-;-;-;-;2
"120001 ACRELANDIA";-;-;2;2;-;-;-;1;1;-;-;3;9
"120005 ASSIS BRASIL";-;-;5;3;-;3;1;2;-;-;1;-;15
"120010 BRASILEIA";5;4;4;1;2;-;3;-;2;8;1;1;31
"120013 BUJARI";5;1;12;4;-;1;5;1;-;1;1;-;31
"120017 CAPIXABA";2;-;-;-;-;2;1;-;2;-;-;1;8
"120020 CRUZEIRO DO SUL";114;64;88;59;128;47;86;67;52;65;57;75;902
"120025 EPITACIOLANDIA";-;3;3;2;2;1;-;-;1;2;3;1;18
"120030 FEIJO";4;5;9;4;4;1;1;2;1;4;2;2;39
"120032 JORDAO";-;-;1;-;2;-;1;1;-;-;-;-;5
"120033 MANCIO LIMA";15;33;13;22;17;14;6;5;3;4;-;2;134
"120034 MANOEL URBANO";2;1;1;1;2;1;-;1;1;38;5;-;53
"120035 MARECHAL THAUMATURGO";1;1;-;3;-;-;2;1;1;1;-;2;12
"120038 PLACIDO DE CASTRO";2;1;5;-;2;-;2;3;-;-;-;-;15
"120039 PORTO WALTER";-;-;2;-;-;-;-;-;-;-;-;1;3
"120040 RIO BRANCO";188;156;741;194;106;88;71;38;34;48;60;132;1856
"120042 RODRIGUES ALVES";3;5;8;4;10;2;1;1;-;1;1;-;36
"120043 SANTA ROSA DO PURUS";-;-;-;2;-;-;3;-;-;-;1;-;6
"120045 SENADOR GUIOMARD";1;1;11;1;3;1;2;3;2;1;-;1;27
