2009
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/ltabr.def
American Tegumentary Leishmaniasis
"Município de residência";"Casos confirmados"
"110001 Alta Floresta D'Oeste";300
"110037 Alto Alegre dos Parecis";248
"110040 Alto Paraíso";120
"110034 Alvorada D'Oeste";95
"110002 Ariquemes";605
"110045 Buritis";349
"110003 Cabixi";74
"110060 Cacaulândia";79
"110004 Cacoal";602
"110070 Campo Novo de Rondônia";226
"110080 Candeias do Jamari";128
"110090 Castanheiras";76
"110005 Cerejeiras";109
"110092 Chupinguaia";342
"110006 Colorado do Oeste";160
"110007 Corumbiara";146
"110008 Costa Marques";364
"110094 Cujubim";460
"110009 Espigão D'Oeste";726
"110100 Governador Jorge Teixeira";134
"110010 Guajará-Mirim";274
"110110 Itapuã do Oeste";37
"110011 Jaru";247
"110012 Ji-Paraná";539
"110013 Machadinho D'Oeste";553
"110120 Ministro Andreazza";65
"110130 Mirante da Serra";112
"110140 Monte Negro";198
"110014 Nova Brasilândia D'Oeste";160
"110033 Nova Mamoré";386
"110143 Nova União";31
"110050 Novo Horizonte do Oeste";101
"110015 Ouro Preto do Oeste";96
"110145 Parecis";187
"110018 Pimenta Bueno";582
"110146 Pimenteiras do Oeste";21
"110020 Porto Velho";1676
"110025 Presidente Médici";94
"110147 Primavera de Rondônia";49
"110026 Rio Crespo";65
"110028 Rolim de Moura";504
"110029 Santa Luzia D'Oeste";92
"110148 São Felipe D'Oeste";62
"110149 São Francisco do Guaporé";360
"110032 São Miguel do Guaporé";236
"110150 Seringueiras";96
"110155 Teixeirópolis";11
"110160 Theobroma";78
"110170 Urupá";45
"110175 Vale do Anari";103
"110180 Vale do Paraíso";62
"110030 Vilhena";1521
"110000 Município ignorado - RO";4
"120001 Acrelândia";246
"120005 Assis Brasil";910
"120010 Brasiléia";1053
"120013 Bujari";320
"120017 Capixaba";485
"120020 Cruzeiro do Sul";654
"120025 Epitaciolândia";688
"120030 Feijó";770
"120032 Jordão";180
"120033 Mâncio Lima";477
"120034 Manoel Urbano";371
"120035 Marechal Thaumaturgo";555
"120038 Plácido de Castro";479
"120080 Porto Acre";237
"120039 Porto Walter";161
"120040 Rio Branco";2961
"120042 Rodrigues Alves";137
"120043 Santa Rosa do Purus";237
"120050 Sena Madureira";1639
"120045 Senador Guiomard";182
"120060 Tarauacá";357
"120070 Xapuri";1552
"120000 Município ignorado - AC";1
"130002 Alvarães";38
"130006 Amaturá";16
"130008 Anamã";19
"130010 Anori";16
"130014 Apuí";298
"130020 Atalaia do Norte";152
"130030 Autazes";169
"130040 Barcelos";291
"130050 Barreirinha";140
"130060 Benjamin Constant";46
"130063 Beruri";11
"130068 Boa Vista do Ramos";33
"130070 Boca do Acre";810
"130080 Borba";147
"130083 Caapiranga";63
"130090 Canutama";95
"130100 Carauari";207
"130110 Careiro";63
"130115 Careiro da Várzea";12
"130120 Coari";433
"130130 Codajás";26
"130140 Eirunepé";357
"130150 Envira";371
"130160 Fonte Boa";27
"130165 Guajará";127
"130170 Humaitá";740
"130180 Ipixuna";182
"130185 Iranduba";69
"130190 Itacoatiara";1159
"130195 Itamarati";41
"130200 Itapiranga";77
"130210 Japurá";61
"130220 Juruá";16
"130230 Jutaí";8
"130240 Lábrea";567
"130250 Manacapuru";299
"130255 Manaquiri";8
"130260 Manaus";6760
"130270 Manicoré";390
"130280 Maraã";28
"130290 Maués";421
"130300 Nhamundá";195
"130310 Nova Olinda do Norte";118
"130320 Novo Airão";180
"130330 Novo Aripuanã";306
"130340 Parintins";138
"130350 Pauini";269
"130353 Presidente Figueiredo";2479
"130356 Rio Preto da Eva";2583
"130360 Santa Isabel do Rio Negro";190
"130370 Santo Antônio do Içá";21
"130380 São Gabriel da Cachoeira";311
"130390 São Paulo de Olivença";27
"130395 São Sebastião do Uatumã";45
"130400 Silves";135
"130406 Tabatinga";70
"130410 Tapauá";131
"130420 Tefé";439
"130423 Tonantins";31
"130426 Uarini";49
"130430 Urucará";44
"130440 Urucurituba";13
"130000 Município ignorado - AM";6
"140005 Alto Alegre";254
"140002 Amajari";147
"140010 Boa Vista";1509
"140015 Bonfim";48
"140017 Cantá";221
"140020 Caracaraí";262
"140023 Caroebe";755
"140028 Iracema";111
"140030 Mucajaí";201
"140040 Normandia";6
"140045 Pacaraima";409
"140047 Rorainópolis";967
"140050 São João da Baliza";247
"140060 São Luiz";159
"140070 Uiramutã";192
"140000 Município ignorado - RR";5
"150010 Abaetetuba";51
"150013 Abel Figueiredo";168
"150020 Acará";141
"150030 Afuá";60
"150034 Água Azul do Norte";132
"150040 Alenquer";792
"150050 Almeirim";966
"150060 Altamira";1329
"150070 Anajás";46
"150080 Ananindeua";51
"150085 Anapu";844
"150090 Augusto Corrêa";105
"150095 Aurora do Pará";95
"150100 Aveiro";130
"150110 Bagre";319
"150120 Baião";235
"150125 Bannach";49
"150130 Barcarena";42
"150140 Belém";115
"150145 Belterra";309
"150150 Benevides";28
"150157 Bom Jesus do Tocantins";105
"150160 Bonito";34
"150170 Bragança";346
"150172 Brasil Novo";643
"150175 Brejo Grande do Araguaia";46
"150178 Breu Branco";525
"150180 Breves";89
"150190 Bujaru";17
"150200 Cachoeira do Arari";18
"150195 Cachoeira do Piriá";456
"150210 Cametá";94
"150215 Canaã dos Carajás";159
"150220 Capanema";54
"150230 Capitão Poço";124
"150240 Castanhal";163
"150250 Chaves";7
"150260 Colares";39
"150270 Conceição do Araguaia";139
"150275 Concórdia do Pará";49
"150276 Cumaru do Norte";175
"150277 Curionópolis";235
"150280 Curralinho";97
"150285 Curuá";59
"150290 Curuçá";20
"150293 Dom Eliseu";614
"150295 Eldorado do Carajás";178
"150300 Faro";48
"150304 Floresta do Araguaia";65
"150307 Garrafão do Norte";215
"150309 Goianésia do Pará";1097
"150310 Gurupá";47
"150320 Igarapé-Açu";54
"150330 Igarapé-Miri";324
"150340 Inhangapi";48
"150345 Ipixuna do Pará";500
"150350 Irituia";144
"150360 Itaituba";1463
"150370 Itupiranga";372
"150375 Jacareacanga";249
"150380 Jacundá";378
"150390 Juruti";367
"150400 Limoeiro do Ajuru";22
"150405 Mãe do Rio";93
"150410 Magalhães Barata";16
"150420 Marabá";1073
"150430 Maracanã";10
"150440 Marapanim";23
"150442 Marituba";29
"150445 Medicilândia";1916
"150450 Melgaço";25
"150460 Mocajuba";80
"150470 Moju";526
"150475 Mojuí dos Campos";378
"150480 Monte Alegre";1468
"150490 Muaná";26
"150495 Nova Esperança do Piriá";356
"150497 Nova Ipixuna";65
"150500 Nova Timboteua";37
"150503 Novo Progresso";693
"150506 Novo Repartimento";1155
"150510 Óbidos";717
"150520 Oeiras do Pará";325
"150530 Oriximiná";992
"150540 Ourém";28
"150543 Ourilândia do Norte";368
"150548 Pacajá";813
"150549 Palestina do Pará";29
"150550 Paragominas";1295
"150553 Parauapebas";1308
"150555 Pau D'Arco";39
"150560 Peixe-Boi";4
"150563 Piçarra";51
"150565 Placas";493
"150580 Portel";1606
"150590 Porto de Moz";205
"150600 Prainha";649
"150610 Primavera";28
"150611 Quatipuru";3
"150613 Redenção";298
"150616 Rio Maria";137
"150618 Rondon do Pará";683
"150619 Rurópolis";602
"150620 Salinópolis";34
"150630 Salvaterra";11
"150635 Santa Bárbara do Pará";4
"150650 Santa Izabel do Pará";25
"150655 Santa Luzia do Pará";99
"150658 Santa Maria das Barreiras";87
"150660 Santa Maria do Pará";88
"150670 Santana do Araguaia";214
"150680 Santarém";1691
"150690 Santarém Novo";11
"150700 Santo Antônio do Tauá";25
"150710 São Caetano de Odivelas";22
"150715 São Domingos do Araguaia";229
"150720 São Domingos do Capim";70
"150730 São Félix do Xingu";720
"150740 São Francisco do Pará";51
"150745 São Geraldo do Araguaia";205
"150746 São João da Ponta";9
"150747 São João de Pirabas";21
"150750 São João do Araguaia";152
"150760 São Miguel do Guamá";55
"150770 São Sebastião da Boa Vista";33
"150775 Sapucaia";13
"150780 Senador José Porfírio";374
"150790 Soure";6
"150795 Tailândia";1269
"150796 Terra Alta";29
"150797 Terra Santa";98
"150800 Tomé-Açu";1234
"150803 Tracuateua";61
"150805 Trairão";376
"150808 Tucumã";421
"150810 Tucuruí";569
"150812 Ulianópolis";820
"150815 Uruará";1836
"150820 Vigia";24
"150830 Viseu";373
"150835 Vitória do Xingu";280
"150840 Xinguara";158
"160010 Amapá";100
"160020 Calçoene";997
"160021 Cutias";9
"160023 Ferreira Gomes";71
"160025 Itaubal";6
"160027 Laranjal do Jari";1702
"160030 Macapá";583
"160040 Mazagão";437
"160050 Oiapoque";1667
"160015 Pedra Branca do Amapari";971
"160053 Porto Grande";1002
"160055 Pracuúba";44
"160060 Santana";270
"160005 Serra do Navio";785
"160070 Tartarugalzinho";429
"160080 Vitória do Jari";203
"170025 Abreulândia";89
"170030 Aguiarnópolis";18
"170035 Aliança do Tocantins";9
"170040 Almas";43
"170070 Alvorada";17
"170100 Ananás";102
"170105 Angico";12
"170110 Aparecida do Rio Negro";56
"170130 Aragominas";15
"170190 Araguacema";144
"170200 Araguaçu";72
"170210 Araguaína";333
"170215 Araguanã";24
"170220 Araguatins";70
"170230 Arapoema";26
"170240 Arraias";13
"170255 Augustinópolis";26
"170270 Aurora do Tocantins";72
"170290 Axixá do Tocantins";36
"170300 Babaçulândia";17
"170305 Bandeirantes do Tocantins";6
"170307 Barra do Ouro";12
"170310 Barrolândia";22
"170320 Bernardo Sayão";10
"170330 Bom Jesus do Tocantins";25
"170360 Brasilândia do Tocantins";30
"170370 Brejinho de Nazaré";46
"170380 Buriti do Tocantins";16
"170382 Cachoeirinha";31
"170384 Campos Lindos";12
"170386 Cariri do Tocantins";2
"170388 Carmolândia";9
"170389 Carrasco Bonito";8
"170390 Caseara";70
"170410 Centenário";44
"170510 Chapada da Natividade";9
"170460 Chapada de Areia";11
"170550 Colinas do Tocantins";80
"171670 Colméia";32
"170555 Combinado";39
"170560 Conceição do Tocantins";3
"170600 Couto Magalhães";52
"170610 Cristalândia";70
"170625 Crixás do Tocantins";5
"170650 Darcinópolis";32
"170700 Dianópolis";129
"170710 Divinópolis do Tocantins";63
"170720 Dois Irmãos do Tocantins";82
"170730 Dueré";21
"170740 Esperantina";39
"170755 Fátima";22
"170765 Figueirópolis";14
"170770 Filadélfia";26
"170820 Formoso do Araguaia";35
"170825 Fortaleza do Tabocão";21
"170830 Goianorte";33
"170900 Goiatins";68
"170930 Guaraí";155
"170950 Gurupi";85
"170980 Ipueiras";13
"171050 Itacajá";78
"171070 Itaguatins";3
"171090 Itapiratins";14
"171110 Itaporã do Tocantins";22
"171150 Jaú do Tocantins";23
"171180 Juarina";8
"171190 Lagoa da Confusão";51
"171195 Lagoa do Tocantins";6
"171200 Lajeado";39
"171215 Lavandeira";37
"171240 Lizarda";10
"171245 Luzinópolis";31
"171250 Marianópolis do Tocantins";106
"171270 Mateiros";10
"171280 Maurilândia do Tocantins";27
"171320 Miracema do Tocantins";95
"171330 Miranorte";47
"171360 Monte do Carmo";205
"171370 Monte Santo do Tocantins";24
"171395 Muricilândia";13
"171420 Natividade";20
"171430 Nazaré";13
"171488 Nova Olinda";36
"171500 Nova Rosalândia";17
"171510 Novo Acordo";11
"171515 Novo Alegre";29
"171525 Novo Jardim";37
"171550 Oliveira de Fátima";8
"172100 Palmas";527
"171570 Palmeirante";10
"171380 Palmeiras do Tocantins";14
"171575 Palmeirópolis";59
"171610 Paraíso do Tocantins";128
"171620 Paranã";11
"171630 Pau D'Arco";21
"171650 Pedro Afonso";80
"171660 Peixe";14
"171665 Pequizeiro";6
"171700 Pindorama do Tocantins";65
"171720 Piraquê";30
"171750 Pium";104
"171780 Ponte Alta do Bom Jesus";17
"171790 Ponte Alta do Tocantins";207
"171800 Porto Alegre do Tocantins";27
"171820 Porto Nacional";224
"171830 Praia Norte";8
"171840 Presidente Kennedy";28
"171845 Pugmil";7
"171850 Recursolândia";91
"171855 Riachinho";49
"171865 Rio da Conceição";21
"171870 Rio dos Bois";18
"171875 Rio Sono";34
"171880 Sampaio";5
"171884 Sandolândia";58
"171886 Santa Fé do Araguaia";49
"171888 Santa Maria do Tocantins";38
"171889 Santa Rita do Tocantins";19
"171890 Santa Rosa do Tocantins";21
"171900 Santa Tereza do Tocantins";29
"172000 Santa Terezinha do Tocantins";14
"172010 São Bento do Tocantins";70
"172015 São Félix do Tocantins";2
"172020 São Miguel do Tocantins";33
"172025 São Salvador do Tocantins";10
"172030 São Sebastião do Tocantins";7
"172049 São Valério";9
"172065 Silvanópolis";34
"172080 Sítio Novo do Tocantins";40
"172085 Sucupira";4
"172090 Taguatinga";90
"172093 Taipas do Tocantins";9
"172110 Tocantínia";262
"172120 Tocantinópolis";102
"172125 Tupirama";10
"172130 Tupiratins";8
"172208 Wanderlândia";62
"172210 Xambioá";138
"210005 Açailândia";821
"210010 Afonso Cunha";6
"210015 Água Doce do Maranhão";3
"210020 Alcântara";274
"210030 Aldeias Altas";132
"210040 Altamira do Maranhão";37
"210043 Alto Alegre do Maranhão";44
"210047 Alto Alegre do Pindaré";472
"210050 Alto Parnaíba";20
"210055 Amapá do Maranhão";92
"210060 Amarante do Maranhão";493
"210070 Anajatuba";16
"210080 Anapurus";140
"210083 Apicum-Açu";11
"210087 Araguanã";143
"210090 Araioses";2
"210095 Arame";525
"210100 Arari";4
"210110 Axixá";225
"210120 Bacabal";50
"210125 Bacabeira";12
"210130 Bacuri";8
"210135 Bacurituba";1
"210140 Balsas";97
"210150 Barão de Grajaú";6
"210160 Barra do Corda";296
"210170 Barreirinhas";838
"210177 Bela Vista do Maranhão";24
"210173 Belágua";97
"210180 Benedito Leite";4
"210190 Bequimão";32
"210193 Bernardo do Mearim";5
"210197 Boa Vista do Gurupi";34
"210200 Bom Jardim";327
"210203 Bom Jesus das Selvas";220
"210207 Bom Lugar";24
"210210 Brejo";124
"210215 Brejo de Areia";274
"210220 Buriti";138
"210230 Buriti Bravo";75
"210232 Buriticupu";762
"210235 Buritirana";46
"210237 Cachoeira Grande";69
"210240 Cajapió";1
"210250 Cajari";2
"210255 Campestre do Maranhão";50
"210260 Cândido Mendes";323
"210270 Cantanhede";119
"210275 Capinzal do Norte";11
"210280 Carolina";79
"210290 Carutapera";200
"210300 Caxias";254
"210310 Cedral";37
"210312 Central do Maranhão";23
"210315 Centro do Guilherme";162
"210317 Centro Novo do Maranhão";188
"210320 Chapadinha";447
"210325 Cidelândia";115
"210330 Codó";260
"210340 Coelho Neto";47
"210350 Colinas";264
"210355 Conceição do Lago-Açu";6
"210360 Coroatá";74
"210370 Cururupu";76
"210375 Davinópolis";34
"210380 Dom Pedro";30
"210390 Duque Bacelar";10
"210400 Esperantinópolis";58
"210405 Estreito";37
"210407 Feira Nova do Maranhão";19
"210408 Fernando Falcão";67
"210409 Formosa da Serra Negra";108
"210410 Fortaleza dos Nogueiras";34
"210420 Fortuna";35
"210430 Godofredo Viana";105
"210440 Gonçalves Dias";52
"210450 Governador Archer";20
"210455 Governador Edison Lobão";45
"210460 Governador Eugênio Barros";60
"210462 Governador Luiz Rocha";18
"210465 Governador Newton Bello";57
"210467 Governador Nunes Freire";362
"210470 Graça Aranha";10
"210480 Grajaú";261
"210490 Guimarães";73
"210500 Humberto de Campos";153
"210510 Icatu";100
"210515 Igarapé do Meio";16
"210520 Igarapé Grande";35
"210530 Imperatriz";464
"210535 Itaipava do Grajaú";98
"210540 Itapecuru Mirim";188
"210542 Itinga do Maranhão";404
"210545 Jatobá";45
"210547 Jenipapo dos Vieiras";90
"210550 João Lisboa";98
"210560 Joselândia";74
"210565 Junco do Maranhão";54
"210570 Lago da Pedra";417
"210580 Lago do Junco";103
"210594 Lago dos Rodrigues";38
"210590 Lago Verde";11
"210592 Lagoa do Mato";18
"210596 Lagoa Grande do Maranhão";76
"210598 Lajeado Novo";47
"210600 Lima Campos";15
"210610 Loreto";9
"210620 Luís Domingues";162
"210630 Magalhães de Almeida";7
"210632 Maracaçumé";194
"210635 Marajá do Sena";310
"210637 Maranhãozinho";194
"210640 Mata Roma";137
"210650 Matinha";17
"210660 Matões";176
"210663 Matões do Norte";18
"210667 Milagres do Maranhão";38
"210670 Mirador";165
"210675 Miranda do Norte";5
"210680 Mirinzal";106
"210690 Monção";18
"210700 Montes Altos";414
"210710 Morros";259
"210720 Nina Rodrigues";101
"210725 Nova Colinas";21
"210730 Nova Iorque";7
"210735 Nova Olinda do Maranhão";76
"210740 Olho d'Água das Cunhãs";42
"210745 Olinda Nova do Maranhão";13
"210750 Paço do Lumiar";21
"210760 Palmeirândia";12
"210770 Paraibano";53
"210780 Parnarama";65
"210790 Passagem Franca";63
"210800 Pastos Bons";61
"210805 Paulino Neves";31
"210810 Paulo Ramos";424
"210820 Pedreiras";32
"210825 Pedro do Rosário";241
