2021
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/ltabr.def
American Tegumentary Leishmaniasis
"Município de residência";"Casos confirmados"
"110001 Alta Floresta D'Oeste";31
"110037 Alto Alegre dos Parecis";7
"110040 Alto Paraíso";19
"110034 Alvorada D'Oeste";5
"110002 Ariquemes";48
"110045 Buritis";35
"110003 Cabixi";12
"110060 Cacaulândia";15
"110004 Cacoal";69
"110070 Campo Novo de Rondônia";16
"110080 Candeias do Jamari";12
"110090 Castanheiras";5
"110005 Cerejeiras";8
"110092 Chupinguaia";41
"110006 Colorado do Oeste";18
"110007 Corumbiara";6
"110008 Costa Marques";12
"110094 Cujubim";35
"110009 Espigão D'Oeste";93
"110100 Governador Jorge Teixeira";13
"110010 Guajará-Mirim";29
"110110 Itapuã do Oeste";3
"110011 Jaru";31
"110012 Ji-Paraná";91
"110013 Machadinho D'Oeste";96
"110120 Ministro Andreazza";7
"110130 Mirante da Serra";5
"110140 Monte Negro";8
"110014 Nova Brasilândia D'Oeste";31
"110033 Nova Mamoré";52
"110143 Nova União";4
"110050 Novo Horizonte do Oeste";9
"110015 Ouro Preto do Oeste";19
"110145 Parecis";19
"110018 Pimenta Bueno";4
"110146 Pimenteiras do Oeste";1
"110020 Porto Velho";212
"110025 Presidente Médici";7
"110147 Primavera de Rondônia";5
"110026 Rio Crespo";9
"110028 Rolim de Moura";17
"110029 Santa Luzia D'Oeste";2
"110148 São Felipe D'Oeste";9
"110149 São Francisco do Guaporé";49
"110032 São Miguel do Guaporé";21
"110150 Seringueiras";13
"110155 Teixeirópolis";1
"110160 Theobroma";20
"110170 Urupá";6
"110175 Vale do Anari";26
"110180 Vale do Paraíso";7
"110030 Vilhena";211
"120001 Acrelândia";28
"120005 Assis Brasil";107
"120010 Brasiléia";132
"120013 Bujari";42
"120017 Capixaba";64
"120020 Cruzeiro do Sul";69
"120025 Epitaciolândia";98
"120030 Feijó";129
"120032 Jordão";22
"120033 Mâncio Lima";74
"120034 Manoel Urbano";53
"120035 Marechal Thaumaturgo";146
"120038 Plácido de Castro";68
"120080 Porto Acre";40
"120039 Porto Walter";38
"120040 Rio Branco";314
"120042 Rodrigues Alves";16
