2011
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/ltabr.def
American Tegumentary Leishmaniasis
"Município de residência";"Casos confirmados"
"150460 Mocajuba";68
"150470 Moju";430
"150475 Mojuí dos Campos";378
"150480 Monte Alegre";1317
"150490 Muaná";24
"150495 Nova Esperança do Piriá";324
"150497 Nova Ipixuna";52
"150500 Nova Timboteua";30
"150503 Novo Progresso";602
"150506 Novo Repartimento";994
"150510 Óbidos";624
"150520 Oeiras do Pará";302
"150530 Oriximiná";885
"150540 Ourém";25
"150543 Ourilândia do Norte";338
"150548 Pacajá";681
"150549 Palestina do Pará";23
"150550 Paragominas";1069
"150553 Parauapebas";1180
"150555 Pau D'Arco";35
"150560 Peixe-Boi";4
"150563 Piçarra";40
"150565 Placas";431
"150580 Portel";1446
"150590 Porto de Moz";184
"150600 Prainha";578
"150610 Primavera";28
"150611 Quatipuru";3
"150613 Redenção";259
"150616 Rio Maria";112
"150618 Rondon do Pará";594
"150619 Rurópolis";544
"150620 Salinópolis";31
"150630 Salvaterra";11
"150635 Santa Bárbara do Pará";3
"150650 Santa Izabel do Pará";21
"150655 Santa Luzia do Pará";91
"150658 Santa Maria das Barreiras";67
"150660 Santa Maria do Pará";69
"150670 Santana do Araguaia";135
"150680 Santarém";1446
"150690 Santarém Novo";8
"150700 Santo Antônio do Tauá";23
"150710 São Caetano de Odivelas";16
"150715 São Domingos do Araguaia";177
"150720 São Domingos do Capim";56
"150730 São Félix do Xingu";661
"150740 São Francisco do Pará";43
"150745 São Geraldo do Araguaia";182
"150746 São João da Ponta";7
"150747 São João de Pirabas";20
"150750 São João do Araguaia";140
"150760 São Miguel do Guamá";41
"150770 São Sebastião da Boa Vista";27
"150775 Sapucaia";11
"150780 Senador José Porfírio";350
"150790 Soure";5
"150795 Tailândia";1079
"150796 Terra Alta";25
"150797 Terra Santa";91
"150800 Tomé-Açu";1038
"150803 Tracuateua";59
"150805 Trairão";328
"150808 Tucumã";380
"150810 Tucuruí";483
"150812 Ulianópolis";665
"150815 Uruará";1564
"150820 Vigia";18
"150830 Viseu";342
"150835 Vitória do Xingu";266
"150840 Xinguara";127
"160010 Amapá";87
"160020 Calçoene";885
"160021 Cutias";9
"160023 Ferreira Gomes";68
"160025 Itaubal";6
"160027 Laranjal do Jari";1463
"160030 Macapá";537
"160040 Mazagão";416
"160050 Oiapoque";1399
"160015 Pedra Branca do Amapari";892
"160053 Porto Grande";903
"160055 Pracuúba";35
"160060 Santana";251
"160005 Serra do Navio";712
"160070 Tartarugalzinho";386
"160080 Vitória do Jari";188
"170025 Abreulândia";51
"170030 Aguiarnópolis";12
"170035 Aliança do Tocantins";5
"170040 Almas";34
"170070 Alvorada";12
"170100 Ananás";94
"170105 Angico";12
"170110 Aparecida do Rio Negro";41
"170130 Aragominas";8
"170190 Araguacema";115
"170200 Araguaçu";46
"170210 Araguaína";261
"170215 Araguanã";19
"170220 Araguatins";59
"170230 Arapoema";17
"170240 Arraias";12
"170255 Augustinópolis";21
"170270 Aurora do Tocantins";63
"170290 Axixá do Tocantins";31
"170300 Babaçulândia";14
"170305 Bandeirantes do Tocantins";5
"170307 Barra do Ouro";9
"170310 Barrolândia";17
"170320 Bernardo Sayão";10
"170330 Bom Jesus do Tocantins";21
"170360 Brasilândia do Tocantins";21
"170370 Brejinho de Nazaré";44
"170380 Buriti do Tocantins";14
"170382 Cachoeirinha";26
"170384 Campos Lindos";10
"170386 Cariri do Tocantins";1
"170388 Carmolândia";7
"170389 Carrasco Bonito";8
"170390 Caseara";43
"170410 Centenário";35
"170510 Chapada da Natividade";7
"170460 Chapada de Areia";8
"170550 Colinas do Tocantins";71
"171670 Colméia";24
"170555 Combinado";33
"170560 Conceição do Tocantins";3
"170600 Couto Magalhães";41
"170610 Cristalândia";54
"170625 Crixás do Tocantins";4
"170650 Darcinópolis";18
"170700 Dianópolis";105
"170710 Divinópolis do Tocantins";50
"170720 Dois Irmãos do Tocantins";77
"170730 Dueré";15
"170740 Esperantina";35
"170755 Fátima";18
"170765 Figueirópolis";9
"170770 Filadélfia";21
"170820 Formoso do Araguaia";33
"170825 Fortaleza do Tabocão";17
"170830 Goianorte";31
"170900 Goiatins";61
"170930 Guaraí";111
"170950 Gurupi";71
"170980 Ipueiras";11
"171050 Itacajá";67
"171070 Itaguatins";3
"171090 Itapiratins";13
"171110 Itaporã do Tocantins";21
"171150 Jaú do Tocantins";21
"171180 Juarina";5
"171190 Lagoa da Confusão";36
"171195 Lagoa do Tocantins";6
"171200 Lajeado";38
"171215 Lavandeira";37
"171240 Lizarda";5
"171245 Luzinópolis";25
"171250 Marianópolis do Tocantins";68
"171270 Mateiros";10
"171280 Maurilândia do Tocantins";23
"171320 Miracema do Tocantins";76
"171330 Miranorte";39
"171360 Monte do Carmo";144
"171370 Monte Santo do Tocantins";24
"171395 Muricilândia";11
"171420 Natividade";16
"171430 Nazaré";9
"171488 Nova Olinda";29
"171500 Nova Rosalândia";11
"171510 Novo Acordo";10
"171515 Novo Alegre";24
"171525 Novo Jardim";29
"171550 Oliveira de Fátima";8
"172100 Palmas";476
"171570 Palmeirante";8
"171380 Palmeiras do Tocantins";12
"171575 Palmeirópolis";48
"171610 Paraíso do Tocantins";106
"171620 Paranã";10
"171630 Pau D'Arco";14
"171650 Pedro Afonso";60
"171660 Peixe";13
"171665 Pequizeiro";6
"171700 Pindorama do Tocantins";51
"171720 Piraquê";23
"171750 Pium";68
"171780 Ponte Alta do Bom Jesus";12
"171790 Ponte Alta do Tocantins";186
"171800 Porto Alegre do Tocantins";16
"171820 Porto Nacional";192
"171830 Praia Norte";8
"171840 Presidente Kennedy";20
"171845 Pugmil";4
"171850 Recursolândia";72
"171855 Riachinho";37
"171865 Rio da Conceição";19
"171870 Rio dos Bois";16
"171875 Rio Sono";26
"171880 Sampaio";2
"171884 Sandolândia";48
"171886 Santa Fé do Araguaia";22
"171888 Santa Maria do Tocantins";29
"171889 Santa Rita do Tocantins";16
"171890 Santa Rosa do Tocantins";19
"171900 Santa Tereza do Tocantins";28
"172000 Santa Terezinha do Tocantins";12
"172010 São Bento do Tocantins";61
"172015 São Félix do Tocantins";2
"172020 São Miguel do Tocantins";28
"172025 São Salvador do Tocantins";9
"172030 São Sebastião do Tocantins";6
"172049 São Valério";5
"172065 Silvanópolis";34
"172080 Sítio Novo do Tocantins";34
"172085 Sucupira";4
"172090 Taguatinga";80
"172093 Taipas do Tocantins";7
"172110 Tocantínia";238
"172120 Tocantinópolis";89
"172125 Tupirama";8
"172130 Tupiratins";7
"172208 Wanderlândia";45
"172210 Xambioá";98
"210005 Açailândia";664
"210010 Afonso Cunha";4
"210015 Água Doce do Maranhão";3
"210020 Alcântara";260
"210030 Aldeias Altas";109
"210040 Altamira do Maranhão";35
"210043 Alto Alegre do Maranhão";18
"210047 Alto Alegre do Pindaré";381
"210050 Alto Parnaíba";12
"210055 Amapá do Maranhão";82
"210060 Amarante do Maranhão";369
"210070 Anajatuba";16
"210080 Anapurus";105
"210083 Apicum-Açu";11
"210087 Araguanã";126
"210090 Araioses";2
"210095 Arame";338
"210100 Arari";4
"210110 Axixá";213
"210120 Bacabal";40
"210125 Bacabeira";11
"210130 Bacuri";8
"210140 Balsas";71
"210150 Barão de Grajaú";4
"210160 Barra do Corda";226
"210170 Barreirinhas";733
"210177 Bela Vista do Maranhão";19
"210173 Belágua";88
"210180 Benedito Leite";3
"210190 Bequimão";32
"210193 Bernardo do Mearim";3
"210197 Boa Vista do Gurupi";34
"210200 Bom Jardim";265
"210203 Bom Jesus das Selvas";191
"210207 Bom Lugar";20
"210210 Brejo";111
"210215 Brejo de Areia";227
"210220 Buriti";101
"210230 Buriti Bravo";54
"210232 Buriticupu";592
"210235 Buritirana";32
"210237 Cachoeira Grande";55
"210240 Cajapió";1
"210250 Cajari";1
"210255 Campestre do Maranhão";49
"210260 Cândido Mendes";300
"210270 Cantanhede";100
"210275 Capinzal do Norte";10
"210280 Carolina";66
"210290 Carutapera";180
"210300 Caxias";207
"210310 Cedral";30
"210312 Central do Maranhão";17
"210315 Centro do Guilherme";128
"210317 Centro Novo do Maranhão";171
"210320 Chapadinha";360
"210325 Cidelândia";91
"210330 Codó";217
"210340 Coelho Neto";35
"210350 Colinas";193
"210355 Conceição do Lago-Açu";4
"210360 Coroatá";61
"210370 Cururupu";71
"210375 Davinópolis";26
"210380 Dom Pedro";25
"210390 Duque Bacelar";10
"210400 Esperantinópolis";50
"210405 Estreito";35
"210407 Feira Nova do Maranhão";17
"210408 Fernando Falcão";61
"210409 Formosa da Serra Negra";100
"210410 Fortaleza dos Nogueiras";26
"210420 Fortuna";31
"210430 Godofredo Viana";104
"210440 Gonçalves Dias";46
"210450 Governador Archer";20
"210455 Governador Edison Lobão";33
"210460 Governador Eugênio Barros";45
"210462 Governador Luiz Rocha";13
"210465 Governador Newton Bello";49
"210467 Governador Nunes Freire";291
"210470 Graça Aranha";9
"210480 Grajaú";210
"210490 Guimarães";71
"210500 Humberto de Campos";139
"210510 Icatu";91
"210515 Igarapé do Meio";16
"210520 Igarapé Grande";34
"210530 Imperatriz";405
"210535 Itaipava do Grajaú";58
"210540 Itapecuru Mirim";167
"210542 Itinga do Maranhão";314
"210545 Jatobá";37
"210547 Jenipapo dos Vieiras";74
"210550 João Lisboa";87
"210560 Joselândia";67
"210565 Junco do Maranhão";49
"210570 Lago da Pedra";342
"210580 Lago do Junco";81
"210594 Lago dos Rodrigues";33
"210590 Lago Verde";10
"210592 Lagoa do Mato";14
"210596 Lagoa Grande do Maranhão";62
"210598 Lajeado Novo";40
"210600 Lima Campos";14
"210610 Loreto";8
"210620 Luís Domingues";145
"210630 Magalhães de Almeida";5
"210632 Maracaçumé";171
"210635 Marajá do Sena";177
"210637 Maranhãozinho";169
"210640 Mata Roma";125
"210650 Matinha";14
"210660 Matões";144
"210663 Matões do Norte";16
"210667 Milagres do Maranhão";30
"210670 Mirador";117
"210675 Miranda do Norte";5
"210680 Mirinzal";91
"210690 Monção";16
"210700 Montes Altos";399
"210710 Morros";220
"210720 Nina Rodrigues";91
"210725 Nova Colinas";15
"210730 Nova Iorque";6
"210735 Nova Olinda do Maranhão";66
"210740 Olho d'Água das Cunhãs";37
"210745 Olinda Nova do Maranhão";11
"210750 Paço do Lumiar";20
"210760 Palmeirândia";12
"210770 Paraibano";28
"210780 Parnarama";52
"210790 Passagem Franca";48
"210800 Pastos Bons";44
"210805 Paulino Neves";30
"210810 Paulo Ramos";290
"210820 Pedreiras";29
"210825 Pedro do Rosário";220
"210830 Penalva";11
"210840 Peri Mirim";4
"210845 Peritoró";62
"210850 Pindaré-Mirim";42
"210860 Pinheiro";204
"210870 Pio XII";45
"210880 Pirapemas";40
"210890 Poção de Pedras";76
"210900 Porto Franco";50
"210905 Porto Rico do Maranhão";38
"210910 Presidente Dutra";29
"210920 Presidente Juscelino";52
"210923 Presidente Médici";37
"210927 Presidente Sarney";56
"210930 Presidente Vargas";111
"210940 Primeira Cruz";18
"210945 Raposa";4
"210950 Riachão";37
"210955 Ribamar Fiquene";14
"210960 Rosário";73
"210970 Sambaíba";9
"210975 Santa Filomena do Maranhão";12
"210980 Santa Helena";61
"210990 Santa Inês";124
"211000 Santa Luzia";725
"211003 Santa Luzia do Paruá";216
"211010 Santa Quitéria do Maranhão";224
"211020 Santa Rita";46
"211023 Santana do Maranhão";15
"211027 Santo Amaro do Maranhão";47
"211030 Santo Antônio dos Lopes";33
"211040 São Benedito do Rio Preto";302
"211050 São Bento";38
"211060 São Bernardo";43
"211065 São Domingos do Azeitão";35
"211070 São Domingos do Maranhão";113
"211080 São Félix de Balsas";2
"211085 São Francisco do Brejão";46
"211090 São Francisco do Maranhão";2
"211100 São João Batista";1
"211102 São João do Carú";217
"211105 São João do Paraíso";26
"211107 São João do Soter";29
"211110 São João dos Patos";131
"211120 São José de Ribamar";27
"211125 São José dos Basílios";8
"211130 São Luís";118
"211140 São Luís Gonzaga do Maranhão";26
"211150 São Mateus do Maranhão";6
"211153 São Pedro da Água Branca";30
"211157 São Pedro dos Crentes";3
"211160 São Raimundo das Mangabeiras";19
"211163 São Raimundo do Doca Bezerra";5
"211167 São Roberto";23
"211170 São Vicente Ferrer";17
"211172 Satubinha";3
"211174 Senador Alexandre Costa";31
"211176 Senador La Rocque";58
"211178 Serrano do Maranhão";14
"211180 Sítio Novo";128
"211190 Sucupira do Norte";25
"211195 Sucupira do Riachão";19
"211200 Tasso Fragoso";7
"211210 Timbiras";72
"211220 Timon";109
"211223 Trizidela do Vale";19
"211227 Tufilândia";66
"211230 Tuntum";44
"211240 Turiaçu";496
"211245 Turilândia";80
"211250 Tutóia";65
"211260 Urbano Santos";557
"211270 Vargem Grande";114
"211280 Viana";62
"211285 Vila Nova dos Martírios";47
"211290 Vitória do Mearim";5
"211300 Vitorino Freire";277
"211400 Zé Doca";472
"220020 Água Branca";5
"220040 Altos";67
"220045 Alvorada do Gurguéia";6
"220050 Amarante";2
"220060 Angical do Piauí";3
"220070 Anísio de Abreu";2
"220080 Antônio Almeida";3
"220100 Arraial";3
"220110 Avelino Lopes";1
"220115 Baixa Grande do Ribeiro";6
"220120 Barras";21
"220130 Barreiras do Piauí";3
"220140 Barro Duro";16
"220150 Batalha";11
"220160 Beneditinos";2
"220170 Bertolínia";1
"220177 Boa Hora";12
"220190 Bom Jesus";4
"220191 Bom Princípio do Piauí";2
"220196 Brasileira";4
"220205 Cabeceiras do Piauí";1
"220208 Cajueiro da Praia";1
"220217 Campo Largo do Piauí";8
"220220 Campo Maior";3
"220225 Canavieira";1
"220230 Canto do Buriti";1
"220240 Capitão de Campos";11
"220245 Capitão Gervásio Oliveira";1
"220260 Castelo do Piauí";2
"220270 Cocal";1
"220271 Cocal de Telha";1
"220273 Coivaras";1
"220275 Colônia do Gurguéia";1
"220285 Coronel José Dias";1
"220290 Corrente";8
"220300 Cristalândia do Piauí";1
"220323 Currais";1
"220325 Curralinhos";1
"220330 Demerval Lobão";2
"220335 Dirceu Arcoverde";1
"220342 Domingos Mourão";1
"220350 Elesbão Veloso";1
"220360 Eliseu Martins";1
"220370 Esperantina";2
"220375 Fartura do Piauí";1
"220380 Flores do Piauí";1
"220390 Floriano";5
"220400 Francinópolis";1
"220420 Francisco Santos";1
"220430 Fronteiras";2
"220435 Geminiano";1
"220440 Gilbués";2
"220460 Hugo Napoleão";1
"220465 Ilha Grande";1
"220470 Inhuma";24
"220480 Ipiranga do Piauí";16
"220490 Isaías Coelho";1
"220500 Itainópolis";3
"220510 Itaueira";1
"220525 Jardim do Mulato";1
"220540 Joaquim Pires";5
"220545 Joca Marques";3
"220550 José de Freitas";8
"220552 Júlio Borges";2
"220553 Jurema";1
"220557 Lagoa de São Francisco";1
"220556 Lagoa do Barro do Piauí";4
"220560 Landri Sales";1
"220570 Luís Correia";6
"220580 Luzilândia";25
"220585 Madeiro";7
"220590 Manoel Emídio";2
"220595 Marcolândia";1
"220600 Marcos Parente";3
"220610 Matias Olímpio";11
"220620 Miguel Alves";10
"220635 Milton Brandão";6
"220640 Monsenhor Gil";4
"220660 Monte Alegre do Piauí";2
"220667 Morro do Chapéu do Piauí";3
"220672 Nazária";1
"220680 Nossa Senhora dos Remédios";15
"220690 Novo Oriente do Piauí";1
"220700 Oeiras";2
"220720 Padre Marcos";1
"220740 Palmeira do Piauí";19
"220750 Palmeirais";6
"220770 Parnaíba";3
"220775 Passagem Franca do Piauí";2
"220777 Patos do Piauí";1
"220779 Pau D'Arco do Piauí";1
"220790 Pedro II";70
"220800 Picos";4
"220830 Piracuruca";3
"220840 Piripiri";13
"220850 Porto";3
"220855 Porto Alegre do Piauí";4
"220860 Prata do Piauí";1
"220865 Queimada Nova";4
"220870 Redenção do Gurguéia";1
"220880 Regeneração";5
"220890 Ribeiro Gonçalves";5
"220920 Santa Filomena";9
"220930 Santa Luz";2
"220935 Santana do Piauí";2
"220945 Santo Antônio dos Milagres";1
"220950 Santo Inácio do Piauí";1
"220970 São Francisco do Piauí";2
"220975 São Gonçalo do Gurguéia";2
"220980 São Gonçalo do Piauí";2
"220987 São João da Fronteira";6
"220990 São João da Serra";3
"220997 São João do Arraial";5
"221005 São José do Divino";1
"221040 São Miguel do Tapuio";2
"221050 São Pedro do Piauí";9
"221060 São Raimundo Nonato";1
"221063 Sebastião Leal";7
"221080 Simplício Mendes";1
"221093 Sussuapara";2
"221100 Teresina";278
"221110 União";13
"221120 Uruçuí";17
"221130 Valença do Piauí";1
"230010 Abaiara";8
"230020 Acaraú";3
"230030 Acopiara";5
"230040 Aiuaba";3
"230050 Alcântaras";13
"230060 Altaneira";8
"230075 Amontada";2
"230080 Antonina do Norte";2
"230100 Aquiraz";16
"230110 Aracati";1
"230120 Aracoiaba";3
"230125 Ararendá";3
"230130 Araripe";4
"230140 Aratuba";173
"230160 Assaré";10
"230170 Aurora";3
"230185 Banabuiú";1
"230190 Barbalha";237
"230195 Barreira";2
"230200 Barro";11
"230205 Barroquinha";1
"230210 Baturité";162
"230230 Bela Cruz";4
"230240 Boa Viagem";1
"230250 Brejo Santo";21
"230260 Camocim";2
"230270 Campos Sales";6
"230280 Canindé";10
"230290 Capistrano";17
"230300 Caridade";1
"230310 Cariré";19
"230320 Caririaçu";33
"230330 Cariús";1
"230340 Carnaubal";23
"230350 Cascavel";12
"230365 Catunda";1
"230370 Caucaia";46
"230380 Cedro";2
"230390 Chaval";3
"230395 Chorozinho";1
"230400 Coreaú";3
"230410 Crateús";3
"230420 Crato";498
"230423 Croatá";82
"230425 Cruz";1
"230428 Eusébio";21
"230430 Farias Brito";33
"230435 Forquilha";9
"230440 Fortaleza";260
"230445 Fortim";1
"230450 Frecheirinha";26
"230460 General Sampaio";1
"230465 Graça";93
"230470 Granja";5
"230480 Granjeiro";1
"230490 Groaíras";2
"230500 Guaraciaba do Norte";275
"230510 Guaramiranga";130
"230520 Hidrolândia";7
"230523 Horizonte";38
"230530 Ibiapina";271
"230540 Icó";3
"230550 Iguatu";8
"230560 Independência";1
"230565 Ipaporanga";1
"230580 Ipu";308
"230590 Ipueiras";80
"230600 Iracema";1
"230610 Irauçuba";3
"230625 Itaitinga";6
"230630 Itapagé";414
"230640 Itapipoca";184
"230650 Itapiúna";1
"230655 Itarema";2
"230660 Itatira";24
"230670 Jaguaretama";1
"230700 Jaguaruana";1
"230710 Jardim";33
"230720 Jati";2
"230725 Jijoca de Jericoacoara";3
"230730 Juazeiro do Norte";116
"230740 Jucás";2
"230750 Lavras da Mangabeira";5
"230760 Limoeiro do Norte";3
"230763 Madalena";1
"230765 Maracanaú";31
"230770 Maranguape";44
"230780 Marco";4
"230790 Martinópole";2
"230800 Massapê";69
"230810 Mauriti";25
"230820 Meruoca";126
"230830 Milagres";12
"230837 Miraíma";1
"230840 Missão Velha";79
"230850 Mombaça";3
"230860 Monsenhor Tabosa";1
"230870 Morada Nova";1
"230880 Moraújo";5
"230900 Mucambo";29
"230910 Mulungu";124
"230920 Nova Olinda";19
"230930 Nova Russas";5
"230940 Novo Oriente";1
"230950 Orós";1
"230960 Pacajus";14
"230970 Pacatuba";5
"230980 Pacoti";512
"230990 Pacujá";9
"231000 Palhano";1
"231010 Palmácia";53
"231020 Paracuru";2
"231025 Paraipaba";1
"231030 Parambu";6
"231040 Paramoti";1
"231050 Pedra Branca";10
"231060 Penaforte";2
"231070 Pentecoste";5
"231080 Pereiro";17
"231085 Pindoretama";27
"231090 Piquet Carneiro";1
"231095 Pires Ferreira";23
"231100 Poranga";4
"231110 Porteiras";49
"231120 Potengi";7
"231126 Quiterianópolis";1
"231130 Quixadá";2
"231135 Quixelô";3
"231140 Quixeramobim";3
"231160 Redenção";9
"231170 Reriutaba";27
"231180 Russas";1
"231195 Salitre";6
"231220 Santa Quitéria";4
"231200 Santana do Acaraú";1
"231210 Santana do Cariri";15
"231230 São Benedito";504
"231240 São Gonçalo do Amarante";10
"231260 São Luís do Curu";2
"231280 Senador Sá";3
"231290 Sobral";139
"231300 Solonópole";1
"231320 Tamboril";1
"231325 Tarrafas";3
"231330 Tauá";8
"231335 Tejuçuoca";1
"231340 Tianguá";134
"231350 Trairi";10
"231355 Tururu";3
"231360 Ubajara";185
"231370 Umari";1
"231375 Umirim";6
"231380 Uruburetama";311
"231390 Uruoca";8
"231395 Varjota";6
"231400 Várzea Alegre";11
"231410 Viçosa do Ceará";438
"240020 Açu";1
"240120 Arês";1
"240140 Baía Formosa";1
"240145 Baraúna";1
"240170 Bom Jesus";1
"240250 Carnaubais";1
"240310 Currais Novos";1
"240320 Doutor Severiano";1
"240350 Espírito Santo";1
"240380 Florânia";1
"240440 Grossos";1
"240480 Ipueira";1
"240610 Jucurutu";1
"240640 Lagoa de Velhos";1
"240700 Luís Gomes";14
"240710 Macaíba";2
"240800 Mossoró";3
"240810 Natal";13
"240820 Nísia Floresta";4
"240830 Nova Cruz";1
"240890 Parelhas";1
"240325 Parnamirim";11
"240940 Pau dos Ferros";3
"240950 Pedra Grande";2
"240980 Pedro Velho";1
"241040 Pureza";1
"241080 Riacho de Santana";1
"241200 São Gonçalo do Amarante";3
"241250 São Miguel";14
"241310 Senador Elói de Souza";1
"241340 Serra Negra do Norte";1
"241370 Sítio Novo";1
"241410 Tenente Ananias";1
"241105 Tibau";1
"250030 Alagoa Grande";74
"250040 Alagoa Nova";124
"250050 Alagoinha";7
"250090 Arara";1
