2008
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/ltabr.def
American Tegumentary Leishmaniasis
"Município de residência";"Casos confirmados"
"110001 Alta Floresta D'Oeste";328
"110037 Alto Alegre dos Parecis";257
"110040 Alto Paraíso";131
"110034 Alvorada D'Oeste";112
"110002 Ariquemes";666
"110045 Buritis";399
"110003 Cabixi";82
"110060 Cacaulândia";86
"110004 Cacoal";653
"110070 Campo Novo de Rondônia";243
"110080 Candeias do Jamari";132
"110090 Castanheiras";77
"110005 Cerejeiras";118
"110092 Chupinguaia";353
"110006 Colorado do Oeste";174
"110007 Corumbiara";153
"110008 Costa Marques";398
"110094 Cujubim";486
"110009 Espigão D'Oeste";772
"110100 Governador Jorge Teixeira";140
"110010 Guajará-Mirim";291
"110110 Itapuã do Oeste";38
"110011 Jaru";285
"110012 Ji-Paraná";590
"110013 Machadinho D'Oeste";584
"110120 Ministro Andreazza";70
"110130 Mirante da Serra";129
"110140 Monte Negro";234
"110014 Nova Brasilândia D'Oeste";162
"110033 Nova Mamoré";397
"110143 Nova União";38
"110050 Novo Horizonte do Oeste";110
"110015 Ouro Preto do Oeste";106
"110145 Parecis";199
"110018 Pimenta Bueno";615
"110146 Pimenteiras do Oeste";25
"110020 Porto Velho";1792
"110025 Presidente Médici";100
"110147 Primavera de Rondônia";52
"110026 Rio Crespo";77
"110028 Rolim de Moura";536
"110029 Santa Luzia D'Oeste";93
"110148 São Felipe D'Oeste";66
"110149 São Francisco do Guaporé";369
"110032 São Miguel do Guaporé";243
"110150 Seringueiras";109
"110155 Teixeirópolis";11
"110160 Theobroma";81
"110170 Urupá";50
"110175 Vale do Anari";109
"110180 Vale do Paraíso";72
"110030 Vilhena";1587
"110000 Município ignorado - RO";4
"120001 Acrelândia";282
"120005 Assis Brasil";963
"120010 Brasiléia";1149
"120013 Bujari";353
"120017 Capixaba";510
"120020 Cruzeiro do Sul";683
"120025 Epitaciolândia";720
"120030 Feijó";831
"120032 Jordão";190
"120033 Mâncio Lima";494
"120034 Manoel Urbano";390
"120035 Marechal Thaumaturgo";573
"120038 Plácido de Castro";525
"120080 Porto Acre";263
"120039 Porto Walter";170
"120040 Rio Branco";3221
"120042 Rodrigues Alves";144
"120043 Santa Rosa do Purus";251
"120050 Sena Madureira";1734
"120045 Senador Guiomard";193
"120060 Tarauacá";378
"120070 Xapuri";1693
"120000 Município ignorado - AC";1
"130002 Alvarães";38
"130006 Amaturá";16
"130008 Anamã";22
"130010 Anori";16
"130014 Apuí";322
"130020 Atalaia do Norte";159
"130030 Autazes";178
"130040 Barcelos";307
"130050 Barreirinha";142
"130060 Benjamin Constant";51
"130063 Beruri";11
"130068 Boa Vista do Ramos";35
"130070 Boca do Acre";854
"130080 Borba";164
"130083 Caapiranga";70
"130090 Canutama";104
"130100 Carauari";214
"130110 Careiro";72
"130115 Careiro da Várzea";13
"130120 Coari";467
"130130 Codajás";32
"130140 Eirunepé";377
"130150 Envira";405
"130160 Fonte Boa";28
"130165 Guajará";134
"130170 Humaitá";820
"130180 Ipixuna";210
"130185 Iranduba";70
"130190 Itacoatiara";1279
"130195 Itamarati";43
"130200 Itapiranga";81
"130210 Japurá";63
"130220 Juruá";20
"130230 Jutaí";9
"130240 Lábrea";619
"130250 Manacapuru";320
"130255 Manaquiri";10
"130260 Manaus";7329
"130270 Manicoré";423
"130280 Maraã";30
"130290 Maués";452
"130300 Nhamundá";202
"130310 Nova Olinda do Norte";120
"130320 Novo Airão";189
"130330 Novo Aripuanã";340
"130340 Parintins";152
"130350 Pauini";283
"130353 Presidente Figueiredo";2680
"130356 Rio Preto da Eva";2865
"130360 Santa Isabel do Rio Negro";209
"130370 Santo Antônio do Içá";24
"130380 São Gabriel da Cachoeira";337
"130390 São Paulo de Olivença";28
"130395 São Sebastião do Uatumã";47
"130400 Silves";143
"130406 Tabatinga";76
"130410 Tapauá";139
"130420 Tefé";459
"130423 Tonantins";31
"130426 Uarini";54
"130430 Urucará";48
"130440 Urucurituba";13
"130000 Município ignorado - AM";6
"140005 Alto Alegre";268
"140002 Amajari";154
"140010 Boa Vista";1575
"140015 Bonfim";50
"140017 Cantá";229
"140020 Caracaraí";281
"140023 Caroebe";838
"140028 Iracema";122
"140030 Mucajaí";220
"140040 Normandia";6
"140045 Pacaraima";437
"140047 Rorainópolis";1038
"140050 São João da Baliza";262
"140060 São Luiz";178
"140070 Uiramutã";198
"140000 Município ignorado - RR";5
"150010 Abaetetuba";54
"150013 Abel Figueiredo";175
"150020 Acará";149
"150030 Afuá";61
"150034 Água Azul do Norte";145
"150040 Alenquer";875
"150050 Almeirim";1067
"150060 Altamira";1426
"150070 Anajás";55
"150080 Ananindeua";58
"150085 Anapu";953
"150090 Augusto Corrêa";132
"150095 Aurora do Pará";105
"150100 Aveiro";151
"150110 Bagre";344
"150120 Baião";250
"150125 Bannach";51
"150130 Barcarena";46
"150140 Belém";133
"150145 Belterra";343
"150150 Benevides";29
"150157 Bom Jesus do Tocantins";107
"150160 Bonito";35
"150170 Bragança";374
"150172 Brasil Novo";678
"150175 Brejo Grande do Araguaia";46
"150178 Breu Branco";585
"150180 Breves";93
"150190 Bujaru";17
"150200 Cachoeira do Arari";22
"150195 Cachoeira do Piriá";474
"150210 Cametá";116
"150215 Canaã dos Carajás";167
"150220 Capanema";58
"150230 Capitão Poço";142
"150240 Castanhal";186
"150250 Chaves";8
"150260 Colares";42
"150270 Conceição do Araguaia";143
"150275 Concórdia do Pará";49
"150276 Cumaru do Norte";185
"150277 Curionópolis";250
"150280 Curralinho";107
"150285 Curuá";65
"150290 Curuçá";22
"150293 Dom Eliseu";664
"150295 Eldorado do Carajás";191
"150300 Faro";53
"150304 Floresta do Araguaia";69
"150307 Garrafão do Norte";223
"150309 Goianésia do Pará";1148
"150310 Gurupá";49
"150320 Igarapé-Açu";58
"150330 Igarapé-Miri";344
"150340 Inhangapi";49
"150345 Ipixuna do Pará";519
"150350 Irituia";151
"150360 Itaituba";1566
"150370 Itupiranga";389
"150375 Jacareacanga";259
"150380 Jacundá";402
"150390 Juruti";386
"150400 Limoeiro do Ajuru";26
"150405 Mãe do Rio";96
"150410 Magalhães Barata";19
"150420 Marabá";1148
"150430 Maracanã";10
"150440 Marapanim";24
"150442 Marituba";33
"150445 Medicilândia";2131
"150450 Melgaço";30
"150460 Mocajuba";100
"150470 Moju";568
"150475 Mojuí dos Campos";378
"150480 Monte Alegre";1588
"150490 Muaná";29
"150495 Nova Esperança do Piriá";388
"150497 Nova Ipixuna";72
"150500 Nova Timboteua";39
"150503 Novo Progresso";761
"150506 Novo Repartimento";1216
"150510 Óbidos";815
"150520 Oeiras do Pará";353
"150530 Oriximiná";1089
"150540 Ourém";34
"150543 Ourilândia do Norte";378
"150548 Pacajá";949
"150549 Palestina do Pará";29
"150550 Paragominas";1475
"150553 Parauapebas";1368
"150555 Pau D'Arco";39
"150560 Peixe-Boi";4
"150563 Piçarra";54
"150565 Placas";519
"150580 Portel";1698
"150590 Porto de Moz";230
"150600 Prainha";690
"150610 Primavera";28
"150611 Quatipuru";3
"150613 Redenção";315
"150616 Rio Maria";142
"150618 Rondon do Pará";746
"150619 Rurópolis";634
"150620 Salinópolis";37
"150630 Salvaterra";12
"150635 Santa Bárbara do Pará";5
"150650 Santa Izabel do Pará";30
"150655 Santa Luzia do Pará";109
"150658 Santa Maria das Barreiras";92
"150660 Santa Maria do Pará";101
"150670 Santana do Araguaia";248
"150680 Santarém";1875
"150690 Santarém Novo";11
"150700 Santo Antônio do Tauá";27
"150710 São Caetano de Odivelas";22
"150715 São Domingos do Araguaia";255
"150720 São Domingos do Capim";70
"150730 São Félix do Xingu";767
"150740 São Francisco do Pará";52
"150745 São Geraldo do Araguaia";219
"150746 São João da Ponta";10
"150747 São João de Pirabas";23
"150750 São João do Araguaia";156
"150760 São Miguel do Guamá";60
"150770 São Sebastião da Boa Vista";33
"150775 Sapucaia";13
"150780 Senador José Porfírio";399
"150790 Soure";6
"150795 Tailândia";1413
"150796 Terra Alta";31
"150797 Terra Santa";106
"150800 Tomé-Açu";1370
"150803 Tracuateua";63
"150805 Trairão";417
"150808 Tucumã";456
"150810 Tucuruí";637
"150812 Ulianópolis";881
"150815 Uruará";2007
"150820 Vigia";24
"150830 Viseu";385
"150835 Vitória do Xingu";284
"150840 Xinguara";171
"160010 Amapá";103
"160020 Calçoene";1029
"160021 Cutias";10
"160023 Ferreira Gomes";75
"160025 Itaubal";7
"160027 Laranjal do Jari";1971
"160030 Macapá";609
"160040 Mazagão";459
"160050 Oiapoque";1773
"160015 Pedra Branca do Amapari";981
"160053 Porto Grande";1065
"160055 Pracuúba";46
"160060 Santana";285
"160005 Serra do Navio";828
"160070 Tartarugalzinho";456
"160080 Vitória do Jari";241
"170025 Abreulândia";97
"170030 Aguiarnópolis";18
"170035 Aliança do Tocantins";9
"170040 Almas";43
"170070 Alvorada";17
"170100 Ananás";108
"170105 Angico";13
"170110 Aparecida do Rio Negro";63
"170130 Aragominas";16
"170190 Araguacema";152
"170200 Araguaçu";80
"170210 Araguaína";361
"170215 Araguanã";27
"170220 Araguatins";73
"170230 Arapoema";28
"170240 Arraias";14
"170255 Augustinópolis";27
"170270 Aurora do Tocantins";74
"170290 Axixá do Tocantins";36
"170300 Babaçulândia";20
"170305 Bandeirantes do Tocantins";6
"170307 Barra do Ouro";12
"170310 Barrolândia";24
"170320 Bernardo Sayão";10
"170330 Bom Jesus do Tocantins";27
"170360 Brasilândia do Tocantins";30
"170370 Brejinho de Nazaré";46
"170380 Buriti do Tocantins";16
"170382 Cachoeirinha";31
"170384 Campos Lindos";14
"170386 Cariri do Tocantins";2
"170388 Carmolândia";9
"170389 Carrasco Bonito";8
"170390 Caseara";78
"170410 Centenário";49
"170510 Chapada da Natividade";9
"170460 Chapada de Areia";11
"170550 Colinas do Tocantins";85
"171670 Colméia";34
"170555 Combinado";39
"170560 Conceição do Tocantins";3
"170600 Couto Magalhães";60
"170610 Cristalândia";79
"170625 Crixás do Tocantins";6
"170650 Darcinópolis";33
"170700 Dianópolis";133
"170710 Divinópolis do Tocantins";67
"170720 Dois Irmãos do Tocantins";82
"170730 Dueré";21
"170740 Esperantina";41
"170755 Fátima";22
"170765 Figueirópolis";15
"170770 Filadélfia";28
"170820 Formoso do Araguaia";38
"170825 Fortaleza do Tabocão";24
"170830 Goianorte";37
"170900 Goiatins";72
"170930 Guaraí";175
"170950 Gurupi";88
"170980 Ipueiras";14
"171050 Itacajá";86
"171070 Itaguatins";5
"171090 Itapiratins";16
"171110 Itaporã do Tocantins";24
"171150 Jaú do Tocantins";32
"171180 Juarina";9
"171190 Lagoa da Confusão";58
"171195 Lagoa do Tocantins";6
"171200 Lajeado";41
"171215 Lavandeira";41
"171240 Lizarda";14
"171245 Luzinópolis";33
"171250 Marianópolis do Tocantins";106
"171270 Mateiros";10
"171280 Maurilândia do Tocantins";27
"171320 Miracema do Tocantins";100
"171330 Miranorte";50
"171360 Monte do Carmo";215
"171370 Monte Santo do Tocantins";25
"171395 Muricilândia";13
"171420 Natividade";20
"171430 Nazaré";16
"171488 Nova Olinda";41
"171500 Nova Rosalândia";24
"171510 Novo Acordo";11
"171515 Novo Alegre";34
"171525 Novo Jardim";39
"171550 Oliveira de Fátima";8
"172100 Palmas";541
"171570 Palmeirante";10
"171380 Palmeiras do Tocantins";14
"171575 Palmeirópolis";63
"171610 Paraíso do Tocantins";135
"171620 Paranã";12
"171630 Pau D'Arco";23
"171650 Pedro Afonso";87
"171660 Peixe";15
"171665 Pequizeiro";6
"171700 Pindorama do Tocantins";65
"171720 Piraquê";39
"171750 Pium";105
"171780 Ponte Alta do Bom Jesus";19
"171790 Ponte Alta do Tocantins";222
"171800 Porto Alegre do Tocantins";28
"171820 Porto Nacional";236
"171830 Praia Norte";10
"171840 Presidente Kennedy";30
"171845 Pugmil";7
"171850 Recursolândia";97
"171855 Riachinho";54
"171865 Rio da Conceição";22
"171870 Rio dos Bois";20
"171875 Rio Sono";36
"171880 Sampaio";5
"171884 Sandolândia";62
"171886 Santa Fé do Araguaia";50
"171888 Santa Maria do Tocantins";39
"171889 Santa Rita do Tocantins";19
"171890 Santa Rosa do Tocantins";21
"171900 Santa Tereza do Tocantins";30
"172000 Santa Terezinha do Tocantins";15
"172010 São Bento do Tocantins";73
"172015 São Félix do Tocantins";2
"172020 São Miguel do Tocantins";34
"172025 São Salvador do Tocantins";11
"172030 São Sebastião do Tocantins";7
"172049 São Valério";9
"172065 Silvanópolis";36
"172080 Sítio Novo do Tocantins";44
"172085 Sucupira";4
"172090 Taguatinga";98
"172093 Taipas do Tocantins";10
"172097 Talismã";1
"172110 Tocantínia";276
"172120 Tocantinópolis";112
"172125 Tupirama";12
"172130 Tupiratins";8
"172208 Wanderlândia";64
"172210 Xambioá";145
"210005 Açailândia";865
"210010 Afonso Cunha";7
"210015 Água Doce do Maranhão";3
"210020 Alcântara";282
"210030 Aldeias Altas";139
"210040 Altamira do Maranhão";39
"210043 Alto Alegre do Maranhão";62
"210047 Alto Alegre do Pindaré";504
"210050 Alto Parnaíba";20
"210055 Amapá do Maranhão";100
"210060 Amarante do Maranhão";508
"210070 Anajatuba";16
"210080 Anapurus";188
"210083 Apicum-Açu";11
"210087 Araguanã";146
"210090 Araioses";2
"210095 Arame";550
"210100 Arari";4
"210110 Axixá";243
"210120 Bacabal";53
"210125 Bacabeira";14
"210130 Bacuri";9
"210135 Bacurituba";1
"210140 Balsas";120
"210150 Barão de Grajaú";10
"210160 Barra do Corda";317
"210170 Barreirinhas";910
"210177 Bela Vista do Maranhão";28
"210173 Belágua";97
"210180 Benedito Leite";4
"210190 Bequimão";32
"210193 Bernardo do Mearim";5
"210197 Boa Vista do Gurupi";34
"210200 Bom Jardim";349
"210203 Bom Jesus das Selvas";237
"210207 Bom Lugar";24
"210210 Brejo";139
"210215 Brejo de Areia";292
"210220 Buriti";150
"210230 Buriti Bravo";77
"210232 Buriticupu";790
"210235 Buritirana";52
"210237 Cachoeira Grande";75
"210240 Cajapió";1
"210250 Cajari";2
"210255 Campestre do Maranhão";51
"210260 Cândido Mendes";341
"210270 Cantanhede";128
"210275 Capinzal do Norte";11
"210280 Carolina";91
"210290 Carutapera";210
"210300 Caxias";271
"210310 Cedral";45
"210312 Central do Maranhão";23
"210315 Centro do Guilherme";169
"210317 Centro Novo do Maranhão";196
"210320 Chapadinha";488
"210325 Cidelândia";130
"210330 Codó";281
"210340 Coelho Neto";58
"210350 Colinas";295
"210355 Conceição do Lago-Açu";6
"210360 Coroatá";81
"210370 Cururupu";80
"210375 Davinópolis";37
"210380 Dom Pedro";37
"210390 Duque Bacelar";10
"210400 Esperantinópolis";62
"210405 Estreito";38
"210407 Feira Nova do Maranhão";24
"210408 Fernando Falcão";72
"210409 Formosa da Serra Negra";113
"210410 Fortaleza dos Nogueiras";35
"210420 Fortuna";47
"210430 Godofredo Viana";108
"210440 Gonçalves Dias";64
"210450 Governador Archer";23
"210455 Governador Edison Lobão";51
"210460 Governador Eugênio Barros";68
"210462 Governador Luiz Rocha";18
"210465 Governador Newton Bello";65
"210467 Governador Nunes Freire";393
"210470 Graça Aranha";12
"210480 Grajaú";272
"210490 Guimarães";77
"210500 Humberto de Campos";155
"210510 Icatu";114
"210515 Igarapé do Meio";16
"210520 Igarapé Grande";36
"210530 Imperatriz";504
"210535 Itaipava do Grajaú";105
"210540 Itapecuru Mirim";197
"210542 Itinga do Maranhão";439
"210545 Jatobá";49
"210547 Jenipapo dos Vieiras";92
"210550 João Lisboa";102
"210560 Joselândia";80
"210565 Junco do Maranhão";59
"210570 Lago da Pedra";427
"210580 Lago do Junco";104
"210594 Lago dos Rodrigues";38
"210590 Lago Verde";11
"210592 Lagoa do Mato";19
"210596 Lagoa Grande do Maranhão";82
"210598 Lajeado Novo";48
"210600 Lima Campos";16
"210610 Loreto";10
"210620 Luís Domingues";177
"210630 Magalhães de Almeida";11
"210632 Maracaçumé";205
"210635 Marajá do Sena";319
"210637 Maranhãozinho";200
"210640 Mata Roma";150
"210650 Matinha";17
"210660 Matões";188
"210663 Matões do Norte";18
"210667 Milagres do Maranhão";42
"210670 Mirador";181
"210675 Miranda do Norte";6
"210680 Mirinzal";109
"210690 Monção";18
"210700 Montes Altos";418
"210710 Morros";270
"210720 Nina Rodrigues";104
"210725 Nova Colinas";24
"210730 Nova Iorque";9
"210735 Nova Olinda do Maranhão";79
"210740 Olho d'Água das Cunhãs";43
"210745 Olinda Nova do Maranhão";14
"210750 Paço do Lumiar";21
"210760 Palmeirândia";12
"210770 Paraibano";67
"210780 Parnarama";65
"210790 Passagem Franca";68
"210800 Pastos Bons";73
"210805 Paulino Neves";32
"210810 Paulo Ramos";452
"210820 Pedreiras";32
"210825 Pedro do Rosário";258
"210830 Penalva";13
"210840 Peri Mirim";5
"210845 Peritoró";70
"210850 Pindaré-Mirim";57
"210860 Pinheiro";260
"210870 Pio XII";48
"210880 Pirapemas";46
"210890 Poção de Pedras";79
"210900 Porto Franco";63
"210905 Porto Rico do Maranhão";51
"210910 Presidente Dutra";50
"210920 Presidente Juscelino";70
"210923 Presidente Médici";45
"210927 Presidente Sarney";62
"210930 Presidente Vargas";122
"210940 Primeira Cruz";23
"210945 Raposa";4
"210950 Riachão";66
"210955 Ribamar Fiquene";22
"210960 Rosário";103
"210970 Sambaíba";10
"210975 Santa Filomena do Maranhão";13
"210980 Santa Helena";71
"210990 Santa Inês";143
"211000 Santa Luzia";998
"211003 Santa Luzia do Paruá";268
"211010 Santa Quitéria do Maranhão";309
"211020 Santa Rita";52
"211023 Santana do Maranhão";25
"211027 Santo Amaro do Maranhão";50
"211030 Santo Antônio dos Lopes";45
"211040 São Benedito do Rio Preto";360
"211050 São Bento";43
"211060 São Bernardo";64
"211065 São Domingos do Azeitão";52
"211070 São Domingos do Maranhão";193
"211080 São Félix de Balsas";4
"211085 São Francisco do Brejão";58
"211090 São Francisco do Maranhão";2
"211100 São João Batista";1
"211102 São João do Carú";259
"211105 São João do Paraíso";53
"211107 São João do Soter";34
"211110 São João dos Patos";180
"211120 São José de Ribamar";35
"211125 São José dos Basílios";12
"211130 São Luís";139
"211140 São Luís Gonzaga do Maranhão";41
"211150 São Mateus do Maranhão";6
"211153 São Pedro da Água Branca";37
"211157 São Pedro dos Crentes";4
"211160 São Raimundo das Mangabeiras";37
"211163 São Raimundo do Doca Bezerra";6
"211167 São Roberto";29
"211170 São Vicente Ferrer";18
"211172 Satubinha";3
"211174 Senador Alexandre Costa";32
"211176 Senador La Rocque";94
"211178 Serrano do Maranhão";16
"211180 Sítio Novo";158
"211190 Sucupira do Norte";40
"211195 Sucupira do Riachão";23
"211200 Tasso Fragoso";12
"211210 Timbiras";82
"211220 Timon";136
"211223 Trizidela do Vale";28
"211227 Tufilândia";87
"211230 Tuntum";58
"211240 Turiaçu";547
"211245 Turilândia";95
"211250 Tutóia";98
"211260 Urbano Santos";700
"211270 Vargem Grande";153
"211280 Viana";74
"211285 Vila Nova dos Martírios";54
"211290 Vitória do Mearim";8
"211300 Vitorino Freire";363
"211400 Zé Doca";646
"220020 Água Branca";5
"220030 Alto Longá";1
"220040 Altos";165
"220045 Alvorada do Gurguéia";8
"220050 Amarante";2
"220060 Angical do Piauí";3
"220070 Anísio de Abreu";2
"220080 Antônio Almeida";3
"220100 Arraial";4
"220110 Avelino Lopes";2
"220115 Baixa Grande do Ribeiro";12
"220120 Barras";25
"220130 Barreiras do Piauí";3
"220140 Barro Duro";21
"220150 Batalha";12
"220160 Beneditinos";2
"220170 Bertolínia";1
"220173 Betânia do Piauí";1
"220177 Boa Hora";13
"220190 Bom Jesus";6
"220191 Bom Princípio do Piauí";2
"220194 Boqueirão do Piauí";1
"220196 Brasileira";8
"220205 Cabeceiras do Piauí";2
"220208 Cajueiro da Praia";1
"220209 Caldeirão Grande do Piauí";1
"220217 Campo Largo do Piauí";9
"220220 Campo Maior";6
"220225 Canavieira";1
"220230 Canto do Buriti";1
"220240 Capitão de Campos";19
"220245 Capitão Gervásio Oliveira";1
"220255 Caridade do Piauí";1
"220260 Castelo do Piauí";3
"220265 Caxingó";1
"220270 Cocal";4
"220271 Cocal de Telha";1
"220273 Coivaras";1
"220275 Colônia do Gurguéia";1
"220285 Coronel José Dias";1
"220290 Corrente";9
"220300 Cristalândia do Piauí";1
"220323 Currais";1
"220325 Curralinhos";3
"220330 Demerval Lobão";2
"220335 Dirceu Arcoverde";1
"220342 Domingos Mourão";2
"220350 Elesbão Veloso";1
"220360 Eliseu Martins";1
"220370 Esperantina";10
"220375 Fartura do Piauí";1
"220380 Flores do Piauí";1
"220385 Floresta do Piauí";1
"220390 Floriano";7
"220400 Francinópolis";1
"220420 Francisco Santos";1
"220430 Fronteiras";2
"220435 Geminiano";1
"220440 Gilbués";2
"220460 Hugo Napoleão";1
"220465 Ilha Grande";1
"220470 Inhuma";28
