2017
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisbr.def
Congenital Syphilis
"Município de residência";"Casos confirmados"
" MUNICIPIO IGNORADO - RO";1
"110001 ALTA FLORESTA D'OESTE";2
"110002 ARIQUEMES";18
"110004 CACOAL";5
"110006 COLORADO DO OESTE";2
"110007 CORUMBIARA";1
"110008 COSTA MARQUES";2
"110009 ESPIGAO D'OESTE";7
"110010 GUAJARA-MIRIM";6
"110011 JARU";7
"110012 JI-PARANA";13
"110013 MACHADINHO D'OESTE";7
"110014 NOVA BRASILANDIA D'OESTE";1
"110015 OURO PRETO DO OESTE";7
"110018 PIMENTA BUENO";10
"110020 PORTO VELHO";320
"110025 PRESIDENTE MEDICI";4
"110028 ROLIM DE MOURA";4
"110030 VILHENA";9
"110032 SAO MIGUEL DO GUAPORE";4
"110033 NOVA MAMORE";5
"110034 ALVORADA D'OESTE";1
"110037 ALTO ALEGRE DOS PARECIS";1
"110040 ALTO PARAISO";1
"110045 BURITIS";6
"110060 CACAULANDIA";1
"110080 CANDEIAS DO JAMARI";16
"110092 CHUPINGUAIA";2
"110094 CUJUBIM";3
"110110 ITAPUA DO OESTE";3
"110140 MONTE NEGRO";1
"110148 SAO FELIPE D'OESTE";1
"110149 SAO FRANCISCO DO GUAPORE";3
"110150 SERINGUEIRAS";4
"110160 THEOBROMA";1
"110175 VALE DO ANARI";1
"110180 VALE DO PARAISO";1
"120001 ACRELANDIA";8
"120005 ASSIS BRASIL";9
"120010 BRASILEIA";25
"120013 BUJARI";17
"120017 CAPIXABA";23
"120020 CRUZEIRO DO SUL";51
"120025 EPITACIOLANDIA";18
"120030 FEIJO";8
"120032 JORDAO";3
"120033 MANCIO LIMA";10
"120034 MANOEL URBANO";4
"120035 MARECHAL THAUMATURGO";4
"120038 PLACIDO DE CASTRO";17
"120039 PORTO WALTER";4
"120040 RIO BRANCO";236
"120042 RODRIGUES ALVES";4
"120043 SANTA ROSA DO PURUS";6
"120045 SENADOR GUIOMARD";34
"120050 SENA MADUREIRA";28
"120060 TARAUACA";54
"120070 XAPURI";14
"120080 PORTO ACRE";35
"130002 ALVARAES";6
"130006 AMATURA";1
"130008 ANAMA";7
"130010 ANORI";13
"130014 APUI";1
"130020 ATALAIA DO NORTE";5
"130030 AUTAZES";18
"130040 BARCELOS";2
"130050 BARREIRINHA";13
"130060 BENJAMIN CONSTANT";8
"130063 BERURI";2
"130068 BOA VISTA DO RAMOS";4
"130070 BOCA DO ACRE";16
"130080 BORBA";12
"130083 CAAPIRANGA";3
"130090 CANUTAMA";3
"130100 CARAUARI";14
"130110 CAREIRO";24
"130115 CAREIRO DA VARZEA";8
"130120 COARI";3
"130130 CODAJAS";3
"130140 EIRUNEPE";22
"130150 ENVIRA";10
"130160 FONTE BOA";3
"130165 GUAJARA";13
"130170 HUMAITA";20
"130185 IRANDUBA";47
"130190 ITACOATIARA";19
"130195 ITAMARATI";1
"130200 ITAPIRANGA";3
"130210 JAPURA";5
"130220 JURUA";1
"130230 JUTAI";5
"130240 LABREA";16
"130250 MANACAPURU";51
"130255 MANAQUIRI";6
"130260 MANAUS";3089
"130270 MANICORE";17
"130280 MARAA";2
"130290 MAUES";11
"130300 NHAMUNDA";3
"130310 NOVA OLINDA DO NORTE";33
"130320 NOVO AIRAO";13
"130330 NOVO ARIPUANA";3
"130340 PARINTINS";63
"130350 PAUINI";3
"130353 PRESIDENTE FIGUEIREDO";11
"130356 RIO PRETO DA EVA";9
"130360 SANTA ISABEL DO RIO NEGRO";8
"130380 SAO GABRIEL DA CACHOEIRA";6
"130390 SAO PAULO DE OLIVENCA";2
"130395 SAO SEBASTIAO DO UATUMA";1
"130400 SILVES";1
"130406 TABATINGA";15
"130410 TAPAUA";2
"130420 TEFE";17
"130423 TONANTINS";1
"130426 UARINI";1
"130430 URUCARA";5
"130440 URUCURITUBA";4
"140002 AMAJARI";5
"140005 ALTO ALEGRE";7
"140010 BOA VISTA";417
"140015 BONFIM";6
"140017 CANTA";19
"140020 CARACARAI";33
"140023 CAROEBE";6
"140028 IRACEMA";1
"140030 MUCAJAI";24
"140040 NORMANDIA";4
"140045 PACARAIMA";35
"140047 RORAINOPOLIS";39
"140050 SAO JOAO DA BALIZA";5
"140060 SAO LUIZ";5
"140070 UIRAMUTA";5
"150010 ABAETETUBA";43
"150013 ABEL FIGUEIREDO";4
"150020 ACARA";26
"150030 AFUA";36
"150034 AGUA AZUL DO NORTE";1
"150040 ALENQUER";27
"150050 ALMEIRIM";6
"150060 ALTAMIRA";117
"150070 ANAJAS";9
"150080 ANANINDEUA";525
"150085 ANAPU";31
"150090 AUGUSTO CORREA";40
"150095 AURORA DO PARA";10
"150100 AVEIRO";6
"150110 BAGRE";15
"150120 BAIAO";16
"150125 BANNACH";1
"150130 BARCARENA";119
"150140 BELEM";1116
"150145 BELTERRA";6
"150150 BENEVIDES";77
"150157 BOM JESUS DO TOCANTINS";9
"150160 BONITO";1
"150170 BRAGANCA";154
"150172 BRASIL NOVO";6
"150175 BREJO GRANDE DO ARAGUAIA";6
"150178 BREU BRANCO";15
"150180 BREVES";188
"150190 BUJARU";15
"150195 CACHOEIRA DO PIRIA";4
"150200 CACHOEIRA DO ARARI";4
"150210 CAMETA";80
"150215 CANAA DOS CARAJAS";27
"150220 CAPANEMA";27
"150230 CAPITAO POCO";8
"150240 CASTANHAL";97
"150250 CHAVES";7
"150260 COLARES";10
"150270 CONCEICAO DO ARAGUAIA";21
"150275 CONCORDIA DO PARA";17
"150276 CUMARU DO NORTE";7
"150277 CURIONOPOLIS";24
"150280 CURRALINHO";11
"150285 CURUA";8
"150290 CURUCA";30
"150293 DOM ELISEU";8
"150295 ELDORADO DOS CARAJAS";24
"150304 FLORESTA DO ARAGUAIA";7
"150307 GARRAFAO DO NORTE";4
"150309 GOIANESIA DO PARA";17
"150310 GURUPA";13
"150320 IGARAPE-ACU";15
"150330 IGARAPE-MIRI";17
"150340 INHANGAPI";7
"150345 IPIXUNA DO PARA";21
"150350 IRITUIA";14
"150360 ITAITUBA";127
"150370 ITUPIRANGA";29
"150375 JACAREACANGA";7
"150380 JACUNDA";25
"150390 JURUTI";15
"150400 LIMOEIRO DO AJURU";16
"150405 MAE DO RIO";3
"150410 MAGALHAES BARATA";6
"150420 MARABA";595
"150430 MARACANA";5
"150440 MARAPANIM";16
"150442 MARITUBA";200
"150445 MEDICILANDIA";12
"150450 MELGACO";13
"150460 MOCAJUBA";12
"150470 MOJU";77
"150475 MOJUI DOS CAMPOS";8
"150480 MONTE ALEGRE";16
"150490 MUANA";40
"150495 NOVA ESPERANCA DO PIRIA";1
"150497 NOVA IPIXUNA";11
"150500 NOVA TIMBOTEUA";4
"150503 NOVO PROGRESSO";17
"150506 NOVO REPARTIMENTO";41
"150510 OBIDOS";45
"150520 OEIRAS DO PARA";39
"150530 ORIXIMINA";50
"150540 OUREM";10
"150543 OURILANDIA DO NORTE";9
"150548 PACAJA";6
"150549 PALESTINA DO PARA";5
"150550 PARAGOMINAS";63
"150553 PARAUAPEBAS";315
"150555 PAU D'ARCO";3
"150560 PEIXE-BOI";1
"150563 PICARRA";9
"150570 PONTA DE PEDRAS";8
"150580 PORTEL";10
"150590 PORTO DE MOZ";1
"150600 PRAINHA";10
"150610 PRIMAVERA";1
"150611 QUATIPURU";8
"150613 REDENCAO";85
"150616 RIO MARIA";7
"150618 RONDON DO PARA";6
"150619 RUROPOLIS";12
"150620 SALINOPOLIS";20
"150630 SALVATERRA";2
"150635 SANTA BARBARA DO PARA";28
"150640 SANTA CRUZ DO ARARI";1
"150650 SANTA IZABEL DO PARA";72
"150655 SANTA LUZIA DO PARA";6
"150658 SANTA MARIA DAS BARREIRAS";2
"150660 SANTA MARIA DO PARA";8
"150670 SANTANA DO ARAGUAIA";38
"150680 SANTAREM";339
"150690 SANTAREM NOVO";2
"150700 SANTO ANTONIO DO TAUA";16
"150710 SAO CAETANO DE ODIVELAS";15
"150715 SAO DOMINGOS DO ARAGUAIA";32
"150720 SAO DOMINGOS DO CAPIM";13
"150730 SAO FELIX DO XINGU";36
"150740 SAO FRANCISCO DO PARA";2
"150745 SAO GERALDO DO ARAGUAIA";33
