2012
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/ltabr.def
American Tegumentary Leishmaniasis
"Município de residência";"Casos confirmados"
"110001 Alta Floresta D'Oeste";243
"110037 Alto Alegre dos Parecis";213
"110040 Alto Paraíso";100
"110034 Alvorada D'Oeste";79
"110002 Ariquemes";448
"110045 Buritis";232
"110003 Cabixi";61
"110060 Cacaulândia";63
"110004 Cacoal";495
"110070 Campo Novo de Rondônia";174
"110080 Candeias do Jamari";113
"110090 Castanheiras";62
"110005 Cerejeiras";94
"110092 Chupinguaia";270
"110006 Colorado do Oeste";111
"110007 Corumbiara";119
"110008 Costa Marques";232
"110094 Cujubim";342
"110009 Espigão D'Oeste";605
"110100 Governador Jorge Teixeira";112
"110010 Guajará-Mirim";229
"110110 Itapuã do Oeste";26
"110011 Jaru";193
"110012 Ji-Paraná";441
"110013 Machadinho D'Oeste";446
"110120 Ministro Andreazza";58
"110130 Mirante da Serra";79
"110140 Monte Negro";123
"110014 Nova Brasilândia D'Oeste";119
"110033 Nova Mamoré";326
"110143 Nova União";21
"110050 Novo Horizonte do Oeste";72
"110015 Ouro Preto do Oeste";80
"110145 Parecis";153
"110018 Pimenta Bueno";466
"110146 Pimenteiras do Oeste";15
"110020 Porto Velho";1431
"110025 Presidente Médici";83
"110147 Primavera de Rondônia";35
"110026 Rio Crespo";45
"110028 Rolim de Moura";426
"110029 Santa Luzia D'Oeste";67
"110148 São Felipe D'Oeste";49
"110149 São Francisco do Guaporé";307
"110032 São Miguel do Guaporé";198
"110150 Seringueiras";74
"110155 Teixeirópolis";10
"110160 Theobroma";64
"110170 Urupá";38
"110175 Vale do Anari";71
"110180 Vale do Paraíso";52
"110030 Vilhena";1191
"110000 Município ignorado - RO";4
"120001 Acrelândia";192
"120005 Assis Brasil";732
"120010 Brasiléia";821
"120013 Bujari";241
"120017 Capixaba";387
"120020 Cruzeiro do Sul";554
"120025 Epitaciolândia";564
"120030 Feijó";600
"120032 Jordão";151
"120033 Mâncio Lima";402
"120034 Manoel Urbano";296
"120035 Marechal Thaumaturgo";469
"120038 Plácido de Castro";364
"120080 Porto Acre";182
"120039 Porto Walter";144
"120040 Rio Branco";2249
"120042 Rodrigues Alves";116
"120043 Santa Rosa do Purus";220
"120050 Sena Madureira";1303
"120045 Senador Guiomard";153
"120060 Tarauacá";260
"120070 Xapuri";1163
"120000 Município ignorado - AC";1
"130002 Alvarães";15
"130006 Amaturá";13
"130008 Anamã";17
"130010 Anori";13
"130014 Apuí";221
"130020 Atalaia do Norte";128
"130030 Autazes";151
"130040 Barcelos";210
"130050 Barreirinha";131
"130060 Benjamin Constant";41
"130063 Beruri";7
"130068 Boa Vista do Ramos";32
"130070 Boca do Acre";673
"130080 Borba";126
"130083 Caapiranga";58
"130090 Canutama";74
"130100 Carauari";138
"130110 Careiro";46
"130115 Careiro da Várzea";10
"130120 Coari";121
"130130 Codajás";12
"130140 Eirunepé";296
"130150 Envira";327
"130160 Fonte Boa";20
"130165 Guajará";105
"130170 Humaitá";583
"130180 Ipixuna";146
"130185 Iranduba";54
"130190 Itacoatiara";988
"130195 Itamarati";34
"130200 Itapiranga";66
"130210 Japurá";50
"130220 Juruá";11
"130230 Jutaí";6
"130240 Lábrea";460
"130250 Manacapuru";227
"130255 Manaquiri";5
"130260 Manaus";5144
"130270 Manicoré";303
"130280 Maraã";16
"130290 Maués";345
"130300 Nhamundá";161
"130310 Nova Olinda do Norte";97
"130320 Novo Airão";143
"130330 Novo Aripuanã";253
"130340 Parintins";125
"130350 Pauini";230
"130353 Presidente Figueiredo";2000
"130356 Rio Preto da Eva";1991
"130360 Santa Isabel do Rio Negro";121
"130370 Santo Antônio do Içá";19
"130380 São Gabriel da Cachoeira";253
"130390 São Paulo de Olivença";23
"130395 São Sebastião do Uatumã";39
"130400 Silves";119
"130406 Tabatinga";57
"130410 Tapauá";113
"130420 Tefé";120
"130423 Tonantins";28
"130426 Uarini";29
"130430 Urucará";34
"130440 Urucurituba";8
"130000 Município ignorado - AM";4
"140005 Alto Alegre";224
"140002 Amajari";132
"140010 Boa Vista";1261
