2022
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/zikabr.def
Zika Virus
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 ALTA FLORESTA D'OESTE";5;4;-;-;-;-;-;-;-;-;-;-;9
"110002 ARIQUEMES";83;5;10;17;36;11;6;6;1;1;6;22;204
"110003 CABIXI";-;-;-;2;-;-;-;-;-;-;-;-;2
"110004 CACOAL";19;74;40;34;12;6;3;2;-;2;3;3;198
"110005 CEREJEIRAS";2;24;28;4;11;2;1;-;-;-;1;1;74
"110009 ESPIGAO D'OESTE";-;-;8;4;-;-;-;-;-;-;-;-;12
"110010 GUAJARA-MIRIM";2;-;2;2;2;-;3;-;1;-;-;-;12
"110011 JARU";-;-;1;-;-;-;-;-;-;-;-;1;2
"110012 JI-PARANA";2;10;5;34;53;2;1;4;2;1;-;-;114
"110013 MACHADINHO D'OESTE";1;1;-;-;-;2;-;1;-;-;-;-;5
"110014 NOVA BRASILANDIA D'OESTE";1;-;-;-;2;-;-;-;-;-;1;-;4
"110015 OURO PRETO DO OESTE";-;-;3;3;10;-;1;1;-;-;-;-;18
"110018 PIMENTA BUENO";-;-;-;-;2;3;-;-;1;-;-;-;6
"110020 PORTO VELHO";30;20;15;29;19;32;28;21;18;16;28;53;309
"110025 PRESIDENTE MEDICI";25;11;29;34;11;9;8;9;3;1;9;7;156
"110026 RIO CRESPO";-;1;-;-;-;-;-;-;-;-;-;-;1
"110028 ROLIM DE MOURA";-;1;8;2;-;-;-;-;-;-;1;-;12
"110029 SANTA LUZIA D'OESTE";-;-;4;2;-;-;-;-;-;-;-;-;6
"110030 VILHENA";2;6;2;1;1;1;-;1;-;-;5;1;20
"110032 SAO MIGUEL DO GUAPORE";-;2;-;-;2;2;-;-;-;-;-;-;6
"110033 NOVA MAMORE";-;-;-;-;-;2;-;-;-;-;-;-;2
"110034 ALVORADA D'OESTE";-;2;2;2;-;-;-;-;2;-;1;1;10
"110040 ALTO PARAISO";-;2;12;-;-;-;-;-;1;-;-;-;15
"110045 BURITIS";-;1;-;-;-;-;-;-;-;-;-;-;1
"110050 NOVO HORIZONTE DO OESTE";-;-;-;-;-;-;2;-;-;-;-;-;2
"110060 CACAULANDIA";1;-;-;-;-;2;1;-;-;-;1;2;7
"110070 CAMPO NOVO DE RONDONIA";-;-;-;-;2;-;-;-;-;-;-;-;2
"110080 CANDEIAS DO JAMARI";1;-;-;-;-;1;2;2;1;-;-;-;7
"110092 CHUPINGUAIA";-;1;-;-;-;-;-;3;-;-;-;-;4
"110094 CUJUBIM";-;-;2;-;2;-;-;-;-;-;-;-;4
"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;2;-;-;-;-;-;-;-;-;2
"110120 MINISTRO ANDREAZZA";-;-;2;-;-;-;-;-;-;-;-;-;2
