2020
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisbr.def
Congenital Syphilis
"Município de residência";"Casos confirmados"
"110002 ARIQUEMES";12
"110004 CACOAL";3
"110008 COSTA MARQUES";2
"110009 ESPIGAO D'OESTE";5
"110010 GUAJARA-MIRIM";5
"110011 JARU";5
"110012 JI-PARANA";5
"110013 MACHADINHO D'OESTE";3
"110014 NOVA BRASILANDIA D'OESTE";1
"110015 OURO PRETO DO OESTE";3
"110018 PIMENTA BUENO";2
"110020 PORTO VELHO";88
"110025 PRESIDENTE MEDICI";3
"110028 ROLIM DE MOURA";1
"110030 VILHENA";2
"110032 SAO MIGUEL DO GUAPORE";3
"110033 NOVA MAMORE";4
"110045 BURITIS";1
"110080 CANDEIAS DO JAMARI";5
"110094 CUJUBIM";2
"110110 ITAPUA DO OESTE";2
"110150 SERINGUEIRAS";3
"110160 THEOBROMA";1
"110175 VALE DO ANARI";1
"110180 VALE DO PARAISO";1
"120001 ACRELANDIA";4
"120005 ASSIS BRASIL";3
"120010 BRASILEIA";14
"120013 BUJARI";11
"120017 CAPIXABA";10
"120020 CRUZEIRO DO SUL";30
"120025 EPITACIOLANDIA";11
"120030 FEIJO";7
"120032 JORDAO";1
"120033 MANCIO LIMA";2
"120034 MANOEL URBANO";4
"120035 MARECHAL THAUMATURGO";2
"120038 PLACIDO DE CASTRO";14
"120039 PORTO WALTER";2
"120040 RIO BRANCO";171
"120042 RODRIGUES ALVES";3
"120043 SANTA ROSA DO PURUS";5
"120045 SENADOR GUIOMARD";18
"120050 SENA MADUREIRA";13
"120060 TARAUACA";12
"120070 XAPURI";3
"120080 PORTO ACRE";21
"130002 ALVARAES";4
"130006 AMATURA";1
"130008 ANAMA";1
"130014 APUI";1
"130020 ATALAIA DO NORTE";1
"130030 AUTAZES";12
"130040 BARCELOS";2
"130050 BARREIRINHA";4
"130060 BENJAMIN CONSTANT";5
"130063 BERURI";1
"130070 BOCA DO ACRE";12
"130080 BORBA";7
"130083 CAAPIRANGA";2
"130090 CANUTAMA";1
"130100 CARAUARI";9
"130110 CAREIRO";3
"130115 CAREIRO DA VARZEA";5
"130130 CODAJAS";3
"130140 EIRUNEPE";10
"130150 ENVIRA";10
"130160 FONTE BOA";3
"130165 GUAJARA";6
"130170 HUMAITA";5
"130185 IRANDUBA";16
"130190 ITACOATIARA";9
"130195 ITAMARATI";1
"130200 ITAPIRANGA";3
"130210 JAPURA";3
"130220 JURUA";1
"130230 JUTAI";5
"130240 LABREA";8
"130250 MANACAPURU";32
"130255 MANAQUIRI";1
"130260 MANAUS";1098
"130270 MANICORE";14
"130280 MARAA";1
"130290 MAUES";2
"130300 NHAMUNDA";1
"130310 NOVA OLINDA DO NORTE";18
"130320 NOVO AIRAO";3
"130340 PARINTINS";39
"130350 PAUINI";2
"130353 PRESIDENTE FIGUEIREDO";4
"130356 RIO PRETO DA EVA";4
"130360 SANTA ISABEL DO RIO NEGRO";4
"130380 SAO GABRIEL DA CACHOEIRA";2
"130390 SAO PAULO DE OLIVENCA";1
"130395 SAO SEBASTIAO DO UATUMA";1
"130400 SILVES";1
"130406 TABATINGA";10
"130420 TEFE";10
"130426 UARINI";1
"130430 URUCARA";5
"130440 URUCURITUBA";1
"140002 AMAJARI";4
"140005 ALTO ALEGRE";5
"140010 BOA VISTA";313
"140015 BONFIM";6
"140017 CANTA";13
"140020 CARACARAI";20
"140023 CAROEBE";6
"140028 IRACEMA";1
"140030 MUCAJAI";18
"140040 NORMANDIA";3
"140045 PACARAIMA";32
"140047 RORAINOPOLIS";31
"140050 SAO JOAO DA BALIZA";3
"140060 SAO LUIZ";5
"140070 UIRAMUTA";3
"150010 ABAETETUBA";27
"150013 ABEL FIGUEIREDO";3
"150020 ACARA";17
"150030 AFUA";19
"150034 AGUA AZUL DO NORTE";1
"150040 ALENQUER";20
"150050 ALMEIRIM";5
"150060 ALTAMIRA";42
"150070 ANAJAS";6
"150080 ANANINDEUA";307
"150085 ANAPU";23
"150090 AUGUSTO CORREA";21
"150095 AURORA DO PARA";2
"150100 AVEIRO";1
"150110 BAGRE";12
"150120 BAIAO";5
"150130 BARCARENA";78
"150140 BELEM";814
"150145 BELTERRA";4
"150150 BENEVIDES";50
"150157 BOM JESUS DO TOCANTINS";5
"150160 BONITO";1
"150170 BRAGANCA";90
"150172 BRASIL NOVO";4
"150175 BREJO GRANDE DO ARAGUAIA";1
"150178 BREU BRANCO";6
"150180 BREVES";103
"150190 BUJARU";12
"150195 CACHOEIRA DO PIRIA";2
"150200 CACHOEIRA DO ARARI";3
"150210 CAMETA";43
"150215 CANAA DOS CARAJAS";25
"150220 CAPANEMA";15
"150230 CAPITAO POCO";7
"150240 CASTANHAL";57
"150250 CHAVES";3
"150260 COLARES";4
"150270 CONCEICAO DO ARAGUAIA";13
"150275 CONCORDIA DO PARA";9
"150276 CUMARU DO NORTE";5
"150277 CURIONOPOLIS";4
"150280 CURRALINHO";4
"150285 CURUA";3
"150290 CURUCA";22
"150293 DOM ELISEU";3
"150295 ELDORADO DOS CARAJAS";12
"150304 FLORESTA DO ARAGUAIA";4
"150307 GARRAFAO DO NORTE";2
"150309 GOIANESIA DO PARA";13
"150310 GURUPA";11
"150320 IGARAPE-ACU";9
"150330 IGARAPE-MIRI";5
"150340 INHANGAPI";5
"150345 IPIXUNA DO PARA";16
"150350 IRITUIA";7
"150360 ITAITUBA";68
"150370 ITUPIRANGA";16
"150375 JACAREACANGA";7
"150380 JACUNDA";18
"150390 JURUTI";7
"150400 LIMOEIRO DO AJURU";12
"150410 MAGALHAES BARATA";5
"150420 MARABA";252
"150430 MARACANA";2
"150440 MARAPANIM";7
"150442 MARITUBA";115
"150445 MEDICILANDIA";11
"150450 MELGACO";8
"150460 MOCAJUBA";8
"150470 MOJU";50
"150475 MOJUI DOS CAMPOS";7
"150480 MONTE ALEGRE";7
"150490 MUANA";32
"150497 NOVA IPIXUNA";3
"150500 NOVA TIMBOTEUA";2
"150503 NOVO PROGRESSO";14
"150506 NOVO REPARTIMENTO";17
"150510 OBIDOS";10
"150520 OEIRAS DO PARA";12
"150530 ORIXIMINA";27
"150540 OUREM";7
"150543 OURILANDIA DO NORTE";7
"150548 PACAJA";5
"150549 PALESTINA DO PARA";2
"150550 PARAGOMINAS";37
"150553 PARAUAPEBAS";186
"150560 PEIXE-BOI";1
"150563 PICARRA";2
"150570 PONTA DE PEDRAS";6
"150580 PORTEL";7
"150590 PORTO DE MOZ";1
"150600 PRAINHA";6
"150611 QUATIPURU";3
