2008
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/meninbr.def
Meningitis
"Município de residência";"Casos confirmados"
"110001 ALTA FLORESTA D'OESTE";29
"110002 ARIQUEMES";42
"110003 CABIXI";3
"110004 CACOAL";117
"110005 CEREJEIRAS";8
"110006 COLORADO DO OESTE";5
"110007 CORUMBIARA";1
"110008 COSTA MARQUES";3
"110009 ESPIGAO D'OESTE";43
"110010 GUAJARA-MIRIM";18
"110011 JARU";19
"110012 JI-PARANA";48
"110013 MACHADINHO D'OESTE";11
"110014 NOVA BRASILANDIA D'OESTE";9
"110015 OURO PRETO DO OESTE";30
"110018 PIMENTA BUENO";28
"110020 PORTO VELHO";333
"110025 PRESIDENTE MEDICI";5
"110026 RIO CRESPO";2
"110028 ROLIM DE MOURA";37
"110029 SANTA LUZIA D'OESTE";8
"110030 VILHENA";40
"110032 SAO MIGUEL DO GUAPORE";8
"110033 NOVA MAMORE";14
"110034 ALVORADA D'OESTE";6
"110037 ALTO ALEGRE DOS PARECIS";2
"110040 ALTO PARAISO";4
"110045 BURITIS";16
"110050 NOVO HORIZONTE DO OESTE";6
"110060 CACAULANDIA";1
"110070 CAMPO NOVO DE RONDONIA";1
"110080 CANDEIAS DO JAMARI";15
"110090 CASTANHEIRAS";1
"110092 CHUPINGUAIA";7
"110094 CUJUBIM";9
"110100 GOVERNADOR JORGE TEIXEIRA";5
"110110 ITAPUA DO OESTE";3
"110120 MINISTRO ANDREAZZA";8
"110130 MIRANTE DA SERRA";7
"110140 MONTE NEGRO";3
"110143 NOVA UNIAO";2
"110145 PARECIS";6
"110147 PRIMAVERA DE RONDONIA";2
"110148 SAO FELIPE D'OESTE";4
"110149 SAO FRANCISCO DO GUAPORE";4
"110150 SERINGUEIRAS";4
"110155 TEIXEIROPOLIS";2
"110160 THEOBROMA";3
"110170 URUPA";6
"110180 VALE DO PARAISO";4
"120001 ACRELANDIA";5
"120005 ASSIS BRASIL";3
"120010 BRASILEIA";4
"120013 BUJARI";5
"120017 CAPIXABA";2
"120020 CRUZEIRO DO SUL";29
"120025 EPITACIOLANDIA";8
"120030 FEIJO";20
"120032 JORDAO";2
"120033 MANCIO LIMA";7
"120034 MANOEL URBANO";1
"120035 MARECHAL THAUMATURGO";2
"120038 PLACIDO DE CASTRO";3
"120039 PORTO WALTER";4
"120040 RIO BRANCO";154
"120042 RODRIGUES ALVES";7
"120043 SANTA ROSA DO PURUS";6
"120045 SENADOR GUIOMARD";13
"120050 SENA MADUREIRA";8
"120060 TARAUACA";17
"120070 XAPURI";2
"120080 PORTO ACRE";6
"130002 ALVARAES";5
"130006 AMATURA";2
"130008 ANAMA";3
"130010 ANORI";5
"130014 APUI";2
"130020 ATALAIA DO NORTE";1
"130030 AUTAZES";16
"130040 BARCELOS";9
"130050 BARREIRINHA";9
"130060 BENJAMIN CONSTANT";12
"130063 BERURI";3
"130068 BOA VISTA DO RAMOS";6
"130070 BOCA DO ACRE";13
"130080 BORBA";14
"130083 CAAPIRANGA";1
"130090 CANUTAMA";3
"130100 CARAUARI";3
"130110 CAREIRO";17
"130115 CAREIRO DA VARZEA";10
"130120 COARI";14
"130130 CODAJAS";10
"130140 EIRUNEPE";11
"130150 ENVIRA";5
"130160 FONTE BOA";5
"130165 GUAJARA";8
"130170 HUMAITA";24
"130180 IPIXUNA";5
"130185 IRANDUBA";32
"130190 ITACOATIARA";32
"130195 ITAMARATI";1
"130210 JAPURA";2
"130220 JURUA";4
"130230 JUTAI";2
"130240 LABREA";14
"130250 MANACAPURU";48
"130255 MANAQUIRI";5
"130260 MANAUS";1931
"130270 MANICORE";5
"130280 MARAA";3
"130290 MAUES";21
"130300 NHAMUNDA";2
"130310 NOVA OLINDA DO NORTE";2
"130320 NOVO AIRAO";11
"130330 NOVO ARIPUANA";3
"130340 PARINTINS";31
"130350 PAUINI";5
"130353 PRESIDENTE FIGUEIREDO";8
"130356 RIO PRETO DA EVA";15
"130360 SANTA ISABEL DO RIO NEGRO";5
"130370 SANTO ANTONIO DO ICA";3
"130380 SAO GABRIEL DA CACHOEIRA";26
"130390 SAO PAULO DE OLIVENCA";2
"130395 SAO SEBASTIAO DO UATUMA";2
"130406 TABATINGA";17
"130410 TAPAUA";14
"130420 TEFE";12
"130423 TONANTINS";3
"130426 UARINI";2
"130430 URUCARA";2
"130440 URUCURITUBA";3
"140002 AMAJARI";5
"140005 ALTO ALEGRE";10
"140010 BOA VISTA";211
"140015 BONFIM";6
"140017 CANTA";4
"140020 CARACARAI";6
"140023 CAROEBE";3
"140028 IRACEMA";3
"140030 MUCAJAI";10
"140040 NORMANDIA";10
"140045 PACARAIMA";7
"140047 RORAINOPOLIS";9
"140050 SAO JOAO DA BALIZA";1
"140060 SAO LUIZ";2
"140070 UIRAMUTA";10
" MUNICIPIO IGNORADO - PA";1
"150010 ABAETETUBA";134
"150013 ABEL FIGUEIREDO";1
"150020 ACARA";90
"150030 AFUA";14
"150034 AGUA AZUL DO NORTE";2
"150040 ALENQUER";9
"150050 ALMEIRIM";5
"150060 ALTAMIRA";75
"150070 ANAJAS";19
"150080 ANANINDEUA";562
"150085 ANAPU";12
"150090 AUGUSTO CORREA";24
"150095 AURORA DO PARA";25
"150100 AVEIRO";2
"150110 BAGRE";12
"150120 BAIAO";16
"150125 BANNACH";2
"150130 BARCARENA";128
"150140 BELEM";2194
"150145 BELTERRA";4
"150150 BENEVIDES";92
"150157 BOM JESUS DO TOCANTINS";3
"150160 BONITO";8
"150170 BRAGANCA";81
"150172 BRASIL NOVO";9
"150178 BREU BRANCO";16
"150180 BREVES";39
"150190 BUJARU";20
