2019
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/meninbr.def
Meningitis
"Município de residência";"Casos confirmados"
"110001 ALTA FLORESTA D'OESTE";5
"110002 ARIQUEMES";6
"110004 CACOAL";14
"110005 CEREJEIRAS";3
"110007 CORUMBIARA";1
"110008 COSTA MARQUES";2
"110009 ESPIGAO D'OESTE";2
"110010 GUAJARA-MIRIM";4
"110011 JARU";3
"110012 JI-PARANA";9
"110013 MACHADINHO D'OESTE";5
"110014 NOVA BRASILANDIA D'OESTE";1
"110015 OURO PRETO DO OESTE";4
"110018 PIMENTA BUENO";3
"110020 PORTO VELHO";64
"110025 PRESIDENTE MEDICI";1
"110026 RIO CRESPO";2
"110028 ROLIM DE MOURA";12
"110029 SANTA LUZIA D'OESTE";1
"110030 VILHENA";13
"110032 SAO MIGUEL DO GUAPORE";1
"110033 NOVA MAMORE";2
"110034 ALVORADA D'OESTE";1
"110037 ALTO ALEGRE DOS PARECIS";1
"110045 BURITIS";1
"110080 CANDEIAS DO JAMARI";2
"110092 CHUPINGUAIA";1
"110094 CUJUBIM";2
"110110 ITAPUA DO OESTE";1
"110130 MIRANTE DA SERRA";4
"110143 NOVA UNIAO";1
"110145 PARECIS";1
"110149 SAO FRANCISCO DO GUAPORE";1
"110150 SERINGUEIRAS";1
"110160 THEOBROMA";1
"110180 VALE DO PARAISO";3
"120005 ASSIS BRASIL";1
"120013 BUJARI";2
"120017 CAPIXABA";1
"120020 CRUZEIRO DO SUL";5
"120025 EPITACIOLANDIA";3
"120030 FEIJO";7
"120033 MANCIO LIMA";1
"120034 MANOEL URBANO";1
"120035 MARECHAL THAUMATURGO";1
"120038 PLACIDO DE CASTRO";1
"120039 PORTO WALTER";2
"120040 RIO BRANCO";38
"120045 SENADOR GUIOMARD";7
"120050 SENA MADUREIRA";2
"120060 TARAUACA";5
"120080 PORTO ACRE";1
"130002 ALVARAES";2
"130010 ANORI";2
"130030 AUTAZES";1
"130040 BARCELOS";2
"130050 BARREIRINHA";2
"130060 BENJAMIN CONSTANT";1
"130068 BOA VISTA DO RAMOS";1
"130070 BOCA DO ACRE";2
"130080 BORBA";5
"130110 CAREIRO";4
"130115 CAREIRO DA VARZEA";3
"130120 COARI";2
"130130 CODAJAS";4
"130140 EIRUNEPE";2
"130150 ENVIRA";2
"130165 GUAJARA";3
"130170 HUMAITA";6
"130180 IPIXUNA";1
"130185 IRANDUBA";5
"130190 ITACOATIARA";8
"130240 LABREA";5
"130250 MANACAPURU";5
"130260 MANAUS";427
"130270 MANICORE";1
"130280 MARAA";1
"130290 MAUES";6
"130300 NHAMUNDA";1
"130320 NOVO AIRAO";2
"130330 NOVO ARIPUANA";1
"130340 PARINTINS";9
"130350 PAUINI";2
"130353 PRESIDENTE FIGUEIREDO";1
"130356 RIO PRETO DA EVA";4
"130360 SANTA ISABEL DO RIO NEGRO";2
"130370 SANTO ANTONIO DO ICA";1
"130380 SAO GABRIEL DA CACHOEIRA";8
"130406 TABATINGA";5
"130420 TEFE";2
"130426 UARINI";2
"130440 URUCURITUBA";2
"140002 AMAJARI";2
"140005 ALTO ALEGRE";2
"140010 BOA VISTA";81
"140015 BONFIM";2
"140017 CANTA";2
"140020 CARACARAI";1
"140023 CAROEBE";1
"140028 IRACEMA";1
"140030 MUCAJAI";1
"140040 NORMANDIA";6
"140045 PACARAIMA";4
"140047 RORAINOPOLIS";6
"140050 SAO JOAO DA BALIZA";1
"140070 UIRAMUTA";4
"150010 ABAETETUBA";30
"150020 ACARA";22
"150030 AFUA";2
"150040 ALENQUER";2
"150050 ALMEIRIM";1
"150060 ALTAMIRA";17
"150070 ANAJAS";1
"150080 ANANINDEUA";103
"150085 ANAPU";3
"150090 AUGUSTO CORREA";7
"150095 AURORA DO PARA";13
"150110 BAGRE";1
"150120 BAIAO";5
"150130 BARCARENA";27
"150140 BELEM";514
"150150 BENEVIDES";19
