2007
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebr.def
"Município de notificação";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"291390 IPIAU";-;170;510;1233;701;334;109;35;26;18;24;34;93;3287
"291400 IPIRA";-;121;120;166;190;53;6;10;6;16;16;20;15;739
"291410 IPUPIARA";-;40;64;112;95;68;3;-;-;1;1;15;65;464
"291420 IRAJUBA";-;2;-;4;8;5;3;-;1;-;-;-;1;24
"291430 IRAMAIA";-;25;27;140;57;9;2;3;1;-;-;3;-;267
"291440 IRAQUARA";-;13;104;218;160;76;18;3;1;6;12;2;1;614
"291450 IRARA";-;16;39;73;65;42;13;10;6;3;6;4;8;285
"291460 IRECE";-;276;772;3827;3145;1892;691;178;69;29;31;61;96;11067
"291465 ITABELA";-;25;198;147;104;31;29;15;4;4;7;1;12;577
"291470 ITABERABA";-;25;196;378;402;210;127;92;92;72;39;27;49;1709
"291480 ITABUNA";-;1020;3715;8428;6668;3573;1570;847;438;264;254;328;404;27509
"291490 ITACARE";-;18;17;131;238;191;72;18;15;11;8;9;18;746
"291500 ITAETE";-;5;12;31;9;9;8;2;12;5;2;8;7;110
"291510 ITAGI";-;56;230;314;219;85;6;2;1;2;2;9;13;939
"291520 ITAGIBA";-;49;108;140;119;46;18;8;20;25;8;76;30;647
"291530 ITAGIMIRIM";-;3;16;4;7;6;2;1;-;-;-;4;12;55
"291535 ITAGUACU DA BAHIA";-;17;68;169;80;48;57;21;3;-;-;3;6;472
"291540 ITAJU DO COLONIA";-;-;-;22;8;2;5;-;1;-;-;1;-;39
"291550 ITAJUIPE";-;25;30;141;148;72;20;18;7;15;17;15;13;521
"291560 ITAMARAJU";-;200;93;148;116;57;27;21;13;15;4;5;7;706
"291570 ITAMARI";-;-;10;11;15;5;4;1;-;-;-;2;-;48
"291580 ITAMBE";-;31;95;141;120;105;24;11;15;15;7;11;3;578
"291590 ITANAGRA";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"291600 ITANHEM";-;89;125;178;114;34;36;24;16;4;7;19;31;677
"291610 ITAPARICA";-;11;12;98;22;21;4;4;2;3;1;3;-;181
"291620 ITAPE";-;61;103;68;48;40;25;15;4;3;-;3;3;373
"291630 ITAPEBI";-;2;23;188;121;57;23;18;8;1;1;7;1;450
"291640 ITAPETINGA";-;351;585;515;176;97;50;34;26;21;14;24;35;1928
"291650 ITAPICURU";-;7;10;20;28;13;1;2;3;4;1;2;6;97
"291660 ITAPITANGA";-;18;14;52;110;39;18;11;1;2;2;2;17;286
"291670 ITAQUARA";-;6;12;90;41;25;6;7;2;1;1;3;3;197
"291680 ITARANTIM";-;13;25;195;193;123;7;3;3;1;-;1;-;564
"291685 ITATIM";-;6;10;22;28;18;14;8;5;3;-;2;2;118
"291690 ITIRUCU";-;26;120;461;149;9;-;2;1;1;7;2;1;779
"291700 ITIUBA";-;29;67;102;98;28;4;4;8;9;7;5;5;366
"291710 ITORORO";-;360;469;296;110;27;3;1;1;1;3;7;5;1283
"291720 ITUACU";-;14;15;9;5;3;-;-;1;-;1;-;-;48
"291730 ITUBERA";-;2;2;5;18;21;6;8;5;1;2;-;-;70
"291733 IUIU";-;45;32;139;142;76;5;7;2;-;-;1;1;450
"291735 JABORANDI";-;18;21;32;39;31;7;3;3;4;2;4;11;175
"291740 JACARACI";-;5;3;2;4;1;-;-;1;-;-;-;1;17
"291750 JACOBINA";-;205;630;1529;1465;692;243;128;75;33;28;76;63;5167
"291760 JAGUAQUARA";-;35;73;130;98;49;26;8;2;2;-;4;8;435
"291770 JAGUARARI";-;112;176;247;117;114;56;28;15;6;12;19;32;934
"291780 JAGUARIPE";-;1;2;15;3;3;-;-;-;-;1;-;-;25
"291790 JANDAIRA";-;8;-;-;3;2;1;-;-;1;-;5;-;20
"291800 JEQUIE";-;3961;4404;3661;2038;1165;491;313;257;243;266;429;1196;18424
"291810 JEREMOABO";-;27;86;268;215;62;20;22;20;11;2;6;10;749
"291820 JIQUIRICA";-;-;2;-;-;2;-;-;1;-;-;-;-;5
"291830 JITAUNA";-;16;29;58;88;89;15;7;4;1;3;4;3;317
"291835 JOAO DOURADO";-;148;184;907;955;532;117;48;20;6;9;3;8;2937
"291840 JUAZEIRO";-;173;188;562;2806;928;445;237;152;83;129;153;107;5963
"291845 JUCURUCU";-;2;-;12;29;5;2;4;2;-;3;1;-;60
"291850 JUSSARA";-;260;347;502;428;98;29;12;3;6;15;132;257;2089
"291855 JUSSARI";-;8;14;41;55;29;12;1;2;2;3;6;3;176
"291860 JUSSIAPE";-;-;-;1;1;1;-;-;-;-;-;1;-;4
"291870 LAFAIETE COUTINHO";-;18;95;82;29;4;32;12;2;-;6;15;12;307
"291875 LAGOA REAL";-;50;56;139;186;90;31;5;5;4;4;6;17;593
"291880 LAJE";-;-;1;1;6;3;1;3;5;-;2;-;-;22
"291890 LAJEDAO";-;38;75;68;94;67;26;24;8;7;5;3;7;422
"291900 LAJEDINHO";-;25;36;50;42;32;31;34;17;21;15;46;39;388
"291905 LAJEDO DO TABOCAL";-;4;9;59;20;9;2;-;-;-;1;-;-;104
"291910 LAMARAO";-;2;2;28;84;18;7;2;-;-;-;-;-;143
"291915 LAPAO";-;17;30;220;245;153;59;9;1;-;1;13;8;756
"291920 LAURO DE FREITAS";-;48;63;153;115;167;128;102;113;49;60;60;47;1105
"291930 LENCOIS";-;7;31;157;55;7;4;6;2;7;5;2;-;283
"291940 LICINIO DE ALMEIDA";-;3;29;122;43;14;-;-;-;-;-;-;-;211
"291950 LIVRAMENTO DE NOSSA SENHORA";-;7;18;56;244;124;48;15;3;3;2;-;2;522
"291955 LUIS EDUARDO MAGALHAES";-;43;95;246;602;503;92;26;4;2;3;6;15;1637
"291960 MACAJUBA";-;4;46;81;69;24;8;2;1;-;2;-;1;238
"291970 MACARANI";-;14;124;156;18;6;2;4;-;1;1;1;2;329
"291980 MACAUBAS";-;93;184;281;97;34;11;10;4;4;4;8;18;748
"291990 MACURURE";-;6;1;2;-;1;4;4;2;1;1;-;-;22
"291992 MADRE DE DEUS";-;2;5;23;21;20;15;11;4;3;7;3;9;123
"291995 MAETINGA";-;3;-;10;21;7;2;2;-;-;-;-;-;45
"292000 MAIQUINIQUE";-;46;36;137;69;56;11;18;7;10;1;4;3;398
"292010 MAIRI";-;9;35;57;125;97;30;19;31;5;15;9;6;438
"292020 MALHADA";-;9;49;11;5;11;4;-;-;-;-;-;-;89
"292030 MALHADA DE PEDRAS";-;8;49;62;16;12;10;5;3;8;8;4;2;187
"292040 MANOEL VITORINO";-;299;222;194;135;64;10;6;21;74;87;49;86;1247
"292045 MANSIDAO";-;53;87;113;24;39;13;6;67;43;18;3;14;480
"292050 MARACAS";-;17;22;56;49;27;2;4;1;2;4;1;2;187
"292060 MARAGOGIPE";-;11;18;70;52;20;20;40;30;6;3;4;1;275
"292070 MARAU";-;-;2;5;8;2;-;-;-;-;-;-;-;17
"292080 MARCIONILIO SOUZA";-;90;41;21;15;13;7;5;5;6;15;8;24;250
"292090 MASCOTE";-;1;7;30;19;14;4;2;1;-;-;2;-;80
"292100 MATA DE SAO JOAO";-;23;14;15;21;29;18;4;-;1;3;8;13;149
"292105 MATINA";-;31;271;236;66;72;18;4;1;-;-;-;1;700
"292110 MEDEIROS NETO";-;71;308;273;143;63;28;21;2;-;2;5;18;934
"292120 MIGUEL CALMON";-;59;186;339;463;405;82;37;23;13;11;18;47;1683
"292130 MILAGRES";-;1;2;23;66;8;-;-;-;-;1;-;1;102
"292140 MIRANGABA";-;4;34;57;38;28;9;3;6;1;3;2;4;189
"292145 MIRANTE";-;302;50;27;22;20;13;16;15;3;4;14;21;507
