2015
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/ltabr.def
American Tegumentary Leishmaniasis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 Alta Floresta D'Oeste";10;7;9;8;13;17;10;14;19;27;14;11;159
"110037 Alto Alegre dos Parecis";12;8;6;8;7;10;8;14;13;21;22;8;137
"110040 Alto Paraíso";5;3;6;7;8;8;10;8;4;5;11;3;78
"110034 Alvorada D'Oeste";5;4;3;3;3;-;4;2;6;7;5;5;47
"110002 Ariquemes";22;16;30;26;19;35;28;27;29;27;34;13;306
"110045 Buritis";12;6;9;10;9;4;6;11;13;23;18;11;132
"110003 Cabixi";9;5;4;1;2;1;3;4;3;2;5;4;43
"110060 Cacaulândia";6;-;3;4;4;5;-;2;7;5;4;4;44
"110004 Cacoal";22;18;23;21;24;21;36;36;30;42;40;16;329
"110070 Campo Novo de Rondônia";6;10;8;7;6;13;10;9;6;7;18;7;107
"110080 Candeias do Jamari";1;5;6;8;11;8;8;12;6;6;5;7;83
"110090 Castanheiras";1;3;7;3;2;6;5;3;1;4;-;6;41
"110005 Cerejeiras";8;5;8;3;7;7;4;7;8;6;3;2;68
"110092 Chupinguaia";4;4;10;9;20;13;33;30;26;16;16;6;187
"110006 Colorado do Oeste";4;8;5;5;3;3;5;11;11;8;12;7;82
"110007 Corumbiara";9;8;8;5;3;6;2;8;7;8;6;4;74
"110008 Costa Marques";9;7;5;10;16;12;21;25;15;17;7;8;152
"110094 Cujubim";17;11;20;16;18;15;16;18;14;19;8;18;190
"110009 Espigão D'Oeste";23;23;13;32;22;16;32;60;47;62;52;16;398
"110100 Governador Jorge Teixeira";8;4;8;4;2;6;7;6;8;6;5;6;70
"110010 Guajará-Mirim";6;7;7;9;13;8;20;24;11;16;6;3;130
"110110 Itapuã do Oeste";-;2;1;2;1;-;4;-;2;1;1;2;16
"110011 Jaru";14;8;12;10;8;7;15;11;11;17;13;10;136
"110012 Ji-Paraná";24;25;24;25;22;34;22;28;45;31;24;14;318
"110013 Machadinho D'Oeste";20;18;26;32;29;21;41;27;24;39;30;23;330
"110120 Ministro Andreazza";3;2;2;2;3;1;3;2;2;6;6;3;35
"110130 Mirante da Serra";3;4;3;-;3;2;4;11;8;6;6;1;51
"110140 Monte Negro";2;13;4;5;8;2;6;5;5;10;9;5;74
"110014 Nova Brasilândia D'Oeste";7;6;8;2;7;4;4;5;5;13;7;14;82
"110033 Nova Mamoré";16;6;13;18;12;17;22;25;14;21;19;12;195
"110143 Nova União";6;1;1;1;-;-;4;-;1;2;-;1;17
"110050 Novo Horizonte do Oeste";6;-;1;-;2;2;4;2;5;6;12;4;44
"110015 Ouro Preto do Oeste";7;9;4;2;2;7;9;7;3;3;4;5;62
"110145 Parecis";2;4;3;8;4;5;9;11;17;17;16;5;101
"110018 Pimenta Bueno";10;15;16;22;25;32;37;35;43;27;30;9;301
"110146 Pimenteiras do Oeste";-;1;-;2;2;-;1;2;-;-;-;1;9
"110020 Porto Velho";49;62;80;74;134;93;103;110;93;96;71;58;1023
"110025 Presidente Médici";3;1;5;2;2;5;2;5;5;4;11;6;51
"110147 Primavera de Rondônia";3;-;1;3;2;2;-;3;3;4;1;-;22
"110026 Rio Crespo";1;2;1;2;5;3;4;2;3;4;1;2;30
"110028 Rolim de Moura";32;22;26;36;33;31;20;20;15;31;14;14;294
"110029 Santa Luzia D'Oeste";8;4;4;2;2;3;4;4;6;6;8;4;55
"110148 São Felipe D'Oeste";5;4;-;4;-;2;1;1;4;3;3;2;29
"110149 São Francisco do Guaporé";9;12;18;19;27;20;27;23;30;21;15;12;233
"110032 São Miguel do Guaporé";11;11;6;11;5;3;7;17;14;21;21;11;138
"110150 Seringueiras";3;4;2;5;-;4;3;7;11;10;6;3;58
"110155 Teixeirópolis";1;-;-;1;-;1;-;-;1;1;1;1;7
"110160 Theobroma";1;2;4;1;7;4;4;4;8;6;2;2;45
"110170 Urupá";2;3;1;-;2;-;1;4;3;1;2;3;22
"110175 Vale do Anari";4;2;5;1;5;6;7;7;4;3;4;6;54
"110180 Vale do Paraíso";1;5;1;1;8;5;2;5;2;3;2;2;37
"110030 Vilhena";39;33;40;57;52;61;115;126;93;56;45;35;752
"110000 Município ignorado - RO";1;-;-;-;-;-;-;-;-;-;-;-;1
"120001 Acrelândia";16;8;15;6;10;13;11;7;7;3;10;8;114
"120005 Assis Brasil";64;49;51;38;48;39;46;51;38;66;55;32;577
"120010 Brasiléia";52;50;58;53;57;42;49;48;49;56;49;30;593
"120013 Bujari";18;17;18;12;14;13;8;13;14;15;21;5;168
"120017 Capixaba";27;21;23;22;31;38;30;37;32;27;20;11;319
"120020 Cruzeiro do Sul";27;25;38;30;51;31;27;36;27;25;25;24;366
"120025 Epitaciolândia";25;23;32;44;45;43;41;46;24;35;29;27;414
"120030 Feijó";36;39;44;33;52;36;44;30;34;26;34;38;446
"120032 Jordão";12;6;9;7;10;12;4;11;2;9;6;12;100
"120033 Mâncio Lima";31;23;34;32;23;21;23;27;14;21;25;15;289
"120034 Manoel Urbano";26;13;29;20;15;12;13;12;15;25;16;18;214
"120035 Marechal Thaumaturgo";21;22;38;60;45;23;35;32;31;26;21;21;375
"120038 Plácido de Castro";13;9;27;29;33;23;31;31;24;21;20;16;277
"120080 Porto Acre";8;9;15;13;11;7;7;14;22;5;17;10;138
"120039 Porto Walter";7;15;17;13;10;9;3;6;10;11;16;4;121
"120040 Rio Branco";117;126;114;140;131;99;117;133;156;156;148;106;1543
"120042 Rodrigues Alves";11;6;2;10;8;11;6;5;2;8;4;4;77
"120043 Santa Rosa do Purus";13;14;16;15;16;6;14;15;8;18;22;13;170
"120050 Sena Madureira";73;64;72;67;72;74;55;58;66;72;82;53;808
"120045 Senador Guiomard";8;12;10;9;6;12;6;7;6;9;12;7;104
"120060 Tarauacá";11;9;13;15;18;11;15;13;9;14;13;12;153
"120070 Xapuri";60;66;76;53;57;82;79;83;94;74;56;30;810
"120000 Município ignorado - AC";-;-;-;-;-;-;-;-;-;1;-;-;1
