2020
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/leishvbr.def
Visceral Leishmaniasis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110011 JARU";-;-;-;-;-;-;1;-;-;-;-;-;1
"130310 NOVA OLINDA DO NORTE";-;-;-;-;-;1;-;-;-;-;-;-;1
"140002 AMAJARI";-;-;-;-;-;3;1;-;-;-;-;-;4
"140005 ALTO ALEGRE";-;-;-;-;-;-;-;1;-;-;1;-;2
"140010 BOA VISTA";1;2;2;-;-;1;-;-;-;-;-;-;6
"140017 CANTA";-;-;-;-;-;1;-;-;-;-;-;-;1
"140020 CARACARAI";-;-;-;-;-;-;-;1;-;-;-;-;1
"140040 NORMANDIA";-;1;-;-;-;1;-;1;1;-;1;3;8
"140045 PACARAIMA";-;-;-;1;-;1;-;2;1;1;-;1;7
"140070 UIRAMUTA";1;3;1;1;3;3;1;-;6;2;1;2;24
"150010 ABAETETUBA";-;1;-;2;1;-;-;-;1;3;-;2;10
"150020 ACARA";1;1;1;-;-;-;-;-;-;1;-;-;4
"150034 AGUA AZUL DO NORTE";1;-;-;-;1;-;-;-;-;1;-;-;3
"150040 ALENQUER";-;-;-;-;-;1;2;-;-;-;-;-;3
"150060 ALTAMIRA";-;-;1;-;-;-;-;-;-;-;-;-;1
"150080 ANANINDEUA";-;-;1;-;-;-;-;-;-;-;-;-;1
"150085 ANAPU";-;-;1;-;-;-;-;-;-;-;-;-;1
"150095 AURORA DO PARA";-;-;-;1;-;-;-;-;-;-;-;-;1
"150120 BAIAO";-;-;1;-;1;-;-;-;-;-;1;-;3
"150140 BELEM";-;1;-;-;-;1;1;-;1;-;1;-;5
"150157 BOM JESUS DO TOCANTINS";-;-;-;-;-;1;-;-;1;-;-;-;2
"150175 BREJO GRANDE DO ARAGUAIA";-;-;-;-;1;-;-;-;-;-;-;-;1
"150178 BREU BRANCO";-;-;2;-;-;-;-;-;-;-;-;-;2
