2019
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/meninbr.def
Meningitis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 ALTA FLORESTA D'OESTE";1;1;1;-;-;-;-;1;-;-;1;-;5
"110002 ARIQUEMES";-;-;1;1;-;1;-;-;-;2;-;1;6
"110004 CACOAL";5;2;1;1;1;1;2;-;-;1;-;-;14
"110005 CEREJEIRAS";-;1;-;1;1;-;-;-;-;-;-;-;3
"110007 CORUMBIARA";-;-;-;-;-;1;-;-;-;-;-;-;1
"110008 COSTA MARQUES";-;-;-;-;1;1;-;-;-;-;-;-;2
"110009 ESPIGAO D'OESTE";2;-;-;-;-;-;-;-;-;-;-;-;2
"110010 GUAJARA-MIRIM";-;-;-;3;-;-;-;-;1;-;-;-;4
"110011 JARU";-;-;-;-;-;1;-;-;1;1;-;-;3
"110012 JI-PARANA";2;1;1;-;1;-;-;-;-;4;-;-;9
"110013 MACHADINHO D'OESTE";-;2;1;-;-;-;-;2;-;-;-;-;5
"110014 NOVA BRASILANDIA D'OESTE";-;-;-;-;-;-;-;-;-;1;-;-;1
"110015 OURO PRETO DO OESTE";-;-;1;-;-;-;-;-;-;-;1;2;4
"110018 PIMENTA BUENO";1;-;-;-;-;-;-;1;-;-;1;-;3
"110020 PORTO VELHO";6;9;6;7;3;3;8;5;3;6;6;2;64
"110025 PRESIDENTE MEDICI";-;-;-;-;-;-;-;-;-;-;-;1;1
"110026 RIO CRESPO";1;-;1;-;-;-;-;-;-;-;-;-;2
"110028 ROLIM DE MOURA";-;1;-;3;1;5;-;-;2;-;-;-;12
"110029 SANTA LUZIA D'OESTE";-;-;-;-;-;-;1;-;-;-;-;-;1
"110030 VILHENA";4;1;1;-;1;-;1;2;-;1;2;-;13
"110032 SAO MIGUEL DO GUAPORE";-;1;-;-;-;-;-;-;-;-;-;-;1
"110033 NOVA MAMORE";-;-;-;-;-;-;1;1;-;-;-;-;2
"110034 ALVORADA D'OESTE";-;1;-;-;-;-;-;-;-;-;-;-;1
"110037 ALTO ALEGRE DOS PARECIS";-;-;-;-;-;-;1;-;-;-;-;-;1
"110045 BURITIS";-;-;-;-;-;-;-;-;-;-;-;1;1
"110080 CANDEIAS DO JAMARI";-;-;-;-;1;-;-;-;-;1;-;-;2
"110092 CHUPINGUAIA";-;-;1;-;-;-;-;-;-;-;-;-;1
"110094 CUJUBIM";1;-;-;-;-;1;-;-;-;-;-;-;2
"110110 ITAPUA DO OESTE";-;-;1;-;-;-;-;-;-;-;-;-;1
"110130 MIRANTE DA SERRA";-;-;-;2;1;-;-;-;-;-;1;-;4
"110143 NOVA UNIAO";-;-;-;-;-;-;-;1;-;-;-;-;1
"110145 PARECIS";-;-;-;-;-;-;1;-;-;-;-;-;1
"110149 SAO FRANCISCO DO GUAPORE";-;-;-;-;-;1;-;-;-;-;-;-;1
"110150 SERINGUEIRAS";-;-;-;-;-;-;1;-;-;-;-;-;1
"110160 THEOBROMA";-;-;-;-;-;-;1;-;-;-;-;-;1
"110180 VALE DO PARAISO";-;-;-;-;-;1;-;-;-;1;-;1;3
"120005 ASSIS BRASIL";-;-;-;1;-;-;-;-;-;-;-;-;1
"120013 BUJARI";-;-;-;-;1;-;-;-;-;-;-;1;2
"120017 CAPIXABA";-;-;-;-;-;-;-;1;-;-;-;-;1
"120020 CRUZEIRO DO SUL";-;1;1;-;-;1;1;-;-;-;1;-;5
"120025 EPITACIOLANDIA";1;1;-;-;-;-;-;1;-;-;-;-;3
"120030 FEIJO";-;-;1;-;2;1;-;-;-;-;1;2;7
"120033 MANCIO LIMA";-;-;-;-;-;-;-;-;1;-;-;-;1
"120034 MANOEL URBANO";-;-;-;-;-;-;1;-;-;-;-;-;1
"120035 MARECHAL THAUMATURGO";-;-;-;-;1;-;-;-;-;-;-;-;1
"120038 PLACIDO DE CASTRO";-;-;-;-;-;-;-;-;-;-;1;-;1
"120039 PORTO WALTER";-;-;-;-;1;-;-;-;-;1;-;-;2
"120040 RIO BRANCO";-;1;6;3;1;3;3;6;4;3;3;5;38
"120045 SENADOR GUIOMARD";-;-;1;-;2;1;-;-;1;-;1;1;7
"120050 SENA MADUREIRA";-;-;-;-;-;1;-;-;-;-;-;1;2
"120060 TARAUACA";-;1;-;-;2;1;1;-;-;-;-;-;5
"120080 PORTO ACRE";-;-;-;-;-;-;-;-;1;-;-;-;1
"130002 ALVARAES";-;-;1;-;-;-;-;-;-;-;1;-;2
"130010 ANORI";-;-;-;-;-;-;1;1;-;-;-;-;2
"130030 AUTAZES";-;-;-;-;1;-;-;-;-;-;-;-;1
"130040 BARCELOS";-;-;-;-;1;-;-;-;-;1;-;-;2
"130050 BARREIRINHA";-;-;-;1;-;-;-;-;-;-;-;1;2
"130060 BENJAMIN CONSTANT";-;-;1;-;-;-;-;-;-;-;-;-;1
"130068 BOA VISTA DO RAMOS";-;-;-;-;-;-;1;-;-;-;-;-;1
"130070 BOCA DO ACRE";-;1;-;-;-;1;-;-;-;-;-;-;2
"130080 BORBA";-;1;1;1;-;-;-;-;1;-;-;1;5
