2011
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/meninbr.def
Meningitis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 ALTA FLORESTA D'OESTE";1;1;2;1;2;-;2;3;2;-;1;1;16
"110002 ARIQUEMES";2;2;2;1;1;6;6;1;2;2;1;3;29
"110003 CABIXI";-;-;-;-;-;-;1;-;-;-;1;-;2
"110004 CACOAL";8;5;6;13;3;8;5;6;8;7;6;10;85
"110005 CEREJEIRAS";1;1;-;1;1;1;-;-;-;-;1;-;6
"110006 COLORADO DO OESTE";-;-;-;1;-;-;-;-;-;-;-;1;2
"110007 CORUMBIARA";-;-;-;-;-;1;-;-;-;-;-;-;1
"110008 COSTA MARQUES";-;-;-;-;1;1;-;-;-;1;-;-;3
"110009 ESPIGAO D'OESTE";2;-;5;13;7;1;1;2;-;1;3;-;35
"110010 GUAJARA-MIRIM";2;-;-;3;1;1;2;1;3;-;-;1;14
"110011 JARU";1;1;1;1;1;1;-;1;1;2;-;3;13
"110012 JI-PARANA";5;2;5;5;7;2;3;1;1;6;3;-;40
"110013 MACHADINHO D'OESTE";-;2;2;-;3;-;-;2;-;1;1;-;11
"110014 NOVA BRASILANDIA D'OESTE";-;-;-;1;1;-;2;-;-;3;-;-;7
"110015 OURO PRETO DO OESTE";-;-;3;3;2;3;1;1;1;2;2;3;21
"110018 PIMENTA BUENO";2;1;1;2;1;2;2;3;-;2;2;2;20
"110020 PORTO VELHO";28;24;24;26;29;21;27;14;20;19;19;15;266
"110025 PRESIDENTE MEDICI";1;-;-;-;-;1;-;-;-;-;1;1;4
"110026 RIO CRESPO";1;-;1;-;-;-;-;-;-;-;-;-;2
"110028 ROLIM DE MOURA";4;3;4;3;3;5;2;2;3;-;1;1;31
"110029 SANTA LUZIA D'OESTE";-;1;-;-;2;-;1;-;2;1;-;1;8
"110030 VILHENA";5;2;2;1;1;2;2;2;1;2;4;1;25
"110032 SAO MIGUEL DO GUAPORE";-;1;1;1;-;-;-;2;-;2;-;-;7
"110033 NOVA MAMORE";1;-;-;2;-;2;4;2;1;1;1;-;14
"110034 ALVORADA D'OESTE";-;1;-;-;1;1;-;-;-;-;-;-;3
"110037 ALTO ALEGRE DOS PARECIS";-;-;-;-;1;-;1;-;-;-;-;-;2
"110040 ALTO PARAISO";-;-;1;-;-;-;-;2;-;-;1;-;4
"110045 BURITIS";-;1;-;2;1;-;-;1;1;1;-;2;9
"110050 NOVO HORIZONTE DO OESTE";4;-;-;-;-;1;-;-;-;-;-;1;6
"110060 CACAULANDIA";-;-;-;1;-;-;-;-;-;-;-;-;1
"110070 CAMPO NOVO DE RONDONIA";-;-;-;-;-;-;-;-;-;1;-;-;1
"110080 CANDEIAS DO JAMARI";2;-;-;1;3;-;-;1;1;2;1;-;11
"110090 CASTANHEIRAS";-;-;-;-;1;-;-;-;-;-;-;-;1
"110092 CHUPINGUAIA";-;-;1;1;-;-;-;-;1;-;3;-;6
"110094 CUJUBIM";1;1;-;2;1;3;-;-;-;-;-;-;8
"110100 GOVERNADOR JORGE TEIXEIRA";-;1;-;1;1;-;-;-;1;-;1;-;5
"110110 ITAPUA DO OESTE";1;-;1;-;-;-;1;-;-;-;-;-;3
"110120 MINISTRO ANDREAZZA";1;-;2;-;-;-;-;-;-;2;-;1;6
"110130 MIRANTE DA SERRA";-;-;1;2;1;-;-;-;-;-;1;-;5
"110140 MONTE NEGRO";1;-;-;-;-;1;-;1;-;-;-;-;3
"110143 NOVA UNIAO";-;-;-;-;-;1;-;1;-;-;-;-;2
"110145 PARECIS";-;1;-;-;-;-;2;-;-;1;-;-;4
"110147 PRIMAVERA DE RONDONIA";-;-;-;-;-;-;-;-;-;-;2;-;2
"110148 SAO FELIPE D'OESTE";-;-;-;1;-;1;-;-;-;-;1;-;3
"110149 SAO FRANCISCO DO GUAPORE";-;1;-;-;-;1;-;-;-;-;1;-;3
"110150 SERINGUEIRAS";-;-;-;-;-;-;1;-;2;1;-;-;4
"110155 TEIXEIROPOLIS";1;1;-;-;-;-;-;-;-;-;-;-;2
"110160 THEOBROMA";-;-;-;-;-;-;1;-;-;-;-;-;1
"110170 URUPA";1;-;1;-;-;1;-;-;-;1;-;-;4
"110180 VALE DO PARAISO";1;-;-;-;-;1;-;-;-;1;-;1;4
"120001 ACRELANDIA";-;-;-;-;1;-;1;-;-;-;-;-;2
"120005 ASSIS BRASIL";-;-;-;1;-;-;-;-;-;-;-;-;1
"120010 BRASILEIA";1;-;1;-;-;-;-;-;1;1;-;-;4
"120013 BUJARI";1;-;-;-;1;-;-;-;-;1;-;1;4
"120017 CAPIXABA";-;-;-;-;-;1;-;1;-;-;-;-;2
"120020 CRUZEIRO DO SUL";2;2;2;2;1;1;3;3;2;1;2;1;22
