2009
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/leishvbr.def
Visceral Leishmaniasis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110011 JARU";-;-;-;-;-;-;1;-;-;-;-;-;1
"110012 JI-PARANA";1;-;-;-;-;-;-;-;-;-;-;-;1
"110020 PORTO VELHO";-;1;1;1;-;-;1;-;-;1;-;1;6
"110030 VILHENA";-;1;-;-;-;-;-;-;-;-;-;-;1
"110146 PIMENTEIRAS DO OESTE";-;-;-;-;-;-;-;-;1;-;-;-;1
"110160 THEOBROMA";-;-;-;-;1;-;-;-;-;-;-;-;1
"130020 ATALAIA DO NORTE";-;-;-;-;-;-;-;1;-;-;-;-;1
"130160 FONTE BOA";-;-;-;-;-;-;-;-;-;1;-;-;1
"130185 IRANDUBA";-;1;-;-;-;-;-;-;-;-;-;-;1
"130230 JUTAI";-;-;-;-;1;-;-;-;1;-;-;-;2
"130260 MANAUS";-;-;1;-;-;1;2;1;-;-;-;2;7
"130310 NOVA OLINDA DO NORTE";-;-;-;-;-;1;-;-;-;-;-;-;1
"140002 AMAJARI";-;-;-;-;-;4;1;-;2;1;-;1;9
"140005 ALTO ALEGRE";-;-;-;-;-;-;-;1;-;-;1;-;2
"140010 BOA VISTA";4;2;2;4;1;2;3;2;4;4;2;3;33
"140015 BONFIM";1;1;-;1;-;-;-;1;2;-;-;-;6
"140017 CANTA";1;-;-;-;-;2;-;-;-;-;-;-;3
"140020 CARACARAI";-;-;-;-;-;-;-;1;-;-;-;-;1
"140028 IRACEMA";1;1;-;-;-;-;-;-;-;-;-;-;2
"140030 MUCAJAI";-;-;-;-;-;1;-;1;-;-;-;-;2
"140040 NORMANDIA";2;3;2;-;2;5;2;2;3;7;1;4;33
"140045 PACARAIMA";3;3;-;6;1;4;2;5;7;4;5;2;42
"140047 RORAINOPOLIS";-;-;-;-;1;-;-;1;-;1;-;1;4
"140070 UIRAMUTA";6;8;13;5;12;12;10;10;18;14;12;9;129
"150010 ABAETETUBA";7;7;12;14;19;14;13;8;12;11;9;18;144
"150013 ABEL FIGUEIREDO";-;1;-;-;-;-;-;-;-;1;-;-;2
"150020 ACARA";16;13;8;11;15;10;15;16;12;14;13;11;154
