2020
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/meninbr.def
Meningitis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 ALTA FLORESTA D'OESTE";1;1;1;-;-;-;-;-;-;-;1;-;4
"110002 ARIQUEMES";-;-;1;-;-;1;-;-;-;2;-;1;5
"110004 CACOAL";5;1;1;1;1;1;1;-;-;1;-;-;12
"110005 CEREJEIRAS";-;-;-;1;1;-;-;-;-;-;-;-;2
"110007 CORUMBIARA";-;-;-;-;-;1;-;-;-;-;-;-;1
"110008 COSTA MARQUES";-;-;-;-;1;-;-;-;-;-;-;-;1
"110009 ESPIGAO D'OESTE";2;-;-;-;-;-;-;-;-;-;-;-;2
"110010 GUAJARA-MIRIM";-;-;-;2;-;-;-;-;1;-;-;-;3
"110011 JARU";-;-;-;-;-;-;-;-;1;1;-;-;2
"110012 JI-PARANA";1;1;1;-;-;-;-;-;-;4;-;-;7
"110013 MACHADINHO D'OESTE";-;2;-;-;-;-;-;2;-;-;-;-;4
"110014 NOVA BRASILANDIA D'OESTE";-;-;-;-;-;-;-;-;-;1;-;-;1
"110015 OURO PRETO DO OESTE";-;-;-;-;-;-;-;-;-;-;1;2;3
"110018 PIMENTA BUENO";1;-;-;-;-;-;-;1;-;-;-;-;2
"110020 PORTO VELHO";3;6;6;5;3;3;5;1;3;6;6;2;49
"110025 PRESIDENTE MEDICI";-;-;-;-;-;-;-;-;-;-;-;1;1
"110026 RIO CRESPO";1;-;1;-;-;-;-;-;-;-;-;-;2
"110028 ROLIM DE MOURA";-;1;-;3;1;5;-;-;-;-;-;-;10
"110030 VILHENA";2;1;1;-;1;-;-;2;-;1;2;-;10
"110032 SAO MIGUEL DO GUAPORE";-;1;-;-;-;-;-;-;-;-;-;-;1
"110033 NOVA MAMORE";-;-;-;-;-;-;-;1;-;-;-;-;1
"110034 ALVORADA D'OESTE";-;1;-;-;-;-;-;-;-;-;-;-;1
"110037 ALTO ALEGRE DOS PARECIS";-;-;-;-;-;-;1;-;-;-;-;-;1
"110045 BURITIS";-;-;-;-;-;-;-;-;-;-;-;1;1
"110080 CANDEIAS DO JAMARI";-;-;-;-;1;-;-;-;-;1;-;-;2
"110092 CHUPINGUAIA";-;-;1;-;-;-;-;-;-;-;-;-;1
"110094 CUJUBIM";1;-;-;-;-;-;-;-;-;-;-;-;1
"110110 ITAPUA DO OESTE";-;-;1;-;-;-;-;-;-;-;-;-;1
"110130 MIRANTE DA SERRA";-;-;-;1;-;-;-;-;-;-;1;-;2
"110143 NOVA UNIAO";-;-;-;-;-;-;-;1;-;-;-;-;1
"110145 PARECIS";-;-;-;-;-;-;1;-;-;-;-;-;1
"110150 SERINGUEIRAS";-;-;-;-;-;-;1;-;-;-;-;-;1
"110160 THEOBROMA";-;-;-;-;-;-;1;-;-;-;-;-;1
"110180 VALE DO PARAISO";-;-;-;-;-;-;-;-;-;1;-;1;2
"120005 ASSIS BRASIL";-;-;-;1;-;-;-;-;-;-;-;-;1
"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;1;1
"120017 CAPIXABA";-;-;-;-;-;-;-;1;-;-;-;-;1
"120020 CRUZEIRO DO SUL";-;1;1;-;-;1;1;-;-;-;1;-;5
"120025 EPITACIOLANDIA";-;1;-;-;-;-;-;-;-;-;-;-;1
"120030 FEIJO";-;-;1;-;1;-;-;-;-;-;1;-;3
"120033 MANCIO LIMA";-;-;-;-;-;-;-;-;1;-;-;-;1
"120034 MANOEL URBANO";-;-;-;-;-;-;1;-;-;-;-;-;1
"120035 MARECHAL THAUMATURGO";-;-;-;-;1;-;-;-;-;-;-;-;1
"120038 PLACIDO DE CASTRO";-;-;-;-;-;-;-;-;-;-;1;-;1
"120039 PORTO WALTER";-;-;-;-;1;-;-;-;-;-;-;-;1
"120040 RIO BRANCO";-;1;6;2;-;3;2;3;2;2;2;4;27
"120045 SENADOR GUIOMARD";-;-;-;-;1;-;-;-;-;-;-;1;2
"120050 SENA MADUREIRA";-;-;-;-;-;1;-;-;-;-;-;1;2
"120060 TARAUACA";-;1;-;-;-;1;1;-;-;-;-;-;3
"120080 PORTO ACRE";-;-;-;-;-;-;-;-;1;-;-;-;1
"130002 ALVARAES";-;-;1;-;-;-;-;-;-;-;1;-;2
"130010 ANORI";-;-;-;-;-;-;1;1;-;-;-;-;2
"130030 AUTAZES";-;-;-;-;1;-;-;-;-;-;-;-;1
"130040 BARCELOS";-;-;-;-;1;-;-;-;-;1;-;-;2
"130050 BARREIRINHA";-;-;-;1;-;-;-;-;-;-;-;1;2
"130060 BENJAMIN CONSTANT";-;-;1;-;-;-;-;-;-;-;-;-;1
"130068 BOA VISTA DO RAMOS";-;-;-;-;-;-;1;-;-;-;-;-;1
"130070 BOCA DO ACRE";-;1;-;-;-;1;-;-;-;-;-;-;2
"130080 BORBA";-;1;1;-;-;-;-;-;1;-;-;1;4
"130110 CAREIRO";-;-;-;-;-;-;2;-;2;-;-;-;4
"130115 CAREIRO DA VARZEA";-;1;1;-;-;1;-;-;-;-;-;-;3
"130120 COARI";-;-;1;-;-;1;-;-;-;-;-;-;2
"130130 CODAJAS";1;-;-;-;-;-;-;-;1;-;-;1;3
"130140 EIRUNEPE";-;-;-;-;1;-;-;-;-;-;-;-;1
"130150 ENVIRA";-;-;-;1;-;1;-;-;-;-;-;-;2
"130165 GUAJARA";-;-;-;-;-;1;-;1;-;-;-;-;2
"130170 HUMAITA";-;-;1;-;-;-;-;1;-;1;-;-;3
"130185 IRANDUBA";-;-;-;2;1;-;1;-;-;-;-;-;4
"130190 ITACOATIARA";1;-;-;-;-;-;1;1;2;-;1;-;6
"130240 LABREA";-;-;1;-;-;-;-;-;-;-;-;-;1
"130250 MANACAPURU";-;-;-;-;-;-;-;1;-;1;1;1;4
"130260 MANAUS";34;28;30;25;22;23;29;26;21;19;17;29;303
"130280 MARAA";-;-;-;-;1;-;-;-;-;-;-;-;1
"130290 MAUES";1;-;-;-;1;-;-;1;1;-;-;-;4
"130300 NHAMUNDA";-;-;-;-;-;-;-;-;1;-;-;-;1
"130330 NOVO ARIPUANA";-;-;-;1;-;-;-;-;-;-;-;-;1
"130340 PARINTINS";-;-;-;-;-;-;1;-;-;2;2;-;5
"130350 PAUINI";1;-;-;-;-;-;-;-;-;-;-;1;2
"130353 PRESIDENTE FIGUEIREDO";1;-;-;-;-;-;-;-;-;-;-;-;1
"130356 RIO PRETO DA EVA";-;-;-;-;1;-;-;-;1;-;-;2;4
"130360 SANTA ISABEL DO RIO NEGRO";-;-;1;-;-;-;-;-;-;-;-;-;1
"130370 SANTO ANTONIO DO ICA";-;-;-;-;-;-;-;-;-;-;-;1;1
"130380 SAO GABRIEL DA CACHOEIRA";1;-;-;-;1;-;2;-;-;1;-;-;5
"130406 TABATINGA";-;-;-;-;-;-;-;1;-;-;-;1;2
"130420 TEFE";-;-;-;-;-;-;-;-;-;1;-;-;1
"130426 UARINI";-;-;-;-;-;-;-;-;1;1;-;-;2
"130440 URUCURITUBA";-;-;-;-;-;1;-;-;-;-;-;-;1
"140002 AMAJARI";-;-;-;-;-;-;-;-;-;-;-;1;1
"140005 ALTO ALEGRE";-;1;-;-;-;-;-;-;-;1;-;-;2
"140010 BOA VISTA";2;1;3;11;5;4;5;7;9;6;6;5;64
"140015 BONFIM";-;1;-;-;-;-;-;-;-;-;1;-;2
"140017 CANTA";-;-;-;1;-;-;-;-;1;-;-;-;2
"140020 CARACARAI";-;-;-;1;-;-;-;-;-;-;-;-;1
"140023 CAROEBE";-;-;1;-;-;-;-;-;-;-;-;-;1
"140030 MUCAJAI";-;-;-;-;-;-;-;-;-;1;-;-;1
"140040 NORMANDIA";-;1;-;-;-;-;-;2;1;1;-;-;5
"140045 PACARAIMA";-;-;1;-;-;-;-;1;1;-;-;-;3
"140047 RORAINOPOLIS";1;-;1;-;-;1;1;-;-;-;-;-;4
"140050 SAO JOAO DA BALIZA";-;-;1;-;-;-;-;-;-;-;-;-;1
"140070 UIRAMUTA";1;-;-;2;-;-;1;-;-;-;-;-;4
"150010 ABAETETUBA";3;2;1;-;-;2;1;1;2;-;4;3;19
"150020 ACARA";1;2;2;2;2;1;1;1;-;-;-;1;13
"150030 AFUA";1;1;-;-;-;-;-;-;-;-;-;-;2
"150040 ALENQUER";-;2;-;-;-;-;-;-;-;-;-;-;2
"150050 ALMEIRIM";-;-;-;-;-;-;-;-;-;-;1;-;1
