2021
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisgestantebr.def
Syphilis in Pregnant Women
"Município de residência";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
" MUNICIPIO IGNORADO - RO";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"110001 ALTA FLORESTA D'OESTE";-;3;-;2;-;3;3;-;1;3;2;-;1;18
"110002 ARIQUEMES";-;22;13;18;13;13;16;12;7;7;9;10;11;151
"110003 CABIXI";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"110004 CACOAL";-;7;12;7;9;10;7;10;6;11;9;5;7;100
"110005 CEREJEIRAS";-;-;1;1;1;3;3;2;-;-;-;2;1;14
"110006 COLORADO DO OESTE";-;-;1;2;2;1;2;-;-;-;-;2;3;13
"110007 CORUMBIARA";-;-;-;1;-;-;1;1;-;-;-;-;1;4
"110008 COSTA MARQUES";-;-;2;3;3;2;-;-;1;2;2;4;-;19
"110009 ESPIGAO D'OESTE";-;3;1;5;4;3;5;2;2;3;1;2;1;32
"110010 GUAJARA-MIRIM";-;5;8;7;8;3;4;2;5;3;3;3;2;53
"110011 JARU";-;5;2;4;7;8;2;1;1;6;7;6;3;52
"110012 JI-PARANA";-;9;9;10;8;23;23;13;14;16;8;7;10;150
"110013 MACHADINHO D'OESTE";-;4;1;11;5;3;2;2;3;1;4;1;4;41
"110014 NOVA BRASILANDIA D'OESTE";-;2;1;2;1;2;-;3;-;-;-;-;-;11
"110015 OURO PRETO DO OESTE";-;3;7;4;1;1;-;2;3;-;2;2;6;31
"110018 PIMENTA BUENO";-;1;3;1;-;-;-;-;-;-;-;-;1;6
"110020 PORTO VELHO";-;49;63;75;52;65;48;38;39;30;45;43;43;590
"110025 PRESIDENTE MEDICI";-;4;-;1;1;2;3;2;1;1;1;-;-;16
"110026 RIO CRESPO";-;-;1;-;1;-;1;-;-;-;-;-;-;3
"110028 ROLIM DE MOURA";-;5;2;7;2;5;14;4;10;6;7;4;4;70
"110030 VILHENA";-;24;10;19;20;10;9;13;10;13;12;5;12;157
"110032 SAO MIGUEL DO GUAPORE";-;5;4;2;4;1;-;-;-;-;2;1;-;19
"110033 NOVA MAMORE";-;4;3;2;4;4;6;1;1;1;4;3;4;37
"110034 ALVORADA D'OESTE";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"110037 ALTO ALEGRE DOS PARECIS";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"110040 ALTO PARAISO";-;-;2;-;-;1;-;-;1;1;1;1;1;8
"110045 BURITIS";-;6;2;5;3;2;-;2;7;6;7;2;2;44
"110060 CACAULANDIA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"110070 CAMPO NOVO DE RONDONIA";-;2;-;-;-;-;1;-;-;1;1;-;-;5
"110080 CANDEIAS DO JAMARI";-;-;3;1;4;6;5;4;-;2;2;3;2;32
"110090 CASTANHEIRAS";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"110092 CHUPINGUAIA";-;3;2;2;4;3;-;1;1;1;1;3;-;21
"110094 CUJUBIM";-;1;2;1;-;4;2;3;2;2;2;5;2;26
"110100 GOVERNADOR JORGE TEIXEIRA";-;1;-;1;-;1;-;-;1;-;-;-;-;4
"110110 ITAPUA DO OESTE";-;-;-;2;-;-;-;-;-;-;1;1;-;4
"110120 MINISTRO ANDREAZZA";-;1;-;-;-;-;-;1;-;-;-;-;-;2
"110130 MIRANTE DA SERRA";-;-;1;-;1;1;-;-;1;-;-;-;-;4
"110140 MONTE NEGRO";-;2;2;1;1;2;1;1;1;-;2;-;-;13
"110146 PIMENTEIRAS DO OESTE";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"110147 PRIMAVERA DE RONDONIA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"110149 SAO FRANCISCO DO GUAPORE";-;2;3;1;2;4;3;3;4;2;1;2;1;28
"110150 SERINGUEIRAS";-;-;1;3;-;1;1;2;1;1;2;-;2;14
"110155 TEIXEIROPOLIS";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"110160 THEOBROMA";-;2;1;-;-;-;-;-;2;-;-;1;-;6
"110170 URUPA";-;-;-;-;2;2;-;-;-;-;-;-;1;5
"110175 VALE DO ANARI";-;-;1;-;-;1;1;-;-;1;1;-;1;6
"110180 VALE DO PARAISO";-;-;-;-;-;-;-;1;-;-;-;1;1;3
"120001 ACRELANDIA";-;3;2;4;1;3;-;2;-;2;1;3;1;22
"120005 ASSIS BRASIL";-;1;1;3;1;-;-;2;1;1;2;1;1;14
"120010 BRASILEIA";-;4;3;10;8;6;9;6;5;3;7;2;4;67
"120013 BUJARI";-;5;5;2;4;1;1;1;4;4;3;-;2;32
"120017 CAPIXABA";-;1;4;7;2;3;2;1;-;1;4;3;-;28
"120020 CRUZEIRO DO SUL";-;14;14;15;14;8;18;4;10;5;12;12;11;137
"120025 EPITACIOLANDIA";-;1;4;1;3;1;2;2;-;-;4;7;-;25
"120030 FEIJO";-;6;6;10;3;3;6;6;3;7;-;3;5;58
"120032 JORDAO";-;1;-;1;1;-;-;-;1;-;1;1;-;6
"120033 MANCIO LIMA";-;-;2;1;2;2;2;1;1;-;1;-;-;12
"120034 MANOEL URBANO";-;-;1;4;1;2;1;-;-;1;2;2;1;15
"120035 MARECHAL THAUMATURGO";-;-;1;1;2;-;-;-;1;-;1;-;1;7
"120038 PLACIDO DE CASTRO";-;2;4;3;2;2;3;-;1;2;1;4;-;24
"120039 PORTO WALTER";-;3;-;4;2;-;-;-;-;-;1;2;1;13
"120040 RIO BRANCO";-;62;77;87;72;89;104;58;48;49;57;46;66;815
"120042 RODRIGUES ALVES";-;1;-;3;2;-;-;1;1;-;-;-;-;8
"120043 SANTA ROSA DO PURUS";-;3;4;3;2;1;2;2;-;3;-;1;1;22
"120045 SENADOR GUIOMARD";-;4;7;4;1;-;4;5;-;3;1;2;2;33
"120050 SENA MADUREIRA";-;6;4;5;1;4;4;4;5;4;6;7;7;57
"120060 TARAUACA";-;10;16;17;10;14;13;10;10;11;3;12;9;135
"120070 XAPURI";-;5;6;3;2;5;4;-;1;7;3;-;2;38
"120080 PORTO ACRE";-;4;3;5;1;14;6;9;5;2;2;4;2;57
"130002 ALVARAES";-;-;-;1;1;-;5;-;-;-;1;-;3;11
"130006 AMATURA";-;-;1;-;-;-;1;-;-;-;-;-;-;2
"130008 ANAMA";-;-;-;1;-;-;-;-;-;1;-;-;-;2
"130010 ANORI";-;-;1;-;-;1;1;1;1;-;-;-;3;8
"130014 APUI";-;-;1;-;3;-;-;1;-;1;1;-;-;7
"130020 ATALAIA DO NORTE";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"130030 AUTAZES";-;3;2;4;8;3;1;1;2;2;3;-;1;30
"130040 BARCELOS";-;-;-;1;-;-;-;-;-;1;-;1;-;3
"130050 BARREIRINHA";-;-;2;-;1;-;2;4;4;-;-;-;-;13
"130060 BENJAMIN CONSTANT";-;1;2;2;3;2;1;2;-;-;3;3;-;19
"130063 BERURI";-;1;-;-;-;1;-;2;-;-;-;2;-;6
"130068 BOA VISTA DO RAMOS";-;-;-;3;2;1;-;1;-;-;1;2;-;10
"130070 BOCA DO ACRE";-;5;4;7;2;6;1;1;1;4;3;-;-;34
"130080 BORBA";-;1;3;2;2;5;2;4;6;1;3;1;3;33
"130083 CAAPIRANGA";-;1;1;2;-;-;1;-;1;1;-;-;-;7
"130090 CANUTAMA";-;1;2;1;2;-;1;1;2;-;1;2;-;13
"130100 CARAUARI";-;4;4;3;4;2;6;-;1;2;2;2;1;31
"130110 CAREIRO";-;1;-;6;-;1;3;1;-;-;2;2;3;19
"130115 CAREIRO DA VARZEA";-;1;1;1;-;-;-;-;-;-;-;1;-;4
"130120 COARI";-;3;2;6;6;1;2;6;3;2;5;8;1;45
"130130 CODAJAS";-;-;-;3;2;1;1;-;1;-;-;1;-;9
"130140 EIRUNEPE";-;3;2;6;2;5;3;1;4;8;2;-;3;39
"130150 ENVIRA";-;4;5;7;3;-;4;6;4;2;1;2;6;44
"130165 GUAJARA";-;-;-;4;-;2;1;1;-;-;2;-;1;11
"130170 HUMAITA";-;4;5;3;8;5;5;6;6;2;5;5;1;55
"130180 IPIXUNA";-;-;-;2;1;-;1;-;1;-;-;1;-;6
"130185 IRANDUBA";-;3;5;7;3;3;5;3;3;2;1;2;3;40
"130190 ITACOATIARA";-;3;6;9;3;9;9;8;4;6;6;2;7;72
"130195 ITAMARATI";-;-;-;3;-;-;-;-;3;-;-;-;1;7
"130200 ITAPIRANGA";-;1;1;-;1;1;1;-;-;-;1;1;1;8
"130210 JAPURA";-;-;-;1;1;2;1;2;-;2;-;1;2;12
"130220 JURUA";-;1;-;-;-;-;-;-;1;-;-;-;-;2
"130230 JUTAI";-;1;-;3;1;-;1;1;2;1;-;1;-;11
"130240 LABREA";-;3;2;7;3;2;6;5;-;3;6;5;7;49
"130250 MANACAPURU";-;8;6;6;8;11;13;9;16;7;3;1;9;97
"130255 MANAQUIRI";-;1;-;3;1;-;2;-;-;1;1;-;-;9
"130260 MANAUS";-;352;389;464;366;460;376;272;261;227;234;256;270;3927
"130270 MANICORE";-;5;6;13;7;9;5;4;10;3;2;3;6;73
"130280 MARAA";-;2;-;-;-;1;2;-;-;-;-;-;1;6
"130290 MAUES";-;-;1;2;3;2;1;-;4;2;-;-;-;15
"130300 NHAMUNDA";-;-;2;2;1;2;1;-;-;-;-;-;1;9
"130310 NOVA OLINDA DO NORTE";-;4;1;7;7;8;-;3;1;1;3;1;3;39
"130320 NOVO AIRAO";-;-;2;-;1;-;1;3;1;-;-;-;-;8
"130330 NOVO ARIPUANA";-;-;4;-;1;-;1;-;1;-;1;-;1;9
"130340 PARINTINS";-;10;9;24;10;12;7;10;9;10;18;7;5;131
"130350 PAUINI";-;3;3;3;2;5;1;2;1;-;1;1;4;26
"130353 PRESIDENTE FIGUEIREDO";-;3;3;1;2;-;3;2;-;4;2;1;-;21
"130356 RIO PRETO DA EVA";-;3;5;2;1;4;2;4;2;1;1;-;2;27
"130360 SANTA ISABEL DO RIO NEGRO";-;2;-;1;2;-;3;-;-;-;-;-;1;9
"130370 SANTO ANTONIO DO ICA";-;-;1;1;2;2;3;-;-;-;-;-;1;10
"130380 SAO GABRIEL DA CACHOEIRA";-;1;-;2;-;2;1;2;1;1;-;1;1;12
"130390 SAO PAULO DE OLIVENCA";-;2;2;-;3;1;-;5;1;1;-;-;-;15
"130395 SAO SEBASTIAO DO UATUMA";-;2;-;-;-;2;-;1;-;2;3;-;-;10
"130400 SILVES";-;-;-;2;1;-;1;1;-;-;-;1;-;6
"130406 TABATINGA";-;2;5;2;4;4;3;4;3;4;4;2;-;37
"130410 TAPAUA";-;1;1;-;-;1;1;-;-;-;-;-;-;4
"130420 TEFE";-;7;8;5;7;12;10;4;1;3;2;2;3;64
"130423 TONANTINS";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"130426 UARINI";-;1;-;-;-;1;-;-;1;1;2;-;1;7
"130430 URUCARA";-;-;-;1;-;1;1;2;1;-;2;-;-;8
"130440 URUCURITUBA";-;1;-;1;2;1;-;-;1;1;1;1;-;9
"140002 AMAJARI";-;2;1;1;1;-;-;1;-;1;-;-;-;7
"140005 ALTO ALEGRE";-;3;2;-;-;-;-;1;4;1;-;-;1;12
"140010 BOA VISTA";-;77;66;95;61;77;51;62;58;60;60;62;61;790
"140015 BONFIM";-;3;1;1;2;-;4;-;2;-;1;-;-;14
"140017 CANTA";-;2;3;6;1;3;3;1;2;-;3;3;1;28
"140020 CARACARAI";-;7;6;9;4;5;2;3;1;1;2;1;1;42
"140023 CAROEBE";-;1;1;2;1;2;-;1;-;-;-;-;-;8
"140028 IRACEMA";-;2;1;-;1;1;1;-;-;1;-;-;-;7
"140030 MUCAJAI";-;1;-;3;1;2;3;4;1;4;5;5;2;31
"140040 NORMANDIA";-;-;3;2;1;-;-;1;-;-;1;1;-;9
"140045 PACARAIMA";-;10;5;6;11;8;8;1;10;2;8;4;8;81
"140047 RORAINOPOLIS";-;6;4;11;8;5;5;1;3;-;2;2;5;52
"140050 SAO JOAO DA BALIZA";-;1;1;1;-;1;-;-;-;2;-;1;-;7
"140060 SAO LUIZ";-;-;2;-;2;-;2;-;1;-;-;1;1;9
"140070 UIRAMUTA";-;-;-;-;-;-;-;-;-;1;1;1;-;3
"150010 ABAETETUBA";-;7;8;6;9;8;7;3;-;2;5;3;8;66
"150013 ABEL FIGUEIREDO";-;-;1;1;-;-;-;-;-;1;-;-;-;3
"150020 ACARA";-;8;7;2;7;4;5;-;3;3;3;3;1;46
"150030 AFUA";-;2;5;5;6;1;5;5;3;9;3;3;2;49
"150034 AGUA AZUL DO NORTE";-;-;2;3;1;-;2;-;-;1;-;-;1;10
"150040 ALENQUER";-;1;-;6;-;2;-;3;4;1;2;2;1;22
"150050 ALMEIRIM";-;1;-;1;1;-;-;1;2;2;1;-;-;9
"150060 ALTAMIRA";-;9;9;9;8;6;12;8;4;6;10;11;3;95
"150070 ANAJAS";-;6;6;9;9;3;11;12;4;1;5;4;6;76
"150080 ANANINDEUA";-;46;62;49;38;44;35;25;28;35;25;38;38;463
"150085 ANAPU";-;6;2;7;8;6;5;2;2;7;2;4;3;54
"150090 AUGUSTO CORREA";-;5;4;2;5;3;1;-;2;5;3;2;3;35
"150095 AURORA DO PARA";-;1;1;1;1;4;1;3;-;1;1;2;-;16
"150100 AVEIRO";-;2;-;-;-;1;2;1;-;1;-;-;-;7
"150110 BAGRE";-;2;3;2;2;4;2;1;1;1;4;1;3;26
"150120 BAIAO";-;4;2;3;1;3;5;-;-;1;1;1;2;23
"150125 BANNACH";-;1;1;-;-;-;1;-;-;-;-;-;-;3
