2016
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/leptobr.def
Leptospirosis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 Alta Floresta D'Oeste";1;-;1;2;-;-;-;-;-;-;-;-;4
"110037 Alto Alegre dos Parecis";-;1;-;-;1;-;-;-;-;-;-;-;2
"110002 Ariquemes";1;-;2;-;3;1;-;-;-;-;1;1;9
"110045 Buritis";-;-;1;-;-;-;-;-;-;1;-;-;2
"110004 Cacoal";3;1;2;3;-;-;-;1;-;-;-;-;10
"110070 Campo Novo de Rondônia";-;-;-;1;1;-;-;-;2;1;-;-;5
"110080 Candeias do Jamari";-;-;1;-;1;1;-;-;-;-;-;-;3
"110090 Castanheiras";-;1;1;-;-;-;-;-;-;-;-;-;2
"110005 Cerejeiras";1;1;-;-;-;-;-;-;-;-;-;-;2
"110092 Chupinguaia";1;-;-;-;-;-;-;-;-;-;-;-;1
"110006 Colorado do Oeste";-;-;-;-;-;-;-;-;-;-;-;1;1
"110008 Costa Marques";-;1;-;-;-;-;-;-;-;-;-;-;1
"110094 Cujubim";1;-;-;-;-;-;-;-;-;-;-;-;1
"110009 Espigão D'Oeste";-;-;-;1;1;-;-;1;-;-;-;-;3
"110110 Itapuã do Oeste";-;-;-;-;1;-;-;-;-;-;-;-;1
"110011 Jaru";-;2;-;1;-;-;1;-;-;-;-;-;4
"110012 Ji-Paraná";1;1;1;3;-;1;1;-;1;-;-;-;9
"110013 Machadinho D'Oeste";-;5;1;2;1;1;1;1;1;3;-;-;16
"110140 Monte Negro";-;1;-;1;2;-;-;-;-;-;-;-;4
"110014 Nova Brasilândia D'Oeste";-;-;-;-;-;-;-;-;-;1;-;-;1
"110143 Nova União";-;-;1;-;-;-;-;-;-;-;-;-;1
"110050 Novo Horizonte do Oeste";-;-;-;1;-;-;-;-;-;-;-;-;1
"110015 Ouro Preto do Oeste";1;1;3;2;2;-;-;1;-;3;-;1;14
"110018 Pimenta Bueno";1;-;-;-;-;-;1;-;-;-;-;-;2
"110020 Porto Velho";4;6;7;2;6;2;3;2;2;4;2;2;42
"110025 Presidente Médici";-;-;-;-;1;-;-;-;-;-;1;-;2
"110147 Primavera de Rondônia";-;-;-;-;1;-;-;-;-;-;-;-;1
"110028 Rolim de Moura";-;1;1;-;1;-;-;-;-;-;-;1;4
"110155 Teixeirópolis";-;-;1;-;-;-;1;-;-;-;1;-;3
"110170 Urupá";1;-;-;1;-;1;-;-;-;1;-;-;4
"110175 Vale do Anari";-;-;1;-;-;-;-;-;-;-;-;-;1
"110180 Vale do Paraíso";-;-;-;1;-;-;-;-;1;-;-;-;2
"120001 Acrelândia";-;3;-;-;1;3;1;-;1;-;-;2;11
"120005 Assis Brasil";-;-;1;2;1;-;-;-;-;-;-;-;4
"120010 Brasiléia";-;-;-;-;1;1;1;2;-;1;-;1;7
"120013 Bujari";1;1;4;-;4;1;1;3;-;-;-;1;16
"120017 Capixaba";3;1;1;1;-;1;-;1;-;-;-;3;11
"120020 Cruzeiro do Sul";45;49;31;18;22;17;40;21;15;23;31;25;337
"120025 Epitaciolândia";-;-;2;1;-;-;-;-;-;-;-;-;3
"120030 Feijó";3;4;3;1;1;1;3;2;2;1;3;2;26
"120032 Jordão";-;-;-;-;-;-;-;-;2;-;-;-;2
"120033 Mâncio Lima";2;3;2;1;3;9;2;1;2;-;3;4;32
"120034 Manoel Urbano";-;-;-;-;-;1;-;-;-;-;-;-;1
"120035 Marechal Thaumaturgo";-;1;2;1;3;1;2;-;2;-;2;1;15
"120038 Plácido de Castro";1;3;2;-;1;1;-;-;-;1;-;1;10
"120080 Porto Acre";4;2;4;1;-;4;2;1;1;1;2;-;22
"120039 Porto Walter";3;2;1;2;1;1;1;-;-;1;1;-;13
"120040 Rio Branco";65;75;77;52;63;24;37;24;22;34;37;43;553
"120042 Rodrigues Alves";1;-;1;-;3;1;2;1;-;-;1;-;10
"120043 Santa Rosa do Purus";-;-;-;-;1;-;1;1;-;-;-;-;3
"120050 Sena Madureira";2;3;2;-;-;2;-;1;2;-;1;-;13
"120045 Senador Guiomard";1;2;1;-;6;-;-;-;2;-;2;-;14
"120060 Tarauacá";3;3;6;2;2;2;7;1;-;1;1;-;28
"120070 Xapuri";2;2;1;1;3;-;1;-;1;-;3;-;14
"130002 Alvarães";-;-;1;-;-;-;-;-;-;1;-;-;2
"130010 Anori";-;-;-;-;-;3;-;-;-;-;-;-;3
"130030 Autazes";-;1;-;-;-;-;-;-;-;-;-;-;1
"130060 Benjamin Constant";-;1;-;-;-;-;-;-;-;-;-;-;1
"130063 Beruri";1;-;-;-;-;-;-;-;-;-;-;-;1
"130070 Boca do Acre";4;2;2;-;1;-;-;-;1;1;1;-;12
"130080 Borba";-;-;-;-;-;-;-;1;-;-;-;-;1
"130120 Coari";-;-;-;-;1;2;2;-;-;-;-;1;6
"130130 Codajás";2;1;1;-;1;-;-;-;-;-;-;-;5
"130160 Fonte Boa";1;-;-;1;-;-;-;-;-;1;-;-;3
"130165 Guajará";3;1;-;1;1;1;-;1;-;-;1;3;12
"130170 Humaitá";-;-;-;-;1;-;1;3;-;-;-;-;5
"130180 Ipixuna";-;1;1;-;-;-;-;-;-;-;-;-;2
"130185 Iranduba";2;1;2;-;1;-;-;-;-;-;-;-;6
"130190 Itacoatiara";-;-;-;1;-;1;2;-;1;-;1;-;6
"130240 Lábrea";-;1;1;-;-;-;-;-;-;-;-;-;2
