2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisadquiridabr.def
Acquired Syphilis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Total"
"353320 NOVA INDEPENDENCIA";5;-;-;1;-;-;-;6
"353340 NOVA ODESSA";4;-;4;5;1;2;-;16
"353350 NOVO HORIZONTE";-;1;-;-;1;-;-;2
"353380 OLEO";-;-;1;-;-;-;-;1
"353390 OLIMPIA";2;6;5;3;6;4;-;26
"353400 ONDA VERDE";-;-;-;-;-;2;-;2
"353430 ORLANDIA";-;-;-;-;1;-;-;1
"353440 OSASCO";83;79;107;110;90;50;14;533
"353460 OSVALDO CRUZ";2;4;2;4;-;2;-;14
"353470 OURINHOS";12;9;12;4;8;3;-;48
"353475 OUROESTE";1;-;-;-;-;-;-;1
"353490 PACAEMBU";1;2;5;7;3;-;-;18
"353500 PALESTINA";1;-;-;-;-;-;-;1
"353520 PALMEIRA D'OESTE";-;-;1;-;-;-;-;1
"353530 PALMITAL";-;1;1;2;1;1;-;6
"353540 PANORAMA";3;-;3;1;1;1;-;9
"353550 PARAGUACU PAULISTA";9;3;2;3;2;2;-;21
"353560 PARAIBUNA";-;1;-;2;-;-;-;3
"353580 PARANAPANEMA";-;-;1;-;-;-;-;1
"353600 PARAPUA";-;-;-;2;-;-;-;2
"353610 PARDINHO";-;2;-;-;-;-;-;2
"353620 PARIQUERA-ACU";1;-;-;1;-;-;-;2
"353625 PARISI";1;1;-;-;-;-;-;2
"353630 PATROCINIO PAULISTA";1;1;1;1;-;-;-;4
"353640 PAULICEIA";2;1;-;3;-;-;-;6
"353650 PAULINIA";23;11;16;13;17;6;2;88
"353660 PAULO DE FARIA";1;-;-;-;-;2;-;3
"353670 PEDERNEIRAS";1;-;1;2;2;2;-;8
"353680 PEDRA BELA";1;-;-;-;-;-;-;1
"353700 PEDREGULHO";-;-;-;-;-;1;-;1
"353710 PEDREIRA";2;3;4;2;-;1;-;12
"353715 PEDRINHAS PAULISTA";1;-;-;-;-;-;-;1
"353720 PEDRO DE TOLEDO";-;-;-;-;1;-;-;1
"353730 PENAPOLIS";-;3;-;1;1;1;-;6
"353740 PEREIRA BARRETO";1;-;-;-;-;1;-;2
"353750 PEREIRAS";1;-;-;-;-;-;1;2
"353760 PERUIBE";15;12;3;11;7;8;2;58
"353780 PIEDADE";-;1;-;-;-;-;-;1
"353790 PILAR DO SUL";-;-;-;1;-;-;-;1
"353800 PINDAMONHANGABA";12;5;4;3;12;6;-;42
"353810 PINDORAMA";-;1;-;-;-;-;-;1
"353820 PINHALZINHO";-;1;-;-;1;-;-;2
"353850 PIQUETE";-;-;1;-;-;-;-;1
"353860 PIRACAIA";1;1;-;-;-;-;-;2
"353870 PIRACICABA";26;25;25;30;52;34;1;193
"353880 PIRAJU";-;3;4;1;2;-;-;10
"353890 PIRAJUI";2;-;-;-;2;1;-;5
"353910 PIRAPORA DO BOM JESUS";1;-;-;-;-;6;-;7
"353920 PIRAPOZINHO";3;-;2;-;3;2;-;10
"353930 PIRASSUNUNGA";1;2;4;1;2;2;2;14
"353940 PIRATININGA";2;2;3;-;3;-;-;10
"353950 PITANGUEIRAS";-;-;-;2;2;2;-;6
"353960 PLANALTO";-;-;-;1;1;1;-;3
"353980 POA";2;5;4;3;5;3;1;23
"353990 POLONI";3;1;1;1;-;-;-;6
"354000 POMPEIA";-;-;-;1;1;-;-;2
"354010 PONGAI";-;1;-;-;-;-;-;1
"354020 PONTAL";1;1;1;1;1;1;-;6
"354025 PONTALINDA";-;2;-;1;-;-;-;3
"354050 PORANGABA";1;-;-;-;-;-;-;1
"354060 PORTO FELIZ";2;4;2;2;2;6;1;19
"354070 PORTO FERREIRA";3;3;2;3;3;2;2;18
"354075 POTIM";3;2;4;4;1;-;-;14
"354080 POTIRENDABA";-;-;-;-;1;-;-;1
"354090 PRADOPOLIS";3;-;1;4;-;1;-;9
"354100 PRAIA GRANDE";28;17;40;25;30;9;1;150
"354105 PRATANIA";-;-;-;1;-;-;-;1
"354110 PRESIDENTE ALVES";1;-;-;-;-;-;-;1
"354120 PRESIDENTE BERNARDES";1;-;1;-;1;-;-;3
"354130 PRESIDENTE EPITACIO";2;1;4;-;-;3;1;11
"354140 PRESIDENTE PRUDENTE";23;23;21;16;19;4;-;106
"354150 PRESIDENTE VENCESLAU";3;1;-;1;1;-;-;6
"354160 PROMISSAO";3;4;4;2;4;1;-;18
"354170 QUATA";1;1;1;-;1;-;-;4
"354190 QUELUZ";2;-;-;-;-;-;-;2
"354200 QUINTANA";-;1;-;-;1;-;-;2
"354220 RANCHARIA";5;-;2;-;1;-;-;8
"354240 REGENTE FEIJO";2;1;1;-;1;1;-;6
"354250 REGINOPOLIS";5;1;2;1;9;6;-;24
"354260 REGISTRO";2;2;3;5;4;4;1;21
"354270 RESTINGA";-;1;-;-;-;-;-;1
"354290 RIBEIRAO BONITO";-;-;-;1;-;2;-;3
"354300 RIBEIRAO BRANCO";-;-;-;-;1;-;-;1
"354310 RIBEIRAO CORRENTE";-;-;-;-;1;-;-;1
"354320 RIBEIRAO DO SUL";1;1;-;-;-;-;-;2
"354323 RIBEIRAO DOS INDIOS";2;-;-;-;-;-;-;2
"354330 RIBEIRAO PIRES";13;12;11;7;16;8;-;67
"354340 RIBEIRAO PRETO";124;124;137;86;133;47;2;653
"354350 RIVERSUL";-;-;1;-;-;-;-;1
"354370 RINCAO";-;2;-;1;-;1;-;4
"354380 RINOPOLIS";-;-;2;3;-;-;-;5
"354390 RIO CLARO";1;10;12;16;11;-;-;50
"354400 RIO DAS PEDRAS";-;-;-;-;1;-;-;1
"354410 RIO GRANDE DA SERRA";3;3;3;2;3;1;-;15
"354425 ROSANA";-;-;1;-;4;1;-;6
"354430 ROSEIRA";-;-;-;-;2;-;-;2
"354460 SABINO";2;-;1;-;-;-;-;3
"354470 SAGRES";-;-;-;-;2;1;-;3
"354480 SALES";-;-;-;-;1;-;-;1
"354490 SALES OLIVEIRA";-;1;-;-;-;1;-;2
"354500 SALESOPOLIS";1;1;1;1;2;-;-;6
"354515 SALTINHO";3;2;-;1;-;-;-;6
"354520 SALTO";9;6;8;3;2;1;-;29
"354530 SALTO DE PIRAPORA";-;1;1;-;-;-;-;2
"354550 SANDOVALINA";1;-;-;-;-;-;-;1
"354580 SANTA BARBARA D'OESTE";27;9;19;25;17;13;1;111
"354600 SANTA BRANCA";2;1;1;2;1;1;-;8
"354630 SANTA CRUZ DAS PALMEIRAS";-;-;2;-;1;-;-;3
"354640 SANTA CRUZ DO RIO PARDO";4;3;2;1;3;1;-;14
"354660 SANTA FE DO SUL";2;1;1;-;4;2;1;11
"354670 SANTA GERTRUDES";1;-;-;1;-;1;-;3
"354680 SANTA ISABEL";3;2;-;5;3;2;-;15
"354700 SANTA MARIA DA SERRA";-;-;-;1;-;-;-;1
"354710 SANTA MERCEDES";5;1;2;1;-;1;-;10
"354730 SANTANA DE PARNAIBA";5;9;11;24;19;5;1;74
"354740 SANTA RITA D'OESTE";-;-;-;1;-;-;-;1
"354760 SANTA ROSA DE VITERBO";-;-;-;-;1;1;-;2
"354780 SANTO ANDRE";76;64;65;42;47;49;4;347
"354800 SANTO ANTONIO DE POSSE";2;-;-;1;1;1;-;5
"354805 SANTO ANTONIO DO ARACANGUA";-;-;-;-;1;-;-;1
"354850 SANTOS";155;55;178;90;51;167;30;726
"354860 SAO BENTO DO SAPUCAI";-;-;2;1;-;-;-;3
"354870 SAO BERNARDO DO CAMPO";91;78;101;71;107;55;10;513
"354880 SAO CAETANO DO SUL";9;4;6;11;11;4;-;45
"354890 SAO CARLOS";17;11;21;8;27;3;1;88
"354910 SAO JOAO DA BOA VISTA";6;9;14;9;6;11;-;55
"354925 SAO JOAO DE IRACEMA";-;-;1;-;-;-;-;1
"354940 SAO JOAQUIM DA BARRA";1;1;3;2;5;3;1;16
"354950 SAO JOSE DA BELA VISTA";-;1;1;-;-;-;-;2
"354960 SAO JOSE DO BARREIRO";-;1;1;-;-;-;-;2
"354970 SAO JOSE DO RIO PARDO";1;2;1;4;2;3;-;13
"354980 SAO JOSE DO RIO PRETO";133;141;171;155;163;87;-;850
"354990 SAO JOSE DOS CAMPOS";66;75;68;52;73;31;2;367
"355010 SAO MANUEL";1;1;4;2;3;1;-;12
"355020 SAO MIGUEL ARCANJO";3;2;2;1;-;1;-;9
"355030 SAO PAULO";2080;1823;2457;1910;1879;1464;124;11737
"355040 SAO PEDRO";3;2;2;3;2;-;-;12
"355050 SAO PEDRO DO TURVO";-;2;1;1;-;1;-;5
"355060 SAO ROQUE";-;2;-;1;4;2;1;10
"355070 SAO SEBASTIAO";11;5;6;6;5;4;-;37
"355080 SAO SEBASTIAO DA GRAMA";-;1;1;2;-;-;-;4
"355090 SAO SIMAO";2;-;1;-;-;3;-;6
"355100 SAO VICENTE";46;22;57;8;21;33;4;191
"355120 SARUTAIA";-;1;2;1;-;1;-;5
"355140 SERRA AZUL";1;2;-;-;-;1;-;4
"355150 SERRANA";2;2;3;2;2;1;-;12
"355160 SERRA NEGRA";1;1;-;2;1;-;-;5
"355170 SERTAOZINHO";19;11;15;4;8;16;-;73
"355180 SETE BARRAS";-;1;-;-;1;3;-;5
"355200 SILVEIRAS";-;1;-;-;-;-;-;1
"355210 SOCORRO";-;1;1;-;1;-;-;3
"355220 SOROCABA";21;42;30;28;17;-;-;138
"355230 SUD MENNUCCI";-;-;3;-;-;-;-;3
"355240 SUMARE";22;25;13;9;1;1;-;71
"355250 SUZANO";21;19;28;26;28;19;-;141
"355255 SUZANAPOLIS";1;-;3;-;-;-;-;4
"355260 TABAPUA";1;-;1;-;1;-;-;3
"355280 TABOAO DA SERRA";59;47;58;54;49;36;2;305
"355290 TACIBA";1;-;2;-;-;-;-;3
"355300 TAGUAI";-;-;1;2;1;-;-;4
"355330 TAMBAU";1;2;1;-;-;1;-;5
"355340 TANABI";-;3;1;-;2;1;-;7
"355370 TAQUARITINGA";-;-;3;1;-;1;-;5
"355380 TAQUARITUBA";3;2;2;4;2;-;-;13
"355395 TARUMA";-;1;-;-;1;-;-;2
"355400 TATUI";1;4;-;4;-;1;-;10
"355410 TAUBATE";33;10;2;24;29;12;3;113
"355430 TEODORO SAMPAIO";1;-;2;-;-;3;1;7
"355440 TERRA ROXA";1;1;-;-;-;-;-;2
"355450 TIETE";1;-;-;1;-;-;-;2
"355460 TIMBURI";-;-;2;-;-;-;-;2
"355465 TORRE DE PEDRA";-;-;1;-;-;-;-;1
"355475 TRABIJU";1;-;-;-;-;-;-;1
"355480 TREMEMBE";3;2;2;2;18;2;-;29
"355495 TUIUTI";-;-;1;-;-;-;-;1
"355500 TUPA";15;16;10;4;-;1;-;46
"355510 TUPI PAULISTA";1;-;2;3;2;-;-;8
"355530 TURMALINA";1;-;2;-;-;-;-;3
"355540 UBATUBA";9;22;21;30;22;10;1;115
"355550 UBIRAJARA";3;-;-;-;2;2;-;7
"355560 UCHOA";-;-;2;-;-;-;-;2
"355570 UNIAO PAULISTA";-;-;-;-;-;1;-;1
"355580 URANIA";1;-;1;-;-;-;-;2
"355590 URU";-;1;-;-;-;-;-;1
"355600 URUPES";-;-;-;-;-;1;-;1
"355610 VALENTIM GENTIL";1;-;-;-;1;-;-;2
"355620 VALINHOS";2;4;9;6;3;5;-;29
"355630 VALPARAISO";-;1;5;1;-;1;-;8
"355635 VARGEM";-;1;-;1;-;-;-;2
"355640 VARGEM GRANDE DO SUL";2;4;2;-;1;-;-;9
"355645 VARGEM GRANDE PAULISTA";2;1;5;4;4;1;-;17
"355650 VARZEA PAULISTA";6;14;14;6;6;6;1;53
"355660 VERA CRUZ";5;3;1;-;-;-;-;9
"355670 VINHEDO";-;1;3;2;1;2;-;9
"355680 VIRADOURO";2;-;2;-;-;1;-;5
"355700 VOTORANTIM";3;4;5;9;5;2;-;28
"355710 VOTUPORANGA";4;4;1;3;3;1;-;16
"355715 ZACARIAS";-;1;-;-;-;-;-;1
"355720 CHAVANTES";-;-;1;1;1;-;-;3
"410010 ABATIA";1;2;1;1;-;1;1;7
"410020 ADRIANOPOLIS";-;-;-;-;-;-;1;1
"410040 ALMIRANTE TAMANDARE";10;11;3;1;2;1;-;28
"410045 ALTAMIRA DO PARANA";-;-;-;-;1;-;-;1
"410050 ALTONIA";-;1;5;-;-;-;-;6
"410080 ALVORADA DO SUL";-;-;-;2;1;-;-;3
"410090 AMAPORA";-;-;-;-;1;-;-;1
"410100 AMPERE";-;1;3;3;4;1;-;12
"410105 ANAHY";-;1;-;1;-;-;-;2
"410110 ANDIRA";1;2;-;3;2;1;-;9
"410115 ANGULO";-;-;-;-;1;1;-;2
"410120 ANTONINA";3;1;2;-;3;3;-;12
"410130 ANTONIO OLINTO";-;-;1;1;1;-;-;3
"410140 APUCARANA";14;10;15;17;14;22;-;92
"410150 ARAPONGAS";1;2;7;5;6;6;-;27
"410160 ARAPOTI";1;2;3;1;-;1;-;8
"410165 ARAPUA";1;-;-;-;-;1;-;2
"410170 ARARUNA";1;-;-;1;-;-;-;2
"410180 ARAUCARIA";20;16;34;24;16;17;-;127
"410190 ASSAI";-;1;-;-;1;-;1;3
"410200 ASSIS CHATEAUBRIAND";8;2;4;-;1;-;-;15
"410210 ASTORGA";1;1;1;-;2;-;-;5
"410240 BANDEIRANTES";4;2;4;1;-;-;2;13
"410250 BARBOSA FERRAZ";-;-;1;-;-;-;-;1
"410260 BARRACAO";1;-;2;-;1;-;-;4
"410280 BELA VISTA DO PARAISO";-;-;2;-;-;2;-;4
"410290 BITURUNA";1;3;3;1;-;-;-;8
"410300 BOA ESPERANCA";-;-;-;-;-;1;-;1
"410302 BOA ESPERANCA DO IGUACU";1;-;-;-;1;1;-;3
"410304 BOA VENTURA DE SAO ROQUE";2;-;-;-;-;-;-;2
"410305 BOA VISTA DA APARECIDA";-;2;-;-;1;1;-;4
"410310 BOCAIUVA DO SUL";-;2;2;1;1;-;-;6
"410320 BOM SUCESSO";1;-;-;-;-;-;-;1
"410335 BRAGANEY";-;2;-;-;-;-;-;2
"410345 CAFELANDIA";-;4;-;2;1;-;2;9
"410360 CAMBARA";4;-;2;2;1;2;-;11
"410370 CAMBE";5;9;7;11;7;4;-;43
"410380 CAMBIRA";-;-;-;-;-;5;-;5
"410390 CAMPINA DA LAGOA";1;-;1;1;1;3;-;7
"410395 CAMPINA DO SIMAO";1;-;-;-;-;-;-;1
"410400 CAMPINA GRANDE DO SUL";2;3;3;5;5;7;-;25
"410405 CAMPO BONITO";-;1;-;-;2;-;-;3
"410420 CAMPO LARGO";6;6;7;3;8;2;-;32
"410425 CAMPO MAGRO";-;-;4;1;1;-;-;6
"410430 CAMPO MOURAO";3;2;3;1;3;-;-;12
"410442 CANDOI";1;4;4;7;9;1;-;26
"410445 CANTAGALO";1;-;1;1;-;1;-;4
"410450 CAPANEMA";-;2;-;1;-;-;-;3
"410460 CAPITAO LEONIDAS MARQUES";3;2;2;-;2;1;-;10
"410465 CARAMBEI";-;1;2;1;1;1;-;6
"410470 CARLOPOLIS";-;-;-;1;-;-;-;1
"410480 CASCAVEL";75;112;121;67;142;97;5;619
"410490 CASTRO";5;11;13;7;12;8;-;56
"410500 CATANDUVAS";2;-;-;-;-;1;-;3
"410510 CENTENARIO DO SUL";1;-;-;-;1;1;-;3
"410530 CEU AZUL";-;1;-;2;1;-;2;6
"410540 CHOPINZINHO";2;2;5;-;6;1;-;16
"410550 CIANORTE";8;12;7;9;17;11;5;69
"410560 CIDADE GAUCHA";1;-;-;-;1;-;-;2
"410570 CLEVELANDIA";1;1;3;-;-;-;-;5
"410580 COLOMBO";10;11;35;14;14;3;-;87
"410590 COLORADO";1;-;-;2;1;-;-;4
"410600 CONGONHINHAS";1;-;-;1;-;-;-;2
"410620 CONTENDA";-;1;-;3;-;1;-;5
"410630 CORBELIA";1;5;-;-;-;-;-;6
"410640 CORNELIO PROCOPIO";2;2;-;5;4;5;2;20
"410645 CORONEL DOMINGOS SOARES";1;1;2;-;-;-;-;4
"410650 CORONEL VIVIDA";2;2;6;5;6;4;-;25
"410655 CORUMBATAI DO SUL";-;2;-;-;-;-;-;2
"410657 CRUZEIRO DO IGUACU";-;2;-;-;-;2;-;4
"410660 CRUZEIRO DO OESTE";1;-;-;1;1;3;-;6
"410680 CRUZ MACHADO";-;-;1;1;-;-;-;2
"410685 CRUZMALTINA";-;-;-;-;1;-;-;1
"410690 CURITIBA";267;264;337;260;288;120;18;1554
"410700 CURIUVA";2;-;3;-;-;-;2;7
"410710 DIAMANTE DO NORTE";-;-;1;1;-;-;-;2
"410715 DIAMANTE D'OESTE";-;1;-;-;3;-;-;4
"410720 DOIS VIZINHOS";10;9;8;6;7;6;-;46
"410725 DOURADINA";-;-;3;1;-;-;-;4
"410730 DOUTOR CAMARGO";-;-;1;1;1;-;-;3
"410750 ENGENHEIRO BELTRAO";-;-;-;-;-;-;1;1
"410754 ESPIGAO ALTO DO IGUACU";-;-;1;-;-;-;-;1
"410755 FAROL";-;-;1;1;-;-;-;2
"410760 FAXINAL";1;4;1;2;-;-;-;8
"410765 FAZENDA RIO GRANDE";9;9;13;14;16;15;-;76
"410775 FIGUEIRA";-;-;3;-;-;-;-;3
"410785 FLOR DA SERRA DO SUL";1;-;-;-;-;2;1;4
"410790 FLORESTA";2;1;-;1;3;-;-;7
"410800 FLORESTOPOLIS";-;-;-;-;1;-;-;1
"410810 FLORIDA";-;-;4;-;-;-;-;4
"410820 FORMOSA DO OESTE";2;-;-;-;-;-;-;2
"410830 FOZ DO IGUACU";44;27;70;58;74;53;-;326
"410840 FRANCISCO BELTRAO";4;8;20;13;11;11;4;71
"410845 FOZ DO JORDAO";-;5;-;-;1;-;-;6
"410850 GENERAL CARNEIRO";-;-;-;2;3;2;-;7
"410855 GODOY MOREIRA";-;1;-;-;-;-;-;1
"410860 GOIOERE";1;-;2;-;4;2;-;9
"410865 GOIOXIM";2;-;-;-;-;-;-;2
"410880 GUAIRA";4;2;2;1;-;1;-;10
"410895 GUAMIRANGA";-;-;-;-;-;1;-;1
"410900 GUAPIRAMA";-;-;-;-;-;2;-;2
"410920 GUARACI";1;-;-;-;-;-;-;1
"410930 GUARANIACU";5;-;3;2;1;1;2;14
"410940 GUARAPUAVA";23;11;22;10;11;24;-;101
"410950 GUARAQUECABA";-;-;-;-;1;1;-;2
"410960 GUARATUBA";7;7;4;2;4;5;3;32
"410965 HONORIO SERPA";-;-;-;1;1;-;-;2
"410970 IBAITI";1;2;1;-;5;2;-;11
"410980 IBIPORA";8;9;-;8;9;3;3;40
"410990 ICARAIMA";2;-;1;1;-;-;-;4
"411005 IGUATU";-;-;5;6;-;-;-;11
"411007 IMBAU";-;-;-;-;1;-;-;1
"411010 IMBITUVA";1;3;2;2;2;1;-;11
"411020 INACIO MARTINS";-;-;-;-;1;-;-;1
"411040 INDIANOPOLIS";-;1;-;-;-;-;-;1
"411050 IPIRANGA";-;2;2;-;-;-;-;4
"411060 IPORA";-;-;1;-;1;2;-;4
"411065 IRACEMA DO OESTE";1;-;3;-;-;-;-;4
"411070 IRATI";5;8;8;8;8;14;2;53
"411080 IRETAMA";-;5;1;2;-;1;1;10
"411090 ITAGUAJE";-;-;-;1;-;-;-;1
"411095 ITAIPULANDIA";1;-;5;-;-;-;1;7
"411100 ITAMBARACA";-;1;3;3;-;1;1;9
"411110 ITAMBE";1;-;-;-;-;-;-;1
"411120 ITAPEJARA D'OESTE";1;-;2;1;1;4;1;10
"411125 ITAPERUCU";1;-;1;-;1;-;-;3
"411140 IVAI";2;-;3;2;-;-;-;7
"411150 IVAIPORA";1;6;2;2;2;5;-;18
"411160 IVATUBA";-;-;2;-;-;-;-;2
"411170 JABOTI";1;-;-;-;-;-;-;1
"411180 JACAREZINHO";4;5;7;6;5;1;-;28
"411190 JAGUAPITA";-;-;3;-;-;1;-;4
"411200 JAGUARIAIVA";3;4;1;-;-;-;-;8
"411210 JANDAIA DO SUL";1;2;1;2;-;-;-;6
"411220 JANIOPOLIS";-;-;-;2;-;-;-;2
"411240 JAPURA";-;-;1;-;-;-;-;1
"411250 JARDIM ALEGRE";1;1;-;1;-;-;-;3
"411270 JATAIZINHO";-;-;-;-;-;1;-;1
"411275 JESUITAS";-;-;-;-;1;2;-;3
"411280 JOAQUIM TAVORA";3;1;3;-;1;-;-;8
"411295 JURANDA";-;1;1;-;-;-;-;2
"411320 LAPA";1;2;6;2;2;-;1;14
"411330 LARANJEIRAS DO SUL";3;5;6;5;6;5;1;31
"411342 LIDIANOPOLIS";1;-;-;1;1;-;-;3
"411345 LINDOESTE";-;2;3;1;-;-;-;6
"411350 LOANDA";-;4;-;-;-;2;-;6
"411360 LOBATO";-;1;-;-;-;1;-;2
"411370 LONDRINA";28;36;38;23;23;17;2;167
"411373 LUIZIANA";-;-;-;1;-;-;-;1
"411380 LUPIONOPOLIS";-;-;-;-;1;-;-;1
"411390 MALLET";1;-;-;-;-;-;-;1
"411400 MAMBORE";1;-;1;1;-;-;-;3
"411410 MANDAGUACU";4;2;5;2;1;-;-;14
"411420 MANDAGUARI";-;1;2;1;1;1;2;8
"411430 MANDIRITUBA";-;-;-;-;1;1;-;2
"411440 MANGUEIRINHA";-;1;4;3;1;1;1;11
"411450 MANOEL RIBAS";-;-;-;1;-;-;-;1
"411460 MARECHAL CANDIDO RONDON";6;3;4;5;4;2;-;24
"411470 MARIA HELENA";-;-;-;-;-;1;-;1
"411480 MARIALVA";-;-;3;-;5;1;-;9
"411500 MARILENA";-;-;1;-;-;1;-;2
"411510 MARILUZ";-;1;2;-;-;-;-;3
"411520 MARINGA";28;29;45;40;40;48;7;237
"411535 MARIPA";-;-;-;1;-;-;-;1
"411540 MARMELEIRO";2;5;1;-;-;1;-;9
"411560 MATELANDIA";2;2;3;3;3;4;1;18
"411570 MATINHOS";14;11;7;-;2;-;-;34
"411580 MEDIANEIRA";2;2;7;5;2;2;1;21
"411585 MERCEDES";-;1;-;-;-;-;-;1
"411605 MISSAL";3;-;-;1;1;-;-;5
"411610 MOREIRA SALES";-;-;1;-;-;-;-;1
"411620 MORRETES";1;-;2;1;-;1;-;5
"411630 MUNHOZ DE MELO";-;-;1;3;1;-;-;5
"411660 NOVA AMERICA DA COLINA";1;-;-;-;-;1;-;2
"411670 NOVA AURORA";-;1;2;1;1;3;-;8
"411680 NOVA CANTU";-;-;2;1;-;-;-;3
"411690 NOVA ESPERANCA";2;2;2;1;2;1;-;10
"411695 NOVA ESPERANCA DO SUDOESTE";-;1;-;-;1;1;-;3
"411705 NOVA LARANJEIRAS";-;-;3;-;-;-;-;3
"411710 NOVA LONDRINA";-;1;-;-;-;-;-;1
"411720 NOVA OLIMPIA";-;-;1;-;-;-;-;1
"411727 NOVA TEBAS";-;-;1;-;-;-;-;1
"411730 ORTIGUEIRA";1;-;-;-;-;-;-;1
"411740 OURIZONA";1;-;-;-;-;-;-;1
"411745 OURO VERDE DO OESTE";-;-;-;-;-;1;-;1
"411750 PAICANDU";1;1;4;1;1;1;-;9
"411760 PALMAS";-;3;9;1;7;2;-;22
"411770 PALMEIRA";1;4;4;3;2;1;-;15
"411780 PALMITAL";-;1;-;-;-;-;-;1
"411790 PALOTINA";2;5;14;1;3;2;1;28
"411800 PARAISO DO NORTE";1;2;2;-;1;-;-;6
"411820 PARANAGUA";19;19;21;15;8;11;1;94
"411840 PARANAVAI";16;9;29;20;8;10;-;92
"411850 PATO BRANCO";22;12;22;15;17;17;6;111
"411860 PAULA FREITAS";-;1;-;-;-;-;-;1
"411870 PAULO FRONTIN";-;-;3;-;-;1;-;4
"411880 PEABIRU";1;-;2;1;2;-;-;6
"411885 PEROBAL";1;-;-;-;-;-;-;1
"411900 PEROLA D'OESTE";-;-;-;-;-;2;-;2
"411910 PIEN";1;2;5;1;-;1;-;10
"411915 PINHAIS";9;11;18;14;14;19;2;87
"411930 PINHAO";5;2;10;2;3;4;-;26
"411940 PIRAI DO SUL";4;1;2;2;1;-;1;11
"411950 PIRAQUARA";8;10;9;8;7;3;1;46
"411960 PITANGA";2;2;2;-;3;2;-;11
"411980 PLANALTO";1;-;-;-;-;-;-;1
"411990 PONTA GROSSA";20;6;12;11;7;3;3;62
"411995 PONTAL DO PARANA";2;3;1;1;2;1;-;10
"412010 PORTO AMAZONAS";-;1;-;-;-;-;-;1
"412015 PORTO BARREIRO";1;-;-;1;-;-;-;2
"412035 PRANCHITA";-;1;-;-;3;1;-;5
"412060 PRUDENTOPOLIS";-;1;1;-;1;-;-;3
"412070 QUATIGUA";-;-;-;1;1;-;-;2
"412080 QUATRO BARRAS";1;2;2;-;2;1;1;9
"412085 QUATRO PONTES";1;-;-;-;-;-;-;1
"412090 QUEDAS DO IGUACU";5;5;14;2;6;5;2;39
"412100 QUERENCIA DO NORTE";-;-;-;-;-;-;1;1
"412110 QUINTA DO SOL";-;1;-;-;-;-;-;1
"412120 QUITANDINHA";1;1;-;-;-;1;-;3
"412140 REALEZA";3;1;2;-;2;1;-;9
"412150 REBOUCAS";2;3;1;-;1;1;-;8
"412160 RENASCENCA";1;3;-;1;-;-;-;5
"412170 RESERVA";1;3;5;1;-;4;-;14
"412175 RESERVA DO IGUACU";-;-;-;-;1;1;-;2
"412180 RIBEIRAO CLARO";1;-;-;-;1;1;-;3
"412190 RIBEIRAO DO PINHAL";1;-;-;2;1;2;-;6
"412200 RIO AZUL";1;-;2;-;1;-;-;4
"412215 RIO BONITO DO IGUACU";5;2;-;-;2;-;1;10
"412217 RIO BRANCO DO IVAI";-;-;-;-;-;1;-;1
"412220 RIO BRANCO DO SUL";4;-;-;-;1;1;-;6
"412230 RIO NEGRO";2;-;-;2;3;2;1;10
"412240 ROLANDIA";4;10;4;4;3;4;-;29
"412260 RONDON";-;-;2;-;1;-;-;3
"412270 SABAUDIA";1;1;-;-;-;-;-;2
"412280 SALGADO FILHO";-;-;2;-;-;-;-;2
"412290 SALTO DO ITARARE";-;-;-;-;1;-;-;1
"412300 SALTO DO LONTRA";1;3;1;2;1;3;-;11
"412310 SANTA AMELIA";-;-;-;-;1;2;-;3
"412320 SANTA CECILIA DO PAVAO";-;1;-;-;-;-;-;1
"412350 SANTA HELENA";2;1;5;4;1;6;2;21
"412370 SANTA ISABEL DO IVAI";-;2;-;-;-;-;-;2
"412380 SANTA IZABEL DO OESTE";-;1;-;1;1;-;-;3
"412382 SANTA LUCIA";-;-;-;-;-;1;-;1
"412390 SANTA MARIANA";1;-;-;1;1;-;-;3
"412395 SANTA MONICA";-;-;-;-;2;-;-;2
"412402 SANTA TEREZA DO OESTE";1;-;4;2;2;2;-;11
"412405 SANTA TEREZINHA DE ITAIPU";4;1;2;-;2;-;-;9
"412410 SANTO ANTONIO DA PLATINA";2;-;-;-;-;-;-;2
"412430 SANTO ANTONIO DO PARAISO";1;-;-;-;-;-;-;1
"412440 SANTO ANTONIO DO SUDOESTE";-;-;2;-;1;1;-;4
"412450 SANTO INACIO";2;-;-;-;-;-;-;2
"412460 SAO CARLOS DO IVAI";-;-;-;-;2;-;-;2
"412470 SAO JERONIMO DA SERRA";-;-;6;-;2;-;-;8
"412480 SAO JOAO";5;-;2;3;1;-;-;11
"412490 SAO JOAO DO CAIUA";-;-;2;-;-;-;-;2
"412500 SAO JOAO DO IVAI";-;1;-;-;-;-;-;1
"412520 SAO JORGE D'OESTE";-;-;1;-;1;-;-;2
"412530 SAO JORGE DO IVAI";-;-;-;-;1;-;-;1
"412535 SAO JORGE DO PATROCINIO";2;-;-;-;-;-;-;2
"412550 SAO JOSE DOS PINHAIS";23;20;13;31;25;10;2;124
"412555 SAO MANOEL DO PARANA";-;-;-;-;1;1;-;2
"412560 SAO MATEUS DO SUL";1;3;5;1;2;-;-;12
