2014
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/ltabr.def
American Tegumentary Leishmaniasis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110001 Alta Floresta D'Oeste";16;10;11;9;14;19;12;15;23;33;19;15;196
"110037 Alto Alegre dos Parecis";15;10;8;11;9;13;8;16;17;27;24;13;171
"110040 Alto Paraíso";6;3;7;7;9;9;11;8;4;5;11;3;83
"110034 Alvorada D'Oeste";6;5;3;5;3;-;4;3;6;10;7;5;57
"110002 Ariquemes";24;16;36;27;25;41;31;30;33;30;35;17;345
"110045 Buritis";13;18;14;11;10;4;6;11;15;25;20;13;160
"110003 Cabixi";10;5;5;1;2;1;4;5;4;2;5;4;48
"110060 Cacaulândia";6;-;4;6;5;5;2;4;7;5;4;4;52
"110004 Cacoal";28;23;25;24;29;23;42;42;39;46;45;19;385
"110070 Campo Novo de Rondônia";8;14;10;7;9;14;11;9;8;11;21;9;131
"110080 Candeias do Jamari";1;5;7;8;11;9;9;12;7;6;6;7;88
"110090 Castanheiras";2;3;8;4;2;6;5;3;4;4;-;7;48
"110005 Cerejeiras";8;7;9;4;8;8;5;10;10;7;4;2;82
"110092 Chupinguaia";7;5;12;13;21;15;36;38;27;17;17;6;214
"110006 Colorado do Oeste";4;8;6;6;3;3;6;13;13;8;13;11;94
"110007 Corumbiara";10;8;11;5;4;8;3;8;13;12;6;5;93
"110008 Costa Marques";13;9;9;10;19;13;23;28;18;17;8;9;176
"110094 Cujubim";20;13;29;23;23;19;18;20;17;26;12;24;244
"110009 Espigão D'Oeste";25;27;15;34;25;20;37;70;59;73;63;20;468
"110100 Governador Jorge Teixeira";8;5;8;4;3;7;9;7;8;8;6;10;83
"110010 Guajará-Mirim";8;10;10;14;16;14;23;28;12;23;7;6;171
"110110 Itapuã do Oeste";-;3;2;2;1;-;5;-;2;2;1;2;20
"110011 Jaru";17;11;14;12;8;7;15;13;12;19;13;11;152
"110012 Ji-Paraná";29;26;25;32;25;37;24;32;50;33;28;14;355
